Date,THB,NEER
12/16/2010,39.863,100.4603
12/17/2010,39.982,100.5226
12/20/2010,39.681,99.9016
12/21/2010,39.675,100.0369
12/22/2010,39.552,100.3654
12/23/2010,39.401,100.3986
12/24/2010,39.57,100.7765
12/27/2010,39.651,100.4833
12/28/2010,39.829,100.607
12/29/2010,39.628,100.9197
12/30/2010,40.046,100.7458
12/31/2010,40.17,100.73
1/3/2011,40.151,100.5838
1/4/2011,40.337,100.9
1/5/2011,39.877,100.6605
1/6/2011,39.568,100.7053
1/7/2011,39.423,100.487
1/10/2011,39.65,100.1903
1/11/2011,39.504,100.1862
1/12/2011,39.4,100.1271
1/13/2011,40.164,99.9811
1/14/2011,40.687,99.7619
1/17/2011,40.685,99.614
1/18/2011,40.768,99.6481
1/19/2011,41.133,99.2908
1/20/2011,41.164,99.1279
1/21/2011,41.506,99.4938
1/24/2011,42.019,99.5519
1/25/2011,42.1,99.3555
1/26/2011,42.146,99.5236
1/27/2011,42.266,99.5998
1/28/2011,42.515,99.3583
1/31/2011,42.295,99.3749
2/1/2011,42.517,99.2598
2/2/2011,42.589,99.3762
2/3/2011,42.431,99.486
2/4/2011,41.997,99.0665
2/7/2011,41.662,98.3809
2/8/2011,41.887,98.5612
2/9/2011,41.937,98.5246
2/10/2011,41.914,98.1597
2/11/2011,41.722,99.2487
2/14/2011,41.368,99.4482
2/15/2011,41.489,99.9867
2/16/2011,41.395,100.3767
2/17/2011,41.521,100.1142
2/18/2011,41.671,100.0695
2/21/2011,41.728,100.126
2/22/2011,41.862,100.2612
2/23/2011,42.044,100.4342
2/24/2011,42.159,100.698
2/25/2011,42.153,100.8987
2/28/2011,42.304,100.7546
3/1/2011,42.235,100.7039
3/2/2011,42.2,100.5658
3/3/2011,42.256,100.7192
3/4/2011,42.555,100.6091
3/7/2011,42.673,100.4125
3/8/2011,42.222,100.6272
3/9/2011,42.23,100.3788
3/10/2011,41.976,100.1732
3/11/2011,41.953,100.4184
3/14/2011,42.304,100.4494
3/15/2011,42.291,101.1438
3/16/2011,42.453,101.047
3/17/2011,42.404,100.9879
3/18/2011,42.8,100.6135
3/21/2011,42.979,100.2495
3/22/2011,42.974,100.3906
3/23/2011,42.804,100.2006
3/24/2011,42.737,100.1963
3/25/2011,42.712,99.9368
3/28/2011,42.531,100.1501
3/29/2011,42.662,100.4752
3/30/2011,42.72,100.3874
3/31/2011,42.976,100.258
4/1/2011,42.819,100.031
4/4/2011,43.033,100.0663
4/5/2011,42.795,99.9781
4/6/2011,43.115,99.7307
4/7/2011,42.963,99.7252
4/8/2011,43.275,99.7655
4/11/2011,43.432,99.914
4/12/2011,43.613,100.0828
4/13/2011,43.696,100.7808
4/14/2011,43.461,100.5588
4/15/2011,43.538,100.4421
4/18/2011,42.968,100.8515
4/19/2011,42.992,100.9576
4/20/2011,43.472,100.9793
4/21/2011,43.621,100.7481
4/26/2011,43.822,100.5159
4/27/2011,43.96,100.2853
4/28/2011,44.293,100.6463
4/29/2011,44.387,100.6372
5/2/2011,44.303,100.8211
5/3/2011,44.34,100.2818
5/4/2011,44.601,99.5231
5/5/2011,44.664,99.9901
5/6/2011,43.88,99.4389
5/9/2011,43.479,99.151
5/10/2011,43.332,99.5861
5/11/2011,43.186,99.5901
5/12/2011,42.926,99.9258
5/13/2011,43.168,99.6408
5/16/2011,42.924,99.9363
5/17/2011,42.938,100.036
5/18/2011,43.065,99.6331
5/19/2011,43.209,99.7188
5/20/2011,43.138,99.7266
5/23/2011,42.607,99.7938
5/24/2011,42.859,100.151
5/25/2011,42.84,99.8844
5/26/2011,43.085,99.7452
5/27/2011,43.323,99.075
5/30/2011,43.287,99.1093
5/31/2011,43.601,99.0214
6/1/2011,43.613,98.862
6/2/2011,43.799,98.9989
6/3/2011,43.957,99.3356
6/6/2011,44.226,98.971
6/7/2011,44.366,99.7013
6/8/2011,44.408,99.8945
6/9/2011,44.5,100.0147
6/10/2011,44.023,100.0779
6/13/2011,43.751,99.9538
6/14/2011,44.009,100.0794
6/15/2011,43.633,100.0208
6/16/2011,43.152,99.8313
6/17/2011,43.638,99.8963
6/20/2011,43.559,100.0914
6/21/2011,43.881,99.9397
6/22/2011,43.868,99.4702
6/23/2011,43.446,99.2684
6/24/2011,43.627,99.2403
6/27/2011,43.893,99.1967
6/28/2011,44.152,99.4769
6/29/2011,44.429,99.4718
6/30/2011,44.38,99.4314
7/1/2011,44.638,100.0294
7/4/2011,44.182,100.0871
7/5/2011,44.106,100.2477
7/6/2011,43.66,100.3606
7/7/2011,43.24,100.3074
7/8/2011,43.025,100.3208
7/11/2011,42.618,100.1264
7/12/2011,42.414,99.8672
7/13/2011,42.557,99.8827
7/14/2011,42.734,100.1585
7/15/2011,42.551,99.7508
7/18/2011,42.219,99.6082
7/19/2011,42.373,99.8796
7/20/2011,42.493,99.7345
7/21/2011,42.538,99.671
7/22/2011,42.9,99.7709
7/25/2011,42.795,99.523
7/26/2011,42.993,99.1266
7/27/2011,42.962,98.7325
7/28/2011,42.409,98.3779
7/29/2011,42.523,98.3948
8/1/2011,42.827,98.7034
8/2/2011,42.255,98.4886
8/3/2011,42.557,98.4623
8/4/2011,42.459,98.4385
8/5/2011,42.295,98.1461
8/8/2011,42.462,98.2649
8/9/2011,42.725,97.897
8/10/2011,42.929,97.8645
8/11/2011,42.372,97.8208
8/12/2011,42.679,97.5461
8/15/2011,42.798,97.5958
8/16/2011,42.908,97.716
8/17/2011,43.243,98.0715
8/18/2011,42.978,98.168
8/19/2011,42.896,98.189
8/22/2011,43.008,97.9331
8/23/2011,43.14,98.2952
8/24/2011,43.198,98.5795
8/25/2011,43.258,98.5008
8/26/2011,43.177,98.9528
8/29/2011,43.447,98.8287
8/30/2011,43.249,98.8493
8/31/2011,43.263,98.9099
9/1/2011,42.826,98.9091
9/2/2011,42.651,98.8398
9/5/2011,42.279,99.2791
9/6/2011,42.177,99.3376
9/7/2011,42.094,99.3432
9/8/2011,42.16,99.3754
9/9/2011,41.562,99.6491
9/12/2011,41.159,99.9805
9/13/2011,41.222,100.0558
9/14/2011,41.558,100.0801
9/15/2011,41.813,100.1799
9/16/2011,41.803,101.05
9/19/2011,41.615,101.6855
9/20/2011,41.706,101.4765
9/21/2011,41.656,101.3676
9/22/2011,41.379,101.4063
9/23/2011,41.526,101.514
9/26/2011,42.012,100.8296
9/27/2011,41.891,101.1458
9/28/2011,42.256,101.0403
9/29/2011,42.452,100.808
9/30/2011,42.048,100.8536
10/3/2011,41.594,101.5035
10/4/2011,41.125,101.4667
10/5/2011,41.585,101.5974
10/6/2011,41.279,101.813
10/7/2011,41.538,101.6793
10/10/2011,41.962,101.671
10/11/2011,42.1,101.6235
10/12/2011,42.399,101.5451
10/13/2011,42.32,101.4967
10/14/2011,42.484,101.6323
10/17/2011,42.182,101.3413
10/18/2011,42.095,101.3063
10/19/2011,42.438,101.2864
10/20/2011,42.76,101.2912
10/21/2011,42.76,101.179
10/24/2011,42.787,100.8637
10/25/2011,42.923,100.6999
10/26/2011,42.895,100.7701
10/27/2011,42.872,100.6742
10/28/2011,43.245,100.4397
10/31/2011,42.899,100.5743
11/1/2011,42.162,100.6096
11/2/2011,42.504,100.6909
11/3/2011,42.311,100.8162
11/4/2011,42.228,101.0441
11/7/2011,42.174,101.0598
11/8/2011,42.315,100.8709
11/9/2011,41.881,100.9211
11/10/2011,41.937,100.857
11/11/2011,42.056,100.7671
11/14/2011,42.056,100.4137
11/15/2011,41.746,100.4886
11/16/2011,41.571,100.4729
11/17/2011,41.653,100.4165
11/18/2011,42.072,100.6073
11/21/2011,41.989,100.5148
11/22/2011,42.216,100.2865
11/23/2011,41.955,100.279
11/24/2011,41.817,100.278
11/25/2011,41.552,100.1695
11/28/2011,41.806,100.1764
11/29/2011,41.715,100.1319
11/30/2011,41.596,100.0379
12/1/2011,41.636,100.0269
12/2/2011,41.6,99.7635
12/5/2011,41.401,99.8366
12/6/2011,41.294,100.0355
12/7/2011,41.255,100.1898
12/8/2011,41.236,100.2746
12/9/2011,41.423,100.1303
12/12/2011,41.277,100.0453
12/13/2011,41.138,99.9642
12/14/2011,40.642,99.7577
12/15/2011,40.797,99.5861
12/16/2011,40.903,99.3863
12/19/2011,40.786,99.4795
12/20/2011,40.922,99.473
12/21/2011,40.82,100.3515
12/22/2011,40.785,100.1324
12/23/2011,40.881,100.5227
12/27/2011,41.089,100.2658
12/28/2011,41.235,99.9775
12/29/2011,40.961,99.8441
12/30/2011,40.991,100.0153
1/2/2012,40.758,100.1434
1/3/2012,40.916,100.1173
1/4/2012,40.825,100.1143
1/5/2012,40.588,100.0809
1/6/2012,40.474,100.2796
1/9/2012,40.45,99.7327
1/10/2012,40.512,99.5201
1/11/2012,40.469,99.7283
1/12/2012,40.5,99.3658
1/13/2012,40.573,99.4233
1/16/2012,40.401,99.3122
1/17/2012,40.669,99.3083
1/18/2012,40.726,99.4835
1/19/2012,40.837,99.9469
1/20/2012,40.719,99.9294
1/23/2012,40.86,99.9437
1/24/2012,40.92,99.6735
1/25/2012,40.897,99.9081
1/26/2012,41.118,99.6023
1/27/2012,40.92,99.6732
1/30/2012,40.903,100.1382
1/31/2012,40.753,99.9522
2/1/2012,40.763,99.5584
2/2/2012,40.5,99.5789
2/3/2012,40.638,99.4702
2/6/2012,40.404,99.5259
2/7/2012,40.611,99.562
2/8/2012,40.791,99.8227
2/9/2012,40.861,99.7455
2/10/2012,40.741,99.7763
2/13/2012,40.836,99.628
2/14/2012,40.613,99.7382
2/15/2012,40.297,99.718
2/16/2012,40.114,99.6394
2/17/2012,40.517,99.6224
2/20/2012,40.793,99.6225
2/21/2012,40.671,99.498
2/22/2012,40.431,99.5581
2/23/2012,40.339,99.5859
2/24/2012,40.732,99.8073
2/27/2012,40.753,99.8349
2/28/2012,40.833,99.913
2/29/2012,40.665,99.8452
3/1/2012,40.735,99.9553
3/2/2012,40.404,100.0175
3/5/2012,40.506,99.9453
3/6/2012,40.485,100.1516
3/7/2012,40.37,100.2611
3/8/2012,40.441,100.3563
3/9/2012,40.312,100.3642
3/12/2012,40.21,100.1273
3/13/2012,40.033,100.0866
3/14/2012,40.205,99.992
3/15/2012,40.176,99.9729
3/16/2012,40.332,100.3647
3/19/2012,40.41,100.2558
3/20/2012,40.637,100.264
3/21/2012,40.693,100.1982
3/22/2012,40.607,100.2464
3/23/2012,40.732,100.1157
3/26/2012,40.837,100.2555
3/27/2012,40.946,100.064
3/28/2012,41.038,100.3649
3/29/2012,40.971,100.2993
3/30/2012,41.177,100.3971
4/2/2012,41.082,100.1832
4/3/2012,41.037,100.0338
4/4/2012,40.78,100.0429
4/5/2012,40.511,99.9398
4/10/2012,40.588,100.3242
4/11/2012,40.562,100.5166
4/12/2012,40.564,101.0448
4/13/2012,40.404,101.2015
4/16/2012,40.126,101.4447
4/17/2012,40.433,101.3503
4/18/2012,40.392,101.0422
4/19/2012,40.449,101.0099
4/20/2012,40.747,100.8756
4/23/2012,40.706,100.9564
4/24/2012,40.746,100.8382
4/25/2012,40.859,100.7124
4/26/2012,40.808,100.8181
4/27/2012,40.719,100.7723
4/30/2012,40.62,100.8323
5/2/2012,40.535,100.9575
5/3/2012,40.576,101.1122
5/4/2012,40.63,101.0789
5/7/2012,40.402,101.0749
5/8/2012,40.378,101.0346
5/9/2012,40.287,100.9663
5/10/2012,40.335,100.9968
5/11/2012,40.346,101.0923
5/14/2012,40.313,101.2165
5/15/2012,40.237,101.4035
5/16/2012,40.048,101.3981
5/17/2012,39.834,101.4505
5/18/2012,39.855,101.4178
5/21/2012,39.959,101.3877
5/22/2012,40.066,101.7013
5/23/2012,39.889,101.6504
5/24/2012,39.655,101.6477
5/25/2012,39.758,101.7918
5/28/2012,39.721,101.9296
5/29/2012,39.735,101.763
5/30/2012,39.627,101.6608
5/31/2012,39.516,101.5967
6/1/2012,39.307,101.5264
6/4/2012,39.226,101.4305
6/5/2012,39.3,101.6221
6/6/2012,39.29,101.5889
6/7/2012,39.649,101.3284
6/8/2012,39.524,101.4485
6/11/2012,39.689,101.5402
6/12/2012,39.562,101.6804
6/13/2012,39.57,101.726
6/14/2012,39.586,101.7961
6/15/2012,39.652,101.8253
6/18/2012,39.709,101.8683
6/19/2012,39.586,101.9992
6/20/2012,40.018,102.0106
6/21/2012,40.177,102.0317
6/22/2012,39.838,101.8722
6/25/2012,39.824,101.8772
6/26/2012,39.708,101.9093
6/27/2012,39.767,102.0961
6/28/2012,39.589,102.2221
6/29/2012,39.873,102.4676
7/2/2012,39.819,103.3614
7/3/2012,39.561,103.438
7/4/2012,39.533,103.5382
7/5/2012,39.192,103.5587
7/6/2012,39.138,103.405
7/9/2012,39.043,103.6721
7/10/2012,38.87,103.931
7/11/2012,38.864,103.9643
7/12/2012,38.75,104.0719
7/13/2012,38.56,104.6888
7/16/2012,38.53,105.2811
7/17/2012,38.783,105.7001
7/18/2012,38.794,106.038
7/19/2012,38.827,105.8384
7/20/2012,38.674,105.5859
7/23/2012,38.47,105.9026
7/24/2012,38.431,105.7519
7/25/2012,38.453,105.802
7/26/2012,38.729,106.0917
7/27/2012,38.836,106.4715
7/30/2012,38.673,106.1056
7/31/2012,38.67,106.4719
8/1/2012,38.726,106.7613
8/2/2012,38.902,106.9463
8/3/2012,38.657,106.9659
8/6/2012,38.969,106.9935
8/7/2012,39.149,106.8627
8/8/2012,38.883,106.9321
8/9/2012,38.76,107.0397
8/10/2012,38.589,106.8663
8/13/2012,38.769,107.0576
8/14/2012,38.81,106.782
8/15/2012,38.743,106.9353
8/16/2012,38.753,107.0646
8/17/2012,38.886,107.2432
8/20/2012,38.771,107.2512
8/21/2012,39.086,107.3127
8/22/2012,39.062,107.1669
8/23/2012,39.187,107.002
8/24/2012,39.059,107.2925
8/27/2012,39.156,107.6373
8/28/2012,39.288,107.7506
8/29/2012,39.316,107.6347
8/30/2012,39.363,107.8088
8/31/2012,39.51,108.1521
9/3/2012,39.25,108.4543
9/4/2012,39.246,108.6967
9/5/2012,39.331,109.0036
9/6/2012,39.468,109.1055
9/7/2012,39.643,109.186
9/10/2012,39.721,109.2119
9/11/2012,39.742,109.3142
9/12/2012,39.926,110.2926
9/13/2012,40.047,110.9576
9/14/2012,40.28,110.7387
9/17/2012,40.318,110.0658
9/18/2012,40.311,109.9736
9/19/2012,40.085,109.9678
9/20/2012,40.024,110.1499
9/21/2012,40.016,110.3949
9/24/2012,39.949,109.6244
9/25/2012,39.999,109.573
9/26/2012,39.807,110.1487
9/27/2012,39.871,110.3301
9/28/2012,39.811,111.0816
10/1/2012,39.648,111.7392
10/2/2012,39.63,111.6657
10/3/2012,39.564,111.6162
10/4/2012,39.617,111.7032
10/5/2012,39.721,111.1365
10/8/2012,39.785,111.4635
10/9/2012,39.701,111.949
10/10/2012,39.582,112.7926
10/11/2012,39.671,113.2939
10/12/2012,39.74,113.3522
10/15/2012,39.782,112.6515
10/16/2012,40.012,112.3147
10/17/2012,40.187,111.222
10/18/2012,40.207,110.4911
10/19/2012,40.044,110.1315
10/22/2012,40.156,110.0123
10/23/2012,39.99,109.43
10/24/2012,39.758,108.9755
10/25/2012,39.876,109.2963
10/26/2012,39.679,109.3076
10/29/2012,39.636,109.7366
10/30/2012,39.78,109.4483
10/31/2012,39.876,109.3066
11/1/2012,39.846,109.834
11/2/2012,39.514,109.7127
11/5/2012,39.379,110.0954
11/6/2012,39.373,109.9234
11/7/2012,39.117,110.0334
11/8/2012,39.1,109.9703
11/9/2012,38.907,110.072
11/12/2012,39.02,109.5741
11/13/2012,38.951,109.4182
11/14/2012,39.082,109.1992
11/15/2012,39.186,108.6028
11/16/2012,39.191,108.6625
11/19/2012,39.205,107.8591
11/20/2012,39.285,107.4279
11/21/2012,39.311,107.3526
11/22/2012,39.582,106.8519
11/23/2012,39.631,106.2647
11/26/2012,39.774,105.5566
11/27/2012,39.764,106.009
11/28/2012,39.614,104.881
11/29/2012,39.905,104.7006
11/30/2012,39.867,104.708
12/3/2012,40.02,105.4767
12/4/2012,40.179,105.0817
12/5/2012,40.083,104.8499
12/6/2012,40.079,105.0772
12/7/2012,39.593,105.1983
12/10/2012,39.63,105.2182
12/11/2012,39.785,105.6337
12/12/2012,39.928,105.6577
12/13/2012,40.081,105.3158
12/14/2012,40.067,105.3737
12/17/2012,40.27,105.6571
12/18/2012,40.285,106.1232
12/19/2012,40.717,106.249
12/20/2012,40.559,105.963
12/21/2012,40.459,105.9862
12/24/2012,40.46,105.4244
12/27/2012,40.66,105.7974
12/28/2012,40.353,105.6521
12/31/2012,40.347,105.4297
1/2/2013,40.237,105.4629
1/3/2013,39.791,105.7003
1/4/2013,39.7,105.5569
1/7/2013,39.691,105.7963
1/8/2013,39.834,105.885
1/9/2013,39.651,105.9327
1/10/2013,39.732,106.023
1/11/2013,40.18,105.9595
1/14/2013,40.343,105.4662
1/15/2013,40.008,105.0063
1/16/2013,39.645,104.806
1/17/2013,39.797,104.5851
1/18/2013,39.626,104.6628
1/21/2013,39.623,104.9222
1/22/2013,39.605,104.9942
1/23/2013,39.71,104.6543
1/24/2013,39.78,104.2614
1/25/2013,40.304,103.9335
1/28/2013,40.278,104.2007
1/29/2013,40.098,104.0698
1/30/2013,40.284,104.4605
1/31/2013,40.42,104.7212
2/1/2013,40.659,104.6199
2/4/2013,40.344,104.5415
2/5/2013,40.273,104.5537
2/6/2013,40.267,103.5279
2/7/2013,40.34,103.1222
2/8/2013,39.841,103.0259
2/11/2013,39.972,103.0458
2/12/2013,40.139,103.1779
2/13/2013,40.197,102.5132
2/14/2013,39.728,102.1851
2/15/2013,39.802,102.5773
2/18/2013,39.909,102.6816
2/19/2013,39.873,103.1259
2/20/2013,39.869,102.7726
2/21/2013,39.373,102.4667
2/22/2013,39.347,102.4265
2/25/2013,39.673,102.5891
2/26/2013,39.009,102.591
2/27/2013,39.081,103.0357
2/28/2013,39.085,103.6357
3/1/2013,38.727,103.3089
3/4/2013,38.8,103.3665
3/5/2013,38.841,103.3574
3/6/2013,38.792,104.3364
3/7/2013,38.705,104.2641
3/8/2013,38.903,104.4669
3/11/2013,38.631,104.6807
3/12/2013,38.624,104.4277
3/13/2013,38.424,104.3201
3/14/2013,38.358,104.6067
3/15/2013,38.656,104.1568
3/18/2013,38.179,103.974
3/19/2013,37.9,103.7279
3/20/2013,37.696,103.4561
3/21/2013,37.658,103.5751
3/22/2013,37.964,103.4819
3/25/2013,37.908,103.7056
3/26/2013,37.684,103.908
3/27/2013,37.41,103.9888
3/28/2013,37.423,103.9044
4/2/2013,37.621,104.2986
4/3/2013,37.676,104.2717
4/4/2013,37.646,104.1582
4/5/2013,37.939,103.9662
4/8/2013,38.066,103.6387
4/9/2013,37.868,103.5896
4/10/2013,37.976,103.8731
4/11/2013,38.084,104.0355
4/12/2013,37.89,104.2321
4/15/2013,38.04,104.3116
4/16/2013,38.035,104.2457
4/17/2013,37.89,104.239
4/18/2013,37.452,104.2071
4/19/2013,37.509,104.276
4/22/2013,37.377,104.0357
4/23/2013,37.45,103.9534
4/24/2013,37.626,103.8543
4/25/2013,38.076,103.8586
4/26/2013,38.087,103.879
4/29/2013,38.382,103.6349
4/30/2013,38.301,103.5544
5/2/2013,38.821,103.2998
5/3/2013,38.791,103.3107
5/6/2013,38.744,103.2173
5/7/2013,38.718,102.954
5/8/2013,38.551,102.5312
5/9/2013,38.664,102.4916
5/10/2013,38.678,102.7074
5/13/2013,38.504,102.6431
5/14/2013,38.555,102.4532
5/15/2013,38.27,102.2986
5/16/2013,38.412,102.1051
5/17/2013,38.324,101.9268
5/20/2013,38.315,102.3455
5/21/2013,38.366,102.4505
5/22/2013,38.511,102.5346
5/23/2013,38.561,102.5594
5/24/2013,38.713,102.9285
5/27/2013,38.636,102.8112
5/28/2013,38.84,102.6062
5/29/2013,39.089,102.1968
5/30/2013,39.13,102.1036
5/31/2013,39.48,101.7976
6/3/2013,39.622,101.2837
6/4/2013,39.813,101.2756
6/5/2013,39.88,100.7795
6/6/2013,40.212,101.0486
6/7/2013,40.562,100.7535
6/10/2013,40.671,100.3929
6/11/2013,41.133,100.4321
6/12/2013,41.106,100.2554
6/13/2013,40.997,100.5113
6/14/2013,40.681,100.6816
6/17/2013,40.905,100.4703
6/18/2013,41.259,100.1208
6/19/2013,41.197,101.0035
6/20/2013,41.078,101.0147
6/21/2013,41.003,101.3721
6/24/2013,40.724,101.1491
6/25/2013,40.65,101.2511
6/26/2013,40.609,101.1479
6/27/2013,40.556,101.1506
6/28/2013,40.613,101.0403
7/1/2013,40.382,101.0387
7/2/2013,40.314,100.9808
7/3/2013,40.29,100.9563
7/4/2013,40.393,100.958
7/5/2013,40.131,100.8818
7/8/2013,40.413,100.2846
7/9/2013,40.23,101.2815
7/10/2013,40.066,101.1278
7/11/2013,40.619,101.1086
7/12/2013,40.64,101.0121
7/15/2013,40.571,101.0488
7/16/2013,40.731,101.2136
7/17/2013,40.84,101.7704
7/18/2013,40.706,101.53
7/19/2013,40.724,102.0918
7/22/2013,40.762,101.8576
7/23/2013,40.805,101.4516
7/24/2013,40.983,101.5493
7/25/2013,41.085,101.7607
7/26/2013,41.292,101.6154
7/29/2013,41.363,101.6053
7/30/2013,41.539,101.6628
7/31/2013,41.537,101.7162
8/1/2013,41.402,101.2572
8/2/2013,41.444,101.5108
8/5/2013,41.521,102.0038
8/6/2013,41.699,102.4694
8/7/2013,41.831,102.3381
8/8/2013,41.75,102.2131
8/9/2013,41.817,102.157
8/12/2013,41.487,102.4927
8/13/2013,41.531,101.9967
8/14/2013,41.504,102.1427
8/15/2013,41.593,102.1192
8/16/2013,41.728,102.3308
8/19/2013,41.873,102.7256
8/20/2013,42.399,102.6153
8/21/2013,42.601,102.2424
8/22/2013,42.687,102.6547
8/23/2013,42.749,102.0863
8/26/2013,42.675,101.7674
8/27/2013,42.935,101.6416
8/28/2013,43.111,101.6933
8/29/2013,42.69,101.7927
8/30/2013,42.557,102.1362
9/2/2013,42.309,102.2478
9/3/2013,42.34,102.1863
9/4/2013,42.417,102.1024
9/5/2013,42.695,101.9203
9/6/2013,42.44,101.9229
9/9/2013,42.478,101.927
9/10/2013,42.586,101.9616
9/11/2013,42.444,101.9433
9/12/2013,42.176,101.7606
9/13/2013,42.362,102.0484
9/16/2013,42.342,102.086
9/17/2013,42.379,102.2118
9/18/2013,42.272,102.3736
9/19/2013,41.935,102.2505
9/20/2013,41.92,102.2203
9/23/2013,42.248,102.18
9/24/2013,42.224,102.4416
9/25/2013,42.251,102.4813
9/26/2013,42.13,102.3761
9/27/2013,42.344,102.1332
9/30/2013,42.264,102.0426
10/1/2013,42.234,101.8653
10/2/2013,42.287,101.6451
10/3/2013,42.522,101.5373
10/4/2013,42.546,101.0859
10/7/2013,42.592,100.8728
10/8/2013,42.565,100.9666
10/9/2013,42.488,101.06
10/10/2013,42.45,101.4722
10/11/2013,42.434,101.4782
10/14/2013,42.462,101.2107
10/15/2013,42.206,101.173
10/16/2013,42.412,101.0354
10/17/2013,42.38,101.0669
10/18/2013,42.489,101.1096
10/21/2013,42.5,101.0724
10/22/2013,42.612,100.9648
10/23/2013,42.865,100.489
10/24/2013,42.986,100.4173
10/25/2013,42.842,100.5247
10/28/2013,42.817,101.2348
10/29/2013,42.763,101.3217
10/30/2013,42.709,101.3314
10/31/2013,42.462,101.4395
11/1/2013,42.134,101.7803
11/4/2013,42.244,101.5836
11/5/2013,42.155,101.52
11/6/2013,42.261,101.6544
11/7/2013,41.87,101.8175
11/8/2013,42.093,102.0622
11/11/2013,42.359,101.8107
11/12/2013,42.418,101.7437
11/13/2013,42.365,101.3513
11/14/2013,42.444,101.7546
11/15/2013,42.527,101.6268
11/18/2013,42.687,101.7411
11/19/2013,42.656,101.6802
11/20/2013,42.84,101.5574
11/21/2013,42.858,101.4002
11/22/2013,43.035,101.3061
11/25/2013,43.218,101.3935
11/26/2013,43.463,101.5549
11/27/2013,43.67,101.6057
11/28/2013,43.662,101.5706
11/29/2013,43.644,101.5051
12/2/2013,43.505,101.966
12/3/2013,43.695,102.0902
12/4/2013,43.826,102.1984
12/5/2013,43.881,102.3032
12/6/2013,44.133,102.3919
12/9/2013,44.089,102.3964
12/10/2013,44.099,102.4732
12/11/2013,44.114,103.133
12/12/2013,44.201,103.5982
12/13/2013,44.002,103.4436
12/16/2013,44.125,103.431
12/17/2013,44.165,103.5579
12/18/2013,44.365,103.6171
12/19/2013,44.37,103.6259
12/20/2013,44.515,103.4355
12/23/2013,44.78,103.0821
12/24/2013,44.77,102.8611
12/27/2013,45.414,102.9162
12/30/2013,45.23,102.9891
12/31/2013,45.178,102.6986
1/2/2014,45.017,102.6517
1/3/2014,45.022,102.9323
1/6/2014,44.987,103.0277
1/7/2014,45.134,103.1136
1/8/2014,44.906,103.441
1/9/2014,44.944,103.6665
1/10/2014,44.929,103.752
1/13/2014,45.047,103.7219
1/14/2014,44.723,103.6706
1/15/2014,44.689,103.8217
1/16/2014,44.595,103.8292
1/17/2014,44.617,103.8581
1/20/2014,44.518,104.0637
1/21/2014,44.529,103.9409
1/22/2014,44.632,103.834
1/23/2014,44.845,103.8813
1/24/2014,44.986,103.8739
1/27/2014,44.921,103.9492
1/28/2014,44.907,104.117
1/29/2014,44.791,104.1784
1/30/2014,44.745,104.3682
1/31/2014,44.599,104.483
2/3/2014,44.806,104.4372
2/4/2014,44.302,104.4601
2/5/2014,44.367,104.5343
2/6/2014,44.277,104.4909
2/7/2014,44.612,104.5357
2/10/2014,44.75,104.5177
2/11/2014,44.757,105.2554
2/12/2014,44.191,105.0636
2/13/2014,44.567,105.1219
2/14/2014,44.296,105.2434
2/17/2014,44.161,105.2399
2/18/2014,44.557,105.4229
2/19/2014,44.739,105.51
2/20/2014,44.68,105.2988
2/21/2014,44.603,105.1296
2/24/2014,44.711,104.9774
2/25/2014,44.772,104.7713
2/26/2014,44.681,104.5914
2/27/2014,44.453,104.597
2/28/2014,45.068,104.7049
3/3/2014,44.818,104.9389
3/4/2014,44.629,104.5802
3/5/2014,44.349,104.5769
3/6/2014,44.383,104.4282
3/7/2014,44.833,104.5867
3/10/2014,44.945,104.9521
3/11/2014,44.718,104.9444
3/12/2014,45.049,104.9614
3/13/2014,45.061,105.0739
3/14/2014,44.829,104.9988
3/17/2014,44.843,104.9115
3/18/2014,44.671,104.7008
3/19/2014,44.754,104.6213
3/20/2014,44.754,104.7797
3/21/2014,44.592,105.7875
3/24/2014,44.738,105.7432
3/25/2014,44.919,105.6645
3/26/2014,44.945,105.6104
3/27/2014,44.803,105.9251
3/28/2014,44.717,105.6696
3/31/2014,44.709,105.826
4/1/2014,44.632,106.039
4/2/2014,44.685,106.302
4/3/2014,44.726,106.3655
4/4/2014,44.598,106.3421
4/7/2014,44.581,106.5058
4/8/2014,44.527,106.6357
4/9/2014,44.52,106.8131
4/10/2014,44.7,106.7765
4/11/2014,44.815,106.7495
4/14/2014,44.638,106.7494
4/15/2014,44.555,106.8706
4/16/2014,44.641,107.0655
4/17/2014,44.591,107.3174
4/22/2014,44.658,107.492
4/23/2014,44.738,107.5438
4/24/2014,44.746,107.5325
4/25/2014,44.619,107.609
4/28/2014,44.695,107.7465
4/29/2014,44.643,107.721
4/30/2014,44.826,107.9339
5/2/2014,44.852,107.8372
5/5/2014,44.882,107.3237
5/6/2014,45.094,107.4727
5/7/2014,45.101,108.1983
5/8/2014,45.326,108.2686
5/9/2014,44.934,108.4251
5/12/2014,44.899,108.4859
5/13/2014,44.699,108.6195
5/14/2014,44.484,108.3358
5/15/2014,44.333,108.3586
5/16/2014,44.512,108.7591
5/19/2014,44.534,109.0201
5/20/2014,44.616,109.0571
5/21/2014,44.411,109.3993
5/22/2014,44.521,109.4687
5/23/2014,44.434,109.152
5/26/2014,44.432,109.1042
