Date,ISK,NEER
12/8/2005,76.08,29.7177
12/9/2005,75.49,29.501
12/12/2005,75.32,29.345
12/13/2005,75.23,29.1596
12/14/2005,74.82,29.0672
12/15/2005,74.81,28.8652
12/16/2005,74.67,58.1111
12/19/2005,75.49,51.522
12/20/2005,75.61,45.4435
12/21/2005,75.42,28.5853
12/22/2005,75.72,28.642
12/23/2005,75.58,28.5474
12/27/2005,75.45,29.6078
12/28/2005,75.83,30.3446
12/29/2005,75.34,31.4753
12/30/2005,74.57,31.4341
1/2/2006,74.64,33.833
1/3/2006,74.4,33.7698
1/4/2006,74.72,34.5107
1/5/2006,74.85,38.534
1/6/2006,74.15,39.3755
1/9/2006,73.75,39.019
1/10/2006,73.92,40.1884
1/11/2006,74.03,40.7261
1/12/2006,73.81,41.3538
1/13/2006,74.01,41.2012
1/16/2006,74.14,40.1532
1/17/2006,74.1,27.0052
1/18/2006,74.61,26.9714
1/19/2006,74.8,26.9422
1/20/2006,74.41,27.0781
1/23/2006,75.06,26.959
1/24/2006,75.35,26.8307
1/25/2006,75.13,26.8638
1/26/2006,74.86,26.9663
1/27/2006,75.29,27.2317
1/30/2006,75.04,27.187
1/31/2006,75.73,27.3218
2/1/2006,76,27.4162
2/2/2006,76.34,27.4333
2/3/2006,75.96,27.517
2/6/2006,75.57,27.4482
2/7/2006,75.09,27.4598
2/8/2006,74.97,27.4182
2/9/2006,75.26,27.4382
2/10/2006,75.74,31.621
2/13/2006,76.02,42.3749
2/14/2006,76.04,42.8096
2/15/2006,75.92,53.7106
2/16/2006,75.66,51.8322
2/17/2006,75.42,53.7915
2/20/2006,75.42,58.0574
2/21/2006,77.02,59.1356
2/22/2006,80.48,60.6197
2/23/2006,79.32,62.0945
2/24/2006,78.82,60.901
2/27/2006,78.62,61.1292
2/28/2006,77.78,64.9597
3/1/2006,77.33,63.4775
3/2/2006,78.78,64.785
3/3/2006,79.11,64.9016
3/6/2006,79.51,65.6732
3/7/2006,79.53,65.5498
3/8/2006,82.13,65.2171
3/9/2006,82.67,66.1528
3/10/2006,83.97,68.0503
3/13/2006,85.82,66.9422
3/14/2006,84.08,68.8861
3/15/2006,84.25,69.1658
3/16/2006,83.83,69.5196
3/17/2006,83.98,69.5865
3/20/2006,84.7,69.9365
3/21/2006,85.18,69.9359
3/22/2006,86.51,69.756
3/23/2006,86.06,70.4728
3/24/2006,87.8,70.4836
3/27/2006,86.84,69.6165
3/28/2006,86.56,69.8115
3/29/2006,86.11,70.0155
3/30/2006,85.14,70.7395
3/31/2006,86.06,70.7537
4/3/2006,87.73,69.7125
4/4/2006,88.04,69.9283
4/5/2006,88.9,69.8721
4/6/2006,89.53,68.3112
4/7/2006,88.45,69.5735
4/10/2006,88.93,70.8789
4/11/2006,89.74,70.187
4/12/2006,92.37,69.5827
4/13/2006,92.25,69.8197
4/18/2006,93.15,69.9233
4/19/2006,95.95,69.2457
4/20/2006,97.51,68.8384
4/21/2006,95.83,66.7911
4/24/2006,94.84,67.8036
4/25/2006,92,68.3736
4/26/2006,92.87,69.4412
4/27/2006,93.03,68.4622
4/28/2006,93.81,69.7223
5/2/2006,93.97,69.1415
5/3/2006,93.83,70.8856
5/4/2006,90.95,69.8945
5/5/2006,91.18,71.3416
5/8/2006,91.1,71.6765
5/9/2006,89.12,73.0989
5/10/2006,89.94,73.0951
5/11/2006,89.52,71.7569
5/12/2006,91.23,71.8008
5/15/2006,91.41,70.0153
5/16/2006,91.13,70.2571
5/17/2006,89.89,68.9788
5/18/2006,91.44,69.066
5/19/2006,91.15,67.5241
5/22/2006,91.74,67.981
5/23/2006,92.92,68.0923
5/24/2006,93.34,65.7778
5/25/2006,93.07,66.041
5/26/2006,92.81,68.993
5/29/2006,92.58,67.9334
5/30/2006,92.61,68.3632
5/31/2006,92.33,69.7543
6/1/2006,92.34,70.452
6/2/2006,91.74,70.4989
6/5/2006,92.01,71.3284
6/6/2006,93.82,71.6681
6/7/2006,93.77,72.2944
6/8/2006,93.52,72.9722
6/9/2006,93.43,72.8999
6/12/2006,93.48,72.493
6/13/2006,94.19,72.0542
6/14/2006,95.29,72.6208
6/15/2006,95.02,73.9582
6/16/2006,94.92,74.5676
6/19/2006,94.43,74.9219
6/20/2006,93.92,75.1281
6/21/2006,94.21,75.6833
6/22/2006,94.62,76.1271
6/23/2006,95.45,75.2431
6/26/2006,95.05,74.9012
6/27/2006,95.45,75.6795
6/28/2006,96.16,74.7732
6/29/2006,96.45,72.0512
6/30/2006,97.01,70.1672
7/3/2006,96.56,70.1855
7/4/2006,96.15,69.9775
7/5/2006,95.98,69.5722
7/6/2006,96.58,72.5596
7/7/2006,96.56,72.6579
7/10/2006,96.39,72.0431
7/11/2006,94.78,72.8339
7/12/2006,94.55,74.1032
7/13/2006,94.52,74.521
7/14/2006,94.94,74.9689
7/17/2006,94.69,75.4845
7/18/2006,94.9,75.1589
7/19/2006,93.52,74.1156
7/20/2006,92.75,74.0402
7/21/2006,93.18,73.4761
7/24/2006,93.48,72.8185
7/25/2006,92.46,72.629
7/26/2006,91.54,73.8448
7/27/2006,91.81,73.7643
7/28/2006,92.69,73.7269
7/31/2006,92.92,73.4247
8/1/2006,92.51,74.457
8/2/2006,91.28,75.061
8/3/2006,90.25,76.7403
8/4/2006,90.29,75.5772
8/7/2006,90.4,76.188
8/8/2006,91.19,74.346
8/9/2006,90.91,73.8958
8/10/2006,90.69,73.9573
8/11/2006,90.41,71.8367
8/14/2006,90.44,72.5451
8/15/2006,90.41,70.579
8/16/2006,89.42,73.0306
8/17/2006,88.64,71.9754
8/18/2006,88.9,73.0018
8/21/2006,90.1,70.7517
8/22/2006,89.85,69.125
8/23/2006,90.08,71.0411
8/24/2006,89.97,72.9999
8/25/2006,89.36,79.0625
8/28/2006,89.55,78.4057
8/29/2006,89.47,80.8789
8/30/2006,88.87,82.0104
8/31/2006,88.92,81.7133
9/1/2006,88.22,81.9783
9/4/2006,88.86,84.2426
9/5/2006,88.39,84.6962
9/6/2006,88.9,85.06
9/7/2006,89.47,85.0451
9/8/2006,90.88,85.7833
9/11/2006,91.06,86.2556
9/12/2006,90.29,86.4355
9/13/2006,89.71,86.5069
9/14/2006,88.49,86.1468
9/15/2006,89.28,86.0224
9/18/2006,88.79,85.9675
9/19/2006,88.89,85.841
9/20/2006,89.17,86.2808
9/21/2006,89.43,86.3136
9/22/2006,90.97,87.0582
9/25/2006,89.49,86.149
9/26/2006,89.05,85.5031
9/27/2006,88.77,85.3105
9/28/2006,88.75,86.3264
9/29/2006,88.67,86.495
10/2/2006,89.07,87.8703
10/3/2006,88.31,88.5801
10/4/2006,87.38,88.6888
10/5/2006,86.3,89.0361
10/6/2006,86.08,88.0925
10/9/2006,86.49,89.3824
10/10/2006,86.08,88.9812
10/11/2006,86.04,88.9462
10/12/2006,85.87,88.7742
10/13/2006,85.67,87.9274
10/16/2006,84.76,87.1289
10/17/2006,85.54,87.3612
10/18/2006,85.25,89.0802
10/19/2006,85.62,88.8832
10/20/2006,86.14,88.5195
10/23/2006,86.42,89.398
10/24/2006,85.69,89.7632
10/25/2006,85.71,90.9526
10/26/2006,86.03,91.9317
10/27/2006,86.57,91.9788
10/30/2006,86.95,93.0411
10/31/2006,86.37,93.4499
11/1/2006,86.57,94.0055
11/2/2006,86.33,92.8732
11/3/2006,86.68,92.5793
11/6/2006,86.55,93.3317
11/7/2006,86.92,92.6088
11/8/2006,87.25,92.8369
11/9/2006,86.88,92.3697
11/10/2006,87.09,92.3413
11/13/2006,88.27,92.8698
11/14/2006,89.98,93.4443
11/15/2006,90.35,93.3357
11/16/2006,89.58,93.5068
11/17/2006,89.99,94.9674
11/20/2006,90.61,94.7962
11/21/2006,90.57,94.6313
11/22/2006,92.6,94.3506
11/23/2006,91.78,94.3127
11/24/2006,92.02,94.0067
11/27/2006,91.96,93.2772
11/28/2006,91.71,93.3581
11/29/2006,90.61,94.3555
11/30/2006,90.15,94.6664
12/1/2006,89.92,93.9239
12/4/2006,90.42,92.7347
12/5/2006,90.65,91.0086
12/6/2006,91.74,91.9549
12/7/2006,91.85,91.7514
12/8/2006,91.79,91.2542
12/11/2006,92.14,92.6603
12/12/2006,91.73,91.6938
12/13/2006,91.76,94.9806
12/14/2006,91.21,95.4277
12/15/2006,90.14,96.0265
12/18/2006,90.06,96.6945
12/19/2006,90.75,96.0627
12/20/2006,91.45,95.9919
12/21/2006,91.57,97.4224
12/22/2006,91.89,98.2261
12/27/2006,94.47,99.1593
12/28/2006,93.6,98.5398
12/29/2006,93.13,99.2303
1/2/2007,93.86,97.5743
1/3/2007,92.31,97.3271
1/4/2007,91.89,97.264
1/5/2007,92.14,97.1899
1/8/2007,92.1,97.2193
1/9/2007,92.53,97.1174
1/10/2007,94.6,97.6887
1/11/2007,93.3,96.0385
1/12/2007,91.8,98.6402
1/15/2007,90.99,98.6289
1/16/2007,91.42,98.7787
1/17/2007,90.56,97.5723
1/18/2007,90.59,98.5913
1/19/2007,90.12,98.9324
1/22/2007,90.12,98.2503
1/23/2007,89.32,98.5559
1/24/2007,89.45,97.943
1/25/2007,89.12,97.4893
1/26/2007,89.99,96.9691
1/29/2007,89.13,96.565
1/30/2007,88.62,96.1928
1/31/2007,88.58,95.7155
2/1/2007,89.02,95.8649
2/2/2007,89.01,96.5932
2/5/2007,88.57,95.8579
2/6/2007,88.45,95.497
2/7/2007,88.22,95.5999
2/8/2007,88.36,95.4602
2/9/2007,88.2,95.2781
2/12/2007,88.38,93.3648
2/13/2007,88.54,94.459
2/14/2007,88.19,93.8485
2/15/2007,88.42,93.1468
2/16/2007,88.16,93.1426
2/19/2007,87.48,94.9316
2/20/2007,87.21,94.476
2/21/2007,87.52,94.9455
2/22/2007,87.15,94.3535
2/23/2007,87.45,95.6825
2/26/2007,86.39,97.1076
2/27/2007,87.32,96.3008
2/28/2007,87.97,95.4488
3/1/2007,88.28,95.8781
3/2/2007,88.4,95.6152
3/5/2007,90.04,94.557
3/6/2007,88.88,95.5453
3/7/2007,88.76,94.3808
3/8/2007,87.98,92.3628
3/9/2007,88.84,91.358
3/12/2007,88.66,89.6842
3/13/2007,88.78,89.5513
3/14/2007,89.04,93.5269
3/15/2007,89.03,93.4177
3/16/2007,89.65,92.2586
3/19/2007,89.04,94.3208
3/20/2007,88.9,96.006
3/21/2007,89.16,96.2217
3/22/2007,88.48,95.1529
3/23/2007,88.46,97.5829
3/26/2007,88.21,97.4648
3/27/2007,88.28,97.7215
3/28/2007,88.31,99.9747
3/29/2007,88.24,98.3504
3/30/2007,87.69,99.0488
4/2/2007,88.27,101.0423
4/3/2007,88.66,101.7291
4/4/2007,88.93,102.5588
4/5/2007,89.5,101.7038
4/10/2007,89.84,102.0677
4/11/2007,89.1,101.9625
4/12/2007,88.74,101.7881
4/13/2007,88.75,101.1398
4/16/2007,88.5,101.0979
4/17/2007,88.44,100.7732
4/18/2007,88.44,100.502
4/19/2007,88.41,100.6075
4/20/2007,87.92,101.0564
4/23/2007,87.58,100.4068
4/24/2007,87.58,99.8401
4/25/2007,87.34,98.9794
4/26/2007,87.66,99.1009
4/27/2007,87.67,99.194
4/30/2007,87.44,98.5608
5/2/2007,86.91,98.7155
5/3/2007,86.67,98.9616
5/4/2007,86.52,99.5822
5/7/2007,86.37,99.2204
5/8/2007,86.83,100.0538
5/9/2007,86.75,99.9798
5/10/2007,86.06,100.1283
5/11/2007,86.35,99.7317
5/14/2007,86.23,99.1054
5/15/2007,85.94,98.6095
5/16/2007,85.41,98.4246
5/17/2007,85.16,97.9797
5/18/2007,85.36,97.1485
5/21/2007,85.23,98.7421
5/22/2007,83.92,98.9407
5/23/2007,82.86,97.7699
5/24/2007,83.62,99.1929
5/25/2007,83.47,101.2274
5/28/2007,83.3,100.7218
5/29/2007,83.46,100.2785
5/30/2007,83.27,100.2135
5/31/2007,82.94,100.0106
6/1/2007,82.5,99.8295
6/4/2007,84.25,100.8602
6/5/2007,85.56,99.5202
6/6/2007,84.53,97.9931
6/7/2007,84.64,98.3
6/8/2007,85.88,98.1245
6/11/2007,85.15,97.4662
6/12/2007,84.72,97.1553
6/13/2007,84.49,96.8423
6/14/2007,84.12,97.2502
6/15/2007,83.59,96.4421
6/18/2007,83.41,96.3841
6/19/2007,83.5,97.0353
6/20/2007,83.4,96.7444
6/21/2007,84.03,96.4624
6/22/2007,83.79,95.9013
6/25/2007,84.36,95.69
6/26/2007,84.58,95.5963
6/27/2007,84.64,96.0465
6/28/2007,84.1,95.6258
6/29/2007,84.26,95.5681
7/2/2007,84.08,95.3158
7/3/2007,84.46,94.774
7/4/2007,84.43,94.7065
7/5/2007,83.77,94.6868
7/6/2007,83.25,94.6795
7/9/2007,82.75,94.3834
7/10/2007,83.21,94.2821
7/11/2007,83.4,93.7765
7/12/2007,83.23,93.0713
7/13/2007,82.92,93.2821
7/16/2007,82.65,93.879
7/17/2007,82.8,94.1963
7/18/2007,82.31,94.5856
7/19/2007,82.23,95.1362
7/20/2007,82.1,94.5845
7/23/2007,82.38,94.4932
7/24/2007,81.68,94.5545
7/25/2007,82.2,94.4378
7/26/2007,82.79,94.251
7/27/2007,84.36,94.3157
7/30/2007,84.96,93.5155
7/31/2007,83.64,93.785
8/1/2007,85.54,93.69
8/2/2007,85.73,93.0956
8/3/2007,85.65,93.5398
8/6/2007,88.09,93.4769
8/7/2007,87.13,93.7749
8/8/2007,87.32,93.8041
8/9/2007,88.73,93.5965
8/10/2007,90.59,94.5147
8/13/2007,89.5,93.6233
8/14/2007,89.31,93.4261
8/15/2007,90.72,92.2428
8/16/2007,92.95,94.073
8/17/2007,92.87,94.3407
8/20/2007,91.17,94.6725
8/21/2007,90.28,95.3923
8/22/2007,88.31,96.2864
8/23/2007,87.38,95.0745
8/24/2007,88.36,95.363
8/27/2007,87.44,95.041
8/28/2007,87.2,95.311
8/29/2007,87.52,94.1895
8/30/2007,86.71,93.9963
8/31/2007,86.16,94.1437
9/3/2007,87.27,93.6925
9/4/2007,88.4,93.6695
9/5/2007,87.87,93.9444
9/6/2007,88.42,93.69
9/7/2007,88.02,93.7392
9/10/2007,89.87,93.4066
9/11/2007,89.86,93.3091
9/12/2007,89.29,93.0771
9/13/2007,88.74,93.019
9/14/2007,89.75,93.4724
9/17/2007,90.31,93.488
9/18/2007,90.13,92.8491
9/19/2007,88.41,91.8647
9/20/2007,88.2,92.8768
9/21/2007,88.07,92.6541
9/24/2007,88.02,92.8551
9/25/2007,88.14,91.818
9/26/2007,87.87,91.8562
9/27/2007,87.26,91.3156
9/28/2007,87.87,91.2975
10/1/2007,88.1,90.5266
10/2/2007,87.52,90.0914
10/3/2007,87.27,88.8996
10/4/2007,86.73,87.6849
10/5/2007,86.25,89.6091
10/8/2007,85.77,90.014
10/9/2007,85.17,90.1125
10/10/2007,85.62,90.405
10/11/2007,85.13,90.1809
10/12/2007,85.39,88.7496
10/15/2007,85.34,89.25
10/16/2007,86.25,88.8097
10/17/2007,85.28,87.9629
10/18/2007,85.54,90.4363
10/19/2007,85.46,90.6809
10/22/2007,87.6,90.8484
10/23/2007,86.2,91.5266
10/24/2007,86.67,92.0518
10/25/2007,86.68,92.0093
10/26/2007,86.85,91.0933
10/29/2007,86.77,90.6894
10/30/2007,86.72,90.6963
10/31/2007,86.62,90.1849
11/1/2007,84.95,90.5842
11/2/2007,85.24,90.6904
11/5/2007,85.82,91.8696
11/6/2007,85.36,92.1334
11/7/2007,86.4,92.5071
11/8/2007,87,92.213
11/9/2007,88.31,91.7072
11/12/2007,88.74,90.6356
11/13/2007,88.22,90.2886
11/14/2007,87.85,90.1384
11/15/2007,88.44,89.2171
11/16/2007,89.05,91.1133
11/19/2007,89.49,91.1599
11/20/2007,92.96,91.6494
11/21/2007,92.07,92.0901
11/22/2007,93.52,91.3257
11/23/2007,92.94,91.6988
11/26/2007,92.77,93.4901
11/27/2007,93.84,94.7873
11/28/2007,91.89,94.9196
11/29/2007,90.69,94.4573
11/30/2007,90.02,94.7613
12/3/2007,90.11,95.0868
12/4/2007,91.25,95.0313
12/5/2007,91.31,95.4494
12/6/2007,90.28,95.3123
12/7/2007,90.16,94.702
12/10/2007,90.24,95.1327
12/11/2007,89.87,95.6851
12/12/2007,89.72,95.9219
12/13/2007,89.6,95.8898
12/14/2007,90.75,95.1034
12/17/2007,90.74,95.4838
12/18/2007,90.69,96.0507
12/19/2007,91.21,96.4335
12/20/2007,91.68,96.0716
12/21/2007,91.73,96.95
12/24/2007,91.29,96.0131
12/27/2007,91.75,95.8184
12/28/2007,91.31,95.6637
12/31/2007,91.9,95.5908
1/2/2008,91.99,95.815
1/3/2008,91.66,95.7204
1/4/2008,90.45,94.5108
1/7/2008,91.01,93.5704
1/8/2008,91.38,92.7322
1/9/2008,92.4,93.0041
1/10/2008,92.42,92.9981
1/11/2008,93.65,92.8565
1/14/2008,95.05,92.5815
1/15/2008,95.35,92.3565
1/16/2008,96.15,90.9632
1/17/2008,95.57,92.2385
1/18/2008,95.41,92.4387
1/21/2008,96.5,92.3536
1/22/2008,96.98,93.3245
1/23/2008,97.34,92.0067
1/24/2008,96.62,91.463
1/25/2008,95.76,90.7393
1/28/2008,95.66,90.8308
1/29/2008,95.6,92.2824
1/30/2008,95.24,92.9856
1/31/2008,96.78,93.4853
2/1/2008,95.73,93.739
2/4/2008,95.98,93.021
2/5/2008,95.8,93.0124
2/6/2008,96.46,92.3457
2/7/2008,97.96,92.2886
2/8/2008,98.01,92.4021
2/11/2008,99.24,91.8984
2/12/2008,98.99,91.6898
2/13/2008,98.3,91.9426
2/14/2008,97.31,91.9202
2/15/2008,98.23,92.9129
2/18/2008,98.07,93.2845
2/19/2008,98.42,92.3246
2/20/2008,98.81,91.1105
2/21/2008,98.77,91.1722
2/22/2008,98.89,91.0201
2/25/2008,98.69,90.8594
2/26/2008,98.35,90.496
2/27/2008,98.65,91.3109
2/28/2008,99.02,91.4187
2/29/2008,99.68,91.4109
3/3/2008,100.59,90.458
3/4/2008,100.51,89.1783
3/5/2008,100.99,88.7593
3/6/2008,101.72,88.8388
3/7/2008,104.81,89.8704
3/10/2008,104.93,89.8884
3/11/2008,104.67,89.0994
3/12/2008,106.32,88.1454
3/13/2008,109.82,88.4872
3/14/2008,108.95,88.8397
3/17/2008,118.55,87.9019
3/18/2008,121.79,86.6838
3/19/2008,125.06,86.9194
3/20/2008,121.56,86.8941
3/25/2008,118.15,87.3175
3/26/2008,120.15,87.3384
3/27/2008,118.52,87.1189
3/28/2008,122.8,85.6814
3/31/2008,119.58,85.6241
4/1/2008,120.38,85.5769
4/2/2008,116.86,86.1669
4/3/2008,116.66,85.682
4/4/2008,116.41,85.132
4/7/2008,113.51,85.339
4/8/2008,114.49,85.6686
4/9/2008,112.84,86.3404
4/10/2008,115.55,86.206
4/11/2008,116.46,87.084
4/14/2008,118.11,87.4821
4/15/2008,117.6,87.5059
4/16/2008,117.81,87.142
4/17/2008,117.58,86.7567
4/18/2008,119.39,86.5627
4/21/2008,119.38,86.2324
4/22/2008,118.33,87.2356
4/23/2008,117.43,88.0361
4/24/2008,116.96,88.199
4/25/2008,115,87.9877
4/28/2008,114.52,88.013
4/29/2008,115.2,89.9178
4/30/2008,115.88,89.9118
5/2/2008,116.22,89.2138
5/5/2008,118.32,89.4538
5/6/2008,119.72,89.1134
5/7/2008,118.5,88.8377
5/8/2008,118.5,88.5391
5/9/2008,123.75,88.4819
5/12/2008,122.98,88.7523
5/13/2008,122.75,89.8082
5/14/2008,122.88,90.3151
5/15/2008,119.77,90.0154
5/16/2008,115.34,91.5982
5/19/2008,114.01,90.3613
5/20/2008,115.36,90.1109
5/21/2008,115.82,90.2902
5/22/2008,115.04,91.5805
5/23/2008,113.7,91.2653
5/26/2008,113.87,91.98
5/27/2008,114.44,90.0519
5/28/2008,115.07,89.994
5/29/2008,115.07,89.998
5/30/2008,115.53,87.2759
6/2/2008,116.52,87.2565
6/3/2008,118.79,87.2948
6/4/2008,119.48,87.8596
6/5/2008,118.72,88.0394
6/6/2008,118.59,88.8268
6/9/2008,118.93,86.0224
6/10/2008,119.45,85.155
6/11/2008,120.5,83.7401
6/12/2008,120.92,85.0864
6/13/2008,122.16,87.5289
6/16/2008,122.49,88.0919
6/17/2008,123.74,87.998
6/18/2008,126.28,90.5696
6/19/2008,126.95,91.4165
6/20/2008,125.32,92.0872
6/23/2008,130.74,91.3382
6/24/2008,131.35,91.8983
6/25/2008,126.91,92.693
6/26/2008,127.43,92.7167
6/27/2008,128.27,94.6121
6/30/2008,125.42,95.5878
7/1/2008,125.64,94.3405
7/2/2008,123.54,93.9076
7/3/2008,124.17,93.4048
7/4/2008,121.35,92.3721
7/7/2008,120.46,94.3503
7/8/2008,120.53,93.9389
7/9/2008,118.39,95.5517
7/10/2008,118.33,96.0882
7/11/2008,121,96.9256
7/14/2008,121.55,96.9182
7/15/2008,124.23,96.2832
7/16/2008,124.08,96.3665
7/17/2008,122.11,94.3968
7/18/2008,125.16,96.3884
7/21/2008,124.27,97.8712
7/22/2008,126.67,98.5288
7/23/2008,124.6,101.6752
7/24/2008,126.37,101.8798
7/25/2008,127.51,102.3388
7/28/2008,129.58,102.4477
7/29/2008,125.6,104.4217
7/30/2008,124.54,103.6374
7/31/2008,123.4,102.4795
8/1/2008,123.46,102.3803
8/4/2008,123.95,101.9102
8/5/2008,122.74,100.3474
8/6/2008,121.56,104.8908
8/7/2008,123.88,107.0226
8/8/2008,125.21,106.6806
8/11/2008,122.24,106.3881
8/12/2008,121.93,106.2197
8/13/2008,122.3,106.2277
8/14/2008,120.63,106.7352
8/15/2008,121.13,107.5368
8/18/2008,120.14,107.8959
8/19/2008,121.27,107.7588
8/20/2008,121.82,107.0826
8/21/2008,122.21,106.7233
8/22/2008,120.77,106.2094
8/25/2008,120.75,106.676
8/26/2008,121.61,107.2026
8/27/2008,121.69,108.0945
8/28/2008,121.81,107.9663
8/29/2008,122.35,108.7715
9/1/2008,122.68,108.4269
9/2/2008,122.17,108.0981
9/3/2008,122.65,108.5302
9/4/2008,123.23,108.9906
9/5/2008,126.07,108.5451
9/8/2008,123.98,108.9419
9/9/2008,127.29,109.4985
9/10/2008,129.01,109.4164
9/11/2008,127.88,109.8745
9/12/2008,128.02,109.582
9/15/2008,129.73,109.6249
9/16/2008,130.4,109.842
9/17/2008,132.94,109.5148
9/18/2008,134.64,108.4459
9/19/2008,131.47,108.6864
9/22/2008,130.68,108.6855
9/23/2008,139.35,108.2527
9/24/2008,139.91,107.3202
9/25/2008,137.29,106.8561
9/26/2008,140.53,107.1664
9/29/2008,143.38,106.9923
9/30/2008,145.91,106.6915
10/1/2008,156.68,107.2344
10/2/2008,162.02,107.1305
10/3/2008,156.13,107.3764
10/6/2008,195,108.5514
10/7/2008,197,108.304
10/8/2008,265,108.4679
10/9/2008,305,107.6888
10/10/2008,305,107.5979
10/13/2008,305,106.9336
10/14/2008,305,105.9725
10/15/2008,305,105.8595
10/16/2008,305,106.7405
10/17/2008,305,107.8481
10/20/2008,305,108.5657
10/21/2008,305,108.6509
10/22/2008,305,108.1439
10/23/2008,305,108.4043
10/24/2008,305,108.8514
10/27/2008,305,108.8962
10/28/2008,305,109.3825
10/29/2008,305,110.7075
10/30/2008,305,111.3099
10/31/2008,305,111.4163
11/3/2008,305,111.247
11/4/2008,305,110.6762
11/5/2008,305,110.6486
11/6/2008,205,110.9462
11/7/2008,200,111.2721
11/10/2008,200,112.252
11/11/2008,200,113.2187
11/12/2008,202,112.6506
11/13/2008,205,112.9723
11/14/2008,212,113.3261
11/17/2008,210,110.2205
11/18/2008,215,110.7665
11/19/2008,240,111.1853
11/20/2008,245,111.8525
11/21/2008,245,112.1089
11/24/2008,265,112.3476
11/25/2008,265,112.3459
11/26/2008,275,112.4171
11/27/2008,280,111.2815
11/28/2008,280,111.1074
12/1/2008,290,110.7247
12/2/2008,290,110.7917
12/3/2008,290,109.827
12/4/2008,290,110.1963
12/5/2008,290,110.0376
12/8/2008,290,108.8012
12/9/2008,290,109.6775
12/10/2008,?,110.4444
12/11/2008,?,110.0626
12/12/2008,?,109.9784
12/15/2008,?,109.3902
12/16/2008,?,107.1194
12/17/2008,?,106.8336
12/18/2008,?,107.2872
12/19/2008,?,107.3409
12/22/2008,?,107.8768
12/23/2008,?,108.4274
12/24/2008,?,108.2383
12/29/2008,?,108.1168
12/30/2008,?,107.2126
12/31/2008,?,106.7446
1/2/2009,?,106.3044
1/5/2009,?,106.3957
1/6/2009,?,105.4206
1/7/2009,?,104.6779
1/8/2009,?,105.0324
1/9/2009,?,105.8545
1/12/2009,?,105.9468
1/13/2009,?,106.73
1/14/2009,?,106.1715
1/15/2009,?,105.816
1/16/2009,?,105.1974
1/19/2009,?,105.1635
1/20/2009,?,104.5073
1/21/2009,?,104.6589
1/22/2009,?,104.1894
1/23/2009,?,104.535
1/26/2009,?,104.3496
1/27/2009,?,104.1421
1/28/2009,?,104.0616
1/29/2009,?,103.6507
1/30/2009,?,103.5902
2/2/2009,?,103.5922
2/3/2009,?,102.9036
2/4/2009,?,102.9108
2/5/2009,?,102.7055
2/6/2009,?,103.7643
2/9/2009,?,104.3462
2/10/2009,?,104.5953
2/11/2009,?,104.6512
2/12/2009,?,103.9948
2/13/2009,?,103.697
2/16/2009,?,103.8685
2/17/2009,?,104.6075
2/18/2009,?,104.7685
2/19/2009,?,104.4052
2/20/2009,?,104.2207
2/23/2009,?,103.8267
2/24/2009,?,104.037
2/25/2009,?,103.8805
2/26/2009,?,103.8382
2/27/2009,?,103.49
3/2/2009,?,103.6792
3/3/2009,?,103.3982
3/4/2009,?,103.4001
3/5/2009,?,103.4283
3/6/2009,?,103.2302
3/9/2009,?,103.2889
3/10/2009,?,103.3382
3/11/2009,?,103.4991
3/12/2009,?,103.1739
3/13/2009,?,103.2508
3/16/2009,?,103.2521
3/17/2009,?,102.7027
3/18/2009,?,102.7571
3/19/2009,?,101.7556
3/20/2009,?,101.4018
3/23/2009,?,101.9017
3/24/2009,?,101.6686
3/25/2009,?,102.0791
3/26/2009,?,102.3986
3/27/2009,?,102.5474
3/30/2009,?,101.5557
3/31/2009,?,101.8856
4/1/2009,?,102.3891
4/2/2009,?,103.1525
4/3/2009,?,103.3198
4/6/2009,?,103.7349
4/7/2009,?,103.5298
4/8/2009,?,102.5175
4/9/2009,?,101.0134
4/14/2009,?,102.1175
4/15/2009,?,102.8944
4/16/2009,?,102.2967
4/17/2009,?,101.3593
4/20/2009,?,101.492
4/21/2009,?,101.4613
4/22/2009,?,101.675
4/23/2009,?,100.5163
4/24/2009,?,100.3493
4/27/2009,?,99.3753
4/28/2009,?,99.0013
4/29/2009,?,97.8465
4/30/2009,?,97.7028
5/4/2009,?,97.9496
5/5/2009,?,99.1275
5/6/2009,?,99.3929
5/7/2009,?,99.7219
5/8/2009,?,99.6945
5/11/2009,?,99.6114
5/12/2009,?,99.8819
5/13/2009,?,100.6352
5/14/2009,?,101.914
5/15/2009,?,101.5496
5/18/2009,?,100.6795
5/19/2009,?,100.636
5/20/2009,?,100.6333
5/21/2009,?,101.0484
5/22/2009,?,102.1649
5/25/2009,?,101.8547
5/26/2009,?,101.9408
5/27/2009,?,101.594
5/28/2009,?,101.6811
5/29/2009,?,102.4362
6/1/2009,?,102.0094
6/2/2009,?,101.614
6/3/2009,?,103.2425
6/4/2009,?,104.4667
6/5/2009,?,105.1851
6/8/2009,?,105.1113
6/9/2009,?,105.2282
6/10/2009,?,105.7155
6/11/2009,?,105.7503
6/12/2009,?,105.6455
6/15/2009,?,105.5799
6/16/2009,?,104.6809
6/17/2009,?,104.5527
6/18/2009,?,104.2901
6/19/2009,?,104.2841
6/22/2009,?,106.0044
6/23/2009,?,107.7079
6/24/2009,?,106.9641
6/25/2009,?,107.0477
