Date,NZD,NEER
7/11/2008,2.0816,103.4293
7/14/2008,2.083,102.5998
7/15/2008,2.0696,103.2865
7/16/2008,2.0591,102.074
7/17/2008,2.0661,103.1432
7/18/2008,2.0719,104.0968
7/21/2008,2.083,103.1472
7/22/2008,2.0876,103.1225
7/23/2008,2.0966,104.1632
7/24/2008,2.1145,103.5812
7/25/2008,2.1159,104.3597
7/28/2008,2.1163,105.0404
7/29/2008,2.1236,103.4138
7/30/2008,2.1256,102.5559
7/31/2008,2.1296,102.5566
8/1/2008,2.1377,101.9173
8/4/2008,2.1317,103.138
8/5/2008,2.1388,102.0702
8/6/2008,2.1398,102.2226
8/7/2008,2.1537,101.6937
8/8/2008,2.1394,101.526
8/11/2008,2.1315,103.1402
8/12/2008,2.1389,104.282
8/13/2008,2.1369,103.8983
8/14/2008,2.1197,105.044
8/15/2008,2.1044,105.2885
8/18/2008,2.0603,105.031
8/19/2008,2.0688,105.5345
8/20/2008,2.0705,105.1805
8/21/2008,2.0738,105.0767
8/22/2008,2.0782,105.4348
8/25/2008,2.0837,104.5053
8/26/2008,2.1083,104.7677
8/27/2008,2.103,105.8946
8/28/2008,2.0958,105.5117
8/29/2008,2.089,106.9771
9/1/2008,2.0974,106.4176
9/2/2008,2.1153,107.1121
9/3/2008,2.119,107.978
9/4/2008,2.1107,107.2477
9/5/2008,2.1447,106.6638
9/8/2008,2.1086,109.2912
9/9/2008,2.097,106.8592
9/10/2008,2.1118,107.2246
9/11/2008,2.1506,107.8667
9/12/2008,2.1452,108.4238
9/15/2008,2.1524,109.0669
9/16/2008,2.1729,108.9806
9/17/2008,2.1589,108.7674
9/18/2008,2.1449,108.9888
9/19/2008,2.1003,108.3773
9/22/2008,2.1166,108.6296
9/23/2008,2.1393,107.59
9/24/2008,2.1489,108.1952
9/25/2008,2.1372,108.635
9/26/2008,2.1354,109.4911
9/29/2008,2.1223,109.6746
9/30/2008,2.1143,109.4653
10/1/2008,2.0839,109.8335
10/2/2008,2.0754,109.784
10/3/2008,2.0878,111.136
10/6/2008,2.1021,110.798
10/7/2008,2.1437,110.3548
10/8/2008,2.248,112.4499
10/9/2008,2.2093,112.9992
10/10/2008,2.2677,112.7288
10/13/2008,2.2551,112.0287
10/14/2008,2.1744,111.3742
10/15/2008,2.1744,111.672
10/16/2008,2.2124,112.1742
10/17/2008,2.1852,112.5528
10/20/2008,2.179,111.7082
10/21/2008,2.1557,112.4579
10/22/2008,2.1554,113.7855
10/23/2008,2.1802,113.6146
10/24/2008,2.2829,113.9434
10/27/2008,2.3002,113.5248
10/28/2008,2.2684,113.666
10/29/2008,2.2182,113.1001
10/30/2008,2.2015,113.9367
10/31/2008,2.1887,113.5339
11/3/2008,2.1836,114.484
11/4/2008,2.1103,115.4545
11/5/2008,2.1342,115.306
11/6/2008,2.1367,115.809
11/7/2008,2.1712,115.9465
11/10/2008,2.143,115.6193
11/11/2008,2.1838,115.2152
11/12/2008,2.1801,113.6495
11/13/2008,2.2515,112.5774
11/14/2008,2.2742,112.2749
11/17/2008,2.2725,111.2685
11/18/2008,2.2983,110.8061
11/19/2008,2.3031,111.7236
11/20/2008,2.3209,111.1595
11/21/2008,2.3854,111.241
11/24/2008,2.3619,112.9927
11/25/2008,2.3779,113.1936
11/26/2008,2.3578,112.5317
11/27/2008,2.3399,112.7704
11/28/2008,2.3212,113.4914
12/1/2008,2.361,113.9845
12/2/2008,2.3804,114.2118
12/3/2008,2.3804,111.8675
12/4/2008,2.3593,110.9457
12/5/2008,2.4016,111.9372
12/8/2008,2.369,111.3963
12/9/2008,2.373,111.0526
12/10/2008,2.3696,108.4905
12/11/2008,2.399,109.1172
12/12/2008,2.45,110.5205
12/15/2008,2.4441,110.586
12/16/2008,2.4318,110.1069
12/17/2008,2.4298,110.439
12/18/2008,2.4415,109.3037
12/19/2008,2.4309,109.5643
12/22/2008,2.4247,111.7792
12/23/2008,2.4471,111.761
12/24/2008,2.4371,111.638
12/29/2008,2.4559,111.3685
12/30/2008,2.4448,111.4041
12/31/2008,2.4191,110.7571
1/2/2009,2.3969,110.5173
1/5/2009,2.3301,110.7001
1/6/2009,2.27,110.2035
1/7/2009,2.2717,109.947
1/8/2009,2.3103,110.2026
1/9/2009,2.316,110.5544
1/12/2009,2.3103,111.9189
1/13/2009,2.3997,111.9764
1/14/2009,2.4262,113.0594
1/15/2009,2.438,113.8655
1/16/2009,2.4182,113.5788
1/19/2009,2.4223,113.5623
1/20/2009,2.4482,113.2129
1/21/2009,2.4882,113.9815
1/22/2009,2.4582,113.935
1/23/2009,2.4592,114.029
1/26/2009,2.4621,114.0709
1/27/2009,2.4922,113.5329
1/28/2009,2.5024,113.4011
1/29/2009,2.5294,111.8425
1/30/2009,2.5268,111.6174
2/2/2009,2.5535,110.462
2/3/2009,2.5418,110.8702
2/4/2009,2.5325,110.0671
2/5/2009,2.5033,110.2744
2/6/2009,2.4684,110.7405
2/9/2009,2.4248,110.3683
2/10/2009,2.4176,110.3046
2/11/2009,2.4693,110.8137
2/12/2009,2.4738,111.1655
2/13/2009,2.4325,109.3287
2/16/2009,2.4638,108.8239
2/17/2009,2.479,108.3681
2/18/2009,2.4691,108.9301
2/19/2009,2.4653,109.0272
2/20/2009,2.4957,109.6586
2/23/2009,2.4967,109.2335
2/24/2009,2.5072,110.1786
2/25/2009,2.4847,110.6353
2/26/2009,2.4953,110.0435
2/27/2009,2.5275,109.4131
3/2/2009,2.5511,110.2237
3/3/2009,2.5303,109.8659
3/4/2009,2.508,108.6932
3/5/2009,2.5065,108.657
3/6/2009,2.5134,109.0271
3/9/2009,2.5399,109.2335
3/10/2009,2.5472,109.0983
3/11/2009,2.5266,107.8343
3/12/2009,2.4984,107.6131
3/13/2009,2.4607,107.7818
3/16/2009,2.4568,109.5
3/17/2009,2.441,109.0747
3/18/2009,2.4753,110.2317
3/19/2009,2.4601,109.2728
3/20/2009,2.424,109.3056
3/23/2009,2.3938,109.1842
3/24/2009,2.3877,109.6857
3/25/2009,2.3847,111.0102
3/26/2009,2.3497,111.3609
3/27/2009,2.3312,110.8326
3/30/2009,2.3448,109.6903
3/31/2009,2.3288,110.0173
4/1/2009,2.3525,109.9876
4/2/2009,2.3258,111.3424
4/3/2009,2.2968,110.6845
4/6/2009,2.2923,111.0176
4/7/2009,2.2998,111.2916
4/8/2009,2.2963,110.87
4/9/2009,2.2875,110.1123
4/14/2009,2.2546,109.0887
4/15/2009,2.2912,110.2021
4/16/2009,2.3137,109.7705
4/17/2009,2.2891,110.9827
4/20/2009,2.3149,110.7748
4/21/2009,2.3347,110.8435
4/22/2009,2.3269,110.6919
4/23/2009,2.3258,110.8419
4/24/2009,2.3294,110.7326
4/27/2009,2.3234,110.4883
4/28/2009,2.331,110.6041
4/29/2009,2.3233,110.722
4/30/2009,2.3378,110.834
5/4/2009,2.3137,111.2445
5/5/2009,2.2994,112.7853
5/6/2009,2.2857,112.5096
5/7/2009,2.2385,112.2405
5/8/2009,2.2531,112.9433
5/11/2009,2.2537,113.8185
5/12/2009,2.2555,114.2015
5/13/2009,2.2749,114.0151
5/14/2009,2.3066,113.44
5/15/2009,2.3,115.0973
5/18/2009,2.2861,113.5705
5/19/2009,2.2512,114.6259
5/20/2009,2.2609,113.7403
5/21/2009,2.2779,114.0546
5/22/2009,2.2555,113.9232
5/25/2009,2.2652,113.2352
5/26/2009,2.2622,112.3346
5/27/2009,2.2501,112.3823
5/28/2009,2.2223,109.5233
5/29/2009,2.2135,108.7988
6/1/2009,2.1916,108.8903
6/2/2009,2.1767,108.1821
6/3/2009,2.2013,109.0849
6/4/2009,2.248,108.8849
6/5/2009,2.2263,109.9578
6/8/2009,2.2337,109.5254
6/9/2009,2.2385,110.0077
6/10/2009,2.2257,110.9664
6/11/2009,2.1835,110.6879
6/12/2009,2.1893,109.4574
6/15/2009,2.1953,108.5191
6/16/2009,2.1809,109.2805
6/17/2009,2.2077,110.813
6/18/2009,2.1923,111.6712
6/19/2009,2.1685,112.3315
6/22/2009,2.1844,111.9887
6/23/2009,2.2046,112.0925
6/24/2009,2.1806,112.6996
6/25/2009,2.187,112.8255
6/26/2009,2.1795,113.8815
6/29/2009,2.1673,113.1069
6/30/2009,2.1656,113.8075
7/1/2009,2.2017,112.8672
7/2/2009,2.2168,113.1767
7/3/2009,2.2119,111.5894
7/6/2009,2.2175,111.0182
7/7/2009,2.1996,109.9134
7/8/2009,2.2168,111.2654
7/9/2009,2.2194,111.0064
7/10/2009,2.225,110.6471
7/13/2009,2.2407,112.324
7/14/2009,2.1988,112.3716
7/15/2009,2.178,112.7853
7/16/2009,2.1852,113.199
7/17/2009,2.1884,113.6754
7/20/2009,2.1714,114.4118
7/21/2009,2.1647,111.6972
7/22/2009,2.1657,112.1865
7/23/2009,2.1579,113.4388
7/24/2009,2.1663,113.5789
7/27/2009,2.1697,114.3356
7/28/2009,2.1531,114.3335
7/29/2009,2.1457,115.4462
7/30/2009,2.1555,114.5535
7/31/2009,2.1578,113.5903
8/3/2009,2.1445,113.1116
8/4/2009,2.1609,114.145
8/5/2009,2.1347,113.8524
8/6/2009,2.1435,113.6986
8/7/2009,2.1315,112.7954
8/10/2009,2.0985,113.3385
8/11/2009,2.1126,112.9103
8/12/2009,2.1294,111.8081
8/13/2009,2.1021,112.3147
8/14/2009,2.0785,111.2498
8/17/2009,2.1155,111.3148
8/18/2009,2.0985,110.3975
8/19/2009,2.1108,110.955
8/20/2009,2.1055,112.1622
8/21/2009,2.1015,111.2149
8/24/2009,2.0865,110.5286
8/25/2009,2.0832,111.3827
8/26/2009,2.0879,110.5314
8/27/2009,2.0902,109.9067
8/28/2009,2.0908,110.4708
8/31/2009,2.0973,110.9226
9/1/2009,2.0953,111.2898
9/2/2009,2.1078,109.739
9/3/2009,2.1025,110.4854
9/4/2009,2.0851,111.7917
9/7/2009,2.0696,111.8651
9/8/2009,2.079,112.5881
9/9/2009,2.0819,112.2831
9/10/2009,2.0901,112.8296
9/11/2009,2.066,113.261
9/14/2009,2.0818,113.3706
9/15/2009,2.0883,112.743
9/16/2009,2.0591,113.0228
9/17/2009,2.0708,111.6904
9/18/2009,2.0708,112.1193
9/21/2009,2.083,112.5894
9/22/2009,2.0484,111.3069
9/23/2009,2.0368,111.4648
9/24/2009,2.0391,111.6576
9/25/2009,2.0462,111.6144
9/28/2009,2.0548,111.9339
9/29/2009,2.0361,111.866
9/30/2009,2.0287,111.586
10/1/2009,2.0141,112.0803
10/2/2009,2.0358,112.379
10/5/2009,2.0255,113.0165
10/6/2009,2.0037,113.185
10/7/2009,2.0025,112.0552
10/8/2009,1.9954,113.1267
10/9/2009,2.0016,113.2767
10/12/2009,2.0106,112.9348
10/13/2009,2.0118,112.6915
10/14/2009,2.0212,112.5556
10/15/2009,2.0027,112.3124
10/16/2009,2.0138,112.3246
10/19/2009,2.0001,112.2104
10/20/2009,1.9835,111.9031
10/21/2009,1.9862,112.1407
10/22/2009,1.9872,112.1092
10/23/2009,1.9872,112.1777
10/26/2009,1.9935,112.5607
10/27/2009,1.9897,113.5872
10/28/2009,2.0125,114.8433
10/29/2009,2.0305,115.2443
10/30/2009,2.0346,117.5746
11/2/2009,2.0512,117.3972
11/3/2009,2.0521,116.9315
11/4/2009,2.0413,116.7743
11/5/2009,2.0606,116.1407
11/6/2009,2.0552,116.2076
11/9/2009,2.0271,116.3658
11/10/2009,2.0224,115.9821
11/11/2009,2.0278,115.9605
11/12/2009,2.0287,116.6059
11/13/2009,2.0172,116.6673
11/16/2009,2.0102,116.0574
11/17/2009,1.994,115.6986
11/18/2009,1.9959,115.0963
11/19/2009,2.0364,114.172
11/20/2009,2.053,113.7369
11/23/2009,2.0436,113.3496
11/24/2009,2.0541,113.686
11/25/2009,2.0652,114.1426
11/26/2009,2.0987,114.5463
11/27/2009,2.1087,114.793
11/30/2009,2.1019,115.1934
12/1/2009,2.0769,113.0307
12/2/2009,2.0742,113.58
12/3/2009,2.0881,113.8235
12/4/2009,2.0776,113.5187
12/7/2009,2.0828,112.8508
12/8/2009,2.0785,111.8115
12/9/2009,2.0709,111.6283
12/10/2009,2.0236,112.4166
12/11/2009,2.0274,112.6339
12/14/2009,2.0197,112.3698
12/15/2009,2.0183,112.6903
12/16/2009,2.0221,112.7613
12/17/2009,2.0194,113.5483
12/18/2009,2.0227,114.2922
12/21/2009,2.0237,115.4371
12/22/2009,2.0294,115.8235
12/23/2009,2.0345,114.6858
12/24/2009,2.0391,114.8948
12/28/2009,2.0312,114.3109
12/29/2009,2.0057,114.6284
12/30/2009,1.9969,114.9815
12/31/2009,1.9803,114.8586
1/4/2010,1.9764,114.4863
1/5/2010,1.9608,115.5884
1/6/2010,1.957,115.3184
1/7/2010,1.9536,115.5291
1/8/2010,1.9566,115.9102
1/11/2010,1.9594,114.1323
1/12/2010,1.9573,113.5601
1/13/2010,1.9632,113.7258
1/14/2010,1.9531,114.2779
1/15/2010,1.9497,114.4892
1/18/2010,1.9456,115.5336
1/19/2010,1.944,115.9832
1/20/2010,1.9587,115.1615
1/21/2010,1.959,115.7068
1/22/2010,1.9892,115.9666
1/25/2010,1.9829,114.5282
1/26/2010,1.9932,114.51
1/27/2010,1.9866,114.7145
1/28/2010,1.9695,115.2693
1/29/2010,1.9771,114.8838
2/1/2010,1.9774,114.5358
2/2/2010,1.9706,113.415
2/3/2010,1.966,113.1803
2/4/2010,1.9879,112.8172
2/5/2010,1.9862,112.763
2/8/2010,1.9914,112.7976
2/9/2010,1.9877,113.3631
2/10/2010,1.9827,111.7542
2/11/2010,1.9633,111.1496
2/12/2010,1.956,110.9755
2/15/2010,1.951,111.4047
2/16/2010,1.9419,111.4266
2/17/2010,1.9398,111.2262
2/18/2010,1.9358,109.845
2/19/2010,1.9477,110.286
2/22/2010,1.9382,108.9348
2/23/2010,1.9383,109.0406
2/24/2010,1.9588,109.607
2/25/2010,1.9539,109.6018
2/26/2010,1.9549,109.2801
3/1/2010,1.9442,109.7047
3/2/2010,1.9442,109.1627
3/3/2010,1.9767,108.3161
3/4/2010,1.9826,109.014
3/5/2010,1.9708,106.9947
3/8/2010,1.9457,107.6407
3/9/2010,1.9432,108.5006
3/10/2010,1.9262,109.33
3/11/2010,1.9491,109.0909
3/12/2010,1.9578,110.0555
3/15/2010,1.9567,110.7509
3/16/2010,1.9477,110.5258
3/17/2010,1.9226,110.7309
3/18/2010,1.9066,111.856
3/19/2010,1.9045,112.0991
3/22/2010,1.9205,112.2444
3/23/2010,1.9174,112.7375
3/24/2010,1.903,113.0842
3/25/2010,1.8817,113.6091
3/26/2010,1.8975,113.9906
3/29/2010,1.8991,113.9714
3/30/2010,1.8925,114.1485
3/31/2010,1.9024,114.6822
4/1/2010,1.9129,115.086
4/6/2010,1.9195,115.1429
4/7/2010,1.8915,115.9126
4/8/2010,1.8935,114.8712
4/9/2010,1.8798,114.883
4/12/2010,1.9073,115.5148
4/13/2010,1.906,115.5355
4/14/2010,1.9089,116.0656
4/15/2010,1.8972,115.9792
4/16/2010,1.8973,114.6935
4/19/2010,1.8965,115.3031
4/20/2010,1.8961,115.4696
4/21/2010,1.8811,114.6948
4/22/2010,1.8759,113.4915
4/23/2010,1.8702,113.0178
4/26/2010,1.8417,113.6396
4/27/2010,1.8454,114.3643
4/28/2010,1.8475,114.4519
4/29/2010,1.8339,114.5672
4/30/2010,1.8254,114.4823
5/3/2010,1.814,113.5077
5/4/2010,1.8045,113.7523
5/5/2010,1.8014,114.4952
5/6/2010,1.7544,114.7088
5/7/2010,1.7867,115.459
5/10/2010,1.7848,115.4644
5/11/2010,1.7725,116.7922
5/12/2010,1.7648,116.413
5/13/2010,1.754,117.9342
5/14/2010,1.7572,118.3132
5/17/2010,1.7619,119.0357
5/18/2010,1.7707,118.8328
5/19/2010,1.8111,117.759
5/20/2010,1.8412,117.1577
5/21/2010,1.8655,117.3663
5/24/2010,1.8429,118.2354
5/25/2010,1.8474,117.579
5/26/2010,1.8321,119.2047
5/27/2010,1.8252,119.3762
5/28/2010,1.8165,117.7486
5/31/2010,1.812,118.2011
6/1/2010,1.8056,117.856
6/2/2010,1.8058,116.43
6/3/2010,1.7896,117.3038
6/4/2010,1.7737,117.1933
6/7/2010,1.7917,117.6219
6/8/2010,1.8039,118.1055
6/9/2010,1.7951,118.0839
6/10/2010,1.7686,118.2246
6/11/2010,1.7621,116.9957
6/14/2010,1.7588,119.0244
6/15/2010,1.7668,119.4498
6/16/2010,1.7651,119.142
6/17/2010,1.7627,119.6262
6/18/2010,1.7588,119.5521
6/21/2010,1.7349,119.653
6/22/2010,1.7364,120.3167
6/23/2010,1.7276,120.8064
6/24/2010,1.7425,119.1866
6/25/2010,1.7422,119.631
6/28/2010,1.7407,121.6828
6/29/2010,1.7579,121.613
6/30/2010,1.7761,122.3433
7/1/2010,1.8062,123.0417
7/2/2010,1.8056,123.2476
7/5/2010,1.8181,123.5594
7/6/2010,1.8112,123.9491
7/7/2010,1.816,123.9284
7/8/2010,1.7893,124.6109
7/9/2010,1.7854,124.5196
7/12/2010,1.7727,124.5429
7/13/2010,1.7641,123.73
7/14/2010,1.7697,125.3975
7/15/2010,1.7703,124.8015
7/16/2010,1.8146,123.9837
7/19/2010,1.8358,122.6635
7/20/2010,1.8122,121.3602
7/21/2010,1.7831,120.2688
7/22/2010,1.7835,119.568
7/23/2010,1.7741,120.6671
7/26/2010,1.7756,118.3543
7/27/2010,1.7662,119.6286
7/28/2010,1.7801,119.354
7/29/2010,1.7996,120.2327
7/30/2010,1.8013,119.6901
8/2/2010,1.784,119.0819
8/3/2010,1.803,118.9506
8/4/2010,1.8025,119.7352
8/5/2010,1.8149,119.3402
8/6/2010,1.8031,119.8844
8/9/2010,1.817,120.1732
8/10/2010,1.8288,121.1674
8/11/2010,1.8074,121.8363
8/12/2010,1.806,122.2877
8/13/2010,1.805,122.1481
8/16/2010,1.8235,122.3032
8/17/2010,1.8122,120.1809
8/18/2010,1.794,120.0393
8/19/2010,1.8047,120.7414
8/20/2010,1.8076,120.6405
8/23/2010,1.7897,120.0422
8/24/2010,1.7982,120.8663
8/25/2010,1.8101,120.7924
8/26/2010,1.806,120.4479
8/27/2010,1.802,121.3393
8/30/2010,1.7903,121.1516
8/31/2010,1.8187,120.9332
9/1/2010,1.8112,117.0884
9/2/2010,1.7898,116.0589
9/3/2010,1.79,116.167
9/6/2010,1.7783,117.2308
9/7/2010,1.7663,116.9592
9/8/2010,1.7626,116.2135
9/9/2010,1.7516,114.4875
9/10/2010,1.7446,114.4161
9/13/2010,1.749,113.5072
9/14/2010,1.7615,114.44
9/15/2010,1.7753,115.2795
9/16/2010,1.8057,115.4573
9/17/2010,1.794,115.7815
9/20/2010,1.7937,116.9745
9/21/2010,1.7985,116.8905
9/22/2010,1.8122,117.4459
9/23/2010,1.8313,117.6621
9/24/2010,1.8351,116.4532
9/27/2010,1.8344,117.3438
9/28/2010,1.8337,117.4393
9/29/2010,1.8388,117.408
9/30/2010,1.8436,117.9232
10/1/2010,1.855,117.0966
10/4/2010,1.8456,116.5277
10/5/2010,1.8515,118.2004
10/6/2010,1.8423,118.2254
10/7/2010,1.8445,116.5915
10/8/2010,1.8598,116.6268
10/11/2010,1.8523,116.1497
10/12/2010,1.8334,116.9158
10/13/2010,1.8407,116.6938
10/14/2010,1.8538,115.9239
10/15/2010,1.8565,115.2948
10/18/2010,1.8442,115.4474
10/19/2010,1.8491,113.8777
10/20/2010,1.8489,113.6592
10/21/2010,1.8637,113.4408
10/22/2010,1.8636,113.0453
10/25/2010,1.8623,111.9423
10/26/2010,1.8549,111.6403
10/27/2010,1.85,111.3552
10/28/2010,1.8459,111.4255
10/29/2010,1.828,113.0018
11/1/2010,1.813,113.7313
11/2/2010,1.8154,114.727
11/3/2010,1.8093,115.1679
11/4/2010,1.7889,115.4647
11/5/2010,1.7747,115.7346
11/8/2010,1.768,115.3516
11/9/2010,1.7681,115.3276
11/10/2010,1.768,114.5705
11/11/2010,1.7495,114.3526
11/12/2010,1.7653,114.4326
11/15/2010,1.7601,113.2872
11/16/2010,1.7655,113.1123
11/17/2010,1.7569,114.4647
11/18/2010,1.7577,114.3867
11/19/2010,1.762,114.3881
11/22/2010,1.7669,114.967
11/23/2010,1.7626,115.5502
11/24/2010,1.7546,115.7022
11/25/2010,1.7547,115.6147
11/26/2010,1.7653,116.0468
11/29/2010,1.764,115.0856
11/30/2010,1.7557,115.6332
12/1/2010,1.7589,116.9691
12/2/2010,1.7553,117.1622
12/3/2010,1.7519,116.8776
12/6/2010,1.7469,116.9596
12/7/2010,1.745,117.5589
12/8/2010,1.763,118.6193
12/9/2010,1.771,118.7541
12/10/2010,1.7628,118.9654
12/13/2010,1.763,118.4338
12/14/2010,1.7788,119.1152
12/15/2010,1.7861,119.9296
12/16/2010,1.7921,118.9548
12/17/2010,1.7976,119.2254
12/20/2010,1.7718,120.0536
12/21/2010,1.7666,119.6559
12/22/2010,1.765,119.4809
12/23/2010,1.7531,120.7583
12/24/2010,1.7508,121.0433
12/27/2010,1.7569,120.3814
12/28/2010,1.745,121.3438
12/29/2010,1.7272,121.7898
12/30/2010,1.7207,121.9842
12/31/2010,1.72,121.6931
1/3/2011,1.7183,121.7388
1/4/2011,1.7483,121.9059
1/5/2011,1.7281,122.3598
1/6/2011,1.7269,121.9753
1/7/2011,1.7112,121.3524
1/10/2011,1.7011,122.1557
1/11/2011,1.7064,122.1244
1/12/2011,1.7113,123.0343
1/13/2011,1.7153,122.0239
1/14/2011,1.7396,122.7982
1/17/2011,1.7189,122.6329
1/18/2011,1.7326,122.1796
1/19/2011,1.7377,122.5263
1/20/2011,1.7684,122.6717
1/21/2011,1.7844,122.4566
1/24/2011,1.7871,122.691
1/25/2011,1.781,123.3702
1/26/2011,1.7834,122.6592
1/27/2011,1.7738,122.451
1/28/2011,1.7643,121.2879
1/31/2011,1.7763,120.2908
2/1/2011,1.7671,120.9155
2/2/2011,1.7657,121.6284
2/3/2011,1.7821,121.4347
2/4/2011,1.7685,120.8536
2/7/2011,1.7582,121.6348
2/8/2011,1.7587,120.8036
2/9/2011,1.7687,121.3874
2/10/2011,1.7737,121.9851
2/11/2011,1.7869,122.0093
2/14/2011,1.7797,121.1811
2/15/2011,1.7925,121.1253
2/16/2011,1.7931,120.1641
2/17/2011,1.7951,120.5134
2/18/2011,1.7891,121.3226
2/21/2011,1.7899,121.5867
2/22/2011,1.8243,121.1456
2/23/2011,1.8394,120.8559
2/24/2011,1.845,121.4848
2/25/2011,1.8337,121.3314
2/28/2011,1.839,121.5578
3/1/2011,1.8397,121.1348
3/2/2011,1.8634,121.3875
3/3/2011,1.8581,121.5695
3/4/2011,1.8965,121.7153
3/7/2011,1.8985,121.892
3/8/2011,1.8793,122.9151
3/9/2011,1.8808,121.6222
3/10/2011,1.8795,121.437
3/11/2011,1.8678,121.4801
3/14/2011,1.8918,121.3494
3/15/2011,1.9086,120.8882
3/16/2011,1.8991,120.5457
3/17/2011,1.9391,120.8707
3/18/2011,1.9434,120.7613
3/21/2011,1.9286,120.7141
3/22/2011,1.912,120.841
3/23/2011,1.9096,120.8432
3/24/2011,1.8893,120.2305
3/25/2011,1.8749,118.8297
3/28/2011,1.8707,118.4063
3/29/2011,1.8731,118.3652
3/30/2011,1.8544,117.8181
3/31/2011,1.8598,117.2851
4/1/2011,1.8518,117.7229
4/4/2011,1.8524,117.5353
4/5/2011,1.8412,116.8011
4/6/2011,1.8455,116.3472
4/7/2011,1.8345,115.7863
4/8/2011,1.8446,115.2775
4/11/2011,1.8446,114.7474
4/12/2011,1.8409,114.9439
4/13/2011,1.836,113.8406
4/14/2011,1.8238,114.4984
4/15/2011,1.8152,115.1443
4/18/2011,1.813,115.4183
4/19/2011,1.8154,115.5408
4/20/2011,1.8206,115.1772
4/21/2011,1.82,114.9215
4/26/2011,1.8169,115.4791
4/27/2011,1.8212,115.0521
4/28/2011,1.8495,116.0097
4/29/2011,1.8414,117.1821
5/2/2011,1.8366,116.4098
5/3/2011,1.8468,117.2495
5/4/2011,1.878,117.9758
5/5/2011,1.8837,118.0669
5/6/2011,1.8424,117.8083
5/9/2011,1.8179,118.7012
5/10/2011,1.8104,119.4322
5/11/2011,1.8074,119.8661
5/12/2011,1.7977,119.8843
5/13/2011,1.7997,120.4679
5/16/2011,1.8158,119.5813
5/17/2011,1.8157,119.3742
5/18/2011,1.8079,119.8547
5/19/2011,1.8071,119.6389
5/20/2011,1.7907,119.7744
5/23/2011,1.7761,120.4778
5/24/2011,1.7608,120.5868
5/25/2011,1.7672,121.182
5/26/2011,1.7496,121.0484
5/27/2011,1.7479,120.3069
5/30/2011,1.7454,120.6059
5/31/2011,1.7489,120.524
6/1/2011,1.7502,119.6865
6/2/2011,1.774,120.074
6/3/2011,1.786,120.4668
6/6/2011,1.79,119.9958
6/7/2011,1.7838,120.9856
6/8/2011,1.7922,120.7258
6/9/2011,1.7685,119.8602
6/10/2011,1.7531,119.8405
6/13/2011,1.7675,119.2558
6/14/2011,1.7663,120.3019
6/15/2011,1.7574,121.1349
6/16/2011,1.7652,121.605
6/17/2011,1.765,121.457
6/20/2011,1.7662,121.7793
6/21/2011,1.7694,122.017
6/22/2011,1.764,122.3108
6/23/2011,1.7507,122.6322
6/24/2011,1.7482,122.7465
6/27/2011,1.7677,121.7655
6/28/2011,1.7762,121.4257
6/29/2011,1.7559,121.3079
6/30/2011,1.7468,121.4712
7/1/2011,1.7552,121.2357
7/4/2011,1.7487,121.3902
7/5/2011,1.7457,121.1869
7/6/2011,1.7335,121.4451
7/7/2011,1.723,121.808
7/8/2011,1.7111,121.2846
7/11/2011,1.6877,121.9671
7/12/2011,1.7046,121.3168
7/13/2011,1.7041,121.4118
7/14/2011,1.683,120.8109
7/15/2011,1.6815,120.3518
7/18/2011,1.664,120.0035
7/19/2011,1.6628,120.1667
7/20/2011,1.6609,119.1713
7/21/2011,1.6579,119.1344
7/22/2011,1.6625,119.6023
7/25/2011,1.6619,120.1939
7/26/2011,1.6568,120.7078
7/27/2011,1.653,121.207
7/28/2011,1.6356,121.4385
7/29/2011,1.6491,122.1099
8/1/2011,1.6348,122.6407
8/2/2011,1.6283,121.9713
8/3/2011,1.6531,122.9147
8/4/2011,1.6764,121.5385
8/5/2011,1.69,121.9621
8/8/2011,1.7141,121.6063
8/9/2011,1.7329,122.6889
8/10/2011,1.7183,122.9543
8/11/2011,1.7353,122.7937
8/12/2011,1.7223,123.5198
8/15/2011,1.726,122.1531
8/16/2011,1.7338,121.9524
8/17/2011,1.7264,122.2278
8/18/2011,1.7293,121.8803
8/19/2011,1.7404,121.7275
8/22/2011,1.7447,121.3126
8/23/2011,1.736,121.5207
8/24/2011,1.7403,120.5046
8/25/2011,1.7335,120.9318
8/26/2011,1.7262,121.1035
8/29/2011,1.7155,121.1747
8/30/2011,1.6979,121.0889
8/31/2011,1.6929,120.5778
9/1/2011,1.6793,120.8193
9/2/2011,1.6737,121.8902
9/5/2011,1.688,121.6586
9/6/2011,1.6972,121.6861
9/7/2011,1.6913,121.6672
9/8/2011,1.6815,121.6019
9/9/2011,1.6665,122.4481
9/12/2011,1.6658,122.9729
9/13/2011,1.6557,122.8712
9/14/2011,1.6677,121.3395
9/15/2011,1.6778,120.7702
9/16/2011,1.6601,121.3138
9/19/2011,1.6581,120.7196
9/20/2011,1.6632,120.8366
9/21/2011,1.6643,120.6702
9/22/2011,1.7185,121.5413
9/23/2011,1.7344,121.4192
9/26/2011,1.7376,121.1292
9/27/2011,1.7228,121.6568
9/28/2011,1.733,121.8775
9/29/2011,1.7476,121.9478
9/30/2011,1.766,121.7524
10/3/2011,1.7516,122.0866
10/4/2011,1.7573,121.4109
10/5/2011,1.7536,121.6334
10/6/2011,1.7313,121.9591
