Date,BRL,NEER
1/5/2012,2.3551,92.0359
1/6/2012,2.3523,92.4149
1/9/2012,2.3477,91.8701
1/10/2012,2.303,92.26
1/11/2012,2.2937,90.0882
1/12/2012,2.2795,88.4098
1/13/2012,2.274,90.9873
1/16/2012,2.2599,91.4338
1/17/2012,2.2661,93.4387
1/18/2012,2.2828,92.8049
1/19/2012,2.2804,92.7094
1/20/2012,2.2804,92.1033
1/23/2012,2.2825,91.2798
1/24/2012,2.2923,90.8059
1/25/2012,2.283,92.1806
1/26/2012,2.2849,91.2638
1/27/2012,2.2903,91.5007
1/30/2012,2.2919,91.7294
1/31/2012,2.2893,90.5107
2/1/2012,2.2907,90.1829
2/2/2012,2.2702,89.7789
2/3/2012,2.2706,89.9665
2/6/2012,2.2549,90.2009
2/7/2012,2.2636,90.1125
2/8/2012,2.2853,91.1178
2/9/2012,2.2882,90.9939
2/10/2012,2.2767,89.9816
2/13/2012,2.2757,89.3902
2/14/2012,2.2633,90.0069
2/15/2012,2.2475,89.4167
2/16/2012,2.2552,89.1592
2/17/2012,2.255,90.1521
2/20/2012,2.2731,93.1525
2/21/2012,2.267,91.621
2/22/2012,2.2721,91.8176
2/23/2012,2.2648,91.7134
2/24/2012,2.2943,91.526
2/27/2012,2.2883,91.5587
2/28/2012,2.2873,91.2269
2/29/2012,2.2872,91.7142
3/1/2012,2.2886,91.4202
3/2/2012,2.2712,91.9474
3/5/2012,2.2844,91.9287
3/6/2012,2.3007,92.1574
3/7/2012,2.3209,91.6297
3/8/2012,2.3298,91.5562
3/9/2012,2.3307,91.7345
3/12/2012,2.3745,92.0022
3/13/2012,2.3778,91.9813
3/14/2012,2.3614,91.6554
3/15/2012,2.3468,90.7221
3/16/2012,2.3617,90.4425
3/19/2012,2.3796,91.0197
3/20/2012,2.4112,90.999
3/21/2012,2.4125,91.1762
3/22/2012,2.4001,91.1628
3/23/2012,2.4109,91.0598
3/26/2012,2.4021,91.4819
3/27/2012,2.4271,91.8252
3/28/2012,2.4262,91.5508
3/29/2012,2.4315,91.6955
3/30/2012,2.4323,91.8942
4/2/2012,2.434,91.7521
4/3/2012,2.4342,92.0409
4/4/2012,2.406,92.0833
4/5/2012,2.3942,91.7012
4/10/2012,2.3836,91.3528
4/11/2012,2.4068,90.9586
4/12/2012,2.4075,91.1002
4/13/2012,2.4066,90.6078
4/16/2012,2.3965,90.0425
4/17/2012,2.4229,90.0635
4/18/2012,2.4369,90.1399
4/19/2012,2.4693,90.8398
4/20/2012,2.4779,90.3931
4/23/2012,2.4711,90.4419
4/24/2012,2.4729,90.6859
4/25/2012,2.4784,90.6989
4/26/2012,2.4873,90.7041
4/27/2012,2.4916,90.5505
4/30/2012,2.492,90.1295
5/2/2012,2.5105,89.9871
5/3/2012,2.534,89.9027
5/4/2012,2.5107,89.9651
5/7/2012,2.5098,90.0652
5/8/2012,2.509,90.0346
5/9/2012,2.5337,89.8929
5/10/2012,2.5456,89.8978
5/11/2012,2.5305,89.769
5/14/2012,2.5417,90.0441
5/15/2012,2.5539,90.1241
5/16/2012,2.5355,90.1506
5/17/2012,2.544,90.3163
5/18/2012,2.5376,90.2036
5/21/2012,2.5842,89.8245
5/22/2012,2.6062,89.8899
5/23/2012,2.6447,89.5162
5/24/2012,2.5565,89.3968
5/25/2012,2.5435,89.4123
5/28/2012,2.4826,89.2516
5/29/2012,2.4846,89.4447
5/30/2012,2.4921,89.7521
5/31/2012,2.4935,89.7562
6/1/2012,2.5021,89.9503
6/4/2012,2.5388,90.2055
6/5/2012,2.5503,89.9456
6/6/2012,2.519,90.2582
6/7/2012,2.5557,90.1368
6/8/2012,2.5353,89.8453
6/11/2012,2.535,89.8164
6/12/2012,2.5654,90.1601
6/13/2012,2.5783,90.1706
6/14/2012,2.5912,90.2419
6/15/2012,2.5924,90.2007
6/18/2012,2.5868,89.2059
6/19/2012,2.5848,89.1142
6/20/2012,2.5702,88.9597
6/21/2012,2.5719,89.075
6/22/2012,2.5805,88.8274
6/25/2012,2.5932,88.528
6/26/2012,2.5768,88.2133
6/27/2012,2.585,87.7818
6/28/2012,2.5898,86.7684
6/29/2012,2.5788,88.0607
7/2/2012,2.5347,88.1954
7/3/2012,2.493,87.6866
7/4/2012,2.5362,87.0948
7/5/2012,2.5116,86.6873
7/6/2012,2.5028,86.7562
7/9/2012,2.4948,86.6197
7/10/2012,2.4964,86.7029
7/11/2012,2.4899,87.7096
7/12/2012,2.4928,88.0044
7/13/2012,2.48,88.0466
7/16/2012,2.4851,88.1176
7/17/2012,2.4966,87.8346
7/18/2012,2.4756,88.0393
7/19/2012,2.4806,87.7096
7/20/2012,2.4636,87.2588
7/23/2012,2.4698,87.0142
7/24/2012,2.471,87.3536
7/25/2012,2.4738,88.3015
7/26/2012,2.4806,87.9937
7/27/2012,2.4875,87.6852
7/30/2012,2.4828,88.9814
7/31/2012,2.5117,89.4206
8/1/2012,2.5221,89.2301
8/2/2012,2.5134,89.2765
8/3/2012,2.5018,89.7482
8/6/2012,2.513,90.237
8/7/2012,2.5204,90.4022
8/8/2012,2.5103,89.863
8/9/2012,2.4913,89.7465
8/10/2012,2.4772,89.575
8/13/2012,2.4954,89.5136
8/14/2012,2.4945,89.4006
8/15/2012,2.4872,89.4195
8/16/2012,2.4817,89.1784
8/17/2012,2.4948,89.2153
8/20/2012,2.4817,89.0349
8/21/2012,2.4964,89.3196
8/22/2012,2.5119,89.6742
8/23/2012,2.5339,89.824
8/24/2012,2.5397,89.7592
8/27/2012,2.5395,91.6479
8/28/2012,2.556,91.6568
8/29/2012,2.5736,91.7909
8/30/2012,2.5738,91.6976
8/31/2012,2.5804,91.6276
9/3/2012,2.5503,91.6937
9/4/2012,2.5548,91.875
9/5/2012,2.5695,91.9611
9/6/2012,2.5756,93.5077
9/7/2012,2.5769,93.1601
9/10/2012,2.5847,93.1897
9/11/2012,2.5851,93.0475
9/12/2012,2.6036,93.5117
9/13/2012,2.619,94.0128
9/14/2012,2.6431,93.8889
9/17/2012,2.6411,94.074
9/18/2012,2.6532,93.9936
9/19/2012,2.6317,93.9445
9/20/2012,2.6284,93.8282
9/21/2012,2.6289,93.4243
9/24/2012,2.6175,93.3931
9/25/2012,2.6192,93.8431
9/26/2012,2.6118,93.4766
9/27/2012,2.6136,93.6185
9/28/2012,2.6232,94.1624
10/1/2012,2.6098,94.3317
10/2/2012,2.6174,94.406
10/3/2012,2.6148,94.9591
10/4/2012,2.6179,95.6315
10/5/2012,2.6258,94.9877
10/8/2012,2.6348,94.9063
10/9/2012,2.6289,94.7145
10/10/2012,2.6199,94.2121
10/11/2012,2.6339,93.7169
10/12/2012,2.6428,93.9995
10/15/2012,2.6459,93.9808
10/16/2012,2.6534,93.5091
10/17/2012,2.6676,92.493
10/18/2012,2.6631,92.4787
10/19/2012,2.644,92.5593
10/22/2012,2.6498,92.3201
10/23/2012,2.6373,92.996
10/24/2012,2.6213,92.2602
10/25/2012,2.6345,92.3006
10/26/2012,2.6148,92.4788
10/29/2012,2.6169,92.5996
10/30/2012,2.6334,94.0991
10/31/2012,2.6389,93.54
11/1/2012,2.6352,93.619
11/2/2012,2.6106,94.1166
11/5/2012,2.5999,93.9438
11/6/2012,2.6033,93.9482
11/7/2012,2.5911,93.367
11/8/2012,2.5918,93.3552
11/9/2012,2.6145,92.5738
11/12/2012,2.6053,92.2932
11/13/2012,2.6186,92.5699
11/14/2012,2.628,92.2197
11/15/2012,2.6332,92.1247
11/16/2012,2.6391,92.5193
11/19/2012,2.6494,93.0193
11/20/2012,2.6648,93.0745
11/21/2012,2.6784,92.4596
11/22/2012,2.6959,92.353
11/23/2012,2.7263,92.2943
11/26/2012,2.6932,92.1812
11/27/2012,2.6878,92.1506
11/28/2012,2.6947,92.286
11/29/2012,2.7264,92.2697
11/30/2012,2.7391,92.2342
12/3/2012,2.7477,92.5902
12/4/2012,2.7575,92.9986
12/5/2012,2.7511,92.7475
12/6/2012,2.7199,92.373
12/7/2012,2.686,92.4375
12/10/2012,2.6877,92.2806
12/11/2012,2.6951,91.9632
12/12/2012,2.7112,91.5024
12/13/2012,2.7126,91.6987
12/14/2012,2.7244,91.3941
12/17/2012,2.7501,90.5603
12/18/2012,2.7595,90.6397
12/19/2012,2.7678,88.3137
12/20/2012,2.7308,88.0479
12/21/2012,2.736,88.3664
12/24/2012,2.7487,89.103
12/27/2012,2.7186,88.2158
12/28/2012,2.6928,86.9772
12/31/2012,2.7036,87.4282
1/2/2013,2.707,86.6448
1/3/2013,2.6828,87.7312
1/4/2013,2.6595,86.9967
1/7/2013,2.6473,87.4977
1/8/2013,2.6483,86.5451
1/9/2013,2.6601,85.336
1/10/2013,2.672,85.4186
1/11/2013,2.7013,84.078
1/14/2013,2.7147,83.3881
1/15/2013,2.7157,83.5879
1/16/2013,2.7082,85.2995
1/17/2013,2.7294,85.3676
1/18/2013,2.723,86.5395
1/21/2013,2.7197,85.314
1/22/2013,2.7279,84.7568
1/23/2013,2.7205,84.2491
1/24/2013,2.7171,83.4831
1/25/2013,2.7339,84.2182
1/28/2013,2.7361,84.4808
1/29/2013,2.6773,83.8986
1/30/2013,2.6929,83.9149
1/31/2013,2.6892,83.5452
2/1/2013,2.7089,83.279
2/4/2013,2.6975,83.2869
2/5/2013,2.6934,83.2757
2/6/2013,2.6869,84.06
2/7/2013,2.6881,84.6483
2/8/2013,2.6188,83.91
2/11/2013,2.6429,83.958
2/12/2013,2.6506,84.5184
2/13/2013,2.6569,83.5197
2/14/2013,2.622,83.5791
2/15/2013,2.6075,83.1289
2/18/2013,2.6279,82.5381
2/19/2013,2.6169,82.2865
2/20/2013,2.6145,82.8044
2/21/2013,2.5935,81.6663
2/22/2013,2.5939,82.2101
2/25/2013,2.6142,81.6779
2/26/2013,2.5922,81.5476
2/27/2013,2.595,81.3997
2/28/2013,2.5871,82.1846
3/1/2013,2.5825,82.415
3/4/2013,2.5809,81.9246
3/5/2013,2.568,81.5195
3/6/2013,2.5631,80.0349
3/7/2013,2.5612,78.1148
3/8/2013,2.5578,78.5186
3/11/2013,2.5283,78.373
3/12/2013,2.5519,77.431
3/13/2013,2.544,78.6312
3/14/2013,2.546,79.7357
3/15/2013,2.5785,78.41
3/18/2013,2.5697,79.2891
3/19/2013,2.5637,80.6678
3/20/2013,2.5651,80.58
3/21/2013,2.5726,79.199
3/22/2013,2.6072,80.9681
3/25/2013,2.6031,80.0874
3/26/2013,2.5894,82.0186
3/27/2013,2.5838,82.2779
3/28/2013,2.5703,83.4508
4/2/2013,2.5913,82.9406
4/3/2013,2.5912,82.7037
4/4/2013,2.5898,82.8054
4/5/2013,2.606,83.5366
4/8/2013,2.5773,82.7334
4/9/2013,2.5946,84.8654
4/10/2013,2.5968,84.9502
4/11/2013,2.5876,84.9054
4/12/2013,2.5827,84.3548
4/15/2013,2.5854,83.0592
4/16/2013,2.6084,83.424
4/17/2013,2.6094,84.414
4/18/2013,2.6207,84.7824
4/19/2013,2.6398,84.95
4/22/2013,2.6237,85.0498
4/23/2013,2.6266,84.4092
4/24/2013,2.6318,85.2038
4/25/2013,2.6266,85.1401
4/26/2013,2.6005,85.4221
4/29/2013,2.6112,86.0868
4/30/2013,2.6236,85.874
5/2/2013,2.6426,86.2243
5/3/2013,2.6334,86.1507
5/6/2013,2.6373,86.6895
5/7/2013,2.6374,85.8266
5/8/2013,2.6347,85.4898
5/9/2013,2.6356,85.4295
5/10/2013,2.6244,84.7216
5/13/2013,2.6147,85.2673
5/14/2013,2.6053,85.3304
5/15/2013,2.5997,85.5839
5/16/2013,2.6151,85.2261
5/17/2013,2.61,83.7498
5/20/2013,2.6134,82.9155
5/21/2013,2.6293,82.7881
5/22/2013,2.6344,82.9722
5/23/2013,2.6463,81.997
5/24/2013,2.647,81.0799
5/27/2013,2.6542,81.3338
5/28/2013,2.6568,81.2754
5/29/2013,2.6866,81.6381
5/30/2013,2.687,82.3937
5/31/2013,2.7664,83.1188
6/3/2013,2.7752,83.0764
6/4/2013,2.7749,81.8578
6/5/2013,2.7483,82.6351
6/6/2013,2.7849,82.5586
6/7/2013,2.8419,82.2381
6/10/2013,2.8284,82.0582
6/11/2013,2.8642,81.4566
6/12/2013,2.8243,81.0441
6/13/2013,2.8511,80.5096
6/14/2013,2.8302,79.7677
6/17/2013,2.8656,79.9059
6/18/2013,2.9203,80.1741
6/19/2013,2.9208,81.2177
6/20/2013,2.9514,81.6523
6/21/2013,2.9737,81.1699
6/24/2013,2.9575,81.155
6/25/2013,2.8989,81.1283
6/26/2013,2.8828,81.0652
6/27/2013,2.842,81.5189
6/28/2013,2.8899,81.2913
7/1/2013,2.9026,80.8282
7/2/2013,2.9182,79.9103
7/3/2013,2.9376,80.0288
7/4/2013,2.9432,80.6124
7/5/2013,2.8987,80.5797
7/8/2013,2.8916,81.2457
7/9/2013,2.9085,79.4026
7/10/2013,2.899,80.2388
7/11/2013,2.945,80.1453
7/12/2013,2.9542,80.7226
7/15/2013,2.9516,80.5259
7/16/2013,2.9022,79.6819
7/17/2013,2.9669,79.9088
7/18/2013,2.9332,81.0475
7/19/2013,2.9173,80.7686
7/22/2013,2.9497,81.535
7/23/2013,2.9507,80.7008
7/24/2013,2.9396,81.0489
7/25/2013,2.9711,81.3844
7/26/2013,2.9764,81.3435
7/29/2013,2.9945,80.9606
7/30/2013,3.0219,80.8636
7/31/2013,3.033,81.4108
8/1/2013,3.0087,80.8652
8/2/2013,3.0512,80.1374
8/5/2013,3.0321,80.5826
8/6/2013,3.055,80.6584
8/7/2013,3.0641,81.4523
8/8/2013,3.076,81.0796
8/9/2013,3.0466,80.9811
8/12/2013,3.0253,81.3271
8/13/2013,3.0483,81.7877
8/14/2013,3.0586,81.3246
8/15/2013,3.0883,80.8128
8/16/2013,3.1309,80.8131
8/19/2013,3.2158,80.077
8/20/2013,3.2091,80.9553
8/21/2013,3.2155,80.8798
8/22/2013,3.2513,80.6073
8/23/2013,3.2059,81.3945
8/26/2013,3.1613,81.8506
8/27/2013,3.2176,82.979
8/28/2013,3.1861,83.2822
8/29/2013,3.1142,83.1096
8/30/2013,3.1122,82.9657
9/2/2013,3.1257,83.5985
9/3/2013,3.1593,83.3929
9/4/2013,3.0883,83.4591
9/5/2013,3.1294,83.11
9/6/2013,3.0395,83.9064
9/9/2013,3.0382,83.1447
9/10/2013,3.0007,83.2868
9/11/2013,3.0222,82.8351
9/12/2013,3.0331,82.3116
9/13/2013,3.0308,82.738
9/16/2013,3.0086,82.0949
9/17/2013,3.0395,82.5787
9/18/2013,3.0067,82.5707
9/19/2013,2.9605,83.2424
9/20/2013,2.9929,83.369
9/23/2013,2.984,83.8027
9/24/2013,2.9773,84.1385
9/25/2013,2.9852,84.1034
9/26/2013,3.0034,84.6602
9/27/2013,3.0589,85.0773
9/30/2013,3.0406,85.9391
10/1/2013,3.0107,85.9117
10/2/2013,2.9927,85.6952
10/3/2013,2.9973,86.0385
10/4/2013,2.9926,85.6178
10/7/2013,3.0123,86.076
10/8/2013,2.9847,86.781
10/9/2013,2.98,88.3685
10/10/2013,2.9722,87.9669
10/11/2013,2.9533,88.3447
10/14/2013,2.9507,87.7828
10/15/2013,2.948,87.6758
10/16/2013,2.9465,87.6509
10/17/2013,2.9599,87.266
10/18/2013,2.9448,86.7233
10/21/2013,2.9736,86.8185
10/22/2013,2.9886,86.7707
10/23/2013,2.9998,87.9287
10/24/2013,3.0346,87.3591
10/25/2013,3.0121,86.9093
10/28/2013,3.0115,87.7026
10/29/2013,3.0029,86.2574
10/30/2013,3.0135,87.2484
10/31/2013,2.9962,87.2014
11/1/2013,3.0409,86.6019
11/4/2013,3.0334,86.9869
11/5/2013,3.0614,87.4076
11/6/2013,3.0716,87.727
11/7/2013,3.0406,87.7541
11/8/2013,3.0874,87.7972
11/11/2013,3.1002,87.667
11/12/2013,3.1339,88.045
11/13/2013,3.1205,87.8063
11/14/2013,3.1255,87.7224
11/15/2013,3.1146,87.8082
11/18/2013,3.0912,87.924
11/19/2013,3.0623,87.8378
11/20/2013,3.0705,87.3724
11/21/2013,3.113,86.8493
11/22/2013,3.0918,87.387
11/25/2013,3.0956,87.5343
11/26/2013,3.1139,86.8649
11/27/2013,3.1311,86.1554
11/28/2013,3.1566,85.6964
11/29/2013,3.1587,85.9055
12/2/2013,3.1645,86.4655
12/3/2013,3.1951,87.0883
12/4/2013,3.2274,87.6004
12/5/2013,3.2225,87.6476
12/6/2013,3.2237,87.449
12/9/2013,3.1885,87.2556
12/10/2013,3.1759,87.631
12/11/2013,3.1997,87.4284
12/12/2013,3.2051,86.5051
12/13/2013,3.2005,87.3395
12/16/2013,3.2091,87.4856
12/17/2013,3.1891,87.6763
12/18/2013,3.1994,87.9204
12/19/2013,3.2112,88.1814
12/20/2013,3.2489,88.1307
12/23/2013,3.2504,88.7416
12/24/2013,3.2247,88.5895
12/27/2013,3.2519,87.7105
12/30/2013,3.2208,88.2301
12/31/2013,3.2576,87.4495
1/2/2014,3.2753,87.9111
1/3/2014,3.2373,87.6923
1/6/2014,3.24,87.9331
1/7/2014,3.2241,87.6494
1/8/2014,3.2246,87.5753
1/9/2014,3.2641,87.8227
1/10/2014,3.2511,87.9645
1/13/2014,3.2124,87.5563
1/14/2014,3.2284,87.4285
1/15/2014,3.1916,87.7648
1/16/2014,3.2269,87.9774
1/17/2014,3.2127,88.1218
1/20/2014,3.1637,88.1365
1/21/2014,3.1977,87.7506
1/22/2014,3.2072,87.7517
1/23/2014,3.2397,87.9044
1/24/2014,3.3004,87.644
1/27/2014,3.2747,87.1246
1/28/2014,3.2934,86.2518
1/29/2014,3.3172,87.1244
1/30/2014,3.2955,86.6664
1/31/2014,3.2829,85.93
2/3/2014,3.2478,86.5241
2/4/2014,3.264,85.9295
2/5/2014,3.2697,86.3343
2/6/2014,3.2431,86.1973
2/7/2014,3.2395,86.4913
2/10/2014,3.2653,86.2167
2/11/2014,3.2895,87.0095
2/12/2014,3.2702,86.8224
2/13/2014,3.3189,87.3772
2/14/2014,3.2837,87.2662
2/17/2014,3.2752,86.7469
2/18/2014,3.2915,86.752
2/19/2014,3.3069,86.5161
2/20/2014,3.2738,87.5612
2/21/2014,3.2577,87.5953
2/24/2014,3.2183,88.0402
2/25/2014,3.2115,87.959
2/26/2014,3.2143,88.5551
2/27/2014,3.2098,88.5154
2/28/2014,3.212,88.5686
3/3/2014,3.2125,88.6819
3/4/2014,3.21,87.5807
3/5/2014,3.2156,87.0371
3/6/2014,3.1856,86.9211
3/7/2014,3.2387,86.5079
3/10/2014,3.2354,85.4742
3/11/2014,3.2489,85.2729
3/12/2014,3.2785,85.4677
3/13/2014,3.268,83.8207
3/14/2014,3.2849,83.3767
3/17/2014,3.272,83.297
3/18/2014,3.2726,83.6739
3/19/2014,3.2493,82.9383
3/20/2014,3.2295,81.5101
3/21/2014,3.2138,82.5866
3/24/2014,3.1957,82.2318
3/25/2014,3.199,81.5181
3/26/2014,3.1784,81.0007
3/27/2014,3.1553,84.6683
3/28/2014,3.122,83.3547
3/31/2014,3.1276,84.4513
4/1/2014,3.1338,84.8923
4/2/2014,3.1212,83.4444
4/3/2014,3.1356,84.0436
4/4/2014,3.1074,83.4581
4/7/2014,3.0843,81.0363
4/8/2014,3.0304,81.7912
4/9/2014,3.0459,82.0146
4/10/2014,3.0442,80.7531
4/11/2014,3.0667,81.0481
4/14/2014,3.0648,80.83
4/15/2014,3.0621,80.9469
4/16/2014,3.0827,79.5146
4/17/2014,3.104,80.9546
4/22/2014,3.0979,82.9521
4/23/2014,3.1039,83.5713
4/24/2014,3.0621,81.6344
4/25/2014,3.0836,80.5542
4/28/2014,3.1035,80.9419
4/29/2014,3.0683,80.1842
4/30/2014,3.1248,79.2442
5/2/2014,3.0894,80.3405
5/5/2014,3.0909,79.6844
5/6/2014,3.1202,79.3596
5/7/2014,3.1037,78.0622
5/8/2014,3.0902,78.2018
5/9/2014,3.0506,78.4935
5/12/2014,3.0485,78.9761
5/13/2014,3.0359,80.0977
5/14/2014,3.0422,80.3306
5/15/2014,3.0197,80.9601
5/16/2014,3.0353,81.2683
5/19/2014,3.0395,81.4759
5/20/2014,3.0362,80.4117
5/21/2014,3.0288,80.0853
5/22/2014,3.0258,80.257
5/23/2014,3.0229,80.6935
5/26/2014,3.0288,80.2114
5/27/2014,3.0422,80.1962
5/28/2014,3.0569,79.3511
5/29/2014,3.0363,79.7403
5/30/2014,3.0315,78.7761
6/2/2014,3.058,77.8754
6/3/2014,3.0909,77.6277
6/4/2014,3.106,75.8598
6/5/2014,3.0873,75.9063
6/6/2014,3.0779,77.9022
6/9/2014,3.0488,78.4858
6/10/2014,3.0207,78.5249
6/11/2014,3.0194,78.2622
6/12/2014,3.0216,77.3061
6/13/2014,3.0289,77.9795
6/16/2014,3.0187,78.2351
6/17/2014,3.0322,77.7193
6/18/2014,3.0657,77.4612
6/19/2014,3.0426,77.8721
6/20/2014,3.0331,78.6446
6/23/2014,3.0261,78.063
6/24/2014,3.0212,79.1695
6/25/2014,3.0133,79.1997
6/26/2014,3.0112,79.6301
6/27/2014,2.9905,80.1554
6/30/2014,3.0002,80.4238
7/1/2014,3.0349,80.3769
7/2/2014,3.0113,80.4324
7/3/2014,3.0388,81.0666
7/4/2014,3.0089,81.691
7/7/2014,3.0137,82.0198
7/8/2014,3.0196,82.0133
7/9/2014,3.0133,82.0497
7/10/2014,3.0238,82.1829
7/11/2014,3.0251,81.9309
7/14/2014,3.0231,80.1127
7/15/2014,3.0166,78.4831
7/16/2014,3.0047,78.5282
7/17/2014,3.0175,77.5873
7/18/2014,3.0228,76.97
7/21/2014,3.0101,76.507
7/22/2014,2.9966,76.1298
7/23/2014,2.9864,74.6068
7/24/2014,2.9884,74.2875
7/25/2014,2.9968,74.7824
7/28/2014,2.9952,74.9219
7/29/2014,2.9905,75.2661
7/30/2014,2.9963,74.75
7/31/2014,3.0156,74.3515
8/1/2014,3.0546,73.7683
8/4/2014,3.0264,74.4015
8/5/2014,3.0355,74.6369
8/6/2014,3.0584,74.7058
8/7/2014,3.0406,73.7178
8/8/2014,3.0632,74.7354
8/11/2014,3.0476,73.5433
8/12/2014,3.0458,72.2983
8/13/2014,3.0374,72.0371
8/14/2014,3.0463,71.6232
8/15/2014,3.0283,69.9344
8/18/2014,3.0191,69.3169
8/19/2014,3.0211,69.8186
8/20/2014,2.9932,70.0296
8/21/2014,2.9979,68.1915
8/22/2014,3.0177,67.705
8/25/2014,3.0069,66.6766
8/26/2014,3.0136,67.4802
8/27/2014,2.9722,66.7939
8/28/2014,2.9732,66.3178
8/29/2014,2.96,67.2759
9/1/2014,2.9375,68.8267
9/2/2014,2.9553,68.7005
9/3/2014,2.9397,67.565
9/4/2014,2.9176,67.2082
9/5/2014,2.9079,65.7794
9/8/2014,2.9041,66.6508
9/9/2014,2.9374,68.4804
9/10/2014,2.9625,68.0816
9/11/2014,2.9671,68.7402
9/12/2014,2.9828,69.3678
9/15/2014,3.0186,71.0564
9/16/2014,3.0322,70.3036
9/17/2014,3.0247,70.1963
9/18/2014,3.0605,69.8611
9/19/2014,3.0349,70.2767
9/22/2014,3.0699,71.5416
9/23/2014,3.0934,71.4204
9/24/2014,3.085,70.7548
9/25/2014,3.0551,71.3276
9/26/2014,3.085,71.4073
9/29/2014,3.1431,71.9167
9/30/2014,3.0821,72.4268
10/1/2014,3.0971,72.8129
10/2/2014,3.1273,73.7528
10/3/2014,3.1441,72.5599
10/6/2014,3.0014,71.8791
10/7/2014,3.0562,69.5757
10/8/2014,3.0246,69.3637
10/9/2014,3.0212,69.6304
10/10/2014,3.058,70.4033
10/13/2014,3.0303,70.3629
10/14/2014,3.036,71.6329
10/15/2014,3.0617,69.5452
10/16/2014,3.1688,71.0773
10/17/2014,3.1491,70.054
10/20/2014,3.1318,70.6298
10/21/2014,3.1766,70.7453
10/22/2014,3.1532,70.907
10/23/2014,3.1596,70.463
10/24/2014,3.1541,70.2894
10/27/2014,3.215,69.0279
10/28/2014,3.1687,68.3915
10/29/2014,3.0902,68.5143
10/30/2014,3.0453,68.577
10/31/2014,3.0714,67.4528
11/3/2014,3.1106,68.5514
11/4/2014,3.1589,68.612
11/5/2014,3.1428,68.4007
11/6/2014,3.1783,68.6138
11/7/2014,3.1987,68.8453
11/10/2014,3.1654,69.3265
11/11/2014,3.1908,69.6415
11/12/2014,3.1936,68.0711
11/13/2014,3.2058,69.5051
11/14/2014,3.261,68.6943
11/17/2014,3.2631,68.6375
11/18/2014,3.2543,69.3181
11/19/2014,3.2431,70.0549
11/20/2014,3.2002,69.8627
11/21/2014,3.1657,69.2185
11/24/2014,3.1419,69.468
11/25/2014,3.1322,69.9647
11/26/2014,3.134,69.4713
11/27/2014,3.1346,68.6083
11/28/2014,3.1831,69.4078
12/1/2014,3.1991,69.5807
12/2/2014,3.1875,68.7159
12/3/2014,3.1534,68.8412
12/4/2014,3.1728,68.7753
12/5/2014,3.1832,67.662
12/8/2014,3.1777,67.1148
12/9/2014,3.2238,67.7734
12/10/2014,3.2105,68.2515
12/11/2014,3.2593,69.3037
12/12/2014,3.3071,69.011
12/15/2014,3.3181,68.8224
12/16/2014,3.4196,68.323
12/17/2014,3.3988,68.4095
12/18/2014,3.2777,68.3259
12/19/2014,3.2525,66.6755
12/22/2014,3.2455,65.5933
12/23/2014,3.2498,64.5689
12/24/2014,3.2921,65.1716
12/29/2014,3.2602,64.7122
12/30/2014,3.2394,65.238
12/31/2014,3.2207,64.9055
1/2/2015,3.2433,63.3955
1/5/2015,3.2334,63.6305
1/6/2015,3.2159,63.3152
1/7/2015,3.1679,62.4859
1/8/2015,3.1774,62.2017
1/9/2015,3.1389,62.3317
1/12/2015,3.1354,63.3156
1/13/2015,3.1143,63.4567
1/14/2015,3.0909,62.9971
1/15/2015,3.0537,62.7748
1/16/2015,3.0357,62.9749
1/19/2015,3.0503,63.2729
1/20/2015,3.0378,63.4812
1/21/2015,3.0138,62.8965
1/22/2015,2.9955,63.3565
1/23/2015,2.9057,61.6119
1/26/2015,2.9184,61.9825
1/27/2015,2.9284,61.1323
1/28/2015,2.9322,61.4017
1/29/2015,2.9421,61.7191
1/30/2015,3.0114,60.7563
2/2/2015,3.0296,60.1759
2/3/2015,3.0848,58.9825
2/4/2015,3.0919,57.9608
2/5/2015,3.1238,58.419
2/6/2015,3.1536,58.2095
2/9/2015,3.143,58.1359
2/10/2015,3.1641,56.8033
2/11/2015,3.237,57.3786
2/12/2015,3.2565,56.9395
2/13/2015,3.2395,57.2027
2/16/2015,3.2336,57.3051
2/17/2015,3.2395,56.8251
2/18/2015,3.2195,
2/19/2015,3.2452,55.5685
2/20/2015,3.2432,54.9731
2/23/2015,3.2729,55.0494
2/24/2015,3.2518,52.5597
2/25/2015,3.2395,56.8914
2/26/2015,3.2264,55.2289
2/27/2015,3.2579,54.0757
3/2/2015,3.2133,55.2503
3/3/2015,3.2536,56.0045
3/4/2015,3.2999,55.2367
3/5/2015,3.3009,56.1438
3/6/2015,3.2949,55.936
3/9/2015,3.362,57.1368
3/10/2015,3.369,56.6637
3/11/2015,3.3102,58.2129
3/12/2015,3.3031,57.4546
3/13/2015,3.3893,56.4092
3/16/2015,3.4107,57.3044
3/17/2015,3.4796,56.6226
3/18/2015,3.4283,56.0552
3/19/2015,3.474,56.5968
3/20/2015,3.522,55.7396
3/23/2015,3.4963,55.3526
3/24/2015,3.4202,56.5028
3/25/2015,3.4334,57.1974
3/26/2015,3.4904,56.2623
3/27/2015,3.4846,56.7337
3/30/2015,3.5616,56.3051
3/31/2015,3.4958,56.9323
4/1/2015,3.3994,56.9604
4/2/2015,3.4307,58.0046
4/7/2015,3.3979,58.8802
4/8/2015,3.3676,58.3389
4/9/2015,3.2681,58.5453
4/10/2015,3.2639,58.8554
