Date,HKD,NEER
1/6/2004,9.9026,97.1299
1/7/2004,9.8432,96.9718
1/8/2004,9.8086,96.9524
1/9/2004,9.8878,97.1156
1/12/2004,9.9585,96.8863
1/13/2004,9.8975,96.9027
1/14/2004,9.8545,97.6904
1/15/2004,9.8088,96.7476
1/16/2004,9.702,97.1193
1/19/2004,9.6088,96.5456
1/20/2004,9.7394,96.6956
1/21/2004,9.7931,96.7884
1/22/2004,9.871,96.9921
1/23/2004,9.8548,97.8513
1/26/2004,9.7668,98.0904
1/27/2004,9.7185,97.7478
1/28/2004,9.7576,97.966
1/29/2004,9.6923,98.1638
1/30/2004,9.6281,96.976
2/2/2004,9.6888,97.6982
2/3/2004,9.7854,97.6904
2/4/2004,9.7392,97.6727
2/5/2004,9.781,97.018
2/6/2004,9.741,97.7877
2/9/2004,9.876,97.422
2/10/2004,9.9153,97.1769
2/11/2004,9.8526,96.8146
2/12/2004,9.9488,96.8153
2/13/2004,9.959,96.5926
2/16/2004,9.8997,96.6232
2/17/2004,9.9911,96.5478
2/18/2004,9.9652,96.8892
2/19/2004,9.89,96.9851
2/20/2004,9.845,96.5768
2/23/2004,9.7792,96.5767
2/24/2004,9.7963,97.1332
2/25/2004,9.8244,96.8321
2/26/2004,9.6855,97.092
2/27/2004,9.6649,97.2124
3/1/2004,9.7174,97.1286
3/2/2004,9.655,96.8856
3/3/2004,9.4614,96.9022
3/4/2004,9.4661,96.8407
3/5/2004,9.492,96.6424
3/8/2004,9.6269,96.7738
3/9/2004,9.6297,96.7622
3/10/2004,9.5842,96.5341
3/11/2004,9.5537,96.4684
3/12/2004,9.5368,96.3824
3/15/2004,9.5693,96.5206
3/16/2004,9.623,96.6568
3/17/2004,9.5451,96.5044
3/18/2004,9.5547,96.6716
3/19/2004,9.6189,96.3967
3/22/2004,9.6263,96.4012
3/23/2004,9.5689,96.1901
3/24/2004,9.507,96.2839
3/25/2004,9.4591,96.1803
3/26/2004,9.4922,96.0676
3/29/2004,9.4473,96.1282
3/30/2004,9.5012,96.1969
3/31/2004,9.5228,96.3129
4/1/2004,9.5953,96.4016
4/2/2004,9.5929,96.0612
4/5/2004,9.3925,96.2812
4/6/2004,9.4238,96.7187
4/7/2004,9.4329,96.6063
4/8/2004,9.4291,96.9765
4/13/2004,9.3349,96.6584
4/14/2004,9.2974,96.722
4/15/2004,9.2989,97.1784
4/16/2004,9.3057,97.2723
4/19/2004,9.3929,97.1357
4/20/2004,9.3009,96.9779
4/21/2004,9.2313,97.1794
4/22/2004,9.2595,97.3513
4/23/2004,9.2695,96.8475
4/26/2004,9.2424,97.0887
4/27/2004,9.2715,96.7406
4/28/2004,9.2872,96.6238
4/29/2004,9.2241,96.7454
4/30/2004,9.3183,96.6886
5/3/2004,9.3231,96.8835
5/4/2004,9.4071,96.5736
5/5/2004,9.4581,96.5286
5/6/2004,9.4499,96.4725
5/7/2004,9.4164,96.4073
5/10/2004,9.2375,96.4908
5/11/2004,9.2071,96.66
5/12/2004,9.2483,96.6803
5/13/2004,9.2218,97.0693
5/14/2004,9.2053,96.7233
5/17/2004,9.3778,96.7891
5/18/2004,9.3466,96.8595
5/19/2004,9.3285,96.7839
5/20/2004,9.295,96.6155
5/21/2004,9.373,96.6329
5/24/2004,9.3265,96.5691
5/25/2004,9.4023,96.8449
5/26/2004,9.4359,96.7859
5/27/2004,9.4808,96.8001
5/28/2004,9.5447,96.5909
5/31/2004,9.5122,96.6298
6/1/2004,9.5351,96.5744
6/2/2004,9.5704,96.559
6/3/2004,9.5318,96.4929
6/4/2004,9.5146,96.6109
6/7/2004,9.6024,96.5936
6/8/2004,9.5838,96.6566
6/9/2004,9.4773,96.4392
6/10/2004,9.3975,96.5858
6/11/2004,9.3575,96.5068
6/14/2004,9.3573,96.5141
6/15/2004,9.3971,96.6552
6/16/2004,9.4029,96.5926
6/17/2004,9.3929,96.533
6/18/2004,9.3913,96.4139
6/21/2004,9.4463,96.3297
6/22/2004,9.4305,96.5477
6/23/2004,9.4265,96.5772
6/24/2004,9.4526,96.6415
6/25/2004,9.4657,96.583
6/28/2004,9.5197,96.5778
6/29/2004,9.492,96.3025
6/30/2004,9.4803,96.4578
7/1/2004,9.4907,96.5311
7/2/2004,9.4752,96.3068
7/5/2004,9.5841,96.2995
7/6/2004,9.6007,96.181
7/7/2004,9.6383,96.0584
7/8/2004,9.6306,95.9397
7/9/2004,9.6496,95.8168
7/12/2004,9.6693,95.8617
7/13/2004,9.6499,95.4512
7/14/2004,9.6597,95.4737
7/15/2004,9.6514,95.4308
7/16/2004,9.6353,95.7427
7/19/2004,9.6813,95.3494
7/20/2004,9.6601,95.4122
7/21/2004,9.5908,95.4105
7/22/2004,9.569,95.3612
7/23/2004,9.5089,95.1406
7/26/2004,9.4871,95.2363
7/27/2004,9.4908,95.0148
7/28/2004,9.3863,95.0287
7/29/2004,9.3799,94.9255
7/30/2004,9.3902,95.1366
8/2/2004,9.4027,95.0206
8/3/2004,9.377,94.8298
8/4/2004,9.3465,94.8421
8/5/2004,9.3925,94.5884
8/6/2004,9.4081,94.4452
8/9/2004,9.5508,94.4213
8/10/2004,9.5768,94.3516
8/11/2004,9.5408,94.173
8/12/2004,9.5602,94.1609
8/13/2004,9.5302,94.0197
8/16/2004,9.6221,93.9527
8/17/2004,9.6235,93.8679
8/18/2004,9.618,93.8358
8/19/2004,9.6395,93.8155
8/20/2004,9.5879,93.7669
8/23/2004,9.5548,93.8711
8/24/2004,9.4681,93.6246
8/25/2004,9.4232,93.6465
8/26/2004,9.438,94.2243
8/27/2004,9.4263,94.0976
8/30/2004,9.3966,94.5387
8/31/2004,9.4466,94.2567
9/1/2004,9.491,94.1818
9/2/2004,9.4918,93.8082
9/3/2004,9.4955,93.9006
9/6/2004,9.4154,94.1218
9/7/2004,9.421,93.9399
9/8/2004,9.3899,93.9356
9/9/2004,9.5081,93.8994
9/10/2004,9.5307,93.8038
9/13/2004,9.5437,93.6066
9/14/2004,9.5421,93.6478
9/15/2004,9.5456,93.5033
9/16/2004,9.4827,93.5305
9/17/2004,9.5241,93.5922
9/20/2004,9.4628,93.4107
9/21/2004,9.5749,93.5517
9/22/2004,9.5505,93.7764
9/23/2004,9.6044,94.0685
9/24/2004,9.5995,94.181
9/27/2004,9.5578,94.119
9/28/2004,9.6206,94.1424
9/29/2004,9.6107,93.9654
9/30/2004,9.6745,93.8594
10/1/2004,9.6786,93.6394
10/4/2004,9.5961,93.8644
10/5/2004,9.5941,93.7411
10/6/2004,9.578,93.8252
10/7/2004,9.5914,93.7131
10/8/2004,9.5937,94.0007
10/11/2004,9.6518,94.1038
10/12/2004,9.5939,93.7932
10/13/2004,9.561,93.9377
10/14/2004,9.6433,93.9387
10/15/2004,9.6677,93.9015
10/18/2004,9.7183,93.8483
10/19/2004,9.7433,93.8756
10/20/2004,9.804,93.9388
10/21/2004,9.8153,93.8582
10/22/2004,9.8158,93.9949
10/25/2004,9.9486,94.0315
10/26/2004,9.947,94.2151
10/27/2004,9.9487,94.5145
10/28/2004,9.892,94.5596
10/29/2004,9.9133,94.6326
11/1/2004,9.9172,94.4487
11/2/2004,9.8868,94.1131
11/3/2004,9.9251,94.0326
11/4/2004,10.0131,94.0392
11/5/2004,9.9956,94.1135
11/8/2004,10.0447,94.0649
11/9/2004,10.0394,94.0353
11/10/2004,10.0961,93.5883
11/11/2004,10.0339,93.6437
11/12/2004,10.0481,93.6119
11/15/2004,10.0733,93.8032
11/16/2004,10.0837,93.4924
11/17/2004,10.1257,93.5392
11/18/2004,10.1296,93.7943
11/19/2004,10.1248,93.729
11/22/2004,10.1316,93.8595
11/23/2004,10.1788,93.6926
11/24/2004,10.2181,93.5654
11/25/2004,10.2687,93.3578
11/26/2004,10.2904,93.2696
11/29/2004,10.301,93.2652
11/30/2004,10.3365,93.4139
12/1/2004,10.3365,93.3532
12/2/2004,10.3488,93.3465
12/3/2004,10.3378,93.3644
12/6/2004,10.4404,93.5788
12/7/2004,10.4571,93.7672
12/8/2004,10.3343,93.7599
12/9/2004,10.3484,94.0001
12/10/2004,10.2569,94.2359
12/13/2004,10.3166,94.4303
12/14/2004,10.3538,94.4529
12/15/2004,10.4051,94.2975
12/16/2004,10.4191,94.3439
12/17/2004,10.3193,94.5787
12/20/2004,10.4076,94.7584
12/21/2004,10.4202,94.6683
12/22/2004,10.4143,94.5136
12/23/2004,10.4706,94.7489
12/24/2004,10.5412,94.3973
12/27/2004,10.5289,94.3738
12/28/2004,10.5967,94.373
12/29/2004,10.5861,94.6706
12/30/2004,10.5794,94.6498
12/31/2004,10.5881,94.462
1/3/2005,10.5055,94.3444
1/4/2005,10.4042,94.1626
1/5/2005,10.301,94.2211
1/6/2005,10.2754,94.0687
1/7/2005,10.2822,94.1117
1/10/2005,10.2144,94.0858
1/11/2005,10.2479,94.2311
1/12/2005,10.2435,94.1922
1/13/2005,10.3132,94.0116
1/14/2005,10.2051,94.1871
1/17/2005,10.2027,94.2135
1/18/2005,10.1853,94.0136
1/19/2005,10.2031,93.9805
1/20/2005,10.0887,94.0466
1/21/2005,10.1097,94.2706
1/24/2005,10.1891,94.2279
1/25/2005,10.1585,94.1593
1/26/2005,10.1428,94.4369
1/27/2005,10.1588,94.7158
1/28/2005,10.1663,94.8957
1/31/2005,10.1671,94.8048
2/1/2005,10.161,94.8628
2/2/2005,10.1874,94.8789
2/3/2005,10.1407,95.0038
2/4/2005,10.106,95.1431
2/7/2005,10.018,95.0457
2/8/2005,9.9557,95.1387
2/9/2005,9.9541,95.2881
2/10/2005,9.9658,95.2155
2/11/2005,10.0268,95.3187
2/14/2005,10.1138,95.5496
2/15/2005,10.152,95.7075
2/16/2005,10.1708,95.6162
2/17/2005,10.1717,95.4927
2/18/2005,10.1703,95.4124
2/21/2005,10.1825,95.3179
2/22/2005,10.2894,95.2896
2/23/2005,10.2982,95.4634
2/24/2005,10.3425,95.5395
2/25/2005,10.2685,96.0584
2/28/2005,10.3396,96.028
3/1/2005,10.3082,96.0767
3/2/2005,10.2185,95.9531
3/3/2005,10.252,95.8233
3/4/2005,10.2295,95.7889
3/7/2005,10.2934,96.0288
3/8/2005,10.3317,95.9822
3/9/2005,10.4097,95.9645
3/10/2005,10.458,96.0497
3/11/2005,10.4638,95.9623
3/14/2005,10.4298,96.2009
3/15/2005,10.4386,96.3596
3/16/2005,10.4305,96.3531
3/17/2005,10.4346,96.4796
3/18/2005,10.3552,96.8325
3/21/2005,10.2947,96.9883
3/22/2005,10.2762,96.929
3/23/2005,10.1786,96.8625
3/24/2005,10.1258,97.0535
3/29/2005,10.0821,96.7231
3/30/2005,10.0949,96.3893
3/31/2005,10.111,96.3595
4/1/2005,10.1063,96.5599
4/4/2005,10.048,96.6712
4/5/2005,9.9914,96.6581
4/6/2005,10.0302,96.8901
4/7/2005,10.079,96.7592
4/8/2005,9.9979,95.4692
4/11/2005,10.1166,95.4296
4/12/2005,10.1272,95.6279
4/13/2005,10.0783,95.7672
4/14/2005,9.9982,95.8223
4/15/2005,10.0354,95.6332
4/18/2005,10.1129,95.6451
4/19/2005,10.1357,95.3777
4/20/2005,10.1775,95.2597
4/21/2005,10.1844,95.0892
4/22/2005,10.1943,95.0816
4/25/2005,10.1095,95.0487
4/26/2005,10.1235,95.0991
4/27/2005,10.0761,95.1503
4/28/2005,10.0646,95.0122
4/29/2005,10.1017,94.8661
5/2/2005,10.0288,94.6552
5/3/2005,10.0226,94.7869
5/4/2005,10.092,94.8472
5/5/2005,10.096,94.9096
5/6/2005,10.0897,95.1525
5/9/2005,9.9993,95.2482
5/10/2005,10.0241,95.0582
5/11/2005,10.0449,95.1029
5/12/2005,9.9582,95.1822
5/13/2005,9.8538,95.0431
5/16/2005,9.8394,94.9805
5/17/2005,9.8552,95.1273
5/18/2005,9.8395,95.4425
5/19/2005,9.8498,95.4303
5/20/2005,9.8224,95.0008
5/23/2005,9.7717,94.6519
5/24/2005,9.8146,94.5321
5/25/2005,9.777,94.6703
5/26/2005,9.7439,94.7869
5/27/2005,9.7623,94.893
5/30/2005,9.7025,94.8572
5/31/2005,9.5926,94.9951
6/1/2005,9.5183,95.1984
6/2/2005,9.5444,95.0226
6/3/2005,9.5645,95.204
6/6/2005,9.5504,95.2342
6/7/2005,9.5588,95.4513
6/8/2005,9.5893,95.389
6/9/2005,9.5239,95.2872
6/10/2005,9.5126,95.293
6/13/2005,9.381,95.5546
6/14/2005,9.4154,95.8484
6/15/2005,9.3834,95.9983
6/16/2005,9.4205,95.9269
6/17/2005,9.4665,95.8424
6/20/2005,9.4928,95.9581
6/21/2005,9.4,96.2117
6/22/2005,9.4082,96.2176
6/23/2005,9.3754,96.1524
6/24/2005,9.3887,96.0305
6/27/2005,9.4528,95.869
6/28/2005,9.3984,95.9517
6/29/2005,9.3698,96.0829
6/30/2005,9.399,96.1515
7/1/2005,9.3929,96.2716
7/4/2005,9.2462,96.2576
7/5/2005,9.2377,96.2272
7/6/2005,9.2603,96.495
7/7/2005,9.294,96.4281
7/8/2005,9.2551,96.4112
7/11/2005,9.3392,96.3408
7/12/2005,9.4612,96.5
7/13/2005,9.476,96.3394
7/14/2005,9.3856,96.2744
7/15/2005,9.3848,96.0791
7/18/2005,9.3736,96.0973
7/19/2005,9.306,96.3416
7/20/2005,9.3834,96.4616
7/21/2005,9.4679,96.4966
7/22/2005,9.4385,96.4291
7/25/2005,9.3791,96.7085
7/26/2005,9.323,96.8908
7/27/2005,9.3261,96.9935
7/28/2005,9.4091,96.8834
7/29/2005,9.3991,96.8908
8/1/2005,9.4982,97.0235
8/2/2005,9.496,97.0178
8/3/2005,9.5667,97.1537
8/4/2005,9.5767,97.1865
8/5/2005,9.6262,97.1102
8/8/2005,9.6135,97.194
8/9/2005,9.6118,96.9826
8/10/2005,9.6167,97.2287
8/11/2005,9.6375,96.9657
8/12/2005,9.6778,96.9441
8/15/2005,9.6128,97.0529
8/16/2005,9.5684,97.1394
8/17/2005,9.5555,96.9481
8/18/2005,9.4891,97.0102
8/19/2005,9.4683,97.0827
8/22/2005,9.505,97.2191
8/23/2005,9.5095,97.0893
8/24/2005,9.4925,97.0639
8/25/2005,9.5376,97.1631
8/26/2005,9.5617,97.0423
8/29/2005,9.5481,96.9732
8/30/2005,9.4658,96.7441
8/31/2005,9.4811,96.6854
9/1/2005,9.6263,96.2881
9/2/2005,9.7415,96.0603
9/5/2005,9.7386,96.1384
9/6/2005,9.697,96.1619
9/7/2005,9.6712,96.2291
9/8/2005,9.6443,96.4605
9/9/2005,9.6414,96.5702
9/12/2005,9.5565,96.3993
9/13/2005,9.5288,96.4231
9/14/2005,9.5556,96.365
9/15/2005,9.484,96.5527
9/16/2005,9.5008,96.501
9/19/2005,9.4219,96.5199
9/20/2005,9.4337,96.3373
9/21/2005,9.4884,95.8156
9/22/2005,9.4857,95.7437
9/23/2005,9.4018,95.7528
9/26/2005,9.333,95.4556
9/27/2005,9.3129,95.566
9/28/2005,9.3397,95.5336
9/29/2005,9.359,95.3136
9/30/2005,9.3412,95.6471
10/3/2005,9.2571,95.518
10/4/2005,9.2606,95.6399
10/5/2005,9.2666,95.5812
10/6/2005,9.3538,95.64
10/7/2005,9.418,95.5966
10/10/2005,9.378,95.1503
10/11/2005,9.3258,95.1279
10/12/2005,9.3167,95.0607
10/13/2005,9.2936,95.2376
10/14/2005,9.3077,95.4694
10/17/2005,9.3259,95.6628
10/18/2005,9.2618,95.5493
10/19/2005,9.2722,95.5639
10/20/2005,9.2745,95.7853
10/21/2005,9.318,95.79
10/24/2005,9.2638,95.8462
10/25/2005,9.3195,95.8157
10/26/2005,9.3508,95.9001
10/27/2005,9.4058,95.8825
10/28/2005,9.4109,95.7376
10/31/2005,9.3207,95.9395
11/1/2005,9.3087,95.8121
11/2/2005,9.2971,95.8277
11/3/2005,9.3348,96.0162
11/4/2005,9.2516,96.0436
11/7/2005,9.1673,95.8405
11/8/2005,9.1043,95.9413
11/9/2005,9.1054,96.0151
11/10/2005,9.1222,95.6614
11/11/2005,9.0715,95.7175
11/14/2005,9.0861,95.7137
11/15/2005,9.0495,95.6966
11/16/2005,9.0565,95.4956
11/17/2005,9.0655,95.6025
11/18/2005,9.0554,95.484
11/21/2005,9.158,95.6213
11/22/2005,9.0726,95.8606
11/23/2005,9.1301,95.929
11/24/2005,9.1361,95.8869
11/25/2005,9.1216,95.9792
11/28/2005,9.0928,96.1024
11/29/2005,9.1441,95.9488
11/30/2005,9.1263,95.6663
12/1/2005,9.1083,95.6391
12/2/2005,9.0713,95.2527
12/5/2005,9.1242,95.2071
12/6/2005,9.1366,95.3487
12/7/2005,9.0806,95.5527
12/8/2005,9.122,95.5692
12/9/2005,9.1384,95.8821
12/12/2005,9.2469,95.5336
12/13/2005,9.2461,95.4625
12/14/2005,9.3196,95.7366
12/15/2005,9.3024,95.5461
12/16/2005,9.29,95.5097
12/19/2005,9.285,95.6506
12/20/2005,9.2681,95.2903
12/21/2005,9.2037,95.15
12/22/2005,9.1652,95.0255
12/23/2005,9.1945,95.2633
12/27/2005,9.189,95.3785
12/28/2005,9.2386,95.4351
12/29/2005,9.1681,95.3806
12/30/2005,9.1474,95.5445
1/2/2006,9.1712,95.1408
1/3/2006,9.2081,94.8689
1/4/2006,9.3692,94.9402
1/5/2006,9.3726,94.9873
1/6/2006,9.3764,94.5895
1/9/2006,9.363,94.4755
1/10/2006,9.3512,94.5728
1/11/2006,9.3702,94.5646
1/12/2006,9.389,94.2783
1/13/2006,9.3316,93.9625
1/16/2006,9.3912,93.9525
1/17/2006,9.3631,94.0832
1/18/2006,9.4018,93.9412
1/19/2006,9.3615,93.4238
1/20/2006,9.3595,93.5517
1/23/2006,9.5207,93.2917
1/24/2006,9.5175,93.478
1/25/2006,9.5362,93.0157
1/26/2006,9.5043,93.2897
1/27/2006,9.4409,93.39
1/30/2006,9.3726,93.0606
1/31/2006,9.3995,93.5635
2/1/2006,9.3813,93.6304
2/2/2006,9.3604,93.8508
2/3/2006,9.3565,93.4815
2/6/2006,9.2952,93.6173
2/7/2006,9.2899,93.7631
2/8/2006,9.274,93.6442
2/9/2006,9.2923,93.747
2/10/2006,9.2875,93.5938
2/13/2006,9.2257,93.5065
2/14/2006,9.2338,93.8559
2/15/2006,9.2393,93.6939
2/16/2006,9.2025,93.2743
2/17/2006,9.2067,93.5694
2/20/2006,9.2603,93.7553
2/21/2006,9.2413,94.0012
2/22/2006,9.2168,94.0446
2/23/2006,9.2775,94.1904
2/24/2006,9.2302,94.2004
2/27/2006,9.1957,94.2648
2/28/2006,9.2133,94.1305
3/1/2006,9.2739,94.0297
3/2/2006,9.2485,94.2231
3/3/2006,9.3258,94.2112
3/6/2006,9.3247,94.0558
3/7/2006,9.2462,94.2064
3/8/2006,9.2469,94.4295
3/9/2006,9.2513,94.387
3/10/2006,9.2512,94.3748
3/13/2006,9.2512,94.3272
3/14/2006,9.2699,94.4321
3/15/2006,9.331,93.8573
3/16/2006,9.3628,93.7231
3/17/2006,9.4529,93.6809
3/20/2006,9.4456,93.6778
3/21/2006,9.4234,93.8895
3/22/2006,9.3656,93.7252
3/23/2006,9.354,93.593
3/24/2006,9.2875,93.6842
3/27/2006,9.3312,93.7734
3/28/2006,9.3768,93.8309
3/29/2006,9.3218,93.9585
3/30/2006,9.387,94.2853
3/31/2006,9.3923,94.3491
4/3/2006,9.3611,94.4857
4/4/2006,9.4804,94.0427
4/5/2006,9.5145,93.8706
4/6/2006,9.5529,93.9799
4/7/2006,9.4469,94.0047
4/10/2006,9.3856,94.0895
4/11/2006,9.3924,93.7436
4/12/2006,9.4062,93.8102
4/13/2006,9.3822,93.5257
4/18/2006,9.5029,93.6124
4/19/2006,9.5736,93.5706
4/20/2006,9.5742,93.6311
4/21/2006,9.5502,93.673
4/24/2006,9.5872,93.447
4/25/2006,9.6338,93.4706
4/26/2006,9.6355,93.4059
4/27/2006,9.6267,93.3687
4/28/2006,9.7204,93.6588
5/2/2006,9.8036,93.841
5/3/2006,9.7859,93.9474
5/4/2006,9.7623,93.7561
5/5/2006,9.8362,93.4384
5/8/2006,9.8874,93.6558
5/9/2006,9.8431,93.3976
5/10/2006,9.9067,93.6028
5/11/2006,9.8593,93.5793
5/12/2006,10.013,93.6054
5/15/2006,9.9441,93.802
5/16/2006,9.9375,93.7151
5/17/2006,9.9883,93.6118
5/18/2006,9.9022,93.6107
5/19/2006,9.9014,93.5437
5/22/2006,9.8889,93.5849
5/23/2006,9.9582,93.3282
5/24/2006,9.9667,93.4144
5/25/2006,9.8926,93.5138
5/26/2006,9.9256,93.5478
5/29/2006,9.8957,93.6212
5/30/2006,9.96,93.7639
5/31/2006,9.9826,93.771
6/1/2006,9.8803,93.8152
6/2/2006,9.9424,93.681
6/5/2006,10.0536,93.7394
6/6/2006,9.9689,93.8043
6/7/2006,9.926,93.6657
6/8/2006,9.8852,93.5564
6/9/2006,9.8247,93.3885
6/12/2006,9.7577,93.2046
6/13/2006,9.759,93.2897
6/14/2006,9.7518,93.2805
6/15/2006,9.7873,93.3416
6/16/2006,9.8216,93.3083
6/19/2006,9.7783,93.4453
6/20/2006,9.7437,93.4684
6/21/2006,9.8112,93.3045
6/22/2006,9.7712,93.4418
6/23/2006,9.7118,93.3816
6/26/2006,9.7559,93.5329
6/27/2006,9.7605,93.7435
6/28/2006,9.7641,93.8768
6/29/2006,9.7326,93.8794
6/30/2006,9.8745,93.9059
7/3/2006,9.9345,93.8048
7/4/2006,9.936,93.9161
7/5/2006,9.9425,93.8544
7/6/2006,9.8961,93.7778
7/7/2006,9.928,93.735
7/10/2006,9.9092,93.5673
7/11/2006,9.9002,93.7751
7/12/2006,9.8933,93.8807
7/13/2006,9.8698,93.7499
7/14/2006,9.8493,93.5621
7/17/2006,9.7512,93.4057
7/18/2006,9.7418,93.2104
7/19/2006,9.7059,93.2502
7/20/2006,9.8312,93.0334
7/21/2006,9.8593,93.0513
7/24/2006,9.8256,93.0617
7/25/2006,9.8276,93.3069
7/26/2006,9.7899,93.0601
7/27/2006,9.9008,92.9656
7/28/2006,9.8452,93.007
7/31/2006,9.9216,92.8273
8/1/2006,9.9174,92.9248
8/2/2006,9.9487,92.9241
8/3/2006,9.9355,93.0441
8/4/2006,9.9444,93.0151
8/7/2006,9.9916,93.0835
8/8/2006,9.9839,92.9536
8/9/2006,10.0163,92.973
8/10/2006,9.9979,92.7121
8/11/2006,9.9352,92.5374
8/14/2006,9.8935,92.3529
8/15/2006,9.8993,92.3135
8/16/2006,9.9505,92.2901
8/17/2006,10.014,92.1972
8/18/2006,9.9524,92.0932
8/21/2006,10.0448,92.0718
8/22/2006,9.9632,91.9302
8/23/2006,9.9649,91.7495
8/24/2006,9.9789,91.8623
8/25/2006,9.928,91.8333
8/28/2006,9.957,91.9408
8/29/2006,9.9612,92.2942
8/30/2006,9.9697,92.1438
8/31/2006,9.9945,92.1064
9/1/2006,9.9695,92.2077
9/4/2006,9.9959,92.4268
9/5/2006,9.963,92.3806
9/6/2006,9.9498,92.3608
9/7/2006,9.9006,92.2011
9/8/2006,9.8878,92.2723
9/11/2006,9.8901,92.2596
9/12/2006,9.8866,92.3712
9/13/2006,9.8636,92.3636
9/14/2006,9.9013,92.3087
9/15/2006,9.8642,92.0641
9/18/2006,9.8588,92.1074
9/19/2006,9.8526,92.2961
9/20/2006,9.8691,92.2223
9/21/2006,9.9092,92.412
9/22/2006,9.9761,92.3328
9/25/2006,9.939,92.3851
9/26/2006,9.8852,92.3939
9/27/2006,9.8784,92.5242
9/28/2006,9.9027,92.3988
9/29/2006,9.864,92.3524
10/2/2006,9.8829,92.2731
10/3/2006,9.9238,92.228
10/4/2006,9.8836,92.164
10/5/2006,9.9059,92.3634
10/6/2006,9.8582,92.2434
10/9/2006,9.8169,92.2367
10/10/2006,9.7713,92.1633
10/11/2006,9.7749,92.3481
10/12/2006,9.7641,92.3564
10/13/2006,9.7729,92.2973
10/16/2006,9.7412,92.3121
10/17/2006,9.7456,92.0413
10/18/2006,9.764,92.0603
10/19/2006,9.7826,92.1312
10/20/2006,9.8242,91.9744
10/23/2006,9.7745,91.9088
10/24/2006,9.7594,91.9616
10/25/2006,9.7905,91.9714
10/26/2006,9.8456,92.1576
10/27/2006,9.8699,92.1066
10/30/2006,9.8862,91.9559
10/31/2006,9.8766,91.8109
11/1/2006,9.9232,91.6222
11/2/2006,9.9294,91.661
11/3/2006,9.9237,91.7008
11/6/2006,9.8847,91.7603
11/7/2006,9.9298,91.8665
11/8/2006,9.9455,91.838
11/9/2006,9.9613,91.7909
11/10/2006,10.0126,91.4695
11/13/2006,9.9886,91.4809
11/14/2006,9.9837,91.3951
11/15/2006,9.9607,91.4328
11/16/2006,9.9695,91.4712
11/17/2006,9.9485,91.474
11/20/2006,9.9993,91.3781
11/21/2006,9.9775,91.4341
11/22/2006,10.0337,91.4787
11/23/2006,10.0822,91.5168
11/24/2006,10.1716,91.321
11/27/2006,10.1972,91.3687
11/28/2006,10.2217,91.425
11/29/2006,10.2303,91.2055
11/30/2006,10.2667,91.2495
12/1/2006,10.2983,91.2497
12/4/2006,10.3447,91.2658
12/5/2006,10.3598,91.1341
12/6/2006,10.3129,91.1198
12/7/2006,10.3283,91.3142
12/8/2006,10.3178,91.1929
12/11/2006,10.2423,91.0728
12/12/2006,10.2945,91.0852
12/13/2006,10.3094,91.1918
12/14/2006,10.2515,91.0752
12/15/2006,10.1878,91.1648
12/18/2006,10.18,91.1694
12/19/2006,10.2299,91.0769
12/20/2006,10.2651,91.1551
12/21/2006,10.2456,91.0824
12/22/2006,10.2589,91.0193
12/27/2006,10.2321,90.8522
12/28/2006,10.2387,90.9834
12/29/2006,10.2409,90.9393
1/2/2007,10.3273,90.7899
1/3/2007,10.3022,90.6435
1/4/2007,10.2081,90.708
1/5/2007,10.1914,90.7907
1/8/2007,10.1364,90.7865
1/9/2007,10.1496,90.6101
1/10/2007,10.1277,90.7666
1/11/2007,10.1248,90.6424
1/12/2007,10.055,90.694
1/15/2007,10.0926,90.7688
1/16/2007,10.1032,90.697
1/17/2007,10.0737,90.7672
1/18/2007,10.0913,90.6768
1/19/2007,10.1217,90.6423
1/22/2007,10.0925,90.6928
1/23/2007,10.1689,90.7298
1/24/2007,10.148,90.6493
1/25/2007,10.1308,90.7252
1/26/2007,10.0745,90.7686
1/29/2007,10.0929,90.6693
1/30/2007,10.1311,90.7318
1/31/2007,10.1132,90.7623
2/1/2007,10.1609,90.8114
2/2/2007,10.1646,90.7071
2/5/2007,10.0924,90.6345
2/6/2007,10.1163,90.6636
2/7/2007,10.1459,90.7019
2/8/2007,10.1533,90.6835
2/9/2007,10.1642,90.648
2/12/2007,10.1234,90.9251
2/13/2007,10.1756,90.8009
2/14/2007,10.2213,90.8478
2/15/2007,10.2591,90.8493
2/16/2007,10.2506,90.6548
2/19/2007,10.2598,90.5779
2/20/2007,10.2708,90.6961
2/21/2007,10.2709,90.9445
2/22/2007,10.2376,91.0141
2/23/2007,10.257,90.8591
2/26/2007,10.278,90.9711
2/27/2007,10.3384,91.0094
2/28/2007,10.3197,90.9039
3/1/2007,10.3312,90.8333
3/2/2007,10.285,90.7356
3/5/2007,10.2237,90.7422
3/6/2007,10.2372,90.8041
3/7/2007,10.2679,90.7751
3/8/2007,10.2793,90.7156
3/9/2007,10.2799,90.668
3/12/2007,10.2812,90.6434
3/13/2007,10.3299,90.5794
3/14/2007,10.3026,90.5247
3/15/2007,10.3323,90.294
3/16/2007,10.4082,90.2304
3/19/2007,10.3935,90.2186
3/20/2007,10.3875,90.1833
3/21/2007,10.3828,90.2812
3/22/2007,10.4265,90.272
3/23/2007,10.4103,90.0498
3/26/2007,10.3649,89.7498
3/27/2007,10.4288,89.7646
3/28/2007,10.4293,89.7608
