Date,MYR,NEER
7/2/2008,5.1749,106.7652
7/3/2008,5.1857,106.4566
7/4/2008,5.1221,106.3946
7/7/2008,5.1108,106.4592
7/8/2008,5.1163,106.2328
7/9/2008,5.0987,106.2619
7/10/2008,5.1059,106.359
7/11/2008,5.1369,106.277
7/14/2008,5.1194,106.1246
7/15/2008,5.148,106.0192
7/16/2008,5.1279,106.1246
7/17/2008,5.1232,106.1203
7/18/2008,5.1315,105.6871
7/21/2008,5.1348,105.8277
7/22/2008,5.153,105.9392
7/23/2008,5.0993,106.2574
7/24/2008,5.0997,105.926
7/25/2008,5.1129,106.0185
7/28/2008,5.145,106.0486
7/29/2008,5.1238,105.8898
7/30/2008,5.0867,105.7605
7/31/2008,5.0829,106.0412
8/1/2008,5.0826,106.2605
8/4/2008,5.087,105.7951
8/5/2008,5.0666,105.9043
8/6/2008,5.0721,105.9188
8/7/2008,5.0822,105.8323
8/8/2008,4.9767,106.1544
8/11/2008,4.9795,106.2442
8/12/2008,4.9588,105.8221
8/13/2008,4.9441,105.6046
8/14/2008,4.9655,105.4457
8/15/2008,4.9313,105.3456
8/18/2008,4.9001,105.2033
8/19/2008,4.8933,105.8783
8/20/2008,4.9101,105.9316
8/21/2008,4.948,105.8521
8/22/2008,4.9459,105.9936
8/25/2008,4.9824,105.5927
8/26/2008,4.9502,105.4167
8/27/2008,4.9898,105.1677
8/28/2008,5.0037,105.0806
8/29/2008,5.0003,105.2986
9/1/2008,4.9777,105.3561
9/2/2008,4.9739,105.9669
9/3/2008,4.9699,105.3341
9/4/2008,4.9658,106.2248
9/5/2008,4.9273,105.2921
9/8/2008,4.8832,105.5304
9/9/2008,4.8783,105.2312
9/10/2008,4.8758,104.9444
9/11/2008,4.84,105.0727
9/12/2008,4.8563,104.955
9/15/2008,4.8892,104.9176
9/16/2008,4.9314,105.2922
9/17/2008,4.9137,104.8513
9/18/2008,5.0315,104.8345
9/19/2008,4.9278,105.0139
9/22/2008,4.9818,105.0346
9/23/2008,5.024,105.3774
9/24/2008,5.0277,105.6242
9/25/2008,5.0377,105.6614
9/26/2008,5.0303,105.1892
9/29/2008,4.9468,105.4163
9/30/2008,4.9238,105.2729
10/1/2008,4.8474,105.0565
10/2/2008,4.7917,105.2586
10/3/2008,4.7969,105.3061
10/6/2008,4.7549,105.0504
10/7/2008,4.761,105.3775
10/8/2008,4.8028,105.7081
10/9/2008,4.7996,105.8016
10/10/2008,4.7696,105.5995
10/13/2008,4.7757,105.5953
10/14/2008,4.8056,105.2097
10/15/2008,4.7858,105.271
10/16/2008,4.7632,105.4379
10/17/2008,4.7269,104.8655
10/20/2008,4.7279,104.3789
10/21/2008,4.65,104.0217
10/22/2008,4.5541,104.1763
10/23/2008,4.5777,104.1943
10/24/2008,4.5106,104.0242
10/27/2008,4.4619,104.2674
10/28/2008,4.4874,104.6207
10/29/2008,4.5723,104.5371
10/30/2008,4.6046,104.291
10/31/2008,4.53,104.0682
11/3/2008,4.5153,103.8964
11/4/2008,4.5223,103.7796
11/5/2008,4.5367,103.8295
11/6/2008,4.525,103.886
11/7/2008,4.5309,103.6801
11/10/2008,4.5725,103.9337
11/11/2008,4.5704,104.007
11/12/2008,4.5014,104.1778
11/13/2008,4.5071,103.6438
11/14/2008,4.5573,103.4838
11/17/2008,4.5582,103.5997
11/18/2008,4.5582,103.5991
11/19/2008,4.5609,103.5472
11/20/2008,4.5446,103.6267
11/21/2008,4.5651,103.6965
11/24/2008,4.636,103.9768
11/25/2008,4.6389,104.0609
11/26/2008,4.6857,104.231
11/27/2008,4.6666,104.0975
11/28/2008,4.6116,103.4864
12/1/2008,4.5761,103.9166
12/2/2008,4.6211,103.9985
12/3/2008,4.5948,104.0096
12/4/2008,4.593,103.9471
12/5/2008,4.6069,104.1898
12/8/2008,4.6756,104.0376
12/9/2008,4.6441,103.3958
12/10/2008,4.6724,103.3407
12/11/2008,4.7138,103.6686
12/12/2008,4.7791,104.3442
12/15/2008,4.8129,104.6652
12/16/2008,4.8702,104.5767
12/17/2008,4.9635,104.7277
12/18/2008,5.0608,104.9497
12/19/2008,4.8379,104.6707
12/22/2008,4.8651,104.8699
12/23/2008,4.8511,104.6825
12/24/2008,4.873,105.5458
12/29/2008,4.966,105.3951
12/30/2008,4.904,106.1744
12/31/2008,4.8048,106.0067
1/2/2009,4.808,106.0632
1/5/2009,4.7503,106.0367
1/6/2009,4.6789,105.8824
1/7/2009,4.7589,106.1701
1/8/2009,4.8211,106.225
1/9/2009,4.8448,106.5532
1/12/2009,4.7837,106.789
1/13/2009,4.7458,106.7878
1/14/2009,4.7061,106.6563
1/15/2009,4.7027,106.3342
1/16/2009,4.7473,105.9785
1/19/2009,4.7198,106.025
1/20/2009,4.6684,105.9447
1/21/2009,4.6689,105.922
1/22/2009,4.685,105.9672
1/23/2009,4.6388,106.0966
1/26/2009,4.7095,106.0477
1/27/2009,4.7762,105.8589
1/28/2009,4.7557,106.1046
1/29/2009,4.7186,106.0017
1/30/2009,4.6234,105.7718
2/2/2009,4.6134,105.7028
2/3/2009,4.6507,105.6942
2/4/2009,4.6484,106.004
2/5/2009,4.6372,106.0403
2/6/2009,4.6053,106.1286
2/9/2009,4.6731,106.1087
2/10/2009,4.6539,105.7086
2/11/2009,4.6632,105.7915
2/12/2009,4.6404,105.9808
2/13/2009,4.6221,106.1055
2/16/2009,4.6177,105.6462
2/17/2009,4.5994,105.6101
2/18/2009,4.607,105.345
2/19/2009,4.6437,105.8345
2/20/2009,4.6291,105.6057
2/23/2009,4.6783,106.5148
2/24/2009,4.677,106.5884
2/25/2009,4.6951,106.5916
2/26/2009,4.6916,106.6262
2/27/2009,4.6852,107.2229
3/2/2009,4.6958,107.1009
3/3/2009,4.6795,107.5543
3/4/2009,4.6623,107.7413
3/5/2009,4.6799,107.121
3/6/2009,4.7056,106.9771
3/9/2009,4.671,107.117
3/10/2009,4.7201,107.4998
3/11/2009,4.7263,107.303
3/12/2009,4.7198,107.0973
3/13/2009,4.7819,106.8641
3/16/2009,4.7897,106.5708
3/17/2009,4.7562,106.821
3/18/2009,4.8351,106.8506
3/19/2009,4.9933,106.599
3/20/2009,4.9352,106.5512
3/23/2009,4.9381,106.1879
3/24/2009,4.897,105.6979
3/25/2009,4.8956,106.1058
3/26/2009,4.8909,105.7753
3/27/2009,4.8061,105.9984
3/30/2009,4.856,105.9139
3/31/2009,4.8514,106.3546
4/1/2009,4.8315,106.4861
4/2/2009,4.8178,106.5769
4/3/2009,4.8062,106.4771
4/6/2009,4.7999,106.462
4/7/2009,4.7619,106.3398
4/8/2009,4.8035,105.4488
4/9/2009,4.7869,105.3848
4/14/2009,4.7614,105.3766
4/15/2009,4.7522,105.9134
4/16/2009,4.7492,106.0185
4/17/2009,4.7224,105.1882
4/20/2009,4.7099,104.8863
4/21/2009,4.7131,104.8102
4/22/2009,4.7185,104.6274
4/23/2009,4.7274,104.4446
4/24/2009,4.7443,104.1652
4/27/2009,4.7211,104.369
4/28/2009,4.7122,104.0445
4/29/2009,4.7592,103.9292
4/30/2009,4.7259,104.0246
5/4/2009,4.6697,104.011
5/5/2009,4.7045,103.6863
5/6/2009,4.7073,103.9659
5/7/2009,4.7098,103.6869
5/8/2009,4.7216,103.7416
5/11/2009,4.7733,103.5628
5/12/2009,4.8062,102.8773
5/13/2009,4.8028,102.9407
5/14/2009,4.8115,102.9954
5/15/2009,4.7982,102.7638
5/18/2009,4.7964,103.3516
5/19/2009,4.8057,103.1587
5/20/2009,4.8428,102.901
5/21/2009,4.8605,102.6968
5/22/2009,4.8769,102.6417
5/25/2009,4.8881,102.7469
5/26/2009,4.8852,102.5522
5/27/2009,4.8702,102.7651
5/28/2009,4.8669,102.6934
5/29/2009,4.9167,102.7925
6/1/2009,4.9365,102.9507
6/2/2009,4.9676,103.4365
6/3/2009,4.9504,103.1631
6/4/2009,4.922,103.2476
6/5/2009,4.9556,103.1544
6/8/2009,4.8829,103.5767
6/9/2009,4.9226,102.1293
6/10/2009,4.9294,102.673
6/11/2009,4.8996,102.5389
6/12/2009,4.9091,102.2345
6/15/2009,4.8871,102.064
6/16/2009,4.8893,102.0194
6/17/2009,4.8904,101.7657
6/18/2009,4.9284,102.1096
6/19/2009,4.9264,102.3105
6/22/2009,4.9064,102.4685
6/23/2009,4.958,102.1659
6/24/2009,4.9564,102.5527
6/25/2009,4.9292,102.2428
6/26/2009,4.9794,102.8648
6/29/2009,4.9758,102.6795
6/30/2009,4.9681,102.8306
7/1/2009,4.9604,102.627
7/2/2009,4.9452,102.3671
7/3/2009,4.9403,102.4491
7/6/2009,4.9265,103.2861
7/7/2009,4.9746,102.7732
7/8/2009,4.9522,101.6176
7/9/2009,4.986,102.1046
7/10/2009,4.9731,102.1595
7/13/2009,5.0338,102.2393
7/14/2009,5.0179,102.8256
7/15/2009,5.0206,103.1272
7/16/2009,5.0465,102.6811
7/17/2009,5.0238,103.5103
7/20/2009,5.035,102.7152
7/21/2009,5.0378,102.5071
7/22/2009,5.0421,102.8442
7/23/2009,5.0371,102.749
7/24/2009,5.0214,102.4784
7/27/2009,5.0205,102.4541
7/28/2009,4.9937,102.0866
7/29/2009,4.9836,101.9461
7/30/2009,4.9628,101.4043
7/31/2009,4.9801,101.6425
8/3/2009,5.0168,101.7943
8/4/2009,5.0265,102.3139
8/5/2009,5.0399,102.4945
8/6/2009,5.0158,101.7995
8/7/2009,5.0257,101.3026
8/10/2009,4.9771,102.1599
8/11/2009,4.973,102.4059
8/12/2009,5.0027,102.6798
8/13/2009,5.0147,103.3246
8/14/2009,5.0279,103.332
8/17/2009,4.985,103.8141
8/18/2009,4.9882,104.0836
8/19/2009,5.0048,104.8664
8/20/2009,5.0228,105.5539
8/21/2009,5.0456,105.3547
8/24/2009,5.0267,105.618
8/25/2009,5.0413,105.7231
8/26/2009,5.0287,105.6513
8/27/2009,5.0416,105.6937
8/28/2009,5.0583,105.307
8/31/2009,5.0259,105.1671
9/1/2009,5.0485,105.0329
9/2/2009,5.0332,104.9956
9/3/2009,5.0574,105.0247
9/4/2009,5.0281,105.3511
9/7/2009,5.037,105.5693
9/8/2009,5.0684,105.6494
9/9/2009,5.0776,105.2043
9/10/2009,5.082,105.2103
9/11/2009,5.097,105.1327
9/14/2009,5.108,105.0366
9/15/2009,5.1175,104.648
9/16/2009,5.107,104.8213
9/17/2009,5.1058,104.2853
9/18/2009,5.1173,104.0769
9/21/2009,5.101,103.9393
9/22/2009,5.1434,104.6214
9/23/2009,5.123,105.459
9/24/2009,5.1149,105.4767
9/25/2009,5.092,105.8547
9/28/2009,5.0982,106.0767
9/29/2009,5.0711,105.6115
9/30/2009,5.0679,105.9904
10/1/2009,5.0392,105.988
10/2/2009,5.0581,105.8855
10/5/2009,5.0579,105.4924
10/6/2009,5.057,105.5358
10/7/2009,5.0217,105.0203
10/8/2009,5.0061,105.0932
10/9/2009,5.0121,104.9595
10/12/2009,5.0201,105.0169
10/13/2009,5.0411,105.0509
10/14/2009,5.0156,104.9901
10/15/2009,4.9921,104.6859
10/16/2009,5.0131,104.7009
10/19/2009,5.0341,105.2538
10/20/2009,5.037,105.9175
10/21/2009,5.0396,105.2224
10/22/2009,5.0978,105.105
10/23/2009,5.0805,105.1283
10/26/2009,5.0757,105.0764
10/27/2009,5.0609,104.7534
10/28/2009,5.0594,104.6174
10/29/2009,5.0649,104.3264
10/30/2009,5.0505,104.3156
11/2/2009,5.0616,104.7905
11/3/2009,5.0284,104.6034
11/4/2009,5.046,104.4328
11/5/2009,5.0867,104.5504
11/6/2009,5.0553,104.7618
11/9/2009,5.065,104.4247
11/10/2009,5.066,104.4978
11/11/2009,5.0772,104.3365
11/12/2009,5.0466,104.2535
11/13/2009,5.0187,104.6328
11/16/2009,5.0395,104.2725
11/17/2009,5.0092,104.2396
11/18/2009,5.0345,104.8428
11/19/2009,5.04,104.8338
11/20/2009,5.0156,104.9895
11/23/2009,5.0524,104.9147
11/24/2009,5.0715,105.2408
11/25/2009,5.0852,105.2143
11/26/2009,5.1068,104.6936
11/27/2009,5.0587,104.8614
11/30/2009,5.0966,104.4325
12/1/2009,5.0924,104.7333
12/2/2009,5.0951,104.5626
12/3/2009,5.0962,105.3594
12/4/2009,5.0937,105.3058
12/7/2009,5.0239,104.9071
12/8/2009,5.015,104.6429
12/9/2009,5.0189,104.2792
12/10/2009,5.0045,105.6345
12/11/2009,5.0166,106.23
12/14/2009,4.9939,105.8059
12/15/2009,4.9636,105.8927
12/16/2009,4.9861,105.3312
12/17/2009,4.9304,104.9174
12/18/2009,4.9283,105.6383
12/21/2009,4.9351,105.7708
12/22/2009,4.91,106.0813
12/23/2009,4.9074,106.1043
12/24/2009,4.9385,106.0275
12/28/2009,4.9409,106.2428
12/29/2009,4.9541,106.0141
12/30/2009,4.9122,105.2303
12/31/2009,4.9326,105.456
1/4/2010,4.8887,105.4746
1/5/2010,4.8922,105.6287
1/6/2010,4.8517,105.4602
1/7/2010,4.8225,105.5087
1/8/2010,4.8207,105.6348
1/11/2010,4.8473,105.6152
1/12/2010,4.8424,105.8858
1/13/2010,4.8768,106.0663
1/14/2010,4.8376,105.9044
1/15/2010,4.8002,106.0313
1/18/2010,4.8014,106.1277
1/19/2010,4.7685,106.0002
1/20/2010,4.7547,106.2115
1/21/2010,4.7501,105.9834
1/22/2010,4.8031,106.3107
1/25/2010,4.8106,106.2106
1/26/2010,4.8206,106.1995
1/27/2010,4.8158,106.1336
1/28/2010,4.7719,106.0598
1/29/2010,4.7638,105.9395
2/1/2010,4.7509,105.8847
2/2/2010,4.7602,105.8075
2/3/2010,4.7539,105.6383
2/4/2010,4.7371,105.0985
2/5/2010,4.7152,105.4671
2/8/2010,4.7063,105.3294
2/9/2010,4.7235,106.2085
2/10/2010,4.7149,106.4201
2/11/2010,4.7018,106.556
2/12/2010,4.6423,106.352
2/15/2010,4.6609,106.4036
2/16/2010,4.6753,106.2792
2/17/2010,4.6514,106.6097
2/18/2010,4.6138,106.4731
2/19/2010,4.6147,106.4833
2/22/2010,4.6349,106.5608
2/23/2010,4.606,106.0219
2/24/2010,4.6107,106.1452
2/25/2010,4.5954,105.8535
2/26/2010,4.6175,106.4145
3/1/2010,4.5775,106.5115
3/2/2010,4.5796,107.2012
3/3/2010,4.6004,106.9158
3/4/2010,4.6075,106.9473
3/5/2010,4.569,106.917
3/8/2010,4.559,106.8765
3/9/2010,4.5301,106.5195
3/10/2010,4.5199,106.6266
3/11/2010,4.5321,106.6876
3/12/2010,4.5521,106.8111
3/15/2010,4.5507,106.9682
3/16/2010,4.5538,106.874
3/17/2010,4.533,106.8377
3/18/2010,4.5141,106.3133
3/19/2010,4.4753,106.0759
3/22/2010,4.4757,106.1883
3/23/2010,4.4876,106.2794
3/24/2010,4.4249,106.4409
3/25/2010,4.4302,106.3678
3/26/2010,4.4152,106.494
3/29/2010,4.4003,106.4537
3/30/2010,4.4066,106.4264
3/31/2010,4.3968,106.3926
4/1/2010,4.3885,106.3412
4/6/2010,4.3035,106.4445
4/7/2010,4.2841,106.5207
4/8/2010,4.258,106.9019
4/9/2010,4.2695,107.0514
4/12/2010,4.356,107.0302
4/13/2010,4.3775,106.914
4/14/2010,4.3575,107.1509
4/15/2010,4.3192,106.801
4/16/2010,4.3177,106.3963
4/19/2010,4.3224,106.0952
4/20/2010,4.3209,106.0042
4/21/2010,4.274,105.763
4/22/2010,4.2671,106.1358
4/23/2010,4.2439,105.7255
4/26/2010,4.2407,106.0684
4/27/2010,4.2362,105.7814
4/28/2010,4.2616,105.3512
4/29/2010,4.232,105.2368
4/30/2010,4.2402,104.7936
5/3/2010,4.2487,105.1119
5/4/2010,4.2048,104.963
5/5/2010,4.1751,104.4931
5/6/2010,4.1458,104.6663
5/7/2010,4.1737,104.7938
5/10/2010,4.1507,104.8433
5/11/2010,4.0792,104.5837
5/12/2010,4.069,104.0055
5/13/2010,4.0134,104.2377
5/14/2010,3.9881,104.491
5/17/2010,3.9856,104.8968
5/18/2010,3.9931,104.7795
5/19/2010,3.9908,104.6548
5/20/2010,4.04,104.7048
5/21/2010,4.1503,104.4861
5/24/2010,4.1029,104.7255
5/25/2010,4.1124,104.6262
5/26/2010,4.0823,105.3259
5/27/2010,4.0374,104.6932
5/28/2010,4.0781,104.5497
5/31/2010,4.0139,103.8407
6/1/2010,4.0203,104.3312
6/2/2010,4.0234,104.0513
6/3/2010,4.0061,104.511
6/4/2010,3.9503,104.9134
6/7/2010,3.9853,104.1765
6/8/2010,3.9737,104.6098
6/9/2010,3.9855,104.5715
6/10/2010,3.9732,104.3378
6/11/2010,3.9819,104.8345
6/14/2010,3.984,104.8137
6/15/2010,4.0036,104.4197
6/16/2010,4.0048,104.6085
6/17/2010,4.0235,104.7201
6/18/2010,4.0221,104.832
6/21/2010,3.9484,104.5558
6/22/2010,3.9403,104.3333
6/23/2010,3.9709,104.3388
6/24/2010,3.9674,104.1644
6/25/2010,3.9943,104.6247
6/28/2010,3.9744,104.7761
6/29/2010,3.9692,104.7485
6/30/2010,3.973,104.7612
7/1/2010,3.9869,105.0056
7/2/2010,4.0467,104.8075
7/5/2010,4.0206,104.633
7/6/2010,4.0322,105.0822
7/7/2010,4.0459,105.4084
7/8/2010,4.0544,105.6961
7/9/2010,4.0382,105.9253
7/12/2010,4.0281,106.1305
7/13/2010,4.0252,106.3822
7/14/2010,4.0618,106.5212
7/15/2010,4.1075,106.857
7/16/2010,4.1672,106.7154
7/19/2010,4.1786,106.9461
7/20/2010,4.1261,107.0997
7/21/2010,4.1225,107.1736
7/22/2010,4.1204,107.4233
7/23/2010,4.1238,107.4595
7/26/2010,4.1347,107.2442
7/27/2010,4.1504,107.451
7/28/2010,4.1464,107.8779
7/29/2010,4.1703,107.8584
7/30/2010,4.1442,107.8275
8/2/2010,4.133,108.0614
8/3/2010,4.1772,107.5292
8/4/2010,4.1856,107.7896
8/5/2010,4.1628,107.6195
8/6/2010,4.1465,107.6108
8/9/2010,4.1654,107.3444
8/10/2010,4.1382,107.5849
8/11/2010,4.1287,107.3852
8/12/2010,4.0736,107.435
8/13/2010,4.0554,107.6246
8/16/2010,4.0787,107.4675
8/17/2010,4.0625,107.8881
8/18/2010,4.0514,107.4916
8/19/2010,4.0107,107.7645
8/20/2010,3.9939,106.9811
8/23/2010,3.9753,106.6247
8/24/2010,3.9689,106.182
8/25/2010,3.965,106.7014
8/26/2010,3.988,106.1639
8/27/2010,3.9997,105.9901
8/30/2010,3.985,106.622
8/31/2010,3.9936,106.432
9/1/2010,4.0047,106.5054
9/2/2010,4.006,106.2325
9/3/2010,4.0035,105.7406
9/6/2010,4.0097,106.1089
9/7/2010,3.985,106.4153
9/8/2010,3.9489,106.02
9/9/2010,3.955,105.7588
9/10/2010,3.9538,106.0354
9/13/2010,3.9709,106.0737
9/14/2010,3.9935,105.8649
9/15/2010,4.0493,106.0547
9/16/2010,4.063,105.8771
9/17/2010,4.0512,105.6169
9/20/2010,4.0569,105.8467
9/21/2010,4.0685,105.3531
9/22/2010,4.1308,106.1897
9/23/2010,4.1241,106.6104
9/24/2010,4.1483,106.708
9/27/2010,4.1658,106.6781
9/28/2010,4.157,106.7871
9/29/2010,4.199,106.5843
9/30/2010,4.2101,106.2702
10/1/2010,4.2352,106.7648
10/4/2010,4.2376,106.191
10/5/2010,4.267,106.2988
10/6/2010,4.287,106.2822
10/7/2010,4.3195,105.8982
10/8/2010,4.322,105.9362
10/11/2010,4.3223,106.3588
10/12/2010,4.3,106.3762
10/13/2010,4.3172,107.0795
10/14/2010,4.3473,107.6415
10/15/2010,4.3443,105.9803
10/18/2010,4.3036,106.0827
10/19/2010,4.3081,106.0709
10/20/2010,4.3267,106.0589
10/21/2010,4.3534,106.5061
10/22/2010,4.339,105.9272
10/25/2010,4.3405,105.6269
10/26/2010,4.3079,105.1757
10/27/2010,4.296,105.0303
10/28/2010,4.3088,104.9349
10/29/2010,4.309,106.336
11/1/2010,4.3066,106.2352
11/2/2010,4.326,105.5979
11/3/2010,4.3233,105.1117
11/4/2010,4.3916,104.904
11/5/2010,4.3422,105.2271
11/8/2010,4.3038,104.5776
11/9/2010,4.3177,103.4508
11/10/2010,4.2566,104.3408
11/11/2010,4.2442,105.7113
11/12/2010,4.2652,106.3158
11/15/2010,4.2779,107.1289
11/16/2010,4.2612,106.7766
11/17/2010,4.2595,107.4644
11/18/2010,4.2612,107.4082
11/19/2010,4.266,106.7495
11/22/2010,4.2333,106.5678
11/23/2010,4.2365,106.5399
11/24/2010,4.1881,104.8
11/25/2010,4.18,105.3089
11/26/2010,4.183,105.876
11/29/2010,4.1535,105.906
11/30/2010,4.1171,105.7576
12/1/2010,4.1338,106.3538
12/2/2010,4.14,106.1792
12/3/2010,4.1698,105.4875
12/6/2010,4.179,106.2115
12/7/2010,4.2027,106.2557
12/8/2010,4.1514,106.2053
12/9/2010,4.1591,105.6293
12/10/2010,4.1518,105.7099
12/13/2010,4.1658,105.338
12/14/2010,4.2,104.9627
12/15/2010,4.199,105.5968
12/16/2010,4.154,105.7051
12/17/2010,4.1524,105.3312
12/20/2010,4.1372,104.7905
12/21/2010,4.1173,105.3211
12/22/2010,4.0985,106.1474
12/23/2010,4.0675,105.9106
12/24/2010,4.0548,105.6183
12/27/2010,4.0656,105.6097
12/28/2010,4.0832,104.0874
12/29/2010,4.0518,103.9728
12/30/2010,4.09,103.6519
12/31/2010,4.095,103.8041
1/3/2011,4.0905,102.8741
1/4/2011,4.1129,102.4522
1/5/2011,4.0565,102.3754
1/6/2011,4.017,101.8095
1/7/2011,3.9784,101.7988
1/10/2011,3.9748,102.2062
1/11/2011,3.9744,101.967
1/12/2011,3.9734,102.1091
1/13/2011,4.033,101.6035
1/14/2011,4.0886,101.6515
1/17/2011,4.0672,101.8688
1/18/2011,4.0882,101.8108
1/19/2011,4.1227,101.7435
1/20/2011,4.1231,101.176
1/21/2011,4.1374,101.184
1/24/2011,4.1513,100.4622
1/25/2011,4.1536,100.0403
1/26/2011,4.1748,100.1195
1/27/2011,4.1847,100.1183
1/28/2011,4.1877,100.16
1/31/2011,4.1891,99.618
2/1/2011,4.198,99.7173
2/2/2011,4.1945,99.7374
2/3/2011,4.1634,100.0376
2/4/2011,4.1302,99.7815
2/7/2011,4.1089,99.8363
2/8/2011,4.1335,99.8801
2/9/2011,4.1473,99.9131
2/10/2011,4.1472,98.9371
2/11/2011,4.1413,99.3155
2/14/2011,4.1026,98.8839
2/15/2011,4.1185,98.8032
2/16/2011,4.1158,98.8002
2/17/2011,4.125,98.725
2/18/2011,4.1238,98.6746
2/21/2011,4.151,99.0098
2/22/2011,4.1691,99.3016
2/23/2011,4.1838,99.0321
2/24/2011,4.2152,99.1818
2/25/2011,4.1964,99.0803
2/28/2011,4.2166,98.9838
3/1/2011,4.1897,98.5011
3/2/2011,4.1917,98.5155
3/3/2011,4.1979,99.0295
3/4/2011,4.2241,99.106
3/7/2011,4.247,99.8664
3/8/2011,4.2167,100.0051
3/9/2011,4.2237,100.3978
3/10/2011,4.1962,100.2213
3/11/2011,4.1891,100.1746
3/14/2011,4.2339,99.798
3/15/2011,4.2596,100.0875
3/16/2011,4.2637,100.2771
3/17/2011,4.2803,99.8096
3/18/2011,4.303,99.9542
3/21/2011,4.3048,99.502
3/22/2011,4.301,99.1257
3/23/2011,4.2814,99.214
3/24/2011,4.2723,98.6312
3/25/2011,4.2656,98.2672
3/28/2011,4.2482,98.3716
3/29/2011,4.2599,98.426
3/30/2011,4.2629,98.5163
3/31/2011,4.2983,98.43
4/1/2011,4.2784,98.2384
4/4/2011,4.3083,98.1551
4/5/2011,4.2866,98.1274
4/6/2011,4.3258,97.9584
4/7/2011,4.3263,98.268
4/8/2011,4.3441,98.0354
4/11/2011,4.3591,98.219
4/12/2011,4.3793,98.256
4/13/2011,4.3812,98.1718
4/14/2011,4.3577,98.4112
4/15/2011,4.3687,98.0956
4/18/2011,4.316,98.2912
4/19/2011,4.3271,98.0582
4/20/2011,4.3734,98.0795
4/21/2011,4.3861,97.7596
4/26/2011,4.3668,98.1273
4/27/2011,4.3689,98.2591
4/28/2011,4.399,98.2146
4/29/2011,4.4015,98.5993
5/2/2011,4.3962,98.6496
5/3/2011,4.3978,98.3672
5/4/2011,4.4304,98.7597
5/5/2011,4.4442,98.8828
5/6/2011,4.3539,98.7952
5/9/2011,4.3047,98.807
5/10/2011,4.2952,98.6607
5/11/2011,4.2777,98.5312
5/12/2011,4.2643,98.6348
5/13/2011,4.294,98.4585
5/16/2011,4.3228,97.9563
5/17/2011,4.32,98.2919
5/18/2011,4.3165,98.1653
5/19/2011,4.312,98.0094
5/20/2011,4.2974,98.4326
5/23/2011,4.2887,98.2459
5/24/2011,4.2971,98.3517
5/25/2011,4.3086,98.7766
5/26/2011,4.3078,99.0863
5/27/2011,4.328,98.9722
5/30/2011,4.308,98.5368
5/31/2011,4.3335,99.1061
6/1/2011,4.3318,99.1845
6/2/2011,4.3597,99.1005
6/3/2011,4.3631,99.3201
6/6/2011,4.3912,99.4598
6/7/2011,4.4059,99.064
6/8/2011,4.4211,98.5701
6/9/2011,4.4215,98.3961
6/10/2011,4.3748,98.505
6/13/2011,4.3648,98.0554
6/14/2011,4.3792,97.5528
6/15/2011,4.3405,97.2777
6/16/2011,4.2997,96.9201
6/17/2011,4.3252,97.2877
6/20/2011,4.3267,97.1731
6/21/2011,4.3586,96.9006
6/22/2011,4.3551,96.9367
6/23/2011,4.3091,97.1914
6/24/2011,4.33,97.2387
6/27/2011,4.3439,97.2459
6/28/2011,4.3507,96.9264
6/29/2011,4.3727,97.3513
6/30/2011,4.3626,97.2763
7/1/2011,4.3587,96.9477
7/4/2011,4.3519,96.8249
7/5/2011,4.3491,96.755
7/6/2011,4.3146,97.3366
7/7/2011,4.2902,97.3226
7/8/2011,4.2565,97.2254
7/11/2011,4.2343,97.2125
7/12/2011,4.2365,97.0299
7/13/2011,4.2542,97.0112
7/14/2011,4.2663,97.1912
7/15/2011,4.2523,97.4663
7/18/2011,4.2311,97.282
7/19/2011,4.2572,97.1795
7/20/2011,4.2585,97.4577
7/21/2011,4.2638,97.6817
7/22/2011,4.2756,97.2762
7/25/2011,4.2737,97.3967
7/26/2011,4.274,97.1661
7/27/2011,4.2601,97.411
7/28/2011,4.2145,97.5147
7/29/2011,4.2309,97.6569
8/1/2011,4.2373,98.1911
8/2/2011,4.1974,98.2113
8/3/2011,4.2442,97.8987
8/4/2011,4.2545,98.1084
8/5/2011,4.2699,97.7646
8/8/2011,4.313,97.7823
8/9/2011,4.3193,97.5896
8/10/2011,4.3202,97.6615
8/11/2011,4.2479,97.5761
8/12/2011,4.2779,97.4732
8/15/2011,4.2648,97.6106
8/16/2011,4.2843,97.4183
8/17/2011,4.304,97.0871
8/18/2011,4.2834,96.7416
8/19/2011,4.2889,97.071
8/22/2011,4.2778,97.1192
8/23/2011,4.2894,96.844
8/24/2011,4.2945,96.8759
8/25/2011,4.3128,96.5965
8/26/2011,4.304,96.3039
8/29/2011,4.3193,96.8613
8/30/2011,4.294,97.061
8/31/2011,4.2921,97.5007
9/1/2011,4.2384,97.6934
9/2/2011,4.23,98.0113
9/5/2011,4.2117,98.2782
9/6/2011,4.2057,98.52
9/7/2011,4.1933,98.4578
9/8/2011,4.2055,98.3484
9/9/2011,4.1534,97.9913
9/12/2011,4.1453,98.4195
9/13/2011,4.1842,98.174
9/14/2011,4.2196,98.0405
9/15/2011,4.2558,98.3246
9/16/2011,4.245,98.3081
9/19/2011,4.2608,98.1548
9/20/2011,4.2768,98.4772
9/21/2011,4.2837,98.72
9/22/2011,4.2744,98.7764
9/23/2011,4.301,99.024
9/26/2011,4.3004,99.104
9/27/2011,4.2781,99.0809
9/28/2011,4.2999,98.6341
