Date,IDR,NEER
6/24/2008,14420.64,104.8943
6/25/2008,14436.87,104.6516
6/26/2008,14464.65,104.7059
6/27/2008,14511.78,105.2006
6/30/2008,14550.17,105.393
7/1/2008,14544.55,105.4266
7/2/2008,14565.23,105.132
7/3/2008,14630.09,105.3162
7/4/2008,14436.13,102.4294
7/7/2008,14415.35,103.1026
7/8/2008,14439.88,103.6543
7/9/2008,14415.37,103.1848
7/10/2008,14386.96,103.2282
7/11/2008,14501.69,101.7849
7/14/2008,14502.38,102.8222
7/15/2008,14614.86,102.9062
7/16/2008,14523.22,102.479
7/17/2008,14498.67,102.8462
7/18/2008,14468.48,102.5328
7/21/2008,14513.24,102.2589
7/22/2008,14562.7,102.0755
7/23/2008,14390.42,102.0129
7/24/2008,14316.24,101.7134
7/25/2008,14352.55,101.9618
7/28/2008,14357.99,101.7484
7/29/2008,14327.67,101.3794
7/30/2008,14221.84,102.6163
7/31/2008,14198.2,103.0443
8/1/2008,14166.11,103.1314
8/4/2008,14144.82,103.4527
8/5/2008,14059.1,103.7948
8/6/2008,14042.42,104.0178
8/7/2008,14078.61,104.5718
8/8/2008,13822.86,103.9123
8/11/2008,13773.51,104.2102
8/12/2008,13669.72,104.8201
8/13/2008,13680.95,104.2991
8/14/2008,13685.37,104.3919
8/15/2008,13535.95,104.5761
8/18/2008,13512.98,105.0503
8/19/2008,13485.23,104.8851
8/20/2008,13496.34,104.6267
8/21/2008,13556.29,104.7449
8/22/2008,13534.51,104.8284
8/25/2008,13526.57,104.1985
8/26/2008,13393.67,104.2935
8/27/2008,13526.57,105.464
8/28/2008,13530.24,105.3568
8/29/2008,13482.53,104.8849
9/1/2008,13392.84,105.4617
9/2/2008,13369.24,104.2955
9/3/2008,13295.83,104.3697
9/4/2008,13344.9,104.2265
9/5/2008,13356.56,104.3176
9/8/2008,13217.6,104.2709
9/9/2008,13182.21,104.2082
9/10/2008,13149.7,103.6719
9/11/2008,13132.8,103.0479
9/12/2008,13264.24,103.2306
9/15/2008,13372.7,103.4565
9/16/2008,13489.45,102.8133
9/17/2008,13370.56,103.2059
9/18/2008,13631.88,103.4346
9/19/2008,13346.25,102.8009
9/22/2008,13536.46,103.1088
9/23/2008,13744.02,103.4198
9/24/2008,13713.12,103.1283
9/25/2008,13777.58,103.3867
9/26/2008,13739.64,103.2421
9/29/2008,13549.76,102.9373
9/30/2008,13487.73,103.0682
10/1/2008,13370.85,103.3021
10/2/2008,13110.53,102.6622
10/3/2008,13045.46,102.467
10/6/2008,13075.01,102.2531
10/7/2008,13018.56,103.005
10/8/2008,13279.25,102.8428
10/9/2008,13168.93,103.0314
10/10/2008,13388.89,102.8974
10/13/2008,13393.5,103.3052
10/14/2008,13366.94,103.0561
10/15/2008,13325.25,102.8189
10/16/2008,13473.23,103.0471
10/17/2008,13139.27,103.2042
10/20/2008,13215.93,103.1988
10/21/2008,12979.65,102.7169
10/22/2008,12714.57,102.5126
10/23/2008,12810,102.7653
10/24/2008,12864.29,102.7682
10/27/2008,13643.7,103.2065
10/28/2008,13528.08,103.2407
10/29/2008,13791.6,103.3582
10/30/2008,13914.86,102.4046
10/31/2008,13905.13,102.7671
11/3/2008,14104.2,102.5376
11/4/2008,13973.8,102.6087
11/5/2008,14141.56,102.2131
11/6/2008,14047,102.7656
11/7/2008,14159.16,102.6468
11/10/2008,14180.1,102.7064
11/11/2008,14499.71,102.3677
11/12/2008,14472.15,102.5094
11/13/2008,14842.13,101.9396
11/14/2008,14956.5,102.1091
11/17/2008,15065.4,102.0522
11/18/2008,15278.5,102.1563
11/19/2008,15413.48,102.6575
11/20/2008,15363.95,102.7379
11/21/2008,15626.48,101.9871
11/24/2008,16030.12,102.0003
11/25/2008,16013.75,101.586
11/26/2008,15974.73,102.2417
11/27/2008,15963.75,103.0166
11/28/2008,15590.58,103.1426
12/1/2008,15633.92,103.4191
12/2/2008,15871.25,103.2963
12/3/2008,15274,103.2968
12/4/2008,15049.35,103.2989
12/5/2008,14754.73,102.7594
12/8/2008,14974.91,102.7997
12/9/2008,14185.99,103.1505
12/10/2008,14185.19,103.5205
12/11/2008,14602.58,103.4572
12/12/2008,15074.2,104.0902
12/15/2008,15117.69,103.8371
12/16/2008,15282.15,103.7144
12/17/2008,15500.05,103.5354
12/18/2008,16150.68,103.4289
12/19/2008,15438.55,103.8023
12/22/2008,15786.1,103.7221
12/23/2008,15620.42,103.919
12/24/2008,15720.61,104.4494
12/29/2008,15839.7,104.2134
12/30/2008,15507.8,104.5887
12/31/2008,15239.12,104.3366
1/2/2009,15391.26,104.6235
1/5/2009,15076.02,104.3104
1/6/2009,14665.2,104.6963
1/7/2009,14750.58,104.6097
1/8/2009,15019.55,104.3893
1/9/2009,15035.98,105.3026
1/12/2009,14967.8,104.5239
1/13/2009,14935.66,105.378
1/14/2009,14657.6,104.5819
1/15/2009,14727.17,104.6304
1/16/2009,14634.16,105.8779
1/19/2009,14618.84,105.6799
1/20/2009,14622.54,105.521
1/21/2009,14459.2,105.4445
1/22/2009,14607,105.7796
1/23/2009,14496.74,106.1721
1/26/2009,14717.67,106.5584
1/27/2009,14919.56,107.3118
1/28/2009,15016.95,108.271
1/29/2009,14913.76,108.2172
1/30/2009,14610.24,106.8394
2/2/2009,15009.59,107.1026
2/3/2009,15001.21,108.0711
2/4/2009,15061.15,108.5718
2/5/2009,14962.46,109.3905
2/6/2009,15067.29,108.2689
2/9/2009,15303.91,108.3978
2/10/2009,15326.99,108.7512
2/11/2009,15331.53,108.5203
2/12/2009,15348.27,108.0901
2/13/2009,15195.26,107.645
2/16/2009,15266.94,108.1952
2/17/2009,15539.82,108.407
2/18/2009,15178.18,108.0635
2/19/2009,15347.64,108.1896
2/20/2009,15235.11,108.2416
2/23/2009,15255.22,108.3832
2/24/2009,15315.6,108.4732
2/25/2009,15385.99,108.3188
2/26/2009,15386.97,108.3389
2/27/2009,15147.51,108.505
3/2/2009,15215.97,108.638
3/3/2009,15131.69,108.6555
3/4/2009,15153.89,108.7048
3/5/2009,15222.94,108.6542
3/6/2009,15303.52,109.4135
3/9/2009,15090.57,108.9875
3/10/2009,15269.29,109.2936
3/11/2009,15375.17,109.0034
3/12/2009,15427.87,109.0679
3/13/2009,15453.74,108.9343
3/16/2009,15585.19,108.9362
3/17/2009,15530.4,109.4938
3/18/2009,15677.22,108.9656
3/19/2009,16357.35,108.293
3/20/2009,15974.27,108.2761
3/23/2009,15693.39,106.8702
3/24/2009,15397.98,104.3821
3/25/2009,15754.25,104.3317
3/26/2009,15797.73,105.3282
3/27/2009,15285.26,105.0629
3/30/2009,15244.51,104.1479
3/31/2009,15570.36,105.6151
4/1/2009,15471.33,105.867
4/2/2009,15374.02,105.96
4/3/2009,15382.37,106.209
4/6/2009,15284.22,104.6258
4/7/2009,15077.56,104.7419
4/8/2009,14988.08,104.9231
4/9/2009,15098.04,105.0187
4/14/2009,14470.84,105.3101
4/15/2009,14351.98,105.3047
4/16/2009,14119.72,105.3455
4/17/2009,14037.35,105.3103
4/20/2009,13925.48,105.697
4/21/2009,14063.55,106.7745
4/22/2009,14112.23,107.1264
4/23/2009,14257.13,107.477
4/24/2009,14290.56,107.3166
4/27/2009,14207.81,107.0891
4/28/2009,14135.3,107.0557
4/29/2009,14333.91,106.9343
4/30/2009,14071.5,106.343
5/4/2009,13897.63,106.3286
5/5/2009,14106.66,106.8222
5/6/2009,13885.52,106.8736
5/7/2009,13891.45,106.5762
5/8/2009,13915.01,106.3234
5/11/2009,14114.82,106.0396
5/12/2009,14171.36,106.0659
5/13/2009,14094.96,106.4832
5/14/2009,14092.17,105.9041
5/15/2009,14106.1,106.1475
5/18/2009,14006.04,105.8692
5/19/2009,13946.3,105.7601
5/20/2009,14093.38,105.6561
5/21/2009,14284.74,104.1574
5/22/2009,14289.74,104.5179
5/25/2009,14286.69,104.2179
5/26/2009,14279.65,104.1643
5/27/2009,14441.13,104.3225
5/28/2009,14306.32,104.711
5/29/2009,14539.26,104.1705
6/1/2009,14548.56,104.416
6/2/2009,14609.18,104.3803
6/3/2009,14378.47,104.3356
6/4/2009,14218.04,104.5002
6/5/2009,14078.75,103.9533
6/8/2009,13973.65,104.0776
6/9/2009,14066.46,103.7563
6/10/2009,14109.8,103.572
6/11/2009,14150.14,103.7738
6/12/2009,14138.5,103.667
6/15/2009,14090.25,103.5899
6/16/2009,14202.52,103.7635
6/17/2009,14223.55,103.8942
6/18/2009,14310.78,103.7072
6/19/2009,14491,103.1692
6/22/2009,14494.01,102.8542
6/23/2009,14691.82,102.6633
6/24/2009,14564.2,101.8239
6/25/2009,14328.78,101.6382
6/26/2009,14407.13,102.0377
6/29/2009,14435.59,102.4822
6/30/2009,14427.58,102.766
7/1/2009,14421.33,102.8103
7/2/2009,14374.42,103.2971
7/3/2009,14274.83,103.4314
7/6/2009,14217.14,103.3607
7/7/2009,14374.43,103.5345
7/8/2009,14248.39,103.1357
7/9/2009,14193.23,102.9543
7/10/2009,14174.11,102.076
7/13/2009,14310.09,102.2134
7/14/2009,14284.31,102.47
7/15/2009,14275.68,102.5556
7/16/2009,14305.53,102.3031
7/17/2009,14340.05,101.4556
7/20/2009,14202.88,101.8781
7/21/2009,14301.78,102.1723
7/22/2009,14316.74,102.4609
7/23/2009,14268.07,102.2753
7/24/2009,14226.34,102.0332
7/27/2009,14222.2,101.9469
7/28/2009,14121.19,102.1446
7/29/2009,14043.96,101.6837
7/30/2009,13989.56,101.5993
7/31/2009,14068.37,101.6511
8/3/2009,14163.96,101.0275
8/4/2009,14208.64,101.2509
8/5/2009,14279.88,101.4373
8/6/2009,14275.85,101.3733
8/7/2009,14308.44,101.372
8/10/2009,14103.4,101.058
8/11/2009,14054.16,101.0001
8/12/2009,14162.71,100.8511
8/13/2009,14225.1,100.8471
8/14/2009,14246.96,100.8785
8/17/2009,14119.06,100.876
8/18/2009,14133,100.8293
8/19/2009,14296.39,101.179
8/20/2009,14326.89,100.7238
8/21/2009,14352.49,101.0003
8/24/2009,14331.16,100.8268
8/25/2009,14359.3,101.1368
8/26/2009,14406.62,101.5174
8/27/2009,14506.97,101.2911
8/28/2009,14435.32,101.5811
8/31/2009,14390.15,101.6134
9/1/2009,14477.49,101.643
9/2/2009,14450.56,101.4174
9/3/2009,14493.04,101.4166
9/4/2009,14426.36,101.2735
9/7/2009,14417.23,101.7664
9/8/2009,14458.52,101.3344
9/9/2009,14411.86,101.0562
9/10/2009,14451.39,101.405
9/11/2009,14468.46,100.7095
9/14/2009,14495.38,100.3205
9/15/2009,14502.11,100.7039
9/16/2009,14215.86,100.6484
9/17/2009,14265.77,100.7829
9/18/2009,14263.53,100.687
9/21/2009,14218.74,100.3934
9/22/2009,14316.85,100.2362
9/23/2009,14341.48,100.2733
9/24/2009,14257.22,100.1983
9/25/2009,14164.36,100.4351
9/28/2009,14255.42,100.0562
9/29/2009,14148.9,100.4135
9/30/2009,14130.03,100.2984
10/1/2009,13994.67,100.0636
10/2/2009,14021.41,100.0814
10/5/2009,13957.02,100.0005
10/6/2009,13861.21,100.1022
10/7/2009,13853.11,99.8847
10/8/2009,13927.08,100.4883
10/9/2009,13945.55,100.8384
10/12/2009,14012.1,100.609
10/13/2009,14039.86,100.6863
10/14/2009,13941.08,100.9292
10/15/2009,13884.77,101.1407
10/16/2009,13974.08,100.8466
10/19/2009,14022.02,100.7224
10/20/2009,14065.91,100.5705
10/21/2009,14067.93,100.6838
10/22/2009,14352.61,100.2598
10/23/2009,14171.37,100.1613
10/26/2009,14258.99,100.3807
10/27/2009,14257.68,100.0636
10/28/2009,14282.26,99.6486
10/29/2009,14188.12,99.6101
10/30/2009,14180.74,99.6306
11/2/2009,14121.69,99.5268
11/3/2009,14137.59,100.0671
11/4/2009,14037.18,100.017
11/5/2009,14136.56,99.5625
11/6/2009,14059.59,99.5216
11/9/2009,14100.1,99.2946
11/10/2009,14089.57,99.5375
11/11/2009,14126.32,99.2193
11/12/2009,14066.34,99.0075
11/13/2009,13935.33,99.1275
11/16/2009,14060.07,98.9237
11/17/2009,13987.41,98.8876
11/18/2009,14079.05,98.4257
11/19/2009,14208.07,98.6247
11/20/2009,14026.59,99.0389
11/23/2009,14159.25,99.3033
11/24/2009,14245.62,99.0809
11/25/2009,14168.09,99.1411
11/26/2009,14233.28,99.3618
11/27/2009,14224.11,99.7747
11/30/2009,14222.64,99.7109
12/1/2009,14250.6,99.7814
12/2/2009,14238.3,99.4493
12/3/2009,14248.95,99.6845
12/4/2009,14186.89,99.9293
12/7/2009,13966.6,99.8576
12/8/2009,14045.58,100.0796
12/9/2009,13975.37,100.0404
12/10/2009,13905.61,100.1033
12/11/2009,13936.05,99.8479
12/14/2009,13870.61,99.9149
12/15/2009,13777.64,98.4871
12/16/2009,13808.21,99.4611
12/17/2009,13643.99,98.9047
12/18/2009,13627.79,98.9308
12/21/2009,13654.58,98.9495
12/22/2009,13543.2,98.9821
12/23/2009,13574.46,97.6148
12/24/2009,13646.65,97.6496
12/28/2009,13615.3,97.7003
12/29/2009,13624.39,97.6195
12/30/2009,13511.53,97.399
12/31/2009,13626.13,96.8227
1/4/2010,13542.61,96.4632
1/5/2010,13485.1,96.3568
1/6/2010,13376.56,96.5625
1/7/2010,13265.41,95.6443
1/8/2010,13271.75,93.9689
1/11/2010,13296.15,93.7153
1/12/2010,13281.14,93.1609
1/13/2010,13324.06,93.1153
1/14/2010,13277.04,91.9841
1/15/2010,13245.61,91.2932
1/18/2010,13268.3,91.6093
1/19/2010,13264.32,91.5862
1/20/2010,13193.21,93.069
1/21/2010,13127,92.9408
1/22/2010,13214.02,92.2813
1/25/2010,13211.91,92.3853
1/26/2010,13244.97,92.603
1/27/2010,13261.49,92.2849
1/28/2010,13050.19,92.1011
1/29/2010,13071.23,92.1224
2/1/2010,13074.66,91.9986
2/2/2010,13037.03,91.8201
2/3/2010,12987.4,91.8279
2/4/2010,12942.49,91.7487
2/5/2010,12938.22,91.423
2/8/2010,12861.76,91.4085
2/9/2010,12878.09,91.6226
2/10/2010,12871.34,91.8449
2/11/2010,12850.95,92.6248
2/12/2010,12674.61,94.3234
2/15/2010,12722.54,95.612
2/16/2010,12712.64,95.1997
2/17/2010,12739.58,95.4326
2/18/2010,12638.17,96.0499
2/19/2010,12620.45,97.043
2/22/2010,12667.32,95.8015
2/23/2010,12625.71,95.7015
2/24/2010,12616.76,95.6995
2/25/2010,12609.31,96.3998
2/26/2010,12652.04,95.4731
3/1/2010,12519.7,95.4894
3/2/2010,12600.11,95.4312
3/3/2010,12644.45,95.1006
3/4/2010,12667.29,95.1896
3/5/2010,12542.52,94.5387
3/8/2010,12550.47,95.3135
3/9/2010,12487.33,95.3173
3/10/2010,12484,94.8196
3/11/2010,12542.26,95.2078
3/12/2010,12568.35,95.0013
3/15/2010,12566.08,94.6503
3/16/2010,12581.48,94.3733
3/17/2010,12562.44,94.5644
3/18/2010,12483.42,94.5309
3/19/2010,12336.82,94.0687
3/22/2010,12296.59,93.6977
3/23/2010,12328.89,93.3766
3/24/2010,12180.34,93.5163
3/25/2010,12173.12,93.668
3/26/2010,12169.47,92.9285
3/29/2010,12240.18,92.8967
3/30/2010,12241.67,92.9441
3/31/2010,12227.26,92.9692
4/1/2010,12249.89,93.3225
4/6/2010,12125.98,92.983
4/7/2010,12075.67,93.2952
4/8/2010,12060.75,93.4839
4/9/2010,12091.56,93.0171
4/12/2010,12247.8,92.9107
4/13/2010,12269.52,92.8392
4/14/2010,12257.63,92.3547
4/15/2010,12200.43,92.7052
4/16/2010,12194.89,93.1438
4/19/2010,12155.27,93.1655
4/20/2010,12141.23,93.3382
4/21/2010,12049.52,93.0996
4/22/2010,12024.89,92.8282
4/23/2010,11993.66,93.1546
4/26/2010,12000.7,93.3274
4/27/2010,11970.34,94.6282
4/28/2010,11979.43,94.6442
4/29/2010,11948.32,95.8396
4/30/2010,11996.54,95.5395
5/3/2010,11950.29,95.3477
5/4/2010,11814.18,94.1278
5/5/2010,11819.16,94.429
5/6/2010,11688.58,94.5472
5/7/2010,11757.5,93.9224
5/10/2010,11772.16,93.4695
5/11/2010,11548.38,93.8307
5/12/2010,11575.72,93.8683
5/13/2010,11459.1,93.9008
5/14/2010,11403.86,94.849
5/17/2010,11273.27,94.6747
5/18/2010,11347.23,94.7093
5/19/2010,11279.05,94.7653
5/20/2010,11297.49,94.6726
5/21/2010,11578.94,94.0351
5/24/2010,11446.75,94.1467
5/25/2010,11428.04,94.2767
5/26/2010,11397.23,94.2328
5/27/2010,11356.57,93.9963
5/28/2010,11387.55,94.0936
5/31/2010,11276.14,93.8923
6/1/2010,11249.9,93.4257
6/2/2010,11314.93,93.5715
6/3/2010,11276.7,93.1985
6/4/2010,11075.21,93.0559
6/7/2010,11126.46,92.8586
6/8/2010,11119.4,92.5786
6/9/2010,11111.88,92.8771
6/10/2010,11128.38,92.9432
6/11/2010,11138.19,92.559
6/14/2010,11142.46,92.7483
6/15/2010,11263.11,92.7854
6/16/2010,11254.79,93.7199
6/17/2010,11281.05,93.2319
6/18/2010,11328.86,92.7368
6/21/2010,11163.58,92.7918
6/22/2010,11061.54,93.0365
6/23/2010,11109.73,92.9818
6/24/2010,11111.19,92.553
6/25/2010,11152.12,92.4495
6/28/2010,11142.6,92.3332
6/29/2010,11052.67,92.1612
6/30/2010,11121.85,92.0108
7/1/2010,11160.96,92.1418
7/2/2010,11374.57,91.6073
7/5/2010,11356.67,91.4261
7/6/2010,11405.1,91.2364
7/7/2010,11408.78,91.3735
7/8/2010,11474.25,90.9959
7/9/2010,11429.32,91.0098
7/12/2010,11382.66,90.4191
7/13/2010,11382.54,90.1538
7/14/2010,11489.46,90.2979
7/15/2010,11591.5,89.8769
7/16/2010,11757.68,89.247
7/19/2010,11740.88,88.7793
7/20/2010,11666.48,89.1103
7/21/2010,11613.14,88.7782
7/22/2010,11634.64,88.8849
7/23/2010,11668.2,88.5573
7/26/2010,11679.47,88.4132
7/27/2010,11750.25,88.3023
7/28/2010,11694.93,88.5918
7/29/2010,11720.52,88.5786
7/30/2010,11647.09,88.2809
8/2/2010,11687.4,87.7408
8/3/2010,11815.96,87.804
8/4/2010,11828.98,87.789
8/5/2010,11776.61,88.1344
8/6/2010,11783.16,88.5729
8/9/2010,11838.69,88.8723
8/10/2010,11765.68,89.0689
8/11/2010,11693.98,89.1438
8/12/2010,11534.29,89.2427
8/13/2010,11492.1,89.1116
8/16/2010,11513.77,89.794
8/17/2010,11526.27,89.9844
8/18/2010,11547.73,90.0653
8/19/2010,11511.58,90.1152
8/20/2010,11400.52,89.9225
8/23/2010,11405.42,90.3469
8/24/2010,11331.57,90.4965
8/25/2010,11329.59,90.2287
8/26/2010,11402.04,90.3586
8/27/2010,11501.8,90.3436
8/30/2010,11452.86,90.2352
8/31/2010,11471.82,90.1884
9/1/2010,11511.57,90.0406
9/2/2010,11545.73,89.48
9/3/2010,11553.45,89.7866
9/6/2010,11572.66,89.8271
9/7/2010,11493.73,89.9246
9/8/2010,11419.08,89.9653
9/9/2010,11390,89.6556
9/10/2010,11383.9,89.6845
9/13/2010,11435.39,89.8021
9/14/2010,11519.41,89.7157
9/15/2010,11654.04,89.4929
9/16/2010,11719.23,89.148
9/17/2010,11713.52,88.9991
9/20/2010,11737.59,89.0487
9/21/2010,11760.82,89.3408
9/22/2010,11956.81,89.2342
9/23/2010,11940.92,88.9375
9/24/2010,12010.22,88.8819
9/27/2010,12058.01,88.8836
9/28/2010,12054.77,88.5868
9/29/2010,12151.22,88.4932
9/30/2010,12173.44,88.6879
10/1/2010,12232,88.5778
10/4/2010,12248.04,88.1553
10/5/2010,12310.68,88.1405
10/6/2010,12357.62,87.4627
10/7/2010,12467.7,87.641
10/8/2010,12393.04,87.309
10/11/2010,12439.09,87.2763
10/12/2010,12365.2,87.3807
10/13/2010,12461.72,87.5238
10/14/2010,12574.79,87.7214
10/15/2010,12530.82,87.542
10/18/2010,12412.48,87.7514
10/19/2010,12386.04,87.6473
10/20/2010,12389.96,87.7383
10/21/2010,12520.42,87.9854
10/22/2010,12457.54,88.2458
10/25/2010,12485.42,87.5966
10/26/2010,12410.75,87.7011
10/27/2010,12340.46,87.8024
10/28/2010,12382.71,87.8529
10/29/2010,12383.89,88.0638
11/1/2010,12424.86,88.1993
11/2/2010,12511.26,88.2057
11/3/2010,12497.56,87.9044
11/4/2010,12661.75,88.1177
11/5/2010,12541.46,87.7322
11/8/2010,12396.12,87.7367
11/9/2010,12421.33,87.7507
11/10/2010,12243.64,87.8057
11/11/2010,12206.66,87.6479
11/12/2010,12235.68,87.0384
11/15/2010,12212.3,86.932
11/16/2010,12197.34,86.5728
11/17/2010,12140.18,85.8723
11/18/2010,12203.7,85.5969
11/19/2010,12255.28,85.0024
11/22/2010,12192.05,85.5746
11/23/2010,12129.3,86.8973
11/24/2010,11959.96,86.6654
11/25/2010,11944.66,86.5589
11/26/2010,11919.98,86.995
11/29/2010,11867.78,87.0254
11/30/2010,11765.09,86.8931
12/1/2010,11812.03,86.8615
12/2/2010,11857.07,87.1422
12/3/2010,11924.57,87.5634
12/6/2010,11983.86,87.7834
12/7/2010,12030.63,87.6522
12/8/2010,11911.96,87.882
12/9/2010,11919.04,88.2376
12/10/2010,11947.46,88.516
12/13/2010,11961.04,88.8776
12/14/2010,12104.46,88.666
12/15/2010,12061.15,88.5871
12/16/2010,11964.29,88.7483
12/17/2010,11976.33,88.4438
12/20/2010,11886,88.5659
12/21/2010,11894.14,88.634
12/22/2010,11856.37,88.517
12/23/2010,11824.28,88.7689
12/24/2010,11842.02,88.4641
12/27/2010,11866.25,88.3103
12/28/2010,11898.93,88.1011
12/29/2010,11822.75,87.8555
12/30/2010,11933.16,88.049
12/31/2010,12002.14,87.7579
1/3/2011,11979.69,87.6592
1/4/2011,12053.57,87.9198
1/5/2011,11862.2,88.2942
1/6/2011,11778.06,88.4383
1/7/2011,11703.25,88.4774
1/10/2011,11738.82,88.1201
1/11/2011,11756.42,88.0186
1/12/2011,11715.84,87.7873
1/13/2011,11967.43,87.8821
1/14/2011,12030.62,87.7234
1/17/2011,12085.48,87.8665
1/18/2011,12103.98,87.9777
1/19/2011,12228.87,87.7058
1/20/2011,12209.23,87.7885
1/21/2011,12251.25,87.3678
1/24/2011,12319.03,87.3644
1/25/2011,12305.86,87.1899
1/26/2011,12365.11,87.95
1/27/2011,12391.33,87.7205
1/28/2011,12379.37,87.9824
1/31/2011,12401.38,88.0039
2/1/2011,12418.7,87.3341
2/2/2011,12462.41,87.2855
2/3/2011,12436.82,87.3638
2/4/2011,12210.64,87.7144
2/7/2011,12114.61,87.4477
2/8/2011,12155.4,87.6274
2/9/2011,12180.12,87.2554
2/10/2011,12165.92,87.0359
2/11/2011,12107.49,86.8759
2/14/2011,11978.93,86.8719
2/15/2011,12015.55,87.0396
2/16/2011,12008.79,87.059
2/17/2011,12035.99,86.8513
2/18/2011,12065.48,87.0114
2/21/2011,12095.94,86.8876
2/22/2011,12131.37,87.0116
2/23/2011,12156.39,86.6953
2/24/2011,12219.39,86.8897
2/25/2011,12162.05,86.7421
2/28/2011,12196.5,86.5719
3/1/2011,12163.51,86.4602
3/2/2011,12171.77,86.465
3/3/2011,12196.03,85.8874
3/4/2011,12285.63,85.7818
3/7/2011,12321.23,85.1193
3/8/2011,12212.12,85.3147
3/9/2011,12217.55,85.0423
3/10/2011,12134.82,85.0035
3/11/2011,12093.52,84.587
3/14/2011,12221.5,84.105
3/15/2011,12254.64,82.6308
3/16/2011,12242.84,82.0094
3/17/2011,12298.92,81.4172
3/18/2011,12393.86,79.3571
3/21/2011,12387.1,81.5326
3/22/2011,12382.64,82.7577
3/23/2011,12312.12,81.7749
3/24/2011,12295.38,81.3184
3/25/2011,12303.36,81.3926
3/28/2011,12231.91,81.3838
3/29/2011,12257.24,81.5665
3/30/2011,12308.75,82.617
3/31/2011,12366.75,83.6043
4/1/2011,12304.27,84.0836
4/4/2011,12343.23,84.4885
4/5/2011,12261.98,84.1628
4/6/2011,12371.78,83.5189
4/7/2011,12387.16,83.4375
4/8/2011,12454.48,83.0578
4/11/2011,12489.76,82.9873
4/12/2011,12520.26,83.2546
4/13/2011,12546.36,83.5591
4/14/2011,12513.34,83.3725
4/15/2011,12520.27,82.5176
4/18/2011,12383.47,82.8921
4/19/2011,12422.61,83.1176
4/20/2011,12554.66,83.3599
4/21/2011,12584.5,84.217
4/26/2011,12639.62,85.5334
4/27/2011,12651.8,84.9995
4/28/2011,12698.33,85.203
4/29/2011,12728.25,85.1596
5/2/2011,12674.04,84.9304
5/3/2011,12640.85,84.801
5/4/2011,12727.06,85.048
5/5/2011,12732.19,85.0067
5/6/2011,12439.65,85.382
5/9/2011,12323.02,85.3233
5/10/2011,12281.91,85.4719
5/11/2011,12236.29,85.5673
5/12/2011,12167.45,85.7492
5/13/2011,12217.61,86.281
5/16/2011,12163.55,86.0648
5/17/2011,12153.35,85.604
5/18/2011,12180.88,85.5773
5/19/2011,12201.08,85.0778
5/20/2011,12166.5,85.7495
5/23/2011,12043.97,85.7317
5/24/2011,12072.47,86.0548
5/25/2011,12091.88,86.1518
5/26/2011,12161.57,86.0096
5/27/2011,12224.56,87.3383
5/30/2011,12198.39,87.0041
5/31/2011,12288.98,86.9709
6/1/2011,12307.4,87.0726
6/2/2011,12352.75,87.0961
6/3/2011,12351.57,86.6049
6/6/2011,12432.61,86.3428
6/7/2011,12471.67,86.586
6/8/2011,12434.21,86.6659
6/9/2011,12454.78,86.3877
6/10/2011,12342.93,86.5197
6/13/2011,12270.32,86.6124
6/14/2011,12333.84,86.4912
6/15/2011,12217.93,86.6352
6/16/2011,12126.46,86.762
6/17/2011,12267.05,87.2396
6/20/2011,12267.45,87.368
6/21/2011,12361.23,87.6342
6/22/2011,12377.65,88.5698
6/23/2011,12226,89.7723
6/24/2011,12232.84,88.8262
6/27/2011,12249.99,88.4991
6/28/2011,12305.45,87.8417
6/29/2011,12412.97,87.2433
6/30/2011,12397.41,86.9636
7/1/2011,12371.01,87.1898
7/4/2011,12358.75,87.2641
7/5/2011,12338.42,87.7985
7/6/2011,12240.27,87.8484
7/7/2011,12174.76,87.4337
7/8/2011,12133.26,87.7986
7/11/2011,12001.35,87.6763
7/12/2011,11992.66,87.8506
7/13/2011,12022.32,87.8526
7/14/2011,12124.96,88.552
7/15/2011,12082.89,88.47
7/18/2011,12024.36,88.9188
7/19/2011,12101.51,89.1126
7/20/2011,12130.21,89.7
7/21/2011,12154.1,89.8628
7/22/2011,12271.33,89.7102
7/25/2011,12258.05,90.2941
7/26/2011,12310.31,90.7033
7/27/2011,12252.42,89.8232
7/28/2011,12125.04,89.4273
7/29/2011,12128.59,90.5182
8/1/2011,12193.12,90.0912
8/2/2011,12022.32,89.3728
8/3/2011,12123.47,89.0005
8/4/2011,12110.12,90.2726
8/5/2011,12141.66,90.3575
8/8/2011,12161.5,90.53
8/9/2011,12251.94,90.6971
8/10/2011,12258.65,90.6436
8/11/2011,12104.71,91.1541
8/12/2011,12200.31,91.2201
8/15/2011,12219.68,91.6256
8/16/2011,12248.05,92.6488
8/17/2011,12329.46,92.9237
8/18/2011,12288.87,92.3951
8/19/2011,12320.66,92.6114
8/22/2011,12315,92.3864
8/23/2011,12355.53,92.6665
8/24/2011,12351.89,92.5749
8/25/2011,12398.41,92.7083
8/26/2011,12339.77,92.8803
8/29/2011,12382.59,92.7111
8/30/2011,12305.47,92.4264
8/31/2011,12325.63,91.6517
9/1/2011,12160.7,92.0047
9/2/2011,12161.81,91.8449
9/5/2011,12060.21,92.3873
9/6/2011,12067.58,92.8616
9/7/2011,12016.44,92.5608
9/8/2011,12023.98,92.562
9/9/2011,11883.87,92.5048
9/12/2011,11773.44,92.7096
9/13/2011,11881.56,92.4309
