Date,ZAR,NEER
1/20/2012,10.2858,58.3299
1/23/2012,10.3027,58.6953
1/24/2012,10.3843,58.6703
1/25/2012,10.4134,58.583
1/26/2012,10.2801,58.6689
1/27/2012,10.2035,59.097
1/30/2012,10.3024,59.8035
1/31/2012,10.253,60.2759
2/1/2012,10.1889,60.3254
2/2/2012,10.1048,60.4034
2/3/2012,10.0272,60.3741
2/6/2012,9.945,59.3573
2/7/2012,9.9577,58.7422
2/8/2012,10.0158,58.6644
2/9/2012,10.0959,58.8309
2/10/2012,10.19,58.8176
2/13/2012,10.1629,58.143
2/14/2012,10.18,58.5171
2/15/2012,10.101,58.8944
2/16/2012,10.2131,59.2926
2/17/2012,10.1882,59.1204
2/20/2012,10.1688,59.9297
2/21/2012,10.2166,59.507
2/22/2012,10.2085,59.571
2/23/2012,10.2261,59.9295
2/24/2012,10.1831,59.8584
2/27/2012,10.2086,59.3128
2/28/2012,10.1176,59.1451
2/29/2012,10.008,59.6602
3/1/2012,9.9496,59.4915
3/2/2012,9.9265,59.5347
3/5/2012,9.9892,58.791
3/6/2012,10.0079,58.4408
3/7/2012,10.0432,58.0892
3/8/2012,9.9663,58.0094
3/9/2012,9.918,57.5837
3/12/2012,9.9555,57.2653
3/13/2012,9.892,56.807
3/14/2012,9.996,56.8878
3/15/2012,10.0038,56.0124
3/16/2012,9.9661,55.6431
3/19/2012,9.9593,54.5593
3/20/2012,10.0581,53.5123
3/21/2012,10.1015,54.5498
3/22/2012,10.166,55.8273
3/23/2012,10.2241,54.6916
3/26/2012,10.1261,54.4325
3/27/2012,10.1035,53.8472
3/28/2012,10.203,53.2919
3/29/2012,10.2562,52.5272
3/30/2012,10.2322,53.7439
4/2/2012,10.205,54.0311
4/3/2012,10.2324,54.0551
4/4/2012,10.2735,54.2721
4/5/2012,10.2687,53.5524
4/10/2012,10.4085,53.9143
4/11/2012,10.4961,53.1318
4/12/2012,10.4472,53.0701
4/13/2012,10.385,53.7892
4/16/2012,10.4033,54.4581
4/17/2012,10.2708,54.0377
4/18/2012,10.2517,54.8545
4/19/2012,10.2507,54.5436
4/20/2012,10.3145,54.9408
4/23/2012,10.3263,54.9795
4/24/2012,10.277,54.3247
4/25/2012,10.2555,54.8973
4/26/2012,10.2582,54.1229
4/27/2012,10.2584,54.8368
4/30/2012,10.2304,54.7822
5/2/2012,10.165,54.8272
5/3/2012,10.154,54.3761
5/4/2012,10.163,55.0211
5/7/2012,10.202,54.8885
5/8/2012,10.2376,55.2771
5/9/2012,10.3988,55.2128
5/10/2012,10.38,55.239
5/11/2012,10.4786,55.2722
5/14/2012,10.5421,56.2754
5/15/2012,10.5182,55.2933
5/16/2012,10.5861,55.5542
5/17/2012,10.611,55.0692
5/18/2012,10.5295,54.8669
5/21/2012,10.603,55.0616
5/22/2012,10.5302,54.9697
5/23/2012,10.6385,54.3781
5/24/2012,10.5046,55.0929
5/25/2012,10.4739,54.8381
5/28/2012,10.461,54.5071
5/29/2012,10.4489,54.6394
5/30/2012,10.5086,55.1695
5/31/2012,10.5726,54.7625
6/1/2012,10.6345,54.4297
6/4/2012,10.5957,54.3809
6/5/2012,10.51,54.0594
6/6/2012,10.503,53.2926
6/7/2012,10.4025,53.2907
6/8/2012,10.5563,53.143
6/11/2012,10.491,52.6621
6/12/2012,10.5284,53.0033
6/13/2012,10.5297,53.0225
6/14/2012,10.5901,52.4022
6/15/2012,10.5621,52.27
6/18/2012,10.5249,52.8338
6/19/2012,10.4145,52.848
6/20/2012,10.4198,53.0606
6/21/2012,10.4319,53.3916
6/22/2012,10.4821,53.0868
6/25/2012,10.5618,53.759
6/26/2012,10.5785,54.4179
6/27/2012,10.4601,54.4238
6/28/2012,10.461,54.7386
6/29/2012,10.3669,54.6459
7/2/2012,10.2766,54.4626
7/3/2012,10.23,55.4217
7/4/2012,10.2134,54.9822
7/5/2012,10.0836,54.622
7/6/2012,10.1756,54.4985
7/9/2012,10.1986,54.3311
7/10/2012,10.0702,53.8747
7/11/2012,10.0655,53.0342
7/12/2012,10.1611,53.378
7/13/2012,10.156,53.2941
7/16/2012,10.0722,53.0896
7/17/2012,10.0543,53.0113
7/18/2012,10.0063,53.5344
7/19/2012,10.0178,53.3726
7/20/2012,10.0778,53.9749
7/23/2012,10.2454,53.7061
7/24/2012,10.283,53.8053
7/25/2012,10.2333,54.278
7/26/2012,10.168,53.9548
7/27/2012,10.1634,53.7565
7/30/2012,10.0252,54.1193
7/31/2012,10.0556,54.4445
8/1/2012,10.1682,54.1514
8/2/2012,10.2353,53.9948
8/3/2012,10.1149,54.3072
8/6/2012,10.1156,54.3636
8/7/2012,10.1113,54.0389
8/8/2012,10.1532,54.0204
8/9/2012,9.9548,53.8758
8/10/2012,9.9772,53.941
8/13/2012,10.0093,52.7645
8/14/2012,10.0243,52.4458
8/15/2012,10.0795,52.566
8/16/2012,10.126,52.6437
8/17/2012,10.2738,52.6281
8/20/2012,10.2264,52.0482
8/21/2012,10.2627,52.2359
8/22/2012,10.3525,52.2513
8/23/2012,10.395,52.9853
8/24/2012,10.5118,53.1979
8/27/2012,10.5152,53.2075
8/28/2012,10.5484,53.1725
8/29/2012,10.5579,53.1894
8/30/2012,10.617,53.3886
8/31/2012,10.6152,53.6079
9/3/2012,10.5856,53.281
9/4/2012,10.539,52.8998
9/5/2012,10.556,52.8636
9/6/2012,10.5615,52.8414
9/7/2012,10.4434,52.1677
9/10/2012,10.4652,51.8505
9/11/2012,10.4847,51.4542
9/12/2012,10.7313,51.3351
9/13/2012,10.8431,51.8801
9/14/2012,10.8003,51.9183
9/17/2012,10.8353,51.5939
9/18/2012,10.778,51.7459
9/19/2012,10.7164,52.1551
9/20/2012,10.806,51.9775
9/21/2012,10.7305,51.8369
9/24/2012,10.7171,51.8726
9/25/2012,10.5973,51.9126
9/26/2012,10.57,51.5484
9/27/2012,10.5499,52.0908
9/28/2012,10.7125,52.0696
10/1/2012,10.7321,51.3692
10/2/2012,10.8,51.352
10/3/2012,10.8852,50.6681
10/4/2012,11.0599,50.9311
10/5/2012,11.1983,50.4414
10/8/2012,11.577,50.7975
10/9/2012,11.3321,50.6658
10/10/2012,11.1516,49.9946
10/11/2012,11.2664,50.2097
10/12/2012,11.1779,50.0889
10/15/2012,11.3632,49.6532
10/16/2012,11.368,49.4679
10/17/2012,11.3669,49.6185
10/18/2012,11.3305,49.6871
10/19/2012,11.2411,49.9481
10/22/2012,11.2708,49.9275
10/23/2012,11.3724,49.2637
10/24/2012,11.3602,48.5948
10/25/2012,11.3116,48.5056
10/26/2012,11.2745,48.8042
10/29/2012,11.2009,48.5476
10/30/2012,11.1852,48.1991
10/31/2012,11.2692,48.0233
11/1/2012,11.2351,48.8366
11/2/2012,11.1572,48.7728
11/5/2012,11.1668,48.7776
11/6/2012,11.149,48.6494
11/7/2012,11.0253,48.7817
11/8/2012,11.094,48.5786
11/9/2012,11.1168,49.0918
11/12/2012,11.09,49.1316
11/13/2012,11.1705,48.5895
11/14/2012,11.2764,49.2081
11/15/2012,11.4333,49.5721
11/16/2012,11.2927,49.1542
11/19/2012,11.2874,48.6793
11/20/2012,11.3448,48.8443
11/21/2012,11.4849,49.3375
11/22/2012,11.5363,50.1674
11/23/2012,11.4758,49.9241
11/26/2012,11.5072,50.1918
11/27/2012,11.414,50.3452
11/28/2012,11.4339,49.8857
11/29/2012,11.4055,49.7108
11/30/2012,11.4717,50.2222
12/3/2012,11.5385,50.5364
12/4/2012,11.5504,50.4095
12/5/2012,11.4554,49.9965
12/6/2012,11.4205,49.8249
12/7/2012,11.2242,49.3728
12/10/2012,11.2365,49.9893
12/11/2012,11.28,49.9167
12/12/2012,11.3109,50.0666
12/13/2012,11.3015,50.0399
12/14/2012,11.33,50.1085
12/17/2012,11.2502,49.4696
12/18/2012,11.2733,49.6704
12/19/2012,11.2696,49.7585
12/20/2012,11.279,50.0689
12/21/2012,11.3067,50.4572
12/24/2012,11.342,50.3811
12/27/2012,11.2774,50.8587
12/28/2012,11.2211,50.9236
12/31/2012,11.1727,50.7946
1/2/2013,11.2388,50.6917
1/3/2013,11.2507,50.6428
1/4/2013,11.2597,50.8489
1/7/2013,11.2074,51.1357
1/8/2013,11.2239,51.3229
1/9/2013,11.2095,51.3245
1/10/2013,11.3378,51.5157
1/11/2013,11.5471,51.0045
1/14/2013,11.6094,51.137
1/15/2013,11.687,51.1283
1/16/2013,11.733,50.8483
1/17/2013,11.7323,50.9596
1/18/2013,11.8544,50.9315
1/21/2013,11.8266,50.7174
1/22/2013,11.7943,50.8666
1/23/2013,11.965,50.4593
1/24/2013,12.0664,50.5242
1/25/2013,12.13,50.8309
1/28/2013,12.0906,50.8962
1/29/2013,12.1785,51.183
1/30/2013,12.2576,51.0246
1/31/2013,12.1048,50.909
2/1/2013,12.212,50.8954
2/4/2013,12.1188,51.5204
2/5/2013,12.017,51.7857
2/6/2013,12.0593,51.9538
2/7/2013,12.074,52.1052
2/8/2013,11.9361,51.9704
2/11/2013,11.9345,52.0001
2/12/2013,12.0666,51.7544
2/13/2013,11.9221,51.6166
2/14/2013,11.8588,51.3387
2/15/2013,11.7457,51.7701
2/18/2013,11.7906,51.9877
2/19/2013,11.8713,51.6406
2/20/2013,11.8659,51.3871
2/21/2013,11.764,51.6491
2/22/2013,11.6984,51.4729
2/25/2013,11.7421,50.7557
2/26/2013,11.5378,50.2757
2/27/2013,11.622,50.219
2/28/2013,11.755,50.5851
3/1/2013,11.8092,50.5149
3/4/2013,11.8202,50.8711
3/5/2013,11.8214,50.3631
3/6/2013,11.798,50.1978
3/7/2013,11.934,50.4526
3/8/2013,11.8996,50.068
3/11/2013,11.899,50.287
3/12/2013,11.9232,50.2637
3/13/2013,11.9595,50.21
3/14/2013,11.9594,50.5712
3/15/2013,12.0108,50.348
3/18/2013,11.8662,50.8425
3/19/2013,11.9332,51.0549
3/20/2013,12.0201,50.7794
3/21/2013,12.005,50.5417
3/22/2013,12.0706,50.7379
3/25/2013,12.0035,50.7303
3/26/2013,11.9128,50.3546
3/27/2013,11.8725,50.1005
3/28/2013,11.82,49.8631
4/2/2013,11.8186,49.8217
4/3/2013,11.8463,50.3093
4/4/2013,11.8509,50.2181
4/5/2013,11.843,50.04
4/8/2013,11.7647,50.1413
4/9/2013,11.6805,50.2353
4/10/2013,11.69,50.3658
4/11/2013,11.691,50.2748
4/12/2013,11.6565,50.5838
4/15/2013,11.8603,50.7543
4/16/2013,12.0084,50.8145
4/17/2013,12.0304,51.2351
4/18/2013,11.9538,51.421
4/19/2013,12.0022,51.3168
4/22/2013,12.1109,51.271
4/23/2013,12.0034,51.0296
4/24/2013,11.9395,50.9638
4/25/2013,11.8804,50.7972
4/26/2013,11.8612,50.5195
4/29/2013,11.747,50.7136
4/30/2013,11.8045,50.7684
5/2/2013,11.8585,50.5147
5/3/2013,11.7437,50.6544
5/6/2013,11.7695,50.6625
5/7/2013,11.8722,50.754
5/8/2013,11.9058,50.9399
5/9/2013,11.8038,51.155
5/10/2013,11.8092,51.3625
5/13/2013,11.7993,51.0539
5/14/2013,11.956,51.0005
5/15/2013,11.982,50.899
5/16/2013,12.072,50.8887
5/17/2013,12.0764,50.7977
5/20/2013,12.1601,50.9939
5/21/2013,12.289,51.1052
5/22/2013,12.2836,51.1831
5/23/2013,12.3661,51.1759
5/24/2013,12.3724,51.2844
5/27/2013,12.4424,50.9894
5/28/2013,12.5693,51.1462
5/29/2013,12.6714,51.4131
5/30/2013,12.9347,51.2023
5/31/2013,13.2174,51.1594
6/3/2013,12.9658,50.5096
6/4/2013,12.7074,50.3036
6/5/2013,12.9501,50.2628
6/6/2013,13.045,50.2991
6/7/2013,13.2402,50.1784
6/10/2013,13.409,50.4588
6/11/2013,13.6365,50.4343
6/12/2013,13.2994,49.908
6/13/2013,13.2293,49.9058
6/14/2013,13.2051,49.8628
6/17/2013,13.1706,49.7138
6/18/2013,13.4148,49.8312
6/19/2013,13.3336,49.4623
6/20/2013,13.4884,49.4995
6/21/2013,13.4906,49.7031
6/24/2013,13.2811,49.9298
6/25/2013,13.109,49.7768
6/26/2013,13.1663,49.8608
6/27/2013,12.964,49.9376
6/28/2013,13.0704,49.9317
7/1/2013,12.9526,50.5282
7/2/2013,12.9389,50.2844
7/3/2013,13.064,50.4902
7/4/2013,13.0791,50.4472
7/5/2013,12.889,50.0335
7/8/2013,13.0845,50.1825
7/9/2013,12.9045,50.418
7/10/2013,12.871,50.7149
7/11/2013,12.9828,50.5412
7/12/2013,13.093,51.0885
7/15/2013,12.9362,50.9552
7/16/2013,12.8506,50.9451
7/17/2013,13.0168,51.1542
7/18/2013,12.9075,51.2777
7/19/2013,12.9325,51.3802
7/22/2013,12.9458,51.1932
7/23/2013,12.9495,51.1025
7/24/2013,12.75,50.862
7/25/2013,12.9619,50.8682
7/26/2013,12.9164,50.3469
7/29/2013,13.0362,50.5006
7/30/2013,13.1126,50.4871
7/31/2013,13.074,50.5901
8/1/2013,13.0772,50.8631
8/2/2013,13.233,51.0855
8/5/2013,13.0548,51.4447
8/6/2013,13.1232,51.3865
8/7/2013,13.2109,51.7207
8/8/2013,13.193,52.1635
8/9/2013,13.0667,51.9037
8/12/2013,13.1175,51.8285
8/13/2013,13.2219,51.8728
8/14/2013,13.2129,51.7024
8/15/2013,13.2225,51.7623
8/16/2013,13.3438,51.7158
8/19/2013,13.5749,51.3433
8/20/2013,13.6055,51.4127
8/21/2013,13.6506,51.1494
8/22/2013,13.7713,50.189
8/23/2013,13.6968,49.9198
8/26/2013,13.6883,49.7288
8/27/2013,13.8661,49.3593
8/28/2013,13.9236,49.4238
8/29/2013,13.6964,49.2464
8/30/2013,13.667,49.1503
9/2/2013,13.4816,50.0524
9/3/2013,13.5958,49.8534
9/4/2013,13.4904,49.9391
9/5/2013,13.5963,49.99
9/6/2013,13.3552,49.7553
9/9/2013,13.2238,50.0426
9/10/2013,13.2383,49.8928
9/11/2013,13.168,50.0531
9/12/2013,13.194,50.0245
9/13/2013,13.2467,49.971
9/16/2013,13.023,50.1811
9/17/2013,13.138,50.5954
9/18/2013,13.1304,50.7394
9/19/2013,13.0449,50.9237
9/20/2013,13.23,51.048
9/23/2013,13.287,50.9922
9/24/2013,13.3062,51.0348
9/25/2013,13.3655,50.7425
9/26/2013,13.4725,50.6083
9/27/2013,13.716,50.8657
9/30/2013,13.5985,51.1106
10/1/2013,13.6385,51.8556
10/2/2013,13.6652,51.8195
10/3/2013,13.725,51.1685
10/4/2013,13.5862,51.2544
10/7/2013,13.6152,51.1645
10/8/2013,13.4645,51.4158
10/9/2013,13.5072,51.8537
10/10/2013,13.4895,51.8296
10/11/2013,13.3883,52.0986
10/14/2013,13.4792,52.3032
10/15/2013,13.4201,51.4861
10/16/2013,13.511,51.2205
10/17/2013,13.4557,50.4431
10/18/2013,13.3871,50.5298
10/21/2013,13.4597,50.7015
10/22/2013,13.5075,51.217
10/23/2013,13.4643,50.9275
10/24/2013,13.4828,51.0885
10/25/2013,13.5502,51.1628
10/28/2013,13.562,50.9837
10/29/2013,13.6012,51.3936
10/30/2013,13.5765,51.833
10/31/2013,13.6151,52.033
11/1/2013,13.7113,51.3638
11/4/2013,13.7488,51.0775
11/5/2013,13.8124,50.8124
11/6/2013,13.803,50.9406
11/7/2013,13.6875,51.1631
11/8/2013,13.737,51.2158
11/11/2013,13.8735,50.2254
11/12/2013,13.95,49.716
11/13/2013,13.8806,49.9203
11/14/2013,13.8888,50.1144
11/15/2013,13.7085,49.3158
11/18/2013,13.666,49.5846
11/19/2013,13.6524,49.4688
11/20/2013,13.6817,49.6309
11/21/2013,13.67,49.826
11/22/2013,13.6485,50.2054
11/25/2013,13.5965,50.4957
11/26/2013,13.7028,50.9164
11/27/2013,13.8377,51.0332
11/28/2013,13.8975,50.7959
11/29/2013,13.861,50.3498
12/2/2013,13.8223,50.0258
12/3/2013,14.0306,49.8026
12/4/2013,14.1267,50.2562
12/5/2013,14.2302,50.4342
12/6/2013,14.3055,51.0834
12/9/2013,14.1802,51.2108
12/10/2013,14.1808,51.3331
12/11/2013,14.2878,50.6304
12/12/2013,14.2673,50.3077
12/13/2013,14.1407,50.36
12/16/2013,14.2072,50.17
12/17/2013,14.2344,50.2458
12/18/2013,14.2257,50.454
12/19/2013,14.1911,50.0647
12/20/2013,14.29,50.0594
12/23/2013,14.1583,49.8495
12/24/2013,14.1531,49.3886
12/27/2013,14.4446,49.5188
12/30/2013,14.4257,49.8428
12/31/2013,14.566,50.4025
1/2/2014,14.5405,50.4153
1/3/2014,14.4393,50.3907
1/6/2014,14.5732,49.6774
1/7/2014,14.4915,49.7198
1/8/2014,14.499,49.529
1/9/2014,14.715,49.6001
1/10/2014,14.6297,49.5032
1/13/2014,14.6746,49.8745
1/14/2014,14.8155,49.1692
1/15/2014,14.8468,49.7227
1/16/2014,14.8164,49.9684
1/17/2014,14.776,50.0155
1/20/2014,14.6895,49.9318
1/21/2014,14.683,50.3187
1/22/2014,14.7038,50.2907
1/23/2014,14.9595,50.659
1/24/2014,15.2179,50.2596
1/27/2014,15.2239,50.0161
1/28/2014,15.1169,50.008
1/29/2014,15.1676,49.6984
1/30/2014,15.27,49.4056
1/31/2014,15.2836,49.2884
2/3/2014,15.0135,49.1009
2/4/2014,15.0304,48.5436
2/5/2014,15.036,48.469
2/6/2014,15.039,47.9549
2/7/2014,15.0675,48.3142
2/10/2014,15.1679,48.4189
2/11/2014,15.0272,48.3057
2/12/2014,14.9297,48.3614
2/13/2014,15.1729,48.3358
2/14/2014,14.9803,48.2271
2/17/2014,14.8483,48.1813
2/18/2014,14.9064,48.8484
2/19/2014,15.0484,48.7005
2/20/2014,15.1857,49.058
2/21/2014,15.1355,49.1951
2/24/2014,14.998,49.437
2/25/2014,14.7691,49.5562
2/26/2014,14.8262,49.3128
2/27/2014,14.6986,49.2035
2/28/2014,14.7584,49.3953
3/3/2014,14.864,48.8783
3/4/2014,14.918,48.6954
3/5/2014,14.7362,48.6231
3/6/2014,14.6388,48.348
3/7/2014,14.7777,48.5035
3/10/2014,14.9187,48.4611
3/11/2014,14.9508,48.4114
3/12/2014,15.1248,48.7609
3/13/2014,14.9577,48.9866
3/14/2014,14.94,49.3329
3/17/2014,14.9197,49.1145
3/18/2014,14.9281,49.1559
3/19/2014,14.9134,49.1742
3/20/2014,15.0556,48.8619
3/21/2014,14.9968,48.2886
3/24/2014,14.9449,47.9022
3/25/2014,14.8605,48.4032
3/26/2014,14.7398,48.4591
3/27/2014,14.7295,48.0837
3/28/2014,14.5839,48.0537
3/31/2014,14.5875,48.0046
4/1/2014,14.6168,48.1582
4/2/2014,14.6459,47.9152
4/3/2014,14.6628,48.0222
4/4/2014,14.5524,48.1597
4/7/2014,14.4744,48.0495
4/8/2014,14.4149,48.1494
4/9/2014,14.4216,47.9863
4/10/2014,14.415,47.8871
4/11/2014,14.5728,47.8187
4/14/2014,14.5156,47.5498
4/15/2014,14.5027,47.5706
4/16/2014,14.6138,47.6786
4/17/2014,14.5893,47.3535
4/22/2014,14.5917,47.2146
4/23/2014,14.6724,45.831
4/24/2014,14.6234,46.4547
4/25/2014,14.7444,46.6301
4/28/2014,14.7439,46.6008
4/29/2014,14.6271,46.2019
4/30/2014,14.6293,45.9623
5/2/2014,14.543,45.6929
5/5/2014,14.5833,45.4699
5/6/2014,14.644,45.0134
5/7/2014,14.636,45.0774
5/8/2014,14.466,44.4801
5/9/2014,14.2775,45.003
5/12/2014,14.2285,44.3579
5/13/2014,14.1415,45.1651
5/14/2014,14.1824,45.0367
5/15/2014,14.1337,45.3176
5/16/2014,14.2219,45.8383
5/19/2014,14.2635,45.599
5/20/2014,14.3419,45.8555
5/21/2014,14.2463,44.934
5/22/2014,14.195,45.0662
5/23/2014,14.1149,43.9504
5/26/2014,14.109,44.8418
5/27/2014,14.226,43.9007
5/28/2014,14.2843,44.2482
5/29/2014,14.1994,44.4174
5/30/2014,14.2516,44.3887
6/2/2014,14.4684,44.2697
6/3/2014,14.6422,45.0574
6/4/2014,14.6511,44.7773
6/5/2014,14.4935,45.5709
6/6/2014,14.5523,45.3166
6/9/2014,14.4144,45.7265
6/10/2014,14.5132,45.1279
6/11/2014,14.5603,45.1876
6/12/2014,14.4648,46.0229
6/13/2014,14.5789,46.0939
6/16/2014,14.5266,46.002
6/17/2014,14.5637,45.9385
6/18/2014,14.5885,45.2606
6/19/2014,14.5054,44.9871
6/20/2014,14.5523,45.5239
6/23/2014,14.4086,45.2374
6/24/2014,14.3666,44.6436
6/25/2014,14.4494,45.143
6/26/2014,14.4987,44.5992
6/27/2014,14.4394,44.4497
6/30/2014,14.4597,44.573
7/1/2014,14.5848,44.2265
7/2/2014,14.6314,44.4986
7/3/2014,14.7099,44.4655
7/4/2014,14.6051,44.3423
7/7/2014,14.6821,43.6668
7/8/2014,14.529,43.4178
7/9/2014,14.562,43.6793
7/10/2014,14.6176,43.353
7/11/2014,14.5806,43.3151
7/14/2014,14.5806,43.8419
7/15/2014,14.537,43.9566
7/16/2014,14.4569,43.8872
7/17/2014,14.5073,44.6983
7/18/2014,14.4211,44.5467
7/21/2014,14.3647,44.3572
7/22/2014,14.3199,44.349
7/23/2014,14.1759,43.7144
7/24/2014,14.138,43.3514
7/25/2014,14.1489,43.2589
7/28/2014,14.1523,43.6459
7/29/2014,14.2225,43.6385
7/30/2014,14.2273,42.9837
7/31/2014,14.2861,42.9675
8/1/2014,14.4015,42.5947
8/4/2014,14.3492,40.6026
8/5/2014,14.3004,39.1301
8/6/2014,14.3597,40.6033
8/7/2014,14.3322,41.5178
8/8/2014,14.3352,41.3051
8/11/2014,14.3043,41.6538
8/12/2014,14.2288,41.5493
8/13/2014,14.1787,41.3455
8/14/2014,14.1157,41.1058
8/15/2014,14.1087,40.8017
8/18/2014,14.2015,40.9289
8/19/2014,14.1996,40.7664
8/20/2014,14.1898,40.6496
8/21/2014,14.1937,40.3061
8/22/2014,14.2172,40.1804
8/25/2014,14.1174,40.2497
8/26/2014,14.0825,39.7752
8/27/2014,14.0324,39.0164
8/28/2014,14.041,39.2438
8/29/2014,14.019,37.8534
9/1/2014,14.0027,37.9341
9/2/2014,14.0767,38.166
9/3/2014,14.0505,37.6797
9/4/2014,13.8787,37.7972
9/5/2014,13.9042,37.5708
9/8/2014,13.9193,37.8602
9/9/2014,14.0941,38.2617
9/10/2014,14.1847,38.2062
9/11/2014,14.1981,38.2148
9/12/2014,14.1961,38.524
9/15/2014,14.234,38.5813
9/16/2014,14.1811,39.2804
9/17/2014,14.184,39.1542
9/18/2014,14.2162,39.0863
9/19/2014,14.176,38.8143
9/22/2014,14.2833,39.1167
9/23/2014,14.3063,39.1047
9/24/2014,14.2735,38.4732
9/25/2014,14.2561,38.3106
9/26/2014,14.2343,39.0407
9/29/2014,14.3604,38.9246
9/30/2014,14.2606,38.9181
10/1/2014,14.2188,39.4278
10/2/2014,14.1616,39.7235
10/3/2014,14.2021,40.3813
10/6/2014,14.1403,40.2645
10/7/2014,14.1425,40.764
10/8/2014,14.177,41.1765
10/9/2014,14.0531,40.1866
10/10/2014,14.064,40.0383
10/13/2014,14.0093,39.7921
10/14/2014,14.0042,39.0958
10/15/2014,14.0336,39.5687
10/16/2014,14.2101,39.9645
10/17/2014,14.204,39.7172
10/20/2014,14.1028,39.7772
10/21/2014,14.0062,40.4255
10/22/2014,14.009,40.3134
10/23/2014,13.8557,40.3392
10/24/2014,13.8878,41.306
10/27/2014,13.9078,40.5017
10/28/2014,13.8886,40.0136
10/29/2014,13.8447,38.9546
10/30/2014,13.7374,38.2225
10/31/2014,13.7517,39.6223
11/3/2014,13.786,39.9824
11/4/2014,13.83,39.9139
11/5/2014,13.9,39.9218
11/6/2014,13.922,40.0152
11/7/2014,14.004,39.7079
11/10/2014,13.9935,39.7148
11/11/2014,14.0199,40.7873
11/12/2014,14.0105,41.1745
11/13/2014,13.981,41.1144
11/14/2014,13.9236,41.4647
11/17/2014,13.8937,40.6638
11/18/2014,13.8083,40.0339
11/19/2014,13.8612,39.9087
11/20/2014,13.7811,40.3522
11/21/2014,13.5636,41.1217
11/24/2014,13.6398,41.2188
11/25/2014,13.6664,41.3058
11/26/2014,13.686,41.8337
11/27/2014,13.6833,41.7538
11/28/2014,13.7648,41.6402
12/1/2014,13.7542,42.4225
12/2/2014,13.7499,42.5947
12/3/2014,13.7793,42.738
12/4/2014,13.7641,42.4115
12/5/2014,13.8773,42.0793
12/8/2014,14.1223,42.0522
12/9/2014,14.1656,42.0725
12/10/2014,14.243,42.1038
12/11/2014,14.3385,42.6379
12/12/2014,14.4769,42.4191
12/15/2014,14.4703,41.5783
12/16/2014,14.6054,40.8912
12/17/2014,14.571,40.5994
12/18/2014,14.1879,40.5643
12/19/2014,14.2467,40.274
12/22/2014,14.2082,40.0189
12/23/2014,14.1729,40.1639
12/24/2014,14.2498,40.6124
12/29/2014,14.1557,40.2074
12/30/2014,14.1487,39.2315
12/31/2014,14.0353,39.1592
1/2/2015,14.0435,38.5562
1/5/2015,13.9739,38.8108
1/6/2015,13.9771,39.0411
1/7/2015,13.8588,39.3557
1/8/2015,13.6912,39.3557
1/9/2015,13.6655,39.3557
1/12/2015,13.6056,39.3557
1/13/2015,13.5487,39.3557
1/14/2015,13.5437,39.3557
1/15/2015,13.4057,39.3557
1/16/2015,13.403,39.3557
1/19/2015,13.5213,39.3557
1/20/2015,13.4621,39.3557
1/21/2015,13.3846,39.3557
1/22/2015,13.3367,39.3557
1/23/2015,12.843,39.3557
1/26/2015,12.9073,39.3557
1/27/2015,13.108,39.3557
1/28/2015,13.1212,39.3557
1/29/2015,13.1531,39.3557
1/30/2015,13.1028,39.3557
2/2/2015,13.0934,39.3557
2/3/2015,13.0318,39.3557
2/4/2015,13.073,39.3557
2/5/2015,12.983,39.3557
2/6/2015,12.9486,39.3557
2/9/2015,13.0539,39.3557
2/10/2015,13.1443,39.3557
2/11/2015,13.3805,39.3557
2/12/2015,13.376,39.3557
2/13/2015,13.343,39.3557
2/16/2015,13.2698,39.3557
2/17/2015,13.2357,39.3557
2/18/2015,13.2921,39.3557
2/19/2015,13.2596,39.3557
2/20/2015,13.1681,39.3557
2/23/2015,13.2311,39.3557
2/24/2015,13.149,39.3557
2/25/2015,13.025,39.3557
2/26/2015,12.9381,39.3557
2/27/2015,13.0684,39.3557
3/2/2015,13.1442,39.3557
3/3/2015,13.1696,39.3557
3/4/2015,13.1071,39.3557
3/5/2015,13.0163,39.3557
3/6/2015,12.9134,39.3557
3/9/2015,13.1281,39.3557
3/10/2015,13.1869,39.3557
3/11/2015,13.0055,39.3557
3/12/2015,12.9632,39.3557
3/13/2015,13.1788,39.3557
3/16/2015,13.0917,39.3557
3/17/2015,13.181,39.3557
3/18/2015,13.1048,39.3557
3/19/2015,13.0815,39.3557
3/20/2015,13.0627,39.3557
3/23/2015,13.0633,39.3557
3/24/2015,12.962,39.3557
3/25/2015,12.9574,39.3557
3/26/2015,13.0189,39.3557
3/27/2015,13.0504,39.3557
3/30/2015,13.1446,39.3557
3/31/2015,13.1324,39.3557
4/1/2015,13.0011,39.3557
4/2/2015,12.995,39.3557
4/7/2015,12.8345,39.3557
4/8/2015,12.7982,39.3557
4/9/2015,12.7006,39.3557
4/10/2015,12.7464,39.3557
4/13/2015,12.8258,39.3557
4/14/2015,12.81,39.3557
4/15/2015,12.8567,39.3557
4/16/2015,12.9081,39.3557
4/17/2015,12.9192,39.3557
4/20/2015,12.9749,39.3557
4/21/2015,12.9576,39.3557
4/22/2015,13.0357,39.3557
4/23/2015,13.2001,39.3557
4/24/2015,13.1863,39.3557
4/27/2015,13.1046,39.3557
4/28/2015,13.0108,39.3557
4/29/2015,13.0682,39.3557
4/30/2015,13.2413,39.3557
