Date,ZAR,NEER
10/21/2008,13.7212,69.5347
10/22/2008,14.0926,70.8818
10/23/2008,14.8724,70.4277
10/24/2008,14.01,71.227
10/27/2008,13.8642,70.9678
10/28/2008,13.2494,71.5647
10/29/2008,12.9277,71.9758
10/30/2008,13.0194,71.7094
10/31/2008,12.8383,71.1286
11/3/2008,12.5374,71.0071
11/4/2008,12.6373,71.201
11/5/2008,12.4517,70.4767
11/6/2008,12.6285,69.717
11/7/2008,12.8549,69.9109
11/10/2008,12.7043,69.5341
11/11/2008,12.8682,68.9879
11/12/2008,13.0813,67.7928
11/13/2008,12.9985,67.6441
11/14/2008,12.9558,67.8712
11/17/2008,12.7347,66.5017
11/18/2008,12.99,66.938
11/19/2008,13.2036,67.9331
11/20/2008,13.2315,68.9661
11/21/2008,13.1848,69.2722
11/24/2008,13.2003,70.1811
11/25/2008,12.818,69.8572
11/26/2008,12.9283,69.8595
11/27/2008,12.7107,70.0857
11/28/2008,12.8495,70.3871
12/1/2008,12.9137,69.8225
12/2/2008,13.123,69.9757
12/3/2008,13.0017,69.1444
12/4/2008,12.9849,68.9373
12/5/2008,13.088,69.4312
12/8/2008,13.1246,69.6735
12/9/2008,13.0851,70.193
12/10/2008,13.1916,69.7182
12/11/2008,13.3991,70.0002
12/12/2008,13.5835,70.5658
12/15/2008,13.816,70.6876
12/16/2008,14.1,70.8945
12/17/2008,14.0379,70.5905
12/18/2008,14.2689,70.0165
12/19/2008,13.6085,69.2923
12/22/2008,13.5054,69.8522
12/23/2008,13.5989,70.1521
12/24/2008,13.4742,70.344
12/29/2008,13.6136,70.6144
12/30/2008,13.3931,71.5287
12/31/2008,13.0667,70.5238
1/2/2009,13.0618,70.3091
1/5/2009,12.8655,69.6026
1/6/2009,12.4521,69.0921
1/7/2009,12.715,69.9621
1/8/2009,13.1336,70.5335
1/9/2009,13.2321,70.7284
1/12/2009,13.4237,71.6635
1/13/2009,13.3684,72.0519
1/14/2009,13.2389,72.3081
1/15/2009,13.33,72.716
1/16/2009,13.1573,72.2681
1/19/2009,13.2716,71.8005
1/20/2009,13.3615,71.4225
1/21/2009,13.2043,71.8952
1/22/2009,13.0651,70.5437
1/23/2009,13.2081,71.3154
1/26/2009,13.1069,70.8942
1/27/2009,13.1772,71.2051
1/28/2009,13.1241,71.1772
1/29/2009,12.9979,70.9159
1/30/2009,13.1411,70.8289
2/2/2009,13.0662,69.9984
2/3/2009,13.0019,70.1323
2/4/2009,12.9327,70.1289
2/5/2009,12.7571,70.4233
2/6/2009,12.7049,70.5702
2/9/2009,12.4715,70.7934
2/10/2009,12.5682,70.9452
2/11/2009,12.8976,71.862
2/12/2009,12.9636,71.6873
2/13/2009,12.7845,71.0749
2/16/2009,12.8193,70.1793
2/17/2009,12.8734,69.7506
2/18/2009,12.8353,70.0467
2/19/2009,12.6859,69.932
2/20/2009,12.84,70.1418
2/23/2009,12.7708,70.3846
2/24/2009,12.866,69.9469
2/25/2009,12.7223,70.8867
2/26/2009,12.635,70.9053
2/27/2009,12.8146,70.535
3/2/2009,13.0664,70.2958
3/3/2009,13.23,70.3836
3/4/2009,13.1435,69.6375
3/5/2009,13.2079,69.3682
3/6/2009,13.3247,69.9044
3/9/2009,13.3742,70.5438
3/10/2009,13.2937,71.2976
3/11/2009,13.0033,71.5347
3/12/2009,12.9469,72.1984
3/13/2009,12.8276,72.3996
3/16/2009,12.9043,73.0927
3/17/2009,12.9218,72.5408
3/18/2009,12.9205,72.8929
3/19/2009,13.0797,72.5018
3/20/2009,13.068,72.6753
3/23/2009,12.8424,72.6853
3/24/2009,12.7911,72.7712
3/25/2009,12.8317,73.6236
3/26/2009,12.7498,73.5482
3/27/2009,12.73,73.8449
3/30/2009,12.8433,73.2771
3/31/2009,12.614,73.6584
4/1/2009,12.459,73.6375
4/2/2009,12.396,73.3873
4/3/2009,12.3201,72.9775
4/6/2009,12.1319,73.1096
4/7/2009,12.1835,73.3895
4/8/2009,12.165,73.7351
4/9/2009,12.0532,74.3258
4/14/2009,11.9557,74.5404
4/15/2009,12.1509,74.5619
4/16/2009,11.91,73.903
4/17/2009,11.6983,74.3249
4/20/2009,11.771,74.3583
4/21/2009,11.8312,73.8476
4/22/2009,11.594,73.3614
4/23/2009,11.6328,72.9583
4/24/2009,11.7136,73.0011
4/27/2009,11.5812,72.3279
4/28/2009,11.4661,72.5251
4/29/2009,11.3115,72.8998
4/30/2009,11.2426,72.3482
5/4/2009,11.0624,72.5232
5/5/2009,11.1356,73.5385
5/6/2009,11.3237,73.2992
5/7/2009,11.1581,72.8055
5/8/2009,11.2542,73.7393
5/11/2009,11.4055,73.8976
5/12/2009,11.5129,73.5136
5/13/2009,11.4978,72.6431
5/14/2009,11.7049,72.3516
5/15/2009,11.6846,72.4853
5/18/2009,11.6534,71.9242
5/19/2009,11.5437,73.4836
5/20/2009,11.5106,73.0554
5/21/2009,11.6269,74.0083
5/22/2009,11.5862,73.9081
5/25/2009,11.664,73.8488
5/26/2009,11.6426,74.1328
5/27/2009,11.5155,74.0016
5/28/2009,11.2268,72.1136
5/29/2009,11.2413,70.8316
6/1/2009,11.3333,71.4055
6/2/2009,11.481,71.0933
6/3/2009,11.4022,72.9051
6/4/2009,11.3902,73.41
6/5/2009,11.4189,73.8148
6/8/2009,11.3459,73.1773
6/9/2009,11.3584,73.6352
6/10/2009,11.3326,73.9036
6/11/2009,11.258,73.234
6/12/2009,11.2452,73.2669
6/15/2009,11.1603,73.3197
6/16/2009,11.1064,73.4903
6/17/2009,11.1715,73.1995
6/18/2009,11.348,73.2646
6/19/2009,11.291,73.6385
6/22/2009,11.2912,73.1715
6/23/2009,11.4724,73.503
6/24/2009,11.2993,73.9012
6/25/2009,11.2586,74.1525
6/26/2009,11.1439,74.6685
6/29/2009,10.9867,73.9774
6/30/2009,10.8853,74.0058
7/1/2009,10.9048,73.1866
7/2/2009,10.9708,73.176
7/3/2009,11.082,73.3967
7/6/2009,11.135,73.1676
7/7/2009,11.1837,71.8565
7/8/2009,11.345,71.7958
7/9/2009,11.333,72.3807
7/10/2009,11.4023,72.1729
7/13/2009,11.5835,72.8955
7/14/2009,11.4694,72.915
7/15/2009,11.4842,72.6222
7/16/2009,11.4575,73.0371
7/17/2009,11.414,72.9249
7/20/2009,11.2989,72.5379
7/21/2009,11.1587,71.7785
7/22/2009,11.0069,71.8577
7/23/2009,10.9471,72.8427
7/24/2009,11.0494,72.7363
7/27/2009,11.0541,73.6948
7/28/2009,11.1131,74.1083
7/29/2009,11.1778,74.5335
7/30/2009,11.0079,74.1706
7/31/2009,11.0368,74.2594
8/3/2009,11.0823,74.0686
8/4/2009,11.2817,74.552
8/5/2009,11.3966,74.0167
8/6/2009,11.585,73.9728
8/7/2009,11.6875,74.6616
8/10/2009,11.4031,74.2515
8/11/2009,11.5304,74.6125
8/12/2009,11.5202,74.4681
8/13/2009,11.369,74.571
8/14/2009,11.5152,74.6004
8/17/2009,11.5338,74.9611
8/18/2009,11.345,74.9005
8/19/2009,11.424,75.0628
8/20/2009,11.3161,75.0811
8/21/2009,11.2261,75.0016
8/24/2009,11.1195,74.4109
8/25/2009,11.1739,74.7287
8/26/2009,11.2092,74.1975
8/27/2009,11.202,74.3471
8/28/2009,11.1376,74.8249
8/31/2009,11.1136,74.2709
9/1/2009,11.1649,74.7849
9/2/2009,11.1879,73.9895
9/3/2009,11.1046,74.1917
9/4/2009,10.9136,75.0869
9/7/2009,10.87,75.4888
9/8/2009,10.9076,75.0242
9/9/2009,10.9518,75.156
9/10/2009,11.0433,75.3708
9/11/2009,11.0648,75.8362
9/14/2009,10.8991,76.0192
9/15/2009,10.8246,75.8044
9/16/2009,10.8001,76.2683
9/17/2009,10.8334,75.775
9/18/2009,10.9522,75.6918
9/21/2009,11.0155,76.0468
9/22/2009,10.9943,75.4671
9/23/2009,10.9509,75.6374
9/24/2009,10.909,75.7835
9/25/2009,10.9049,75.6846
9/28/2009,10.881,75.9429
9/29/2009,10.818,75.4389
9/30/2009,10.8984,75.9182
10/1/2009,11.1161,75.5451
10/2/2009,11.2356,75.6194
10/5/2009,11.113,75.9961
10/6/2009,10.927,75.7078
10/7/2009,10.985,75.6442
10/8/2009,10.8703,75.7642
10/9/2009,10.9107,75.9659
10/12/2009,10.949,76.3342
10/13/2009,10.8834,76.1429
10/14/2009,10.8125,75.7281
10/15/2009,10.8403,75.0865
10/16/2009,10.9476,75.2733
10/19/2009,10.9818,75.4911
10/20/2009,10.9606,75.1079
10/21/2009,11.0655,75.2476
10/22/2009,11.2305,75.3778
10/23/2009,11.2133,74.5529
10/26/2009,11.276,74.4211
10/27/2009,11.3138,74.8115
10/28/2009,11.4789,74.8025
10/29/2009,11.5005,75.2539
10/30/2009,11.4519,76.0445
11/2/2009,11.68,76.0455
11/3/2009,11.5629,75.8205
11/4/2009,11.4272,76.2608
11/5/2009,11.2923,75.9026
11/6/2009,11.2338,75.42
11/9/2009,11.1147,75.2167
11/10/2009,11.1616,75.1478
11/11/2009,11.0399,74.9708
11/12/2009,11.142,75.3088
11/13/2009,11.0692,75.2261
11/16/2009,11.0517,75.2474
11/17/2009,11.097,74.9023
11/18/2009,11.1031,74.8665
11/19/2009,11.218,75.0258
11/20/2009,11.2443,75.083
11/23/2009,11.217,75.4525
11/24/2009,11.1762,76.3114
11/25/2009,11.1222,76.6729
11/26/2009,11.2328,77.0387
11/27/2009,11.154,76.9045
11/30/2009,11.1421,76.9769
12/1/2009,11.0666,77.073
12/2/2009,11.0459,77.7266
12/3/2009,11.0339,77.7358
12/4/2009,11.0607,77.5178
12/7/2009,11.0699,78.2139
12/8/2009,11.0849,77.9579
12/9/2009,11.163,77.9643
12/10/2009,11.0565,78.3849
12/11/2009,11.0255,78.4027
12/14/2009,10.9439,78.5021
12/15/2009,10.8737,79.1912
12/16/2009,10.7405,79.3047
12/17/2009,10.8197,79.4337
12/18/2009,10.8502,79.5534
12/21/2009,10.9761,79.7864
12/22/2009,11.034,79.7613
12/23/2009,10.8969,79.2459
12/24/2009,10.8525,78.6551
12/28/2009,10.8203,78.6777
12/29/2009,10.6927,78.1764
12/30/2009,10.6001,77.9382
12/31/2009,10.666,77.9851
1/4/2010,10.5618,77.8861
1/5/2010,10.5069,77.4117
1/6/2010,10.532,75.8262
1/7/2010,10.5883,76.3761
1/8/2010,10.625,75.1959
1/11/2010,10.6386,74.3688
1/12/2010,10.8264,73.6412
1/13/2010,10.7402,74.3319
1/14/2010,10.77,74.2679
1/15/2010,10.6588,73.6577
1/18/2010,10.6356,73.8559
1/19/2010,10.621,73.6343
1/20/2010,10.6011,72.8153
1/21/2010,10.5954,72.8342
1/22/2010,10.763,72.7337
1/25/2010,10.7487,72.4028
1/26/2010,10.7231,71.7008
1/27/2010,10.6672,72.0245
1/28/2010,10.6097,72.003
1/29/2010,10.5704,72.5984
2/1/2010,10.5342,71.9974
2/2/2010,10.4002,71.9786
2/3/2010,10.438,72.0699
2/4/2010,10.4779,72.1036
2/5/2010,10.5544,72.3628
2/8/2010,10.6097,72.4551
2/9/2010,10.5992,72.9404
2/10/2010,10.5998,73.2347
2/11/2010,10.5509,73.7323
2/12/2010,10.4432,73.7357
2/15/2010,10.4855,74.605
2/16/2010,10.536,74.599
2/17/2010,10.4265,74.739
2/18/2010,10.3581,75.0037
2/19/2010,10.4097,75.3667
2/22/2010,10.475,74.9259
2/23/2010,10.438,75.3117
2/24/2010,10.5358,75.0544
2/25/2010,10.5503,75.4288
2/26/2010,10.5049,75.5896
3/1/2010,10.3907,75.064
3/2/2010,10.2774,75.0464
3/3/2010,10.2804,74.0526
3/4/2010,10.1925,74.1609
3/5/2010,10.1274,72.9387
3/8/2010,10.0639,73.4921
3/9/2010,10.098,73.9676
3/10/2010,10.072,74.3989
3/11/2010,10.1505,74.4209
3/12/2010,10.1648,74.5956
3/15/2010,10.1427,74.9261
3/16/2010,10.132,75.0427
3/17/2010,10.0132,75.1758
3/18/2010,9.982,75.549
3/19/2010,9.8958,75.6693
3/22/2010,9.9494,76.2734
3/23/2010,9.9152,76.6331
3/24/2010,9.8469,76.5589
3/25/2010,9.8925,76.6935
3/26/2010,9.9557,76.6963
3/29/2010,9.9803,76.7973
3/30/2010,9.9389,76.6976
3/31/2010,9.8922,76.1757
4/1/2010,9.8023,75.4024
4/6/2010,9.7333,74.418
4/7/2010,9.6985,74.0628
4/8/2010,9.7625,74.4774
4/9/2010,9.7415,74.7192
4/12/2010,9.8311,74.8086
4/13/2010,9.8983,74.943
4/14/2010,9.9682,75.4127
4/15/2010,9.9854,75.9296
4/16/2010,9.9699,75.8732
4/19/2010,10.0317,75.9937
4/20/2010,10.0235,76.0729
4/21/2010,9.9128,75.7754
4/22/2010,9.971,75.5307
4/23/2010,9.944,74.7737
4/26/2010,9.8016,74.9632
4/27/2010,9.8276,75.522
4/28/2010,9.8907,75.2147
4/29/2010,9.7596,74.8972
4/30/2010,9.7628,73.668
5/3/2010,9.787,73.2155
5/4/2010,9.8402,73.3335
5/5/2010,9.8233,73.8328
5/6/2010,9.7158,74.0828
5/7/2010,9.8233,73.9974
5/10/2010,9.6821,73.2544
5/11/2010,9.6145,73.2284
5/12/2010,9.4748,72.846
5/13/2010,9.4324,73.3577
5/14/2010,9.4055,73.6189
5/17/2010,9.3232,74.0184
5/18/2010,9.3731,74.7562
5/19/2010,9.5695,74.8683
5/20/2010,9.8041,75.2706
5/21/2010,9.9204,74.9442
5/24/2010,9.7392,74.7633
5/25/2010,9.7373,74.6366
5/26/2010,9.5125,74.8366
5/27/2010,9.4074,74.8935
5/28/2010,9.4046,74.6189
5/31/2010,9.4552,75.0602
6/1/2010,9.3929,74.8821
6/2/2010,9.3686,74.3545
6/3/2010,9.3434,75.0522
6/4/2010,9.3395,75.2162
6/7/2010,9.3031,75.2285
6/8/2010,9.2825,75.0285
6/9/2010,9.2893,74.5064
6/10/2010,9.3345,74.3411
6/11/2010,9.361,74.4649
6/14/2010,9.3566,74.1682
6/15/2010,9.4245,74.3482
6/16/2010,9.3836,74.8953
6/17/2010,9.3646,75.0872
6/18/2010,9.3263,75.072
6/21/2010,9.2406,75.6599
6/22/2010,9.2792,76.2471
6/23/2010,9.2776,75.02
6/24/2010,9.3768,74.1915
6/25/2010,9.3975,74.0486
6/28/2010,9.3356,74.0656
6/29/2010,9.318,73.8258
6/30/2010,9.3808,73.15
7/1/2010,9.5845,73.0714
7/2/2010,9.694,73.6097
7/5/2010,9.6969,74.1578
7/6/2010,9.6285,74.6045
7/7/2010,9.6505,74.5232
7/8/2010,9.5877,75.2466
7/9/2010,9.5681,75.612
7/12/2010,9.5799,75.4117
7/13/2010,9.5199,75.0113
7/14/2010,9.596,75.3481
7/15/2010,9.701,74.9936
7/16/2010,9.8064,74.645
7/19/2010,9.8903,74.0232
7/20/2010,9.822,73.3639
7/21/2010,9.6572,72.8793
7/22/2010,9.6863,69.8394
7/23/2010,9.5756,70.9523
7/26/2010,9.532,69.5898
7/27/2010,9.518,70.5831
7/28/2010,9.5517,70.3775
7/29/2010,9.565,70.9377
7/30/2010,9.5616,70.6292
8/2/2010,9.5021,70.4115
8/3/2010,9.6314,70.2059
8/4/2010,9.6275,70.2574
8/5/2010,9.5316,70.0389
8/6/2010,9.5765,70.1258
8/9/2010,9.5601,70.278
8/10/2010,9.5455,71.4474
8/11/2010,9.4753,71.4176
8/12/2010,9.3832,71.5989
8/13/2010,9.342,72.1922
8/16/2010,9.3551,72.438
8/17/2010,9.3355,71.6293
8/18/2010,9.3375,71.6076
8/19/2010,9.3239,71.3439
8/20/2010,9.3524,71.2132
8/23/2010,9.306,70.5733
8/24/2010,9.3401,70.8157
8/25/2010,9.3234,70.614
8/26/2010,9.2917,70.1499
8/27/2010,9.3771,69.8261
8/30/2010,9.2997,68.0708
8/31/2010,9.4044,65.7069
9/1/2010,9.4195,64.1928
9/2/2010,9.309,62.8924
9/3/2010,9.2645,65.8462
9/6/2010,9.2912,66.7816
9/7/2010,9.2722,66.4932
9/8/2010,9.2255,66.6524
9/9/2010,9.1964,65.2892
9/10/2010,9.1384,65.3194
9/13/2010,9.1491,64.0523
9/14/2010,9.1879,65.4572
9/15/2010,9.2089,65.9715
9/16/2010,9.3082,66.1784
9/17/2010,9.3307,65.9698
9/20/2010,9.33,66.8395
9/21/2010,9.3273,66.205
9/22/2010,9.3793,66.2611
9/23/2010,9.435,65.9123
9/24/2010,9.445,64.7871
9/27/2010,9.439,65.1097
9/28/2010,9.4482,64.4946
9/29/2010,9.4699,63.9799
9/30/2010,9.5438,64.7058
10/1/2010,9.5121,65.5785
10/4/2010,9.548,64.9843
10/5/2010,9.5759,66.1655
10/6/2010,9.5445,66.2502
10/7/2010,9.6183,65.184
10/8/2010,9.5991,66.1329
10/11/2010,9.6019,66.0895
10/12/2010,9.5572,65.4074
10/13/2010,9.5766,65.8705
10/14/2010,9.5642,65.4453
10/15/2010,9.5833,65.1373
10/18/2010,9.57,65.6011
10/19/2010,9.6507,64.5251
10/20/2010,9.628,64.4667
10/21/2010,9.6623,63.9353
10/22/2010,9.6876,64.3058
10/25/2010,9.6931,63.6647
10/26/2010,9.634,62.7167
10/27/2010,9.712,62.574
10/28/2010,9.7451,62.1866
10/29/2010,9.6827,63.5795
11/1/2010,9.7495,63.4661
11/2/2010,9.744,64.735
11/3/2010,9.6805,64.9446
11/4/2010,9.66,65.5468
11/5/2010,9.5882,65.8738
11/8/2010,9.556,65.4164
11/9/2010,9.4949,65.2979
11/10/2010,9.4791,64.3895
11/11/2010,9.4674,64.5544
11/12/2010,9.526,64.5804
11/15/2010,9.5393,64.2325
11/16/2010,9.5426,63.9002
11/17/2010,9.5263,63.8975
11/18/2010,9.5363,63.7676
11/19/2010,9.5667,64.5838
11/22/2010,9.5498,65.1623
11/23/2010,9.5464,65.4179
11/24/2010,9.4755,65.3955
11/25/2010,9.3897,65.4006
11/26/2010,9.429,65.786
11/29/2010,9.3852,65.8628
11/30/2010,9.2714,66.1032
12/1/2010,9.2045,66.1391
12/2/2010,9.1788,65.707
12/3/2010,9.1605,65.5241
12/6/2010,9.1756,65.867
12/7/2010,9.1887,65.9993
12/8/2010,9.1717,66.3479
12/9/2010,9.1401,66.0432
12/10/2010,9.0684,66.6175
12/13/2010,9.09,66.6567
12/14/2010,9.1663,66.6237
12/15/2010,9.0686,66.4398
12/16/2010,9.0519,67.0684
12/17/2010,9.0581,66.816
12/20/2010,8.9648,66.9259
12/21/2010,8.9584,66.4381
12/22/2010,8.9211,66.0844
12/23/2010,8.8216,67.4291
12/24/2010,8.8353,67.8429
12/27/2010,8.829,67.1462
12/28/2010,8.8242,67.5209
12/29/2010,8.7855,67.8918
12/30/2010,8.803,68.1498
12/31/2010,8.8625,68.8742
1/3/2011,8.8196,69.1015
1/4/2011,8.9185,69.2549
1/5/2011,8.9071,69.3107
1/6/2011,8.8589,68.8669
1/7/2011,8.8673,68.0334
1/10/2011,8.8717,68.3421
1/11/2011,8.8723,68.0434
1/12/2011,8.8815,68.3193
1/13/2011,9.0312,67.3478
1/14/2011,9.2959,67.993
1/17/2011,9.2223,68.0396
1/18/2011,9.2165,68.2017
1/19/2011,9.4201,68.2906
1/20/2011,9.5302,68.9476
1/21/2011,9.652,68.7513
1/24/2011,9.5862,69.5052
1/25/2011,9.6065,70.111
1/26/2011,9.7168,70.1932
1/27/2011,9.7097,70.0662
1/28/2011,9.7381,69.7217
1/31/2011,9.8458,69.4773
2/1/2011,9.848,69.1578
2/2/2011,9.8704,70.0689
2/3/2011,9.8951,70.1862
2/4/2011,9.9353,69.8497
2/7/2011,9.8535,70.1326
2/8/2011,9.8957,69.4796
2/9/2011,9.8339,69.4128
2/10/2011,9.91,69.8079
2/11/2011,9.8878,69.9439
2/14/2011,9.8273,69.5032
2/15/2011,9.8511,69.3432
2/16/2011,9.8147,68.7048
2/17/2011,9.8149,68.5097
2/18/2011,9.7676,69.2614
2/21/2011,9.7702,69.5439
2/22/2011,9.764,68.9205
2/23/2011,9.7189,68.3753
2/24/2011,9.7389,68.7074
2/25/2011,9.615,68.7784
2/28/2011,9.64,68.509
3/1/2011,9.6111,67.7832
3/2/2011,9.5742,67.5699
3/3/2011,9.5409,66.8296
3/4/2011,9.6543,66.3135
3/7/2011,9.6253,66.6806
3/8/2011,9.6129,66.9981
3/9/2011,9.5727,66.5666
3/10/2011,9.516,67.7109
3/11/2011,9.5653,67.7592
3/14/2011,9.6345,67.8022
3/15/2011,9.7478,67.7092
3/16/2011,9.7506,67.456
3/17/2011,9.922,67.8572
3/18/2011,9.9204,68.1171
3/21/2011,9.8733,68.0225
3/22/2011,9.8138,68.0311
3/23/2011,9.7796,68.0822
3/24/2011,9.7521,68.2858
3/25/2011,9.7056,68.4018
3/28/2011,9.6642,68.4302
3/29/2011,9.6678,67.8185
3/30/2011,9.6264,67.5653
3/31/2011,9.6507,66.4359
4/1/2011,9.5544,66.5478
4/4/2011,9.5451,65.933
4/5/2011,9.5215,65.3806
4/6/2011,9.5624,65.4747
4/7/2011,9.5544,64.8937
4/8/2011,9.5811,64.5898
4/11/2011,9.6108,65.1743
4/12/2011,9.6942,65.3789
4/13/2011,9.7978,64.5007
4/14/2011,9.8789,64.952
4/15/2011,9.94,65.1395
4/18/2011,9.8048,65.1821
4/19/2011,9.7827,64.6047
4/20/2011,9.8519,64.1733
4/21/2011,9.8383,63.593
4/26/2011,9.8036,64.1502
4/27/2011,9.7547,64.6567
4/28/2011,9.8032,64.8212
4/29/2011,9.7994,65.7246
5/2/2011,9.7782,64.4831
5/3/2011,9.8038,65.01
5/4/2011,9.8817,64.715
5/5/2011,9.9566,64.7686
5/6/2011,9.8008,64.4199
5/9/2011,9.6798,64.7333
5/10/2011,9.699,64.9871
5/11/2011,9.7368,65.6113
5/12/2011,9.8332,65.8421
5/13/2011,9.9203,65.7879
5/16/2011,9.9021,65.1585
5/17/2011,9.9056,64.4998
5/18/2011,9.8562,64.3039
5/19/2011,9.8403,65.0324
5/20/2011,9.8288,64.8216
5/23/2011,9.8533,65.8383
5/24/2011,9.8834,66.5006
5/25/2011,9.9299,66.9861
5/26/2011,9.8907,66.32
5/27/2011,9.8805,65.9357
5/30/2011,9.8831,66.6547
5/31/2011,9.871,66.5245
6/1/2011,9.7742,65.7897
6/2/2011,9.7878,65.8019
6/3/2011,9.7479,66.6695
6/6/2011,9.8304,66.8089
6/7/2011,9.88,66.8112
6/8/2011,9.8807,66.1546
6/9/2011,9.8545,64.883
6/10/2011,9.793,64.6154
6/13/2011,9.78,65.0975
6/14/2011,9.754,65.817
6/15/2011,9.7231,65.9827
6/16/2011,9.7166,66.5919
6/17/2011,9.6954,66.4622
6/20/2011,9.6628,65.7974
6/21/2011,9.7082,65.555
6/22/2011,9.7439,66.001
6/23/2011,9.7437,66.3955
6/24/2011,9.7683,66.5737
6/27/2011,9.8039,65.9903
6/28/2011,9.7863,67.1367
6/29/2011,9.8846,66.8671
6/30/2011,9.8569,66.9039
7/1/2011,9.8011,66.8779
7/4/2011,9.7556,66.0358
7/5/2011,9.7602,65.3003
7/6/2011,9.7005,65.4681
7/7/2011,9.5925,65.6058
7/8/2011,9.5102,65.13
7/11/2011,9.5804,65.12
7/12/2011,9.657,64.2847
7/13/2011,9.709,64.37
7/14/2011,9.7473,64.2315
7/15/2011,9.7576,64.2003
7/18/2011,9.8084,63.8637
7/19/2011,9.8639,64.0575
7/20/2011,9.802,64.3926
7/21/2011,9.7335,64.3325
7/22/2011,9.7345,64.4696
7/25/2011,9.7399,65.377
7/26/2011,9.6734,65.4009
7/27/2011,9.6111,65.2573
7/28/2011,9.5543,64.0512
7/29/2011,9.6084,63.4671
8/1/2011,9.6076,64.1288
8/2/2011,9.567,63.7166
8/3/2011,9.6667,64.1803
8/4/2011,9.7581,64.0796
8/5/2011,9.8154,64.8012
8/8/2011,9.9138,64.7339
8/9/2011,10.371,64.8786
8/10/2011,10.2264,64.011
8/11/2011,10.3391,63.7555
8/12/2011,10.2383,63.5948
8/15/2011,10.2789,63.0734
8/16/2011,10.3136,62.2306
8/17/2011,10.2735,61.5352
8/18/2011,10.2852,60.6708
8/19/2011,10.3284,61.5058
8/22/2011,10.3722,60.9142
8/23/2011,10.3816,61.521
8/24/2011,10.4087,60.7209
8/25/2011,10.4029,60.9001
8/26/2011,10.3676,61.1253
8/29/2011,10.2295,61.4187
8/30/2011,10.199,61.3802
8/31/2011,10.1799,60.7032
9/1/2011,10.0219,60.5648
9/2/2011,9.9699,60.9262
9/5/2011,10.0409,60.9025
9/6/2011,10.0582,61.2747
9/7/2011,10.0307,61.5079
9/8/2011,10.0704,61.1451
9/9/2011,10.0034,61.1361
9/12/2011,10.0346,61.2964
9/13/2011,10.0141,61.7697
9/14/2011,10.0878,61.3717
9/15/2011,10.186,61.1047
9/16/2011,10.212,60.8425
9/19/2011,10.394,60.3823
9/20/2011,10.4847,59.7482
9/21/2011,10.854,60.4776
9/22/2011,11.0754,60.5218
9/23/2011,11.2905,60.3501
9/26/2011,10.81,59.6504
9/27/2011,10.6747,60.0174
9/28/2011,10.7476,59.971
9/29/2011,10.7339,60.4201
9/30/2011,10.9085,60.1316
10/3/2011,10.8153,60.5506
10/4/2011,10.9663,60.215
10/5/2011,10.8014,60.056
10/6/2011,10.6816,60.0786
10/7/2011,10.7041,60.5081
10/10/2011,10.6961,60.6986
10/11/2011,10.8185,61.257
10/12/2011,10.7389,61.2526
10/13/2011,10.8297,61.212
10/14/2011,10.8569,61.1961
10/17/2011,10.8856,61.4245
10/18/2011,11.0432,61.3069
10/19/2011,11.0459,61.984
10/20/2011,11.1584,61.8835
10/21/2011,11.249,62.2865
10/24/2011,11.126,62.0661
10/25/2011,10.9862,61.8211
10/26/2011,11.0917,61.7057
10/27/2011,10.9256,62.2759
10/28/2011,10.9515,62.3195
10/31/2011,10.9221,62.4129
11/1/2011,11.1484,61.8815
11/2/2011,11.0139,61.7064
11/3/2011,10.8292,62.0216
11/4/2011,10.8341,62.0495
11/7/2011,10.943,62.031
11/8/2011,10.8856,61.507
11/9/2011,10.887,60.902
11/10/2011,10.9409,60.8184
11/11/2011,10.8444,60.3373
11/14/2011,10.8853,59.9564
11/15/2011,11.0087,60.2599
11/16/2011,11.0015,59.5564
11/17/2011,11.0981,59.8138
11/18/2011,11.0814,58.9755
11/21/2011,11.1652,58.6447
11/22/2011,11.3785,58.7918
11/23/2011,11.3452,58.9933
11/24/2011,11.2962,58.4712
11/25/2011,11.3565,58.3979
11/28/2011,11.1555,59.1275
11/29/2011,11.1472,58.9614
11/30/2011,10.957,59.1819
12/1/2011,10.935,59.6451
12/2/2011,10.8346,59.438
12/5/2011,10.7501,59.4467
12/6/2011,10.7993,59.5443
12/7/2011,10.8165,59.7114
12/8/2011,10.8374,59.2626
12/9/2011,10.9853,60.0184
12/12/2011,10.9105,59.884
12/13/2011,10.8795,60.4523
12/14/2011,10.8569,59.9402
12/15/2011,10.9102,60.0319
12/16/2011,10.9181,60.072
12/19/2011,10.9374,60.3734
12/20/2011,10.8132,60.5492
12/21/2011,10.6929,60.8502
12/22/2011,10.6521,60.4312
12/23/2011,10.6581,59.853
12/27/2011,10.6617,59.3023
12/28/2011,10.5999,59.3213
12/29/2011,10.5089,59.3195
12/30/2011,10.483,59.446
1/2/2012,10.4599,58.7678
1/3/2012,10.4925,59.2248
1/4/2012,10.5259,59.0115
1/5/2012,10.5038,59.02
1/6/2012,10.4241,58.6312
1/9/2012,10.3735,58.5742
1/10/2012,10.339,58.6694
1/11/2012,10.3476,58.9026
1/12/2012,10.261,58.6152
1/13/2012,10.2672,58.2025
1/16/2012,10.2512,58.1588
1/17/2012,10.2672,57.9623
1/18/2012,10.3099,58.1932
1/19/2012,10.2423,58.3879
