Date,CHF,NEER
8/17/2004,1.537,108.7948
8/18/2004,1.535,109.2568
8/19/2004,1.5349,108.5884
8/20/2004,1.5398,108.0888
8/23/2004,1.541,108.0606
8/24/2004,1.541,108.3279
8/25/2004,1.5403,108.1516
8/26/2004,1.5398,107.8197
8/27/2004,1.5401,107.7658
8/30/2004,1.5409,107.5963
8/31/2004,1.5428,107.6841
9/1/2004,1.5386,107.6292
9/2/2004,1.5338,108.3128
9/3/2004,1.534,108.0049
9/6/2004,1.5337,107.4256
9/7/2004,1.5325,107.5476
9/8/2004,1.5379,107.4828
9/9/2004,1.5384,107.2863
9/10/2004,1.5401,107.4146
9/13/2004,1.5417,107.4812
9/14/2004,1.5439,107.2847
9/15/2004,1.5417,107.7267
9/16/2004,1.5457,107.8573
9/17/2004,1.548,107.7627
9/20/2004,1.5468,107.7651
9/21/2004,1.5452,107.4405
9/22/2004,1.5477,106.9732
9/23/2004,1.5477,106.4016
9/24/2004,1.5473,106.5626
9/27/2004,1.5493,106.6099
9/28/2004,1.551,106.4641
9/29/2004,1.5509,106.5059
9/30/2004,1.5524,106.3398
10/1/2004,1.5495,106.5624
10/4/2004,1.552,106.1741
10/5/2004,1.5532,106.4216
10/6/2004,1.5543,106.4782
10/7/2004,1.5535,106.5974
10/8/2004,1.5529,106.3382
10/11/2004,1.5496,105.9295
10/12/2004,1.5489,106.4125
10/13/2004,1.546,106.2278
10/14/2004,1.5449,105.8399
10/15/2004,1.5414,106.1361
10/18/2004,1.5382,106.196
10/19/2004,1.5385,106.1218
10/20/2004,1.5374,105.8255
10/21/2004,1.5365,105.7942
10/22/2004,1.5384,105.2699
10/25/2004,1.5326,105.1001
10/26/2004,1.5333,104.8427
10/27/2004,1.5321,104.7765
10/28/2004,1.5316,104.8777
10/29/2004,1.5299,104.8823
11/1/2004,1.5318,105.28
11/2/2004,1.5317,105.4477
11/3/2004,1.5331,105.8183
11/4/2004,1.5304,106.2005
11/5/2004,1.5316,106.1105
11/8/2004,1.5286,106.1097
11/9/2004,1.5273,106.3392
11/10/2004,1.5222,107.0065
11/11/2004,1.5191,107.0011
11/12/2004,1.5205,107.1361
11/15/2004,1.5241,106.6673
11/16/2004,1.5238,107.0056
11/17/2004,1.5203,107.1325
11/18/2004,1.5171,106.5419
11/19/2004,1.5153,106.3079
11/22/2004,1.5157,106.0898
11/23/2004,1.515,106.0318
11/24/2004,1.5143,106.1643
11/25/2004,1.5113,106.1952
11/26/2004,1.5146,106.7309
11/29/2004,1.517,106.6468
11/30/2004,1.5114,106.5081
12/1/2004,1.52,106.5903
12/2/2004,1.5268,106.8764
12/3/2004,1.5273,106.8693
12/6/2004,1.5272,106.4624
12/7/2004,1.5305,106.2429
12/8/2004,1.533,106.0908
12/9/2004,1.5344,105.6582
12/10/2004,1.5349,105.7029
12/13/2004,1.5348,105.715
12/14/2004,1.5368,105.7895
12/15/2004,1.5282,105.9675
12/16/2004,1.532,105.6841
12/17/2004,1.5367,105.5299
12/20/2004,1.5382,105.3465
12/21/2004,1.5403,105.6746
12/22/2004,1.5436,105.8656
12/23/2004,1.5443,105.6155
12/24/2004,1.5458,105.9929
12/27/2004,1.5484,105.976
12/28/2004,1.5441,105.7602
12/29/2004,1.5426,105.2788
12/30/2004,1.544,105.5191
12/31/2004,1.5429,106.1315
1/3/2005,1.5444,106.3506
1/4/2005,1.5477,106.4578
1/5/2005,1.5528,106.6272
1/6/2005,1.5498,106.5266
1/7/2005,1.5488,106.1906
1/10/2005,1.5469,106.4023
1/11/2005,1.547,106.1785
1/12/2005,1.5488,106.3994
1/13/2005,1.5479,106.6252
1/14/2005,1.5491,106.235
1/17/2005,1.545,105.9957
1/18/2005,1.5433,106.3255
1/19/2005,1.5416,105.9681
1/20/2005,1.5414,105.7777
1/21/2005,1.5491,105.608
1/24/2005,1.5441,105.7823
1/25/2005,1.546,106.0043
1/26/2005,1.5505,105.6728
1/27/2005,1.5468,105.487
1/28/2005,1.5461,105.6357
1/31/2005,1.5473,105.768
2/1/2005,1.5516,105.7621
2/2/2005,1.5528,105.7197
2/3/2005,1.5583,105.3357
2/4/2005,1.5591,105.3188
2/7/2005,1.5593,105.4428
2/8/2005,1.5591,105.423
2/9/2005,1.5575,105.2627
2/10/2005,1.5588,105.2338
2/11/2005,1.5551,105.251
2/14/2005,1.5545,105.3749
2/15/2005,1.5507,105.5897
2/16/2005,1.5469,105.361
2/17/2005,1.5485,105.2954
2/18/2005,1.5475,105.4649
2/21/2005,1.5447,105.5267
2/22/2005,1.538,105.407
2/23/2005,1.5389,105.2039
2/24/2005,1.5391,105.1301
2/25/2005,1.5426,104.6284
2/28/2005,1.5392,104.6358
3/1/2005,1.5357,104.555
3/2/2005,1.5413,104.5769
3/3/2005,1.5461,104.3991
3/4/2005,1.5491,104.4602
3/7/2005,1.5518,104.3181
3/8/2005,1.5509,104.3683
3/9/2005,1.5535,104.4173
3/10/2005,1.5484,104.3726
3/11/2005,1.55,104.4835
3/14/2005,1.5516,104.2669
3/15/2005,1.5503,104.0666
3/16/2005,1.5462,104.0423
3/17/2005,1.5471,103.9697
3/18/2005,1.5495,103.7859
3/21/2005,1.5516,103.5713
3/22/2005,1.5523,103.478
3/23/2005,1.5557,104.1566
3/24/2005,1.5538,103.6805
3/29/2005,1.5522,103.7219
3/30/2005,1.5513,103.9788
3/31/2005,1.5486,103.8756
4/1/2005,1.5527,103.6389
4/4/2005,1.5535,103.5951
4/5/2005,1.5541,103.5237
4/6/2005,1.5508,103.1421
4/7/2005,1.5497,103.4448
4/8/2005,1.5505,103.6839
4/11/2005,1.5489,103.3502
4/12/2005,1.5494,103.1968
4/13/2005,1.5499,103.2344
4/14/2005,1.5547,103.1669
4/15/2005,1.5532,103.3424
4/18/2005,1.5476,103.4098
4/19/2005,1.545,103.7721
4/20/2005,1.544,103.8585
4/21/2005,1.5427,103.9288
4/22/2005,1.5435,104.0819
4/25/2005,1.5441,104.1062
4/26/2005,1.5418,104.0055
4/27/2005,1.5434,104.2645
4/28/2005,1.5397,104.1574
4/29/2005,1.5374,104.3538
5/2/2005,1.5402,104.4402
5/3/2005,1.5438,104.3713
5/4/2005,1.541,104.168
5/5/2005,1.5457,104.3585
5/6/2005,1.5485,104.3519
5/9/2005,1.5476,104.1545
5/10/2005,1.5467,104.0318
5/11/2005,1.5443,103.9615
5/12/2005,1.5461,103.8429
5/13/2005,1.5449,104.4225
5/16/2005,1.5445,104.5664
5/17/2005,1.543,104.6599
5/18/2005,1.5426,104.094
5/19/2005,1.5433,104.3108
5/20/2005,1.5483,104.7926
5/23/2005,1.5467,105.2199
5/24/2005,1.5467,105.17
5/25/2005,1.5458,105.02
5/26/2005,1.5472,105.0169
5/27/2005,1.5479,104.9473
5/30/2005,1.5447,104.8737
5/31/2005,1.5372,104.5655
6/1/2005,1.531,104.3469
6/2/2005,1.5348,104.3946
6/3/2005,1.5359,104.2313
6/6/2005,1.5319,104.0171
6/7/2005,1.5303,103.7752
6/8/2005,1.5336,103.7146
6/9/2005,1.5343,103.9265
6/10/2005,1.5348,103.8758
6/13/2005,1.5379,103.521
6/14/2005,1.5397,103.3208
6/15/2005,1.5388,103.2329
6/16/2005,1.5395,103.4671
6/17/2005,1.5441,103.3739
6/20/2005,1.5446,103.4585
6/21/2005,1.5425,103.39
6/22/2005,1.5419,103.5962
6/23/2005,1.5391,103.5944
6/24/2005,1.5412,104.2464
6/27/2005,1.5429,104.2918
6/28/2005,1.5445,104.1022
6/29/2005,1.5471,104.0825
6/30/2005,1.5499,104.0453
7/1/2005,1.5519,103.784
7/4/2005,1.5484,103.9092
7/5/2005,1.5521,103.7442
7/6/2005,1.5545,103.4604
7/7/2005,1.5472,103.7177
7/8/2005,1.553,103.7247
7/11/2005,1.5554,104.1937
7/12/2005,1.5563,104.1713
7/13/2005,1.5588,104.3514
7/14/2005,1.5581,104.26
7/15/2005,1.5594,104.4708
7/18/2005,1.5601,104.5323
7/19/2005,1.5634,104.2839
7/20/2005,1.5632,104.2407
7/21/2005,1.5603,104.5081
7/22/2005,1.5635,104.5605
7/25/2005,1.5635,104.2754
7/26/2005,1.5603,104.1186
7/27/2005,1.5618,104.0124
7/28/2005,1.5625,103.8392
7/29/2005,1.5607,104.1639
8/1/2005,1.5591,104.1034
8/2/2005,1.5566,104.04
8/3/2005,1.5585,103.8633
8/4/2005,1.5571,103.552
8/5/2005,1.5593,103.5916
8/8/2005,1.5595,103.595
8/9/2005,1.556,103.8135
8/10/2005,1.5566,103.6723
8/11/2005,1.5537,103.632
8/12/2005,1.5533,103.5575
8/15/2005,1.5513,103.7164
8/16/2005,1.5518,103.6535
8/17/2005,1.5486,103.7502
8/18/2005,1.5463,103.6371
8/19/2005,1.5488,103.7034
8/22/2005,1.5513,103.7613
8/23/2005,1.5534,103.8637
8/24/2005,1.5545,104.1223
8/25/2005,1.5478,104.01
8/26/2005,1.5467,104.2187
8/29/2005,1.5453,104.1613
8/30/2005,1.5512,104.3778
8/31/2005,1.5485,104.211
9/1/2005,1.5463,104.4451
9/2/2005,1.5437,104.2932
9/5/2005,1.5429,104.037
9/6/2005,1.5436,103.7331
9/7/2005,1.5431,103.569
9/8/2005,1.543,103.3748
9/9/2005,1.5435,103.1356
9/12/2005,1.5443,103.1156
9/13/2005,1.5474,103.0541
9/14/2005,1.5469,103.1992
9/15/2005,1.5469,103.0098
9/16/2005,1.551,103.111
9/19/2005,1.5511,103.3174
9/20/2005,1.5524,103.3803
9/21/2005,1.5519,103.9252
9/22/2005,1.5534,104.2336
9/23/2005,1.5557,104.339
9/26/2005,1.5566,104.2887
9/27/2005,1.5578,104.2189
9/28/2005,1.5556,104.0564
9/29/2005,1.5578,103.997
9/30/2005,1.5561,103.7945
10/3/2005,1.5537,103.9618
10/4/2005,1.5508,103.9687
10/5/2005,1.5506,104.2535
10/6/2005,1.546,103.6824
10/7/2005,1.5484,103.7824
10/10/2005,1.5496,104.4768
10/11/2005,1.5474,104.3401
10/12/2005,1.5478,104.421
10/13/2005,1.5514,104.236
10/14/2005,1.5506,103.9145
10/17/2005,1.5536,103.5313
10/18/2005,1.5558,103.662
10/19/2005,1.5516,103.6123
10/20/2005,1.5511,103.4987
10/21/2005,1.5463,103.5372
10/24/2005,1.5446,103.3097
10/25/2005,1.5441,103.363
10/26/2005,1.5474,103.4819
10/27/2005,1.5462,103.3119
10/28/2005,1.5459,103.2741
10/31/2005,1.5455,103.1017
11/1/2005,1.5466,103.0092
11/2/2005,1.5422,102.9784
11/3/2005,1.5428,102.85
11/4/2005,1.5439,102.6547
11/7/2005,1.5429,102.8063
11/8/2005,1.5412,102.887
11/9/2005,1.5431,102.8784
11/10/2005,1.5393,102.9914
11/11/2005,1.5381,102.7345
11/14/2005,1.5397,102.3732
11/15/2005,1.5413,102.2615
11/16/2005,1.5469,102.7214
11/17/2005,1.5467,102.481
11/18/2005,1.5468,102.8734
11/21/2005,1.5488,103.0722
11/22/2005,1.5471,102.8456
11/23/2005,1.5491,103.0061
11/24/2005,1.5501,102.7534
11/25/2005,1.5473,102.617
11/28/2005,1.5471,102.5667
11/29/2005,1.5476,102.6752
11/30/2005,1.5485,102.9009
12/1/2005,1.5467,102.8871
12/2/2005,1.5437,102.659
12/5/2005,1.5442,102.7696
12/6/2005,1.541,102.6232
12/7/2005,1.5401,102.5008
12/8/2005,1.5387,102.2168
12/9/2005,1.5398,102.1482
12/12/2005,1.5413,102.3579
12/13/2005,1.5433,102.6546
12/14/2005,1.5421,102.4095
12/15/2005,1.542,102.5421
12/16/2005,1.546,102.2259
12/19/2005,1.5505,102.1468
12/20/2005,1.5521,102.4414
12/21/2005,1.5529,102.6316
12/22/2005,1.5551,102.706
12/23/2005,1.5566,102.6046
12/27/2005,1.5573,102.4375
12/28/2005,1.5581,102.3105
12/29/2005,1.5585,102.6335
12/30/2005,1.5551,102.75
1/2/2006,1.5536,103.4324
1/3/2006,1.5535,103.2748
1/4/2006,1.5512,103.0764
1/5/2006,1.5463,102.785
1/6/2006,1.5452,103.0312
1/9/2006,1.5426,103.0386
1/10/2006,1.5437,102.8122
1/11/2006,1.5474,102.5297
1/12/2006,1.5477,103.3841
1/13/2006,1.5491,104.0946
1/16/2006,1.5497,103.979
1/17/2006,1.5489,103.9764
1/18/2006,1.5468,104.2
1/19/2006,1.5537,104.397
1/20/2006,1.5512,104.2951
1/23/2006,1.5471,104.364
1/24/2006,1.5489,104.2309
1/25/2006,1.5479,105.2492
1/26/2006,1.55,105.0956
1/27/2006,1.5526,104.9517
1/30/2006,1.5555,105.0192
1/31/2006,1.5547,105.1086
2/1/2006,1.5538,104.6811
2/2/2006,1.5555,105.0798
2/3/2006,1.5549,105.1177
2/6/2006,1.5558,105.2664
2/7/2006,1.5549,104.7223
2/8/2006,1.5529,104.5844
2/9/2006,1.5563,104.3197
2/10/2006,1.5551,104.6925
2/13/2006,1.5559,104.6602
2/14/2006,1.5574,104.2532
2/15/2006,1.5577,104.3971
2/16/2006,1.5588,104.8712
2/17/2006,1.5621,104.6283
2/20/2006,1.5617,104.5073
2/21/2006,1.5598,104.4634
2/22/2006,1.5593,104.5528
2/23/2006,1.5587,104.5516
2/24/2006,1.5602,104.7715
2/27/2006,1.5637,104.7902
2/28/2006,1.5661,104.8269
3/1/2006,1.5614,104.6606
3/2/2006,1.5646,104.5171
3/3/2006,1.5628,104.2358
3/6/2006,1.5607,104.3177
3/7/2006,1.5616,104.1431
3/8/2006,1.5598,103.9989
3/9/2006,1.5635,104.2035
3/10/2006,1.5664,103.969
3/13/2006,1.5686,104.2188
3/14/2006,1.5671,104.0765
3/15/2006,1.5653,104.1661
3/16/2006,1.5674,104.3123
3/17/2006,1.5735,104.2559
3/20/2006,1.5717,104.2839
3/21/2006,1.5738,104.1717
3/22/2006,1.5736,104.1823
3/23/2006,1.577,104.1869
3/24/2006,1.5763,104.2146
3/27/2006,1.5733,104.281
3/28/2006,1.5715,104.4666
3/29/2006,1.5742,104.5185
3/30/2006,1.5746,104.165
3/31/2006,1.5801,104.0262
4/3/2006,1.5802,103.6089
4/4/2006,1.5804,103.7376
4/5/2006,1.5791,103.7758
4/6/2006,1.5793,103.4509
4/7/2006,1.5757,103.5112
4/10/2006,1.5756,103.2947
4/11/2006,1.5776,103.6296
4/12/2006,1.5727,103.5857
4/13/2006,1.5705,103.8243
4/18/2006,1.5645,103.8059
4/19/2006,1.5688,103.8048
4/20/2006,1.5723,103.6211
4/21/2006,1.5755,103.4352
4/24/2006,1.5712,103.8576
4/25/2006,1.5733,103.7119
4/26/2006,1.5776,103.686
4/27/2006,1.5814,103.5304
4/28/2006,1.5713,103.2117
5/2/2006,1.5622,103.1089
5/3/2006,1.5623,103.0792
5/4/2006,1.5616,103.4085
5/5/2006,1.5615,103.5905
5/8/2006,1.5581,103.2382
5/9/2006,1.5582,103.6934
5/10/2006,1.5591,103.5226
5/11/2006,1.5592,103.3507
5/12/2006,1.5496,103.3667
5/15/2006,1.5509,103.242
5/16/2006,1.5525,103.3573
5/17/2006,1.5518,103.5253
5/18/2006,1.5493,103.602
5/19/2006,1.5561,103.7719
5/22/2006,1.5509,103.4556
5/23/2006,1.5517,103.3418
5/24/2006,1.5509,103.2688
5/25/2006,1.5558,103.0723
5/26/2006,1.5589,103.0833
5/29/2006,1.5617,103.0901
5/30/2006,1.5585,103.333
5/31/2006,1.56,103.2816
6/1/2006,1.5628,102.5754
6/2/2006,1.5629,102.7164
6/5/2006,1.5597,102.1664
6/6/2006,1.5608,102.538
6/7/2006,1.5613,102.3818
6/8/2006,1.5617,102.5959
6/9/2006,1.5569,102.574
6/12/2006,1.554,103.2729
6/13/2006,1.5517,103.2417
6/14/2006,1.5514,103.1884
6/15/2006,1.5522,103.0878
6/16/2006,1.5562,102.9382
6/19/2006,1.5573,102.5745
6/20/2006,1.5596,102.9265
6/21/2006,1.5618,102.9144
6/22/2006,1.5636,102.5841
6/23/2006,1.5641,102.638
6/26/2006,1.5632,102.5381
6/27/2006,1.5669,102.4353
6/28/2006,1.5631,102.1821
6/29/2006,1.5644,102.0455
6/30/2006,1.5672,102.017
7/3/2006,1.5674,102.0044
7/4/2006,1.5677,101.9994
7/5/2006,1.5677,102.1399
7/6/2006,1.5685,102.1619
7/7/2006,1.569,102.2063
7/10/2006,1.5672,102.4348
7/11/2006,1.5665,102.1305
7/12/2006,1.5658,102.0229
7/13/2006,1.562,102.0926
7/14/2006,1.5607,102.1668
7/17/2006,1.5628,102.2811
7/18/2006,1.5641,102.4446
7/19/2006,1.5692,102.3828
7/20/2006,1.5707,102.4974
7/21/2006,1.5708,102.4396
7/24/2006,1.5746,102.1918
7/25/2006,1.5737,101.8983
7/26/2006,1.5756,101.9832
7/27/2006,1.5743,102.0973
7/28/2006,1.5725,102.0736
7/31/2006,1.5713,102.4044
8/1/2006,1.5718,102.3447
8/2/2006,1.5729,102.2095
8/3/2006,1.5746,101.978
8/4/2006,1.5779,102.062
8/7/2006,1.572,101.8206
8/8/2006,1.5738,102.4547
8/9/2006,1.5754,102.3318
8/10/2006,1.5768,102.7461
8/11/2006,1.5798,103.1303
8/14/2006,1.5807,103.4781
8/15/2006,1.5817,103.3737
8/16/2006,1.5787,103.3743
8/17/2006,1.5779,103.2052
8/18/2006,1.5818,103.0934
8/21/2006,1.5785,103.3725
8/22/2006,1.5777,103.1795
8/23/2006,1.5799,103.4771
8/24/2006,1.5808,103.3629
8/25/2006,1.5809,103.4869
8/28/2006,1.5802,103.4132
8/29/2006,1.5774,103.1062
8/30/2006,1.5768,103.1317
8/31/2006,1.5751,102.9969
9/1/2006,1.5791,102.6197
9/4/2006,1.5812,102.5302
9/5/2006,1.5809,102.3971
9/6/2006,1.5844,102.3541
9/7/2006,1.5822,102.2801
9/8/2006,1.5817,102.296
9/11/2006,1.5792,102.3692
9/12/2006,1.5795,102.1519
9/13/2006,1.5892,102.1784
9/14/2006,1.5878,102.1068
9/15/2006,1.5946,102.0985
9/18/2006,1.5887,101.8579
9/19/2006,1.5903,101.6378
9/20/2006,1.5875,101.7974
9/21/2006,1.5887,101.652
9/22/2006,1.5812,101.4748
9/25/2006,1.5799,101.3955
9/26/2006,1.5776,101.421
9/27/2006,1.5796,101.2025
9/28/2006,1.5838,101.2405
9/29/2006,1.5881,101.2037
10/2/2006,1.5841,101.0682
10/3/2006,1.5848,100.8668
10/4/2006,1.5888,100.9491
10/5/2006,1.5887,100.8681
10/6/2006,1.5881,101.2091
10/9/2006,1.589,101.0176
10/10/2006,1.5909,101.1903
10/11/2006,1.5932,100.895
10/12/2006,1.5932,100.7883
10/13/2006,1.5932,100.7763
10/16/2006,1.5918,100.8671
10/17/2006,1.5895,101.1405
10/18/2006,1.5897,101.1836
10/19/2006,1.5897,100.9772
10/20/2006,1.5867,101.4039
10/23/2006,1.5904,101.4313
10/24/2006,1.5918,100.7625
10/25/2006,1.5916,100.7335
10/26/2006,1.5924,100.7281
10/27/2006,1.5911,100.9317
10/30/2006,1.5882,100.8092
10/31/2006,1.5887,100.8954
11/1/2006,1.588,101.1716
11/2/2006,1.5894,101.2021
11/3/2006,1.5929,100.9894
11/6/2006,1.5965,100.9475
11/7/2006,1.5963,100.7822
11/8/2006,1.5952,100.9409
11/9/2006,1.5967,101.3651
11/10/2006,1.5933,101.6175
11/13/2006,1.5937,101.8573
11/14/2006,1.5956,102.0889
11/15/2006,1.599,101.9056
11/16/2006,1.5977,102.442
11/17/2006,1.6008,102.2108
11/20/2006,1.5928,102.223
11/21/2006,1.5933,102.1771
11/22/2006,1.5884,101.7309
11/23/2006,1.5843,101.7452
11/24/2006,1.5826,102.1148
11/27/2006,1.5855,102.2352
11/28/2006,1.5866,102.198
11/29/2006,1.5889,102.5578
11/30/2006,1.5916,102.1899
12/1/2006,1.5884,102.0367
12/4/2006,1.5932,101.8544
12/5/2006,1.5885,101.714
12/6/2006,1.5888,101.8169
12/7/2006,1.5875,101.4419
12/8/2006,1.5891,101.6179
12/11/2006,1.5916,101.8913
12/12/2006,1.5928,101.5752
12/13/2006,1.5951,101.3301
12/14/2006,1.5987,101.5044
12/15/2006,1.5977,101.2215
12/18/2006,1.5993,101.0983
12/19/2006,1.6024,101.0254
12/20/2006,1.6039,100.8467
12/21/2006,1.6032,100.6588
12/22/2006,1.6029,100.6404
12/27/2006,1.6058,101.0095
12/28/2006,1.6058,100.637
12/29/2006,1.6069,100.7393
1/2/2007,1.6104,101.0018
1/3/2007,1.6132,101.1866
1/4/2007,1.6132,100.7776
1/5/2007,1.6097,100.6055
1/8/2007,1.6097,100.908
1/9/2007,1.6127,100.8664
1/10/2007,1.6138,100.6969
1/11/2007,1.6129,100.7886
1/12/2007,1.6125,100.5657
1/15/2007,1.6127,100.1717
1/16/2007,1.6138,100.4441
1/17/2007,1.6143,100.3425
1/18/2007,1.6182,100.4653
1/19/2007,1.6178,100.2093
1/22/2007,1.6185,100.1985
1/23/2007,1.6167,100.2955
1/24/2007,1.6195,100.4036
1/25/2007,1.6154,100.102
1/26/2007,1.6184,100.1601
1/29/2007,1.6216,99.9899
1/30/2007,1.6236,99.8186
1/31/2007,1.6214,99.8634
2/1/2007,1.6175,99.6127
2/2/2007,1.6175,99.6178
2/5/2007,1.617,99.8175
2/6/2007,1.61,99.8875
2/7/2007,1.6111,99.9525
2/8/2007,1.6232,99.8229
2/9/2007,1.6249,100.0834
2/12/2007,1.6238,100.1367
2/13/2007,1.6233,100.1233
2/14/2007,1.6268,99.8665
2/15/2007,1.6267,99.9938
2/16/2007,1.6212,100.2126
2/19/2007,1.6215,100.3687
2/20/2007,1.6256,100.1478
2/21/2007,1.6267,99.9644
2/22/2007,1.6281,99.6117
2/23/2007,1.6262,99.4175
2/26/2007,1.6203,99.4695
2/27/2007,1.6183,99.4361
2/28/2007,1.6136,99.2789
3/1/2007,1.61,99.2028
3/2/2007,1.6107,99.118
3/5/2007,1.6,99.2608
3/6/2007,1.604,99.1343
3/7/2007,1.605,99.4571
3/8/2007,1.6066,99.7199
3/9/2007,1.6137,99.6544
3/12/2007,1.6137,99.7539
3/13/2007,1.6095,99.6406
3/14/2007,1.607,99.6703
3/15/2007,1.6088,100.1899
3/16/2007,1.6059,99.8231
3/19/2007,1.6107,99.8049
3/20/2007,1.6123,99.8816
3/21/2007,1.6153,99.6023
3/22/2007,1.619,99.6931
3/23/2007,1.6164,99.94
3/26/2007,1.6208,100.1658
3/27/2007,1.6211,100.0025
3/28/2007,1.6164,99.9493
3/29/2007,1.6215,100.0398
3/30/2007,1.6247,100.0123
4/2/2007,1.6226,99.9187
4/3/2007,1.6275,99.9338
4/4/2007,1.6292,99.6736
4/5/2007,1.6309,99.5853
4/10/2007,1.6361,99.5096
4/11/2007,1.6382,99.2137
4/12/2007,1.6404,99.537
4/13/2007,1.6361,99.8872
4/16/2007,1.6431,100.4761
4/17/2007,1.6406,100.0657
4/18/2007,1.6367,100.501
4/19/2007,1.6343,100.1481
4/20/2007,1.6414,100.1427
4/23/2007,1.6423,101.1128
4/24/2007,1.6387,100.7318
4/25/2007,1.6416,100.5909
4/26/2007,1.6432,100.8368
4/27/2007,1.6431,101.2222
4/30/2007,1.6458,100.7635
5/2/2007,1.6518,100.4975
5/3/2007,1.6479,100.512
5/4/2007,1.6479,100.8147
5/7/2007,1.6471,101.2624
5/8/2007,1.6489,101.0695
5/9/2007,1.6486,101.3781
5/10/2007,1.6473,100.9866
5/11/2007,1.6439,100.6444
5/14/2007,1.6515,100.8607
5/15/2007,1.6505,100.4661
5/16/2007,1.6545,100.8977
5/17/2007,1.6555,100.7811
5/18/2007,1.6536,100.5555
5/21/2007,1.6562,100.4582
5/22/2007,1.6561,100.1024
5/23/2007,1.6537,100.0752
5/24/2007,1.6508,100.1309
5/25/2007,1.6499,100.4798
5/28/2007,1.6525,100.4566
5/29/2007,1.6504,100.9884
5/30/2007,1.6467,100.8749
5/31/2007,1.6477,100.8675
6/1/2007,1.6514,100.953
6/4/2007,1.6504,100.6299
6/5/2007,1.6483,100.7472
6/6/2007,1.6452,100.6332
6/7/2007,1.6477,100.7516
6/8/2007,1.6475,100.9781
6/11/2007,1.6534,100.6741
6/12/2007,1.6556,100.6265
6/13/2007,1.6532,100.9478
6/14/2007,1.6549,100.7947
6/15/2007,1.6576,100.5598
6/18/2007,1.662,100.3637
6/19/2007,1.6627,100.4682
6/20/2007,1.6605,100.0488
6/21/2007,1.6613,100.2251
6/22/2007,1.6576,100.0997
6/25/2007,1.6538,100.1244
6/26/2007,1.6547,99.6944
6/27/2007,1.652,99.6752
6/28/2007,1.6544,99.5679
6/29/2007,1.6553,99.6127
7/2/2007,1.649,99.1705
7/3/2007,1.655,99.3285
7/4/2007,1.6558,99.3992
7/5/2007,1.6553,99.4096
7/6/2007,1.6589,99.9653
7/9/2007,1.6582,99.7916
7/10/2007,1.6553,99.9337
7/11/2007,1.6535,99.7213
7/12/2007,1.6574,99.6555
7/13/2007,1.6579,99.8128
7/16/2007,1.6556,99.7923
7/17/2007,1.6554,99.4985
7/18/2007,1.6572,99.657
7/19/2007,1.6585,99.6804
7/20/2007,1.662,99.7551
7/23/2007,1.6633,99.9139
7/24/2007,1.6645,100.1632
7/25/2007,1.666,100.4557
7/26/2007,1.6607,101.1194
7/27/2007,1.6525,100.9323
7/30/2007,1.6437,101.6501
7/31/2007,1.6519,101.9733
8/1/2007,1.6436,101.8794
8/2/2007,1.6492,102.0352
8/3/2007,1.6501,101.9564
8/6/2007,1.6385,102.3017
8/7/2007,1.6447,102.4648
8/8/2007,1.6468,102.573
8/9/2007,1.6401,102.8119
8/10/2007,1.6314,103.03
8/13/2007,1.6394,103.1382
8/14/2007,1.6421,102.8621
8/15/2007,1.6383,103.2059
8/16/2007,1.6302,102.1149
8/17/2007,1.6245,101.8278
8/20/2007,1.6284,101.6481
8/21/2007,1.6248,101.2758
8/22/2007,1.6306,101.9931
8/23/2007,1.6387,102.1584
8/24/2007,1.6362,101.5486
8/27/2007,1.6436,101.452
8/28/2007,1.6366,101.5317
8/29/2007,1.637,100.844
8/30/2007,1.6402,100.982
8/31/2007,1.6451,100.7122
9/3/2007,1.6479,100.5388
9/4/2007,1.6466,100.6795
9/5/2007,1.6462,100.7855
9/6/2007,1.6427,100.7395
9/7/2007,1.6437,100.6834
9/10/2007,1.6377,100.7127
9/11/2007,1.6401,100.6508
9/12/2007,1.6422,100.5692
9/13/2007,1.6415,101.3449
9/14/2007,1.6463,101.6893
9/17/2007,1.6458,101.7576
9/18/2007,1.6479,102.4322
9/19/2007,1.6493,102.4735
9/20/2007,1.6461,102.5616
9/21/2007,1.6517,102.3188
9/24/2007,1.654,102.7022
9/25/2007,1.6488,103.1324
9/26/2007,1.6527,103.2734
9/27/2007,1.6577,103.7425
9/28/2007,1.6601,103.9616
10/1/2007,1.6603,104.251
10/2/2007,1.6646,104.0286
10/3/2007,1.6633,104.0426
10/4/2007,1.6626,104.6311
10/5/2007,1.6623,104.6909
10/8/2007,1.6679,105.5413
10/9/2007,1.6669,105.0433
10/10/2007,1.672,104.0846
10/11/2007,1.6733,104.4169
10/12/2007,1.6803,104.0259
10/15/2007,1.6792,104.2128
10/16/2007,1.6753,104.8934
10/17/2007,1.6767,104.8162
10/18/2007,1.6697,104.0842
10/19/2007,1.6714,103.6699
10/22/2007,1.665,104.2861
10/23/2007,1.6707,104.7306
10/24/2007,1.6706,104.4221
10/25/2007,1.6701,104.5177
10/26/2007,1.6732,104.2694
10/29/2007,1.6776,104.0862
10/30/2007,1.6751,103.9495
10/31/2007,1.6762,104.6408
11/1/2007,1.6735,103.8961
11/2/2007,1.673,104.1531
11/5/2007,1.6687,104.0582
11/6/2007,1.6658,103.5965
11/7/2007,1.6589,104.4561
11/8/2007,1.6601,104.1964
