Date,SGD,NEER
5/7/2007,2.0613,100.7345
5/8/2007,2.0545,100.747
5/9/2007,2.0524,100.756
5/10/2007,2.0521,101.0871
5/11/2007,2.0482,100.681
5/14/2007,2.0539,100.8037
5/15/2007,2.0553,100.5898
5/16/2007,2.0623,100.4661
5/17/2007,2.0605,100.4814
5/18/2007,2.0538,100.6324
5/21/2007,2.0515,100.5862
5/22/2007,2.0632,100.2782
5/23/2007,2.0628,100.3889
5/24/2007,2.0538,100.1943
5/25/2007,2.0546,100.3125
5/28/2007,2.0547,99.8507
5/29/2007,2.0634,99.8792
5/30/2007,2.054,100.1161
5/31/2007,2.0584,100.591
6/1/2007,2.0548,100.523
6/4/2007,2.0618,100.3709
6/5/2007,2.0684,100.4225
6/6/2007,2.0696,100.735
6/7/2007,2.0669,100.7067
6/8/2007,2.0599,100.5056
6/11/2007,2.0615,100.7885
6/12/2007,2.0532,100.6308
6/13/2007,2.051,100.9685
6/14/2007,2.0524,101.2019
6/15/2007,2.0539,101.5336
6/18/2007,2.0605,101.8951
6/19/2007,2.0609,101.82
6/20/2007,2.0613,101.9738
6/21/2007,2.0587,102.1487
6/22/2007,2.0663,102.4706
6/25/2007,2.07,102.88
6/26/2007,2.0697,102.8754
6/27/2007,2.0671,103.2492
6/28/2007,2.0649,103.3577
6/29/2007,2.0664,103.323
7/2/2007,2.0724,103.3457
7/3/2007,2.0722,103.0458
7/4/2007,2.0709,103.2942
7/5/2007,2.0718,103.1663
7/6/2007,2.0697,102.8826
7/9/2007,2.0692,102.6878
7/10/2007,2.074,102.663
7/11/2007,2.0839,102.8588
7/12/2007,2.0897,103.0705
7/13/2007,2.0877,102.9835
7/16/2007,2.0894,103.1471
7/17/2007,2.0895,103.1531
7/18/2007,2.0931,103.1747
7/19/2007,2.0905,103.179
7/20/2007,2.0856,103.1378
7/23/2007,2.0844,102.8678
7/24/2007,2.0823,102.9993
7/25/2007,2.074,102.9628
7/26/2007,2.079,103.0027
7/27/2007,2.0658,102.5627
7/30/2007,2.069,102.2348
7/31/2007,2.0712,102.3722
8/1/2007,2.0759,102.4573
8/2/2007,2.0748,102.1648
8/3/2007,2.0783,102.1552
8/6/2007,2.0924,102.4704
8/7/2007,2.0889,102.2336
8/8/2007,2.0843,101.7101
8/9/2007,2.0802,101.8544
8/10/2007,2.0799,102.3587
8/13/2007,2.0752,102.3458
8/14/2007,2.0673,101.9758
8/15/2007,2.0653,102.5409
8/16/2007,2.0679,102.1321
8/17/2007,2.066,102.4395
8/20/2007,2.0587,102.3002
8/21/2007,2.0615,102.2611
8/22/2007,2.0611,102.59
8/23/2007,2.0651,102.848
8/24/2007,2.0748,103.0975
8/27/2007,2.0764,103.1333
8/28/2007,2.0796,102.9885
8/29/2007,2.0774,103.0093
8/30/2007,2.0761,103.0788
8/31/2007,2.0848,103.2489
9/3/2007,2.076,102.6164
9/4/2007,2.0762,102.6591
9/5/2007,2.0752,102.5691
9/6/2007,2.0862,102.6128
9/7/2007,2.0867,102.9656
9/10/2007,2.1024,103.0104
9/11/2007,2.1049,103.0036
9/12/2007,2.106,102.7598
9/13/2007,2.0987,103.1548
9/14/2007,2.0964,103.0597
9/17/2007,2.1025,102.9138
9/18/2007,2.1026,103.029
9/19/2007,2.1067,102.9654
9/20/2007,2.1097,103.2409
9/21/2007,2.1167,103.2139
9/24/2007,2.1162,103.3336
9/25/2007,2.1173,102.8965
9/26/2007,2.1153,102.7199
9/27/2007,2.115,102.7114
9/28/2007,2.1066,102.699
10/1/2007,2.1056,102.631
10/2/2007,2.0995,102.7481
10/3/2007,2.1008,102.2514
10/4/2007,2.0895,102.2932
10/5/2007,2.0847,102.4155
10/8/2007,2.0731,102.9615
10/9/2007,2.0687,103.3825
10/10/2007,2.0725,103.3135
10/11/2007,2.0764,103.3165
10/12/2007,2.075,103.2908
10/15/2007,2.0813,103.1806
10/16/2007,2.0767,103.3688
10/17/2007,2.0779,103.5536
10/18/2007,2.0864,103.7095
10/19/2007,2.0896,103.7888
10/22/2007,2.0778,103.7438
10/23/2007,2.0886,103.9158
10/24/2007,2.0801,103.8154
10/25/2007,2.0832,103.9867
10/26/2007,2.0927,103.994
10/29/2007,2.0887,103.9052
10/30/2007,2.0898,103.9958
10/31/2007,2.0931,104.169
11/1/2007,2.0899,103.8153
11/2/2007,2.0975,104.0197
11/5/2007,2.1013,104.0772
11/6/2007,2.1058,104.0184
11/7/2007,2.118,104.1942
11/8/2007,2.1117,104.1392
11/9/2007,2.1171,104.1076
11/12/2007,2.1113,103.9022
11/13/2007,2.1159,103.6085
11/14/2007,2.1254,103.5586
11/15/2007,2.1255,103.9151
11/16/2007,2.1274,103.9498
11/19/2007,2.1209,104.0108
11/20/2007,2.1402,103.8327
11/21/2007,2.1516,103.7032
11/22/2007,2.1515,103.8077
11/23/2007,2.1354,103.8462
11/26/2007,2.1394,103.7733
11/27/2007,2.1478,103.7025
11/28/2007,2.1293,103.1141
11/29/2007,2.1362,103.6357
11/30/2007,2.1336,103.7157
12/3/2007,2.1262,103.43
12/4/2007,2.1336,103.4856
12/5/2007,2.1265,103.4184
12/6/2007,2.1062,103.1726
12/7/2007,2.1114,103.3581
12/10/2007,2.1188,103.2587
12/11/2007,2.1161,103.6344
12/12/2007,2.1151,103.7995
12/13/2007,2.1154,103.5875
12/14/2007,2.0982,103.3441
12/17/2007,2.1011,103.5509
12/18/2007,2.1035,103.6671
12/19/2007,2.1008,103.691
12/20/2007,2.0969,104.7778
12/21/2007,2.0935,104.8741
12/24/2007,2.0941,104.7944
12/27/2007,2.1063,105.1294
12/28/2007,2.1246,105.2722
12/31/2007,2.1163,105.6657
1/2/2008,2.1135,105.7851
1/3/2008,2.1144,105.6127
1/4/2008,2.1102,105.7184
1/7/2008,2.1116,105.7263
1/8/2008,2.1047,105.6305
1/9/2008,2.1016,105.4434
1/10/2008,2.0994,105.5886
1/11/2008,2.1191,105.7144
1/14/2008,2.1295,105.9181
1/15/2008,2.1262,105.9932
1/16/2008,2.1142,106.1506
1/17/2008,2.108,106.1689
1/18/2008,2.105,106.0552
1/21/2008,2.092,105.3243
1/22/2008,2.0943,105.5414
1/23/2008,2.0965,105.5669
1/24/2008,2.0969,105.5013
1/25/2008,2.0935,105.0789
1/28/2008,2.0973,104.8697
1/29/2008,2.0979,105.4936
1/30/2008,2.1019,105.4491
1/31/2008,2.1078,105.4655
2/1/2008,2.1066,105.7245
2/4/2008,2.0974,105.6634
2/5/2008,2.0803,105.584
2/6/2008,2.0696,105.3956
2/7/2008,2.065,105.333
2/8/2008,2.0581,105.4834
2/11/2008,2.0619,105.4143
2/12/2008,2.0594,105.6523
2/13/2008,2.0659,105.5949
2/14/2008,2.0722,105.6859
2/15/2008,2.0734,105.7216
2/18/2008,2.0668,105.6399
2/19/2008,2.0829,105.6124
2/20/2008,2.0709,105.5462
2/21/2008,2.078,105.5853
2/22/2008,2.0874,105.3599
2/25/2008,2.0836,105.065
2/26/2008,2.0905,105.271
2/27/2008,2.1013,105.3567
2/28/2008,2.1103,105.6979
2/29/2008,2.1162,105.681
3/3/2008,2.1185,105.5108
3/4/2008,2.1116,105.5867
3/5/2008,2.1129,105.6333
3/6/2008,2.1226,105.5127
3/7/2008,2.1343,105.4711
3/10/2008,2.1303,105.4359
3/11/2008,2.1351,105.427
3/12/2008,2.1424,105.4701
3/13/2008,2.1494,105.4947
3/14/2008,2.1536,105.3549
3/17/2008,2.18,105.4294
3/18/2008,2.1708,105.6365
3/19/2008,2.1646,105.7121
3/20/2008,2.1427,105.422
3/25/2008,2.1527,105.3016
3/26/2008,2.167,105.262
3/27/2008,2.179,105.1783
3/28/2008,2.179,105.4688
3/31/2008,2.1819,105.592
4/1/2008,2.1602,105.3844
4/2/2008,2.1567,105.5509
4/3/2008,2.1532,105.5092
4/4/2008,2.1757,105.7138
4/7/2008,2.1682,105.4354
4/8/2008,2.1664,105.1441
4/9/2008,2.1696,105.372
4/10/2008,2.1537,105.2693
4/11/2008,2.151,105.268
4/14/2008,2.1547,105.2098
4/15/2008,2.1471,105.0659
4/16/2008,2.1551,105.2054
4/17/2008,2.1453,105.1461
4/18/2008,2.139,105.0566
4/21/2008,2.1524,104.844
4/22/2008,2.1529,104.7693
4/23/2008,2.1518,104.5114
4/24/2008,2.1393,104.1397
4/25/2008,2.1295,103.9163
4/28/2008,2.1293,103.9637
4/29/2008,2.119,104.3229
4/30/2008,2.1149,104.2057
5/2/2008,2.1058,104.145
5/5/2008,2.1041,104.2929
5/6/2008,2.1095,103.9431
5/7/2008,2.1063,104.182
5/8/2008,2.1137,103.9659
5/9/2008,2.1151,104.304
5/12/2008,2.1146,104.1028
5/13/2008,2.1204,103.9291
5/14/2008,2.1317,104.0214
5/15/2008,2.1386,104.0545
5/16/2008,2.1244,104.2364
5/19/2008,2.1304,103.9464
5/20/2008,2.1368,103.8094
5/21/2008,2.1389,103.6627
5/22/2008,2.1391,104.0528
5/23/2008,2.1402,103.5888
5/26/2008,2.146,104.3916
5/27/2008,2.1479,104.2802
5/28/2008,2.1358,103.8992
5/29/2008,2.1267,103.5633
5/30/2008,2.1183,104.0047
6/2/2008,2.1173,103.5525
6/3/2008,2.1202,103.9605
6/4/2008,2.1081,103.5658
6/5/2008,2.1103,103.6571
6/6/2008,2.1295,103.8323
6/9/2008,2.1494,104.2031
6/10/2008,2.1252,104.276
6/11/2008,2.1297,103.8609
6/12/2008,2.128,103.8127
6/13/2008,2.118,103.8608
6/16/2008,2.1275,104.1051
6/17/2008,2.1192,104.4928
6/18/2008,2.1215,104.6127
6/19/2008,2.1211,104.4689
6/20/2008,2.1319,104.014
6/23/2008,2.1249,103.7015
6/24/2008,2.1305,103.6941
6/25/2008,2.1345,103.7458
6/26/2008,2.1474,103.3361
6/27/2008,2.1449,102.4034
6/30/2008,2.1446,102.6527
7/1/2008,2.1466,103.0437
7/2/2008,2.1531,102.8787
7/3/2008,2.1598,102.9962
7/4/2008,2.1356,102.9672
7/7/2008,2.1351,103.1746
7/8/2008,2.1395,103.6537
7/9/2008,2.1413,103.2676
7/10/2008,2.1392,102.9133
7/11/2008,2.1509,102.7602
7/14/2008,2.1485,102.7704
7/15/2008,2.1518,103.3793
7/16/2008,2.1435,103.3691
7/17/2008,2.1414,104.0561
7/18/2008,2.1432,103.6789
7/21/2008,2.1441,104.0789
7/22/2008,2.154,104.2531
7/23/2008,2.1471,103.4739
7/24/2008,2.1349,103.7547
7/25/2008,2.1407,102.9158
7/28/2008,2.1453,103.4754
7/29/2008,2.1422,102.9552
7/30/2008,2.1344,102.9815
7/31/2008,2.1354,102.8048
8/1/2008,2.1325,102.2471
8/4/2008,2.137,102.052
8/5/2008,2.1339,102.0205
8/6/2008,2.1358,101.989
8/7/2008,2.144,102.3917
8/8/2008,2.1143,102.0667
8/11/2008,2.1126,102.5765
8/12/2008,2.1029,102.666
8/13/2008,2.0931,102.3597
8/14/2008,2.0984,102.4368
8/15/2008,2.0845,102.7903
8/18/2008,2.0786,101.799
8/19/2008,2.0818,101.573
8/20/2008,2.0829,101.6725
8/21/2008,2.0905,102.0124
8/22/2008,2.0882,101.9917
8/25/2008,2.0923,102.5957
8/26/2008,2.0794,102.7032
8/27/2008,2.0914,102.548
8/28/2008,2.0917,102.2296
8/29/2008,2.0846,101.9473
9/1/2008,2.0808,102.8199
9/2/2008,2.0801,102.2359
9/3/2008,2.077,102.1006
9/4/2008,2.0692,103.0509
9/5/2008,2.0473,102.5971
9/8/2008,2.0285,103.2509
9/9/2008,2.0235,103.9772
9/10/2008,2.0226,103.7728
9/11/2008,2.0142,103.4341
9/12/2008,2.0209,103.9274
9/15/2008,2.0342,104.1242
9/16/2008,2.041,102.8055
9/17/2008,2.042,102.9019
9/18/2008,2.0718,102.8595
9/19/2008,2.0433,102.6234
9/22/2008,2.0674,101.6691
9/23/2008,2.081,101.6999
9/24/2008,2.088,101.9108
9/25/2008,2.0895,101.9443
9/26/2008,2.0856,101.7705
9/29/2008,2.0558,101.8816
9/30/2008,2.0439,102.1672
10/1/2008,2.0196,101.9786
10/2/2008,2.0057,101.677
10/3/2008,2.0063,102.0134
10/6/2008,1.9941,102.2076
10/7/2008,1.9948,102.0255
10/8/2008,2.0123,102.1899
10/9/2008,2.0113,101.4469
10/10/2008,2.0116,101.4018
10/13/2008,2.0043,101.4185
10/14/2008,2.0072,101.8017
10/15/2008,2.0022,101.5338
10/16/2008,1.9993,101.4176
10/17/2008,1.9848,101.6026
10/20/2008,1.9853,101.784
10/21/2008,1.9527,102.2718
10/22/2008,1.9241,102.4469
10/23/2008,1.9268,102.337
10/24/2008,1.9011,101.6429
10/27/2008,1.8834,101.8661
10/28/2008,1.8864,102.1879
10/29/2008,1.9124,101.9704
10/30/2008,1.9141,101.9409
10/31/2008,1.8928,101.9813
11/3/2008,1.8891,102.0005
11/4/2008,1.8885,101.8511
11/5/2008,1.9037,102.0388
11/6/2008,1.8953,102.3411
11/7/2008,1.9088,102.538
11/10/2008,1.9166,102.1501
11/11/2008,1.9099,101.8846
11/12/2008,1.889,101.7153
11/13/2008,1.8941,101.9692
11/14/2008,1.9243,102.2724
11/17/2008,1.9281,101.9039
11/18/2008,1.9312,101.8884
11/19/2008,1.9299,102.1485
11/20/2008,1.9176,102.4758
11/21/2008,1.9277,102.2863
11/24/2008,1.9383,102.5918
11/25/2008,1.9448,101.5193
11/26/2008,1.9556,101.5632
11/27/2008,1.9501,101.7536
11/28/2008,1.923,101.8956
12/1/2008,1.9292,101.163
12/2/2008,1.9425,101.0273
12/3/2008,1.9315,101.3166
12/4/2008,1.9269,101.4781
12/5/2008,1.9309,101.5128
12/8/2008,1.94,101.8967
12/9/2008,1.9321,101.3967
12/10/2008,1.9393,101.8315
12/11/2008,1.9704,101.486
12/12/2008,1.9876,101.4172
12/15/2008,1.992,102.1124
12/16/2008,2.0196,102.0332
12/17/2008,2.0491,101.7938
12/18/2008,2.088,101.7074
12/19/2008,2.0329,101.7005
12/22/2008,2.0257,101.5768
12/23/2008,2.018,102.4365
12/24/2008,2.0201,102.2997
12/29/2008,2.0532,102.6653
12/30/2008,2.0325,102.6973
12/31/2008,2.004,102.4139
1/2/2009,2.0265,102.6072
1/5/2009,1.9987,102.5695
1/6/2009,1.9719,102.753
1/7/2009,1.999,103.01
1/8/2009,2.0181,102.6367
1/9/2009,2.0252,102.5674
1/12/2009,1.9898,103.017
1/13/2009,1.9754,103.2803
1/14/2009,1.9664,103.0947
1/15/2009,1.9598,103.4641
1/16/2009,1.972,103.3502
1/19/2009,1.9693,103.8076
1/20/2009,1.9519,103.6439
1/21/2009,1.9418,103.3826
1/22/2009,1.9428,103.4398
1/23/2009,1.9282,102.8926
1/26/2009,1.9472,102.9539
1/27/2009,1.98,102.7396
1/28/2009,1.9869,102.9288
1/29/2009,1.9726,102.9079
1/30/2009,1.9346,102.8741
2/2/2009,1.9344,102.7529
2/3/2009,1.9456,103.249
2/4/2009,1.9351,103.1706
2/5/2009,1.9325,102.9589
2/6/2009,1.9233,103.0532
2/9/2009,1.9436,103.2288
2/10/2009,1.9414,103.2646
2/11/2009,1.9517,103.0989
2/12/2009,1.9384,103.1121
2/13/2009,1.9334,103.1101
2/16/2009,1.9369,103.1468
2/17/2009,1.9275,103.007
2/18/2009,1.9263,103.1039
2/19/2009,1.9389,102.9074
2/20/2009,1.9359,103.1557
2/23/2009,1.9537,103.191
2/24/2009,1.9508,103.108
2/25/2009,1.9534,103.111
2/26/2009,1.9633,102.8618
2/27/2009,1.9559,102.7654
3/2/2009,1.9587,102.7195
3/3/2009,1.955,102.9268
3/4/2009,1.9443,102.8196
3/5/2009,1.9531,102.764
3/6/2009,1.9562,102.7581
3/9/2009,1.9504,102.8696
3/10/2009,1.9615,102.6568
3/11/2009,1.96,102.7009
3/12/2009,1.9553,103.1079
3/13/2009,1.9899,103.3271
3/16/2009,1.9972,103.1115
3/17/2009,1.9839,102.8735
3/18/2009,2.0004,102.6905
3/19/2009,2.0589,102.5695
3/20/2009,2.0535,102.351
3/23/2009,2.0493,102.1407
3/24/2009,2.0427,102.0121
3/25/2009,2.0376,101.8723
3/26/2009,2.0349,102.3015
3/27/2009,2.016,102.3775
3/30/2009,2.0055,102.4321
3/31/2009,2.0234,102.5097
4/1/2009,2.0161,102.8866
4/2/2009,2.0143,102.8579
4/3/2009,2.0203,102.6219
4/6/2009,2.0316,102.8126
4/7/2009,2.0064,102.9335
4/8/2009,2.0064,102.8345
4/9/2009,2.0111,102.729
4/14/2009,1.9904,102.903
4/15/2009,1.981,102.8658
4/16/2009,1.9757,102.8851
4/17/2009,1.9603,102.8691
4/20/2009,1.9562,102.7054
4/21/2009,1.9493,102.8158
4/22/2009,1.9509,102.7797
4/23/2009,1.9594,102.7721
4/24/2009,1.9693,103.0076
4/27/2009,1.9637,102.7805
4/28/2009,1.9504,102.6534
4/29/2009,1.9708,102.7138
4/30/2009,1.962,102.4179
5/4/2009,1.9619,102.3956
5/5/2009,1.9713,102.4516
5/6/2009,1.9651,102.1886
5/7/2009,1.9591,102.1891
5/8/2009,1.9676,102.5268
5/11/2009,1.9835,102.53
5/12/2009,1.9923,102.4206
5/13/2009,1.9943,102.4554
5/14/2009,1.9891,102.3812
5/15/2009,1.9852,102.4642
5/18/2009,1.9803,102.3431
5/19/2009,1.9914,102.2616
5/20/2009,1.9994,102.3314
5/21/2009,2.0085,102.3813
5/22/2009,2.0157,102.5246
5/25/2009,2.0251,102.7224
5/26/2009,2.0205,102.7667
5/27/2009,2.0188,102.784
5/28/2009,2.0146,102.6114
5/29/2009,2.035,102.5796
6/1/2009,2.0455,102.4913
6/2/2009,2.048,102.5602
6/3/2009,2.0462,103.0017
6/4/2009,2.04,102.7652
6/5/2009,2.053,102.9356
6/8/2009,2.023,103.0033
6/9/2009,2.0357,103.0251
6/10/2009,2.0431,102.8464
6/11/2009,2.0296,102.862
6/12/2009,2.0338,102.6309
6/15/2009,2.019,102.4482
6/16/2009,2.0233,102.6161
6/17/2009,2.0196,102.8342
6/18/2009,2.0292,102.9574
6/19/2009,2.0274,102.6921
6/22/2009,2.0214,102.9337
6/23/2009,2.037,103.2192
6/24/2009,2.0401,103.3497
6/25/2009,2.0336,103.7912
6/26/2009,2.0493,103.7765
6/29/2009,2.0444,103.6146
6/30/2009,2.0441,103.4449
7/1/2009,2.0393,103.6025
7/2/2009,2.0377,103.6396
7/3/2009,2.0352,103.5952
7/6/2009,2.0265,103.791
7/7/2009,2.042,103.6941
7/8/2009,2.0323,103.5297
7/9/2009,2.0408,103.5052
7/10/2009,2.0331,103.7825
7/13/2009,2.0483,103.7686
7/14/2009,2.0404,103.8042
7/15/2009,2.046,103.6608
7/16/2009,2.0501,103.8528
7/17/2009,2.0438,103.6634
7/20/2009,2.0489,103.5521
7/21/2009,2.0491,103.63
7/22/2009,2.048,103.8167
7/23/2009,2.0504,103.6546
7/24/2009,2.0487,103.7913
7/27/2009,2.0545,103.8117
7/28/2009,2.0497,103.6595
7/29/2009,2.0353,103.6442
7/30/2009,2.0296,103.7663
7/31/2009,2.0377,103.91
8/3/2009,2.0513,103.7423
8/4/2009,2.0622,103.7306
8/5/2009,2.0653,103.8125
8/6/2009,2.0632,103.5622
8/7/2009,2.0628,103.7266
8/10/2009,2.0468,103.7876
8/11/2009,2.0489,103.6796
8/12/2009,2.0509,103.6224
8/13/2009,2.0599,103.4725
8/14/2009,2.0628,103.4693
8/17/2009,2.0434,103.4256
8/18/2009,2.045,103.5409
8/19/2009,2.0494,103.5413
8/20/2009,2.0617,103.7942
8/21/2009,2.062,103.7431
8/24/2009,2.0633,103.7809
8/25/2009,2.0655,103.5412
8/26/2009,2.0597,103.6812
8/27/2009,2.0598,103.7961
8/28/2009,2.0672,103.9294
8/31/2009,2.0602,103.7609
9/1/2009,2.0644,103.9972
9/2/2009,2.0526,103.9348
9/3/2009,2.062,103.9879
9/4/2009,2.0517,104.0875
9/7/2009,2.0536,104.0573
9/8/2009,2.0644,104.1744
9/9/2009,2.0698,103.8507
9/10/2009,2.0747,103.987
9/11/2009,2.0752,103.8103
9/14/2009,2.0751,104.0458
9/15/2009,2.0796,104.1179
9/16/2009,2.0719,104.0927
9/17/2009,2.0832,104.3907
9/18/2009,2.0803,104.2956
9/21/2009,2.0788,104.4464
9/22/2009,2.0863,104.5355
9/23/2009,2.0879,104.4592
9/24/2009,2.0849,104.5138
9/25/2009,2.0787,104.3183
9/28/2009,2.0791,104.3481
9/29/2009,2.0641,104.5097
9/30/2009,2.0654,104.3418
10/1/2009,2.0542,104.371
10/2/2009,2.0583,104.4348
10/5/2009,2.0625,104.2924
10/6/2009,2.0643,104.2725
10/7/2009,2.0582,103.9489
10/8/2009,2.0533,104.2135
10/9/2009,2.0534,104.0315
10/12/2009,2.0633,103.9715
10/13/2009,2.0753,104.3185
10/14/2009,2.0725,104.3326
10/15/2009,2.0698,103.9225
10/16/2009,2.0762,104.0566
10/19/2009,2.0769,103.8979
10/20/2009,2.0814,103.7631
10/21/2009,2.0833,103.5275
10/22/2009,2.0947,103.545
10/23/2009,2.0928,103.6944
10/26/2009,2.0928,103.6627
10/27/2009,2.0787,104.069
10/28/2009,2.0714,104.2018
10/29/2009,2.0676,104.3568
10/30/2009,2.0695,104.5342
11/2/2009,2.0669,104.7036
11/3/2009,2.0545,104.759
11/4/2009,2.0618,104.6501
11/5/2009,2.074,104.6546
11/6/2009,2.0698,104.6456
11/9/2009,2.0774,104.5691
11/10/2009,2.0788,104.6103
11/11/2009,2.0849,104.6931
11/12/2009,2.0716,104.8067
11/13/2009,2.0615,104.8847
11/16/2009,2.0733,104.8482
11/17/2009,2.0632,104.8999
11/18/2009,2.0692,105.1015
11/19/2009,2.0664,105.0381
11/20/2009,2.0596,105.0487
11/23/2009,2.0722,105.175
11/24/2009,2.0738,105.173
11/25/2009,2.082,105.2413
11/26/2009,2.0827,105.1679
11/27/2009,2.0705,105.1543
11/30/2009,2.0789,105.1668
12/1/2009,2.0822,105.3051
12/2/2009,2.083,105.4478
12/3/2009,2.0848,104.8898
12/4/2009,2.0808,105.0727
12/7/2009,2.0588,105.432
12/8/2009,2.057,105.4948
12/9/2009,2.0526,105.6355
12/10/2009,2.0473,105.7396
12/11/2009,2.0495,105.6064
12/14/2009,2.0393,105.7302
12/15/2009,2.0283,105.8377
12/16/2009,2.0322,106.0072
12/17/2009,2.0126,106.1545
12/18/2009,2.0102,106.1328
12/21/2009,2.0155,106.3062
12/22/2009,2.0076,105.959
12/23/2009,2.0142,105.8435
12/24/2009,2.0223,107.0249
12/28/2009,2.0256,107.1806
12/29/2009,2.0245,107.3104
12/30/2009,2.014,106.817
12/31/2009,2.0194,107.2518
1/4/2010,2.0126,107.5669
1/5/2010,2.0142,107.6495
1/6/2010,2.0029,107.9784
1/7/2010,1.9993,108.2142
1/8/2010,1.9967,108.1546
1/11/2010,2.0163,108.0576
1/12/2010,2.0133,108.3905
1/13/2010,2.0209,108.3242
1/14/2010,2.0098,108.24
1/15/2010,1.9984,108.2609
1/18/2010,1.9965,108.0504
1/19/2010,1.9871,107.8615
1/20/2010,1.9763,107.6702
1/21/2010,1.9725,108.2633
1/22/2010,1.9839,108.1543
1/25/2010,1.981,108.7704
1/26/2010,1.978,108.7631
1/27/2010,1.9761,108.8185
1/28/2010,1.9623,108.8149
1/29/2010,1.9609,108.9225
2/1/2010,1.965,108.5314
2/2/2010,1.9641,107.6122
2/3/2010,1.9703,107.3951
2/4/2010,1.9597,107.7306
2/5/2010,1.9475,107.415
2/8/2010,1.945,108.0764
2/9/2010,1.9511,108.1784
2/10/2010,1.9483,108.3492
2/11/2010,1.9377,108.4761
2/12/2010,1.9198,107.6822
2/15/2010,1.9203,108.0792
2/16/2010,1.9205,108.3073
2/17/2010,1.9264,108.3979
2/18/2010,1.9102,108.2311
2/19/2010,1.9125,108.2309
2/22/2010,1.9188,108.3912
2/23/2010,1.9125,108.3874
2/24/2010,1.9099,108.9408
2/25/2010,1.9029,108.9542
2/26/2010,1.909,108.9056
3/1/2010,1.9026,108.7023
3/2/2010,1.9015,108.8346
3/3/2010,1.9104,108.9121
3/4/2010,1.9109,109.5045
3/5/2010,1.9004,109.3177
3/8/2010,1.911,108.5763
3/9/2010,1.899,108.2434
3/10/2010,1.9036,108.4385
3/11/2010,1.9095,108.5352
3/12/2010,1.9178,107.9118
3/15/2010,1.9146,107.842
3/16/2010,1.9155,107.7698
3/17/2010,1.9165,107.5317
3/18/2010,1.904,107.5611
3/19/2010,1.8906,107.7917
3/22/2010,1.8923,107.5909
3/23/2010,1.8948,108.0807
3/24/2010,1.8739,108.1468
3/25/2010,1.8765,108.2022
3/26/2010,1.8756,108.3121
3/29/2010,1.8845,108.4179
3/30/2010,1.8863,108.2516
3/31/2010,1.8862,107.5101
4/1/2010,1.8826,107.734
4/6/2010,1.8721,107.9747
4/7/2010,1.8619,108.1398
4/8/2010,1.8561,108.0767
4/9/2010,1.8627,108.1626
4/12/2010,1.8898,108.3762
4/13/2010,1.8916,108.5817
4/14/2010,1.8734,108.3722
4/15/2010,1.8612,108.3359
4/16/2010,1.8568,108.3508
4/19/2010,1.8554,108.667
4/20/2010,1.8551,108.4968
4/21/2010,1.8366,108.315
4/22/2010,1.8311,108.4759
4/23/2010,1.826,108.4717
4/26/2010,1.822,108.5696
4/27/2010,1.8205,108.3943
4/28/2010,1.8198,108.169
4/29/2010,1.8145,108.6267
4/30/2010,1.8217,108.7415
5/3/2010,1.8166,108.6238
5/4/2010,1.8012,108.9164
5/5/2010,1.7904,109.375
5/6/2010,1.7715,109.2468
5/7/2010,1.7777,108.9774
5/10/2010,1.7885,109.247
5/11/2010,1.7607,108.7716
5/12/2010,1.7505,109.0043
5/13/2010,1.7379,109.0971
5/14/2010,1.7273,109.135
5/17/2010,1.7162,109.3915
5/18/2010,1.7227,109.3435
5/19/2010,1.7137,109.3791
5/20/2010,1.7389,109.5341
5/21/2010,1.76,109.5842
5/24/2010,1.7408,109.3633
5/25/2010,1.7345,109.404
5/26/2010,1.7309,109.6796
5/27/2010,1.7219,109.7585
5/28/2010,1.7312,109.8348
5/31/2010,1.7225,109.7475
6/1/2010,1.7193,109.4878
6/2/2010,1.723,109.5957
6/3/2010,1.7223,109.5398
6/4/2010,1.6995,109.6286
6/7/2010,1.6945,109.7159
6/8/2010,1.6912,109.6572
6/9/2010,1.6967,109.4697
6/10/2010,1.6992,109.2979
6/11/2010,1.6999,109.4498
6/14/2010,1.7095,109.3994
6/15/2010,1.711,109.4737
6/16/2010,1.7141,109.3983
6/17/2010,1.7205,109.3708
6/18/2010,1.717,109.3352
6/21/2010,1.7044,109.2456
6/22/2010,1.6945,109.3064
6/23/2010,1.7064,109.1528
6/24/2010,1.7086,109.0698
6/25/2010,1.7113,108.9084
6/28/2010,1.7119,109.0823
6/29/2010,1.7075,109.2403
6/30/2010,1.716,109.2742
7/1/2010,1.7225,109.374
7/2/2010,1.7484,109.2946
7/5/2010,1.7464,109.2343
7/6/2010,1.7478,109.005
7/7/2010,1.748,109.0553
7/8/2010,1.7491,109.4548
7/9/2010,1.7449,109.4165
7/12/2010,1.738,109.8543
7/13/2010,1.7357,109.7016
7/14/2010,1.7478,109.83
7/15/2010,1.7625,109.8783
7/16/2010,1.7893,109.8714
7/19/2010,1.7861,110.1227
7/20/2010,1.768,110.1747
7/21/2010,1.7607,110.2265
7/22/2010,1.7648,109.9673
7/23/2010,1.7682,110.1153
7/26/2010,1.766,110.3486
7/27/2010,1.7731,110.3421
7/28/2010,1.774,110.6231
7/29/2010,1.78,110.6696
7/30/2010,1.7733,110.3259
8/2/2010,1.7704,110.0836
8/3/2010,1.7861,110.4047
8/4/2010,1.786,110.29
8/5/2010,1.7829,110.6878
