Date,PHP,NEER
1/4/2013,53.24,79.3652
1/7/2013,53.308,78.6417
1/8/2013,53.401,78.5026
1/9/2013,53.302,79.3151
1/10/2013,53.227,78.9781
1/11/2013,53.95,79.1005
1/14/2013,54.227,79.6999
1/15/2013,54.101,79.4559
1/16/2013,53.989,78.9572
1/17/2013,54.308,79.1141
1/18/2013,54.107,78.8864
1/21/2013,54.23,78.0801
1/22/2013,54.096,77.1821
1/23/2013,54.201,77.3022
1/24/2013,54.205,77.1755
1/25/2013,54.821,77.8246
1/28/2013,55.091,77.6909
1/29/2013,54.836,77.2075
1/30/2013,55.044,77.2633
1/31/2013,55.116,77.0666
2/1/2013,55.502,76.9597
2/4/2013,55,77.0353
2/5/2013,55.022,77.3723
2/6/2013,54.973,77.3403
2/7/2013,55.058,77.2884
2/8/2013,54.431,77.304
2/11/2013,54.535,77.2969
2/12/2013,54.733,77.279
2/13/2013,54.82,76.8856
2/14/2013,54.251,76.086
2/15/2013,54.159,76.4591
2/18/2013,54.183,77.1976
2/19/2013,54.266,77.498
2/20/2013,54.426,78.6083
2/21/2013,53.829,78.6796
2/22/2013,53.717,78.7461
2/25/2013,54.092,78.647
2/26/2013,53.373,78.63
2/27/2013,53.307,78.7142
2/28/2013,53.427,78.7511
3/1/2013,52.867,79.0553
3/4/2013,53.085,79.0382
3/5/2013,53.115,78.715
3/6/2013,53.067,79.129
3/7/2013,53.02,79.3599
3/8/2013,53.221,80.3739
3/11/2013,52.938,80.2757
3/12/2013,52.995,80.6536
3/13/2013,52.627,80.58
3/14/2013,52.574,81.2852
3/15/2013,53.121,79.9905
3/18/2013,52.595,80.2311
3/19/2013,52.675,80.3832
3/20/2013,52.721,80.0715
3/21/2013,52.6,80.1249
3/22/2013,52.877,80.0628
3/25/2013,52.84,79.9796
3/26/2013,52.788,79.9466
3/27/2013,52.233,79.8389
3/28/2013,52.296,80.2046
4/2/2013,52.479,80.1409
4/3/2013,52.485,80.3964
4/4/2013,52.889,81.0926
4/5/2013,53.319,80.238
4/8/2013,53.787,80.3505
4/9/2013,53.688,80.5026
4/10/2013,53.673,80.8151
4/11/2013,53.825,81.0647
4/12/2013,53.903,81.0523
4/15/2013,53.879,81.3724
4/16/2013,54.309,80.7057
4/17/2013,54.217,80.1497
4/18/2013,53.781,80.6634
4/19/2013,53.95,80.6959
4/22/2013,53.888,80.2795
4/23/2013,53.633,80.4164
4/24/2013,53.657,80.9058
4/25/2013,53.916,81.2131
4/26/2013,53.612,81.0933
4/29/2013,53.95,81.1997
4/30/2013,53.797,81.3402
5/2/2013,53.94,81.3045
5/3/2013,53.564,82.2803
5/6/2013,53.551,82.5715
5/7/2013,53.587,82.6843
5/8/2013,53.52,83.247
5/9/2013,53.669,83.515
5/10/2013,53.44,83.8288
5/13/2013,53.387,84.2075
5/14/2013,53.43,84.6477
5/15/2013,53.086,84.9078
5/16/2013,53.231,84.9169
5/17/2013,52.964,84.7859
5/20/2013,52.982,83.6521
5/21/2013,53.134,84.4424
5/22/2013,53.254,84.4755
5/23/2013,53.778,84.744
5/24/2013,53.961,84.97
5/27/2013,53.811,84.5173
5/28/2013,54.176,84.4926
5/29/2013,54.946,84.4767
5/30/2013,54.811,84.1834
5/31/2013,55.031,84.4519
6/3/2013,54.709,84.6174
6/4/2013,54.816,84.9375
6/5/2013,54.872,85.3236
6/6/2013,55.21,85.0364
6/7/2013,56.172,84.814
6/10/2013,56.804,84.8801
6/11/2013,57.209,84.892
6/12/2013,57.14,84.4378
6/13/2013,57.224,84.6748
6/14/2013,56.895,84.9582
6/17/2013,57.233,83.821
6/18/2013,57.79,84.0922
6/19/2013,57.804,83.9861
6/20/2013,57.796,84.6147
6/21/2013,57.707,84.4365
6/24/2013,57.433,84.9871
6/25/2013,56.825,84.8338
6/26/2013,56.631,84.7607
6/27/2013,56.442,85.0576
6/28/2013,56.445,84.497
7/1/2013,56.239,85.211
7/2/2013,56.329,84.7656
7/3/2013,56.338,85.0807
7/4/2013,56.322,85.1165
7/5/2013,55.882,84.4037
7/8/2013,56.129,84.9774
7/9/2013,55.971,84.4212
7/10/2013,55.555,84.3299
7/11/2013,56.469,84.6434
7/12/2013,56.563,84.7372
7/15/2013,56.495,84.5802
7/16/2013,56.69,84.8024
7/17/2013,56.954,84.4418
7/18/2013,56.806,84.5938
7/19/2013,56.922,84.7469
7/22/2013,56.876,84.5479
7/23/2013,56.915,84.0984
7/24/2013,57.262,84.0215
7/25/2013,57.245,83.4124
7/26/2013,57.345,83.4403
7/29/2013,57.468,83.1085
7/30/2013,57.586,83.6263
7/31/2013,57.697,82.1997
8/1/2013,57.74,82.4583
8/2/2013,57.603,82.2122
8/5/2013,57.608,81.7066
8/6/2013,57.804,81.0624
8/7/2013,58.258,80.9571
8/8/2013,58.193,80.1056
8/9/2013,58.179,80.8815
8/12/2013,57.97,80.7385
8/13/2013,58.223,81.4433
8/14/2013,57.975,81.015
8/15/2013,58.205,80.3806
8/16/2013,58.313,79.8939
8/19/2013,58.457,80.1104
8/20/2013,58.775,80.4476
8/21/2013,58.808,80.8852
8/22/2013,58.852,81.2321
8/23/2013,59.013,81.3212
8/26/2013,59.104,80.8444
8/27/2013,59.508,80.5326
8/28/2013,59.659,80.7764
8/29/2013,59.111,80.6535
8/30/2013,58.996,80.2393
9/2/2013,58.572,80.6841
9/3/2013,58.601,80.2122
9/4/2013,58.353,80.1576
9/5/2013,58.697,79.6426
9/6/2013,58.328,79.8171
9/9/2013,58.098,80.1215
9/10/2013,57.924,79.9871
9/11/2013,57.957,80.216
9/12/2013,58.199,79.7987
9/13/2013,58.282,80.0016
9/16/2013,58.09,80.4778
9/17/2013,58.194,79.8051
9/18/2013,57.946,79.9026
9/19/2013,58.179,79.998
9/20/2013,58.339,80.1408
9/23/2013,58.443,80.2144
9/24/2013,58.538,79.7741
9/25/2013,58.61,79.6079
9/26/2013,58.497,79.6725
9/27/2013,58.651,79.4199
9/30/2013,58.765,79.5296
10/1/2013,58.692,79.3811
10/2/2013,58.699,79.4381
10/3/2013,58.57,79.6264
10/4/2013,58.659,79.373
10/7/2013,58.501,79.0538
10/8/2013,58.558,78.587
10/9/2013,58.346,77.4086
10/10/2013,58.429,77.5228
10/11/2013,58.401,77.3104
10/14/2013,58.442,77.4191
10/15/2013,58.084,77.267
10/16/2013,58.494,77.508
10/17/2013,58.812,77.9341
10/18/2013,58.863,77.1791
10/21/2013,59.034,77.007
10/22/2013,59.03,77.1397
10/23/2013,59.255,76.875
10/24/2013,59.478,76.9239
10/25/2013,59.243,76.455
10/28/2013,59.389,76.6092
10/29/2013,59.317,76.7681
10/30/2013,59.34,76.8528
10/31/2013,58.971,76.8815
11/1/2013,58.548,77.2873
11/4/2013,58.589,76.9517
11/5/2013,58.374,76.4999
11/6/2013,58.576,76.628
11/7/2013,57.815,76.5301
11/8/2013,57.976,76.5492
11/11/2013,58.42,76.43
11/12/2013,58.866,76.3148
11/13/2013,58.722,75.7184
11/14/2013,58.596,75.2128
11/15/2013,58.623,75.0016
11/18/2013,58.951,74.9809
11/19/2013,58.754,74.4443
11/20/2013,59.088,74.5129
11/21/2013,58.947,74.0468
11/22/2013,59.388,74.5401
11/25/2013,59.267,74.3018
11/26/2013,59.271,73.8948
11/27/2013,59.378,74.6134
11/28/2013,59.437,73.8024
11/29/2013,59.447,75.4765
12/2/2013,59.177,76.1638
12/3/2013,59.403,76.2204
12/4/2013,59.665,75.7272
12/5/2013,59.641,77.1311
12/6/2013,60.139,76.8134
12/9/2013,60.531,76.875
12/10/2013,60.837,77.0648
12/11/2013,60.78,76.2939
12/12/2013,60.832,76.8377
12/13/2013,60.62,76.8855
12/16/2013,60.7,76.7337
12/17/2013,60.838,76.996
12/18/2013,60.872,77.357
12/19/2013,60.793,77.8446
12/20/2013,60.83,77.9763
12/23/2013,60.825,77.8089
12/24/2013,60.79,77.7876
12/27/2013,61.264,77.3579
12/30/2013,61.211,77.2191
12/31/2013,61.289,77.0401
1/2/2014,60.725,76.6088
1/3/2014,60.892,76.4061
1/6/2014,60.653,75.921
1/7/2014,60.979,76.0086
1/8/2014,60.723,76.1275
1/9/2014,60.805,76.2521
1/10/2014,60.746,75.7809
1/13/2014,60.88,76.1024
1/14/2014,61.199,75.9794
1/15/2014,61.356,75.5398
1/16/2014,61.323,75.3912
1/17/2014,61.266,75.3791
1/20/2014,61.214,75.1001
1/21/2014,61.427,74.7627
1/22/2014,61.46,75.3565
1/23/2014,61.744,75.1685
1/24/2014,62.22,74.5787
1/27/2014,61.962,74.6102
1/28/2014,61.726,75.1219
1/29/2014,61.599,74.6132
1/30/2014,61.527,74.0903
1/31/2014,61.36,74.3892
2/3/2014,61.267,75.3519
2/4/2014,61.259,74.887
2/5/2014,61.341,75.1585
2/6/2014,60.959,74.9245
2/7/2014,61.081,74.8004
2/10/2014,61.404,74.8067
2/11/2014,61.61,74.5942
2/12/2014,60.827,74.4295
2/13/2014,61.476,75.2241
2/14/2014,61.102,75.3101
2/17/2014,60.768,75.2036
2/18/2014,61.239,75.2339
2/19/2014,61.318,74.7232
2/20/2014,61.379,75.2641
2/21/2014,61.092,74.5445
2/24/2014,61.336,75.0058
2/25/2014,61.369,74.8405
2/26/2014,61.227,74.3893
2/27/2014,61.041,74.7012
2/28/2014,61.674,74.7654
3/3/2014,61.604,74.3785
3/4/2014,61.639,74.5658
3/5/2014,61.498,74.4706
3/6/2014,61.246,74.1714
3/7/2014,61.57,73.4353
3/10/2014,61.769,73.9632
3/11/2014,61.547,73.9474
3/12/2014,61.997,74.0726
3/13/2014,62.099,74.123
3/14/2014,62.021,74.5343
3/17/2014,62.081,74.9201
3/18/2014,62.322,74.2264
3/19/2014,62.404,74.1766
3/20/2014,62.322,74.3893
3/21/2014,62.385,74.4734
3/24/2014,62.194,73.8367
3/25/2014,62.224,73.914
3/26/2014,61.857,73.8875
3/27/2014,61.839,73.2957
3/28/2014,61.574,73.1841
3/31/2014,61.726,73.2804
4/1/2014,61.744,73.4063
4/2/2014,61.904,73.2364
4/3/2014,62.021,73.8811
4/4/2014,61.579,73.9546
4/7/2014,61.616,74.4386
4/8/2014,61.604,74.6255
4/9/2014,61.534,73.7798
4/10/2014,61.506,73.9679
4/11/2014,61.64,73.8337
4/14/2014,61.543,74.228
4/15/2014,61.424,74.5328
4/16/2014,61.511,74.5871
4/17/2014,61.439,74.7841
4/22/2014,61.526,73.9916
4/23/2014,61.87,74.5929
4/24/2014,61.867,74.3444
4/25/2014,61.702,74.4961
4/28/2014,61.696,74.0471
4/29/2014,61.448,74.7451
4/30/2014,61.746,74.2283
5/2/2014,61.656,74.1442
5/5/2014,61.739,73.9268
5/6/2014,61.729,73.7018
5/7/2014,61.711,73.8706
5/8/2014,61.316,74.8722
5/9/2014,60.161,75.3547
5/12/2014,60.144,76.0681
5/13/2014,59.984,76.3064
5/14/2014,59.762,75.6934
5/15/2014,59.797,75.042
5/16/2014,60.057,74.7544
5/19/2014,59.862,74.9625
5/20/2014,59.921,75.5878
5/21/2014,59.919,75.4817
5/22/2014,59.575,75.5053
5/23/2014,59.592,75.7679
5/26/2014,59.568,75.6806
5/27/2014,59.748,75.7055
5/28/2014,59.825,76.0238
5/29/2014,59.717,75.7918
5/30/2014,59.641,76.5586
6/2/2014,59.669,76.7468
6/3/2014,59.856,76.55
6/4/2014,59.787,77.3877
6/5/2014,59.29,76.9918
6/6/2014,59.406,75.6263
6/9/2014,59.326,76.4583
6/10/2014,59.21,76.0418
6/11/2014,59.363,76.4632
6/12/2014,59.164,76.5592
6/13/2014,59.382,77.1298
6/16/2014,59.436,76.6677
6/17/2014,59.663,76.4954
6/18/2014,59.782,76.8859
6/19/2014,59.588,76.3848
6/20/2014,59.465,76.7877
6/23/2014,59.606,76.4393
6/24/2014,59.788,76.3359
6/25/2014,59.714,76.4608
6/26/2014,59.599,76.4969
6/27/2014,59.66,76.5576
6/30/2014,59.652,76.3719
7/1/2014,59.764,76.2324
7/2/2014,59.538,76.0402
7/3/2014,59.467,76.3186
7/4/2014,59.089,76.8856
7/7/2014,59.145,77.017
7/8/2014,58.971,76.7079
7/9/2014,58.945,76.9764
7/10/2014,59.204,76.757
7/11/2014,59.161,76.4987
7/14/2014,59.215,76.1025
7/15/2014,59.389,76.2011
7/16/2014,59.01,75.937
7/17/2014,58.899,76.2825
7/18/2014,58.792,75.7488
7/21/2014,58.687,74.7682
7/22/2014,58.495,74.9282
7/23/2014,58.183,75.338
7/24/2014,58.349,75.3529
7/25/2014,58.199,75.3502
7/28/2014,58.246,74.7937
7/29/2014,58.285,75.2764
7/30/2014,58.162,75.2623
7/31/2014,58.211,75.3692
8/1/2014,58.78,75.5037
8/4/2014,58.709,75.5959
8/5/2014,58.296,75.6939
8/6/2014,58.662,75.7019
8/7/2014,58.798,76.0354
8/8/2014,58.876,76.023
8/11/2014,58.816,75.7718
8/12/2014,58.62,76.1746
8/13/2014,58.69,76.074
8/14/2014,58.274,76.0473
8/15/2014,58.423,75.9994
8/18/2014,58.429,75.6898
8/19/2014,58.259,75.0743
8/20/2014,58.25,74.7127
8/21/2014,58.137,74.8855
8/22/2014,58.251,74.7229
8/25/2014,57.881,74.4232
8/26/2014,57.801,74.1521
8/27/2014,57.53,73.8572
8/28/2014,57.645,74.6171
8/29/2014,57.583,74.8745
9/1/2014,57.115,74.9379
9/2/2014,57.333,75.2282
9/3/2014,57.395,75.7513
9/4/2014,56.716,75.9441
9/5/2014,56.508,75.2882
9/8/2014,56.428,75.2676
9/9/2014,56.46,75.0096
9/10/2014,56.844,74.4387
9/11/2014,56.92,74.6027
9/12/2014,56.897,74.8498
9/15/2014,57.253,75.1059
9/16/2014,57.327,74.9059
9/17/2014,57.408,74.5949
9/18/2014,57.43,74.4715
9/19/2014,57.187,74.5025
9/22/2014,57.278,74.7132
9/23/2014,57.283,74.3761
9/24/2014,56.995,74.315
9/25/2014,56.965,73.9266
9/26/2014,57.134,74.1943
9/29/2014,57.248,74.4986
9/30/2014,56.597,74.272
10/1/2014,56.557,74.5472
10/2/2014,56.654,74.4025
10/3/2014,56.609,74.251
10/6/2014,56.276,73.9174
10/7/2014,56.472,74.3749
10/8/2014,56.673,73.1241
10/9/2014,57.021,73.2379
10/10/2014,56.611,73.1042
10/13/2014,56.741,72.9181
10/14/2014,56.747,72.9908
10/15/2014,56.878,73.1934
10/16/2014,57.327,73.0461
10/17/2014,57.513,73.1323
10/20/2014,57.306,73.3741
10/21/2014,57.147,72.938
10/22/2014,56.821,73.1125
10/23/2014,56.775,73.3467
10/24/2014,56.69,73.2126
10/27/2014,56.792,73.249
10/28/2014,57.08,73.0341
10/29/2014,56.982,72.9756
10/30/2014,56.541,73.0303
10/31/2014,56.355,72.9113
11/3/2014,56.215,72.8401
11/4/2014,56.27,72.8013
11/5/2014,56.288,72.9913
11/6/2014,56.37,73.1142
11/7/2014,55.813,73.0587
11/10/2014,56.044,72.8707
11/11/2014,55.827,72.8433
11/12/2014,55.93,72.74
11/13/2014,55.901,72.5724
11/14/2014,56.01,72.6455
11/17/2014,56.189,72.6284
11/18/2014,56.298,72.6888
11/19/2014,56.652,72.752
11/20/2014,56.51,72.7227
11/21/2014,55.792,72.3673
11/24/2014,55.817,72.5661
11/25/2014,55.862,72.6143
11/26/2014,56.1,72.8819
11/27/2014,55.994,72.9258
11/28/2014,56.146,73.3818
12/1/2014,55.869,73.42
12/2/2014,55.649,72.8782
12/3/2014,55.018,72.5191
12/4/2014,54.846,72.4091
12/5/2014,55.123,72.1184
12/8/2014,54.776,72.0294
12/9/2014,55.119,71.8326
12/10/2014,55.25,71.9898
12/11/2014,55.262,71.5344
12/12/2014,55.41,71.3013
12/15/2014,55.539,71.2792
12/16/2014,56.118,71.3447
12/17/2014,55.751,71.3539
12/18/2014,54.972,71.223
12/19/2014,54.937,71.3046
12/22/2014,54.723,71.531
12/23/2014,54.563,71.4861
12/24/2014,54.596,71.3626
12/29/2014,54.558,71.3684
12/30/2014,54.42,71.0097
12/31/2014,54.436,71.1987
1/2/2015,53.961,71.2883
1/5/2015,53.674,71.7891
1/6/2015,53.624,72.133
1/7/2015,53.363,72.0783
1/8/2015,52.908,72.1303
1/9/2015,53.09,72.276
1/12/2015,53.032,72.3507
1/13/2015,52.715,71.8639
1/14/2015,52.547,71.9981
1/15/2015,52.216,72.0785
1/16/2015,51.684,72.7146
1/19/2015,51.724,72.727
1/20/2015,51.632,73.1516
1/21/2015,51.444,72.9965
1/22/2015,51.373,72.9689
1/23/2015,49.359,72.9507
1/26/2015,49.574,73.0439
1/27/2015,49.839,73.0592
1/28/2015,50.046,72.9917
1/29/2015,49.862,73.2401
1/30/2015,49.934,72.906
2/2/2015,49.909,72.8074
2/3/2015,50.136,72.6412
2/4/2015,50.458,72.5065
2/5/2015,50.343,72.3186
2/6/2015,50.573,72.4351
2/9/2015,50.1,72.4261
2/10/2015,50.158,72.2476
2/11/2015,50.292,71.9969
2/12/2015,50.208,71.6012
2/13/2015,50.424,71.6394
2/16/2015,50.393,71.4582
2/17/2015,50.375,71.5719
2/18/2015,50.372,71.8064
2/19/2015,50.291,71.493
2/20/2015,50.016,72.0753
2/23/2015,50.063,72.2223
2/24/2015,50.137,72.2459
2/25/2015,49.988,72.3173
2/26/2015,49.767,72.5953
2/27/2015,49.486,72.5641
3/2/2015,49.528,72.409
3/3/2015,49.22,72.2021
3/4/2015,49.082,71.9209
3/5/2015,48.848,71.9683
3/6/2015,48.282,72.0559
3/9/2015,48.018,71.777
3/10/2015,47.554,71.9845
3/11/2015,46.852,71.4885
3/12/2015,46.976,71.2569
3/13/2015,46.909,71.7535
3/16/2015,46.899,72.2583
3/17/2015,47.47,72.7429
3/18/2015,47.496,73.2192
3/19/2015,47.979,73.6628
3/20/2015,48.439,73.0903
3/23/2015,48.845,73.3197
3/24/2015,49.011,73.4852
3/25/2015,49.163,73.622
3/26/2015,49.171,73.7326
3/27/2015,48.657,73.6557
3/30/2015,48.527,73.4651
3/31/2015,48.057,73.504
4/1/2015,47.917,73.3878
4/2/2015,48.092,73.9282
4/7/2015,48.3,73.9413
4/8/2015,48.255,73.7208
4/9/2015,47.904,73.987
4/10/2015,47.147,74.1662
4/13/2015,47.2,74.3307
4/14/2015,47.117,74.5816
4/15/2015,47.086,74.2963
4/16/2015,47.562,74.2951
4/17/2015,47.819,74.7233
4/20/2015,47.451,74.7856
4/21/2015,47.329,74.6037
4/22/2015,47.457,74.4583
4/23/2015,47.608,74.0347
4/24/2015,47.93,74.2697
4/27/2015,47.933,74.1425
4/28/2015,48.32,74.2048
4/29/2015,48.743,74.0963
4/30/2015,50.088,74.4371
