Date,RUB,NEER
9/15/2009,45.095,67.8274
9/16/2009,44.9271,67.9203
9/17/2009,44.6026,68.1085
9/18/2009,44.5,68.4393
9/21/2009,44.54,68.5108
9/22/2009,44.5532,68.7124
9/23/2009,44.407,68.5618
9/24/2009,44.259,68.1545
9/25/2009,44.1365,68.5756
9/28/2009,44.112,68.5014
9/29/2009,43.8814,68.4947
9/30/2009,43.98,68.7756
10/1/2009,43.7294,68.9462
10/2/2009,43.9119,68.6671
10/5/2009,43.955,67.995
10/6/2009,43.9,67.6817
10/7/2009,43.7065,67.7997
10/8/2009,43.6939,67.8535
10/9/2009,43.6587,68.0057
10/12/2009,43.5885,68.0506
10/13/2009,43.8885,68.3711
10/14/2009,43.8216,68.7397
10/15/2009,43.751,68.7874
10/16/2009,43.699,68.4361
10/19/2009,43.7425,68.4448
10/20/2009,43.639,68.5065
10/21/2009,43.589,68.7186
10/22/2009,43.606,68.9648
10/23/2009,43.5325,69.0606
10/26/2009,43.385,69.0991
10/27/2009,43.3745,69.198
10/28/2009,43.236,69.476
10/29/2009,43.1957,69.7884
10/30/2009,43.01,69.5418
11/2/2009,43.1401,69.5375
11/3/2009,43.0487,69.6567
11/4/2009,43.1972,69.6869
11/5/2009,43.2461,69.6345
11/6/2009,43.0866,69.8288
11/9/2009,43.0865,69.8491
11/10/2009,43.0194,69.7309
11/11/2009,43.08,69.7753
11/12/2009,43.007,69.868
11/13/2009,42.9278,69.8656
11/16/2009,42.9545,70.0231
11/17/2009,42.7995,70.3476
11/18/2009,42.9048,70.5601
11/19/2009,42.9468,70.6687
11/20/2009,43.08,70.6045
11/23/2009,43.1274,70.6473
11/24/2009,43.1625,70.8449
11/25/2009,43.45,70.9271
11/26/2009,43.831,71.1585
11/27/2009,43.7769,70.5482
11/30/2009,43.98,70.7688
12/1/2009,43.92,70.8165
12/2/2009,44.11,71.0284
12/3/2009,44.03,71.0942
12/4/2009,44.1582,70.8374
12/7/2009,44.14,71.0743
12/8/2009,45.07,71.0211
12/9/2009,44.8737,71.1201
12/10/2009,44.8505,71.4631
12/11/2009,44.373,71.504
12/14/2009,44.075,71.3245
12/15/2009,43.9725,71.4865
12/16/2009,44.094,71.6702
12/17/2009,44.191,71.4852
12/18/2009,43.9685,71.5263
12/21/2009,43.79,71.5826
12/22/2009,43.6041,71.5992
12/23/2009,43.1707,71.4875
12/24/2009,42.71,71.6305
12/28/2009,42.755,71.7594
12/29/2009,43.3316,71.7705
12/30/2009,43.5,71.8775
12/31/2009,43.154,72.0084
1/4/2010,43.16,71.964
1/5/2010,43.1,71.9053
1/6/2010,42.85,71.973
1/7/2010,42.6175,71.9624
1/8/2010,42.5,71.9225
1/11/2010,42.6285,72.0231
1/12/2010,42.6974,71.7768
1/13/2010,43.04,71.0992
1/14/2010,42.673,70.7905
1/15/2010,42.5015,71.1644
1/18/2010,42.538,71.3365
1/19/2010,42.3735,71.8802
1/20/2010,42.014,72.1011
1/21/2010,41.8618,71.8789
1/22/2010,42.1824,71.8146
1/25/2010,42.605,72.0499
1/26/2010,42.7345,71.4689
1/27/2010,42.615,70.4261
1/28/2010,42.465,70.6748
1/29/2010,42.34,70.3427
2/1/2010,42.251,70.8181
2/2/2010,42.0475,71.5012
2/3/2010,41.86,71.5466
2/4/2010,41.685,70.7994
2/5/2010,41.735,70.9534
2/8/2010,41.706,71.1382
2/9/2010,41.764,71.1197
2/10/2010,41.58,70.4834
2/11/2010,41.373,70.3179
2/12/2010,41.088,70.4045
2/15/2010,41.137,70.4237
2/16/2010,41.1587,70.6115
2/17/2010,41.185,70.2341
2/18/2010,40.819,70.1991
2/19/2010,40.633,70.4431
2/22/2010,40.858,70.8831
2/23/2010,40.794,70.5176
2/24/2010,40.69,70.8138
2/25/2010,40.595,70.7808
2/26/2010,40.7305,70.7123
3/1/2010,40.5471,70.3759
3/2/2010,40.5145,70.3753
3/3/2010,40.7,70.4073
3/4/2010,40.7,70.3166
3/5/2010,40.522,69.9691
3/8/2010,40.6165,69.6416
3/9/2010,40.3985,69.6413
3/10/2010,40.2815,69.5214
3/11/2010,40.245,69.7164
3/12/2010,40.3055,69.8067
3/15/2010,40.2696,70.1228
3/16/2010,40.251,70.236
3/17/2010,40.127,70.3054
3/18/2010,39.95,70.0547
3/19/2010,39.675,69.9609
3/22/2010,39.954,70.032
3/23/2010,39.8828,70.253
3/24/2010,39.62,70.1642
3/25/2010,39.5415,70.2418
3/26/2010,39.525,70.2098
3/29/2010,39.8145,70.127
3/30/2010,39.6675,70.1434
3/31/2010,39.695,70.0159
4/1/2010,39.5985,69.9118
4/6/2010,39.2735,69.8827
4/7/2010,39.1435,70.3265
4/8/2010,39.1742,70.381
4/9/2010,39.2025,70.3757
4/12/2010,39.3946,70.2317
4/13/2010,39.5025,69.8847
4/14/2010,39.4845,69.9873
4/15/2010,39.33,69.867
4/16/2010,39.295,69.6708
4/19/2010,39.2675,69.824
4/20/2010,39.2535,69.8187
4/21/2010,38.9845,69.8329
4/22/2010,38.9285,69.7691
4/23/2010,38.8592,69.7479
4/26/2010,38.77,69.807
4/27/2010,38.79,69.7961
4/28/2010,38.8205,69.5184
4/29/2010,38.7577,69.4171
4/30/2010,38.839,69.4705
5/3/2010,38.78,69.5989
5/4/2010,38.54,69.6397
5/5/2010,38.511,69.5073
5/6/2010,38.615,69.29
5/7/2010,38.898,69.2316
5/10/2010,38.8691,69.254
5/11/2010,38.384,69.1838
5/12/2010,38.0277,69.0621
5/13/2010,37.72,68.9465
5/14/2010,37.7325,68.9142
5/17/2010,37.626,69.01
5/18/2010,37.603,68.6907
5/19/2010,37.78,68.205
5/20/2010,38.559,67.6151
5/21/2010,39.0459,67.3154
5/24/2010,38.45,66.7808
5/25/2010,38.505,66.8692
5/26/2010,38.2885,67.0159
5/27/2010,37.795,67.3153
5/28/2010,37.92,67.428
5/31/2010,38.034,67.3547
6/1/2010,38.029,66.895
6/2/2010,38.063,66.8581
6/3/2010,37.9828,66.7887
6/4/2010,37.745,67.2734
6/7/2010,37.969,67.7997
6/8/2010,38.007,67.6755
6/9/2010,38.0615,67.4872
6/10/2010,38.0912,67.1949
6/11/2010,38.091,66.9115
6/14/2010,38.431,66.5796
6/15/2010,38.48,66.1646
6/16/2010,38.35,66.1381
6/17/2010,38.214,66.2485
6/18/2010,38.384,65.6343
6/21/2010,38.1375,65.4952
6/22/2010,38.0075,66.2307
6/23/2010,38.0524,66.2984
6/24/2010,38.235,66.3669
6/25/2010,38.31,66.1915
6/28/2010,38.2615,65.9141
6/29/2010,38.13,65.5371
6/30/2010,38.282,65.232
7/1/2010,38.581,65.1475
7/2/2010,39.0801,65.1922
7/5/2010,39.0387,65.0075
7/6/2010,39.1015,65.444
7/7/2010,39.1503,65.574
7/8/2010,39.14,65.8682
7/9/2010,39.0275,66.0042
7/12/2010,38.7665,65.9052
7/13/2010,38.691,65.6761
7/14/2010,38.849,65.4829
7/15/2010,39.1644,65.6404
7/16/2010,39.4907,65.6403
7/19/2010,39.5095,65.638
7/20/2010,39.2795,65.5997
7/21/2010,39.0437,65.9425
7/22/2010,39.1355,66.2609
7/23/2010,39.143,66.6719
7/26/2010,39.185,66.6324
7/27/2010,39.355,66.3563
7/28/2010,39.297,66.3628
7/29/2010,39.4514,66.2282
7/30/2010,39.4173,66.1204
8/2/2010,39.4305,66.3578
8/3/2010,39.384,67.0657
8/4/2010,39.3261,67.0874
8/5/2010,39.301,67.1465
8/6/2010,39.35,66.9934
8/9/2010,39.64,67.4015
8/10/2010,39.4723,67.568
8/11/2010,39.3685,67.5381
8/12/2010,39.1906,67.74
8/13/2010,39.1183,67.7236
8/16/2010,39.1325,67.8356
8/17/2010,39.1144,68.1783
8/18/2010,39.1614,68.44
8/19/2010,39.0908,68.4872
8/20/2010,38.9199,68.216
8/23/2010,38.913,67.5354
8/24/2010,38.9655,67.2057
8/25/2010,39.029,67.2488
8/26/2010,39.089,67.5574
8/27/2010,39.07,67.9034
8/30/2010,39.0046,67.9327
8/31/2010,39.1038,68.1374
9/1/2010,39.3572,68.2911
9/2/2010,39.388,68.6405
9/3/2010,39.382,68.6739
9/6/2010,39.4398,68.3796
9/7/2010,39.2537,68.4866
9/8/2010,39.2301,68.3818
9/9/2010,39.2763,68.1981
9/10/2010,39.282,68.1975
9/13/2010,39.3325,68.2912
9/14/2010,39.557,68.3521
9/15/2010,40.1,68.2381
9/16/2010,40.5875,68.4473
9/17/2010,40.485,68.347
9/20/2010,40.55,68.2171
9/21/2010,40.7955,68.3015
9/22/2010,41.456,68.5061
9/23/2010,41.3557,68.8943
9/24/2010,41.374,69.1966
9/27/2010,41.2235,69.3014
9/28/2010,41.15,69.2569
9/29/2010,41.3725,69.3205
9/30/2010,41.6923,69.5247
10/1/2010,41.8,69.7192
10/4/2010,41.8045,70.0064
10/5/2010,41.64,69.8032
10/6/2010,41.36,69.7241
10/7/2010,41.5745,69.6173
10/8/2010,41.593,69.5786
10/11/2010,41.575,69.4921
10/12/2010,41.68,69.2362
10/13/2010,42.0055,69.6973
10/14/2010,42.3188,69.9462
10/15/2010,42.565,69.9409
10/18/2010,42.3575,70.2958
10/19/2010,42.29,70.9273
10/20/2010,42.695,71.4644
10/21/2010,43.0028,71.1957
10/22/2010,42.4507,71.1638
10/25/2010,42.4705,71.2054
10/26/2010,42.2875,70.9273
10/27/2010,42.3172,70.8284
10/28/2010,42.55,70.4298
10/29/2010,42.7523,70.3699
11/1/2010,42.8993,69.8173
11/2/2010,43.1555,70.1666
11/3/2010,43.1885,69.9969
11/4/2010,43.43,70.1439
11/5/2010,43.31,70.4084
11/8/2010,42.815,70.455
11/9/2010,42.7017,70.3764
11/10/2010,42.28,70.3131
11/11/2010,41.922,70.4302
11/12/2010,42.17,70.498
11/15/2010,42.1962,70.3998
11/16/2010,42.3215,69.9287
11/17/2010,42.3173,70.0882
11/18/2010,42.391,70.2097
11/19/2010,42.463,70.2454
11/22/2010,42.4125,70.182
11/23/2010,42.304,70.2243
11/24/2010,41.813,70.0889
11/25/2010,41.651,70.2477
11/26/2010,41.539,70.2277
11/29/2010,41.1575,70.0527
11/30/2010,40.9545,69.833
12/1/2010,41.2445,69.6677
12/2/2010,41.2985,69.8856
12/3/2010,41.4745,69.8773
12/6/2010,41.5395,69.7768
12/7/2010,41.4672,69.6282
12/8/2010,41.24,69.8067
12/9/2010,40.9135,70.0883
12/10/2010,40.9198,70.2298
12/13/2010,40.9723,70.3158
12/14/2010,41.245,70.5394
12/15/2010,40.9375,70.514
12/16/2010,40.674,70.7148
12/17/2010,40.7185,70.8842
12/20/2010,40.455,70.9315
12/21/2010,40.4468,70.3541
12/22/2010,40.2825,70.695
12/23/2010,40.0035,70.8217
12/24/2010,39.9415,71.0146
12/27/2010,39.9191,70.6877
12/28/2010,39.935,70.4663
12/29/2010,39.9949,70.4549
12/30/2010,40.5432,70.5711
12/31/2010,40.82,70.6044
1/3/2011,40.7891,70.5549
1/4/2011,40.9015,70.1035
1/5/2011,40.4227,70.0983
1/6/2011,40.033,70.0832
1/7/2011,39.8538,70.3027
1/10/2011,39.675,70.3468
1/11/2011,39.5927,70.1697
1/12/2011,39.3615,70.2347
1/13/2011,39.68,70.1183
1/14/2011,40.1143,70.1978
1/17/2011,39.8748,69.9899
1/18/2011,39.995,70.0921
1/19/2011,40.2625,70.1916
1/20/2011,40.4225,70.3282
1/21/2011,40.5013,70.296
1/24/2011,40.52,70.1884
1/25/2011,40.52,70.2204
1/26/2011,40.7,70.5315
1/27/2011,40.6428,70.3872
1/28/2011,40.713,70.3008
1/31/2011,40.795,70.1745
2/1/2011,40.747,70.274
2/2/2011,40.65,70.2332
2/3/2011,40.363,70.3221
2/4/2011,40.0029,70.0928
2/7/2011,39.81,70.0933
2/8/2011,39.9615,70.2028
2/9/2011,40.0022,70.1355
2/10/2011,39.883,70.2234
2/11/2011,39.688,70.2763
2/14/2011,39.3787,70.3604
2/15/2011,39.577,70.3323
2/16/2011,39.608,70.5254
2/17/2011,39.705,70.3456
2/18/2011,39.789,70.3161
2/21/2011,39.862,70.2873
2/22/2011,39.9817,70.2907
2/23/2011,40.192,70.36
2/24/2011,40.0115,70.4067
2/25/2011,39.823,70.4217
2/28/2011,39.9015,70.4978
3/1/2011,39.675,70.5705
3/2/2011,39.319,70.571
3/3/2011,39.0585,70.6953
3/4/2011,39.3927,70.7442
3/7/2011,39.4734,71.0292
3/8/2011,39.2993,71.0153
3/9/2011,39.475,70.8143
3/10/2011,39.41,70.6617
3/11/2011,39.582,70.6504
3/14/2011,39.8377,70.4101
3/15/2011,40.1025,70.4623
3/16/2011,39.964,69.8369
3/17/2011,40.09,68.8156
3/18/2011,40.2355,66.342
3/21/2011,40.1405,66.8526
3/22/2011,40.099,66.5627
3/23/2011,40.0325,67.5498
3/24/2011,40.0485,68.0994
3/25/2011,39.9665,68.1372
3/28/2011,39.842,67.3172
3/29/2011,39.966,67.3502
3/30/2011,40.2462,67.4044
3/31/2011,40.285,67.63
4/1/2011,40.15,67.7118
4/4/2011,40.2445,67.9769
4/5/2011,40.165,67.8108
4/6/2011,40.33,67.7509
4/7/2011,40.384,67.5283
4/8/2011,40.4165,67.5661
4/11/2011,40.4985,67.7718
4/12/2011,40.6625,67.65
4/13/2011,40.7905,67.1333
4/14/2011,40.7325,67.3301
4/15/2011,40.65,67.2801
4/18/2011,40.395,67.3543
4/19/2011,40.4869,66.7938
4/20/2011,40.8375,67.0445
4/21/2011,40.7395,66.6779
4/26/2011,40.675,66.1607
4/27/2011,40.65,65.9526
4/28/2011,40.735,64.4479
4/29/2011,40.6463,64.6083
5/2/2011,40.62,64.1913
5/3/2011,40.47,63.8413
5/4/2011,40.53,63.4607
5/5/2011,40.42,64.1092
5/6/2011,40.3147,64.0802
5/9/2011,39.96,64.0025
5/10/2011,39.83,64.0439
5/11/2011,39.718,63.7553
5/12/2011,39.69,63.3602
5/13/2011,39.8779,63.4408
5/16/2011,39.8456,63.8114
5/17/2011,39.9175,63.8028
5/18/2011,39.907,64.7777
5/19/2011,39.9413,65.169
5/20/2011,39.8982,65.0134
5/23/2011,39.925,65.4791
5/24/2011,40.01,65.8468
5/25/2011,40.01,65.0213
5/26/2011,39.9775,65.2919
5/27/2011,40.042,64.8698
5/30/2011,40.08,65.1046
5/31/2011,40.275,65.5563
6/1/2011,40.234,66.0424
6/2/2011,40.395,65.796
6/3/2011,40.3838,66.3718
6/6/2011,40.6365,66.5996
6/7/2011,40.665,66.3024
6/8/2011,40.5525,66.1205
6/9/2011,40.4675,66.158
6/10/2011,40.3025,66.2204
6/13/2011,40.2,67.002
6/14/2011,40.2888,66.812
6/15/2011,39.947,66.9244
6/16/2011,39.7955,66.8037
6/17/2011,40.0605,66.6768
6/20/2011,40.1025,66.6975
6/21/2011,40.195,66.5597
6/22/2011,40.2565,66.4035
6/23/2011,39.99,66.2276
6/24/2011,40.13,66.2956
6/27/2011,40.2441,66.036
6/28/2011,40.2485,65.8818
6/29/2011,40.378,66.331
6/30/2011,40.4,66.0787
7/1/2011,40.3909,66.6386
7/4/2011,40.365,66.8285
7/5/2011,40.3136,66.7551
7/6/2011,40.06,66.5258
7/7/2011,39.97,65.8553
7/8/2011,39.8226,65.9509
7/11/2011,39.655,65.4458
7/12/2011,39.588,65.827
7/13/2011,39.7275,65.8887
7/14/2011,39.8605,66.124
7/15/2011,39.7535,65.8348
7/18/2011,39.6125,65.6803
7/19/2011,39.745,65.3899
7/20/2011,39.7267,65.1426
7/21/2011,39.7,65.822
7/22/2011,39.897,66.4111
7/25/2011,39.8354,66.9678
7/26/2011,39.898,66.7946
7/27/2011,39.675,65.9695
7/28/2011,39.405,65.3416
7/29/2011,39.52,65.0387
8/1/2011,39.739,65.8287
8/2/2011,39.4753,65.8279
8/3/2011,39.7962,65.8049
8/4/2011,39.8075,66.044
8/5/2011,40.0645,66.2276
8/8/2011,40.7704,66.7428
8/9/2011,42.378,66.6209
8/10/2011,42.106,66.6833
8/11/2011,42.025,66.3838
8/12/2011,41.5525,66.704
8/15/2011,41.3397,66.5819
8/16/2011,41.3695,66.4606
8/17/2011,41.4744,66.6779
8/18/2011,41.8725,67.0381
8/19/2011,41.9115,67.3131
8/22/2011,41.9225,67.8512
8/23/2011,41.8255,68.1633
8/24/2011,41.7525,68.2185
8/25/2011,41.5965,67.9363
8/26/2011,41.65,68.3082
8/29/2011,41.7808,68.0779
8/30/2011,41.8,68.0493
8/31/2011,41.7855,67.9504
9/1/2011,41.413,68.3429
9/2/2011,41.45,68.7755
9/5/2011,41.5894,68.6506
9/6/2011,41.7058,68.7614
9/7/2011,41.4688,68.4051
9/8/2011,41.5153,68.6624
9/9/2011,41.198,68.5152
9/12/2011,41.35,68.7577
9/13/2011,41.2463,68.517
9/14/2011,41.62,68.8646
9/15/2011,42.055,68.9178
9/16/2011,42.1145,69.1553
9/19/2011,42.2474,69.3569
9/20/2011,43.1365,69.9585
9/21/2011,43.035,70.4985
9/22/2011,43.2059,70.284
9/23/2011,43.38,69.9829
9/26/2011,43.7214,69.8987
9/27/2011,43.3299,70.2129
9/28/2011,43.4495,70.3276
9/29/2011,43.5445,69.9712
9/30/2011,43.35,69.6219
10/3/2011,43.247,69.3547
10/4/2011,43.335,70.2669
10/5/2011,43.5025,70.0049
10/6/2011,43.1265,70.1278
10/7/2011,43.32,70.5956
10/10/2011,43.1255,70.7311
10/11/2011,42.928,70.7095
10/12/2011,42.855,70.8254
10/13/2011,42.9275,70.6804
10/14/2011,42.7515,70.7512
10/17/2011,42.423,70.4261
10/18/2011,42.878,70.2998
10/19/2011,42.87,71.1262
10/20/2011,43.173,70.9181
10/21/2011,43.025,70.4717
10/24/2011,42.7205,70.2689
10/25/2011,42.4215,69.8061
10/26/2011,42.575,69.8413
10/27/2011,42.3128,70.1094
10/28/2011,42.285,70.4624
10/31/2011,42.1935,70.2153
11/1/2011,42.14,69.9424
11/2/2011,42.135,69.8413
11/3/2011,42.1525,70.2422
11/4/2011,42.112,70.1228
11/7/2011,42.0789,70.1061
11/8/2011,41.6468,70.0017
11/9/2011,41.562,70.2631
11/10/2011,41.5,70.3167
11/11/2011,41.5728,70.2482
11/14/2011,41.6522,70.2238
11/15/2011,41.555,70.5216
11/16/2011,41.495,70.412
11/17/2011,41.5989,70.3479
11/18/2011,41.8304,70.1175
11/21/2011,41.8596,70.0493
11/22/2011,41.9475,70.1041
11/23/2011,41.9465,69.9789
11/24/2011,41.9912,69.9034
11/25/2011,41.896,69.069
11/28/2011,41.75,69.1778
11/29/2011,41.81,68.8079
11/30/2011,41.5475,69.2705
12/1/2011,41.465,69.332
12/2/2011,41.496,69.1799
12/5/2011,41.54,69.1432
12/6/2011,41.878,68.47
12/7/2011,41.815,67.9675
12/8/2011,42.04,67.8659
12/9/2011,42.202,67.9282
12/12/2011,41.8289,67.4712
12/13/2011,41.7115,67.3784
12/14/2011,41.31,66.9032
12/15/2011,41.4665,66.3599
12/16/2011,41.581,65.7915
12/19/2011,41.7629,64.6018
12/20/2011,41.96,63.7359
12/21/2011,41.4525,63.8991
12/22/2011,41.098,64.7319
12/23/2011,40.77,65.8042
12/27/2011,40.877,66.0047
12/28/2011,41.3855,65.5108
12/29/2011,41.536,65.4105
12/30/2011,41.765,65.1305
1/2/2012,41.6448,65.4454
1/3/2012,41.3199,65.2773
1/4/2012,41.216,65.5332
1/5/2012,41.083,65.7013
1/6/2012,40.85,65.1857
1/9/2012,40.635,65.0089
1/10/2012,40.39,64.6024
1/11/2012,40.3375,64.2138
1/12/2012,40.293,64.4504
1/13/2012,40.5047,64.7682
1/16/2012,40.214,64.9135
1/17/2012,40.2978,64.7383
1/18/2012,40.4083,64.7121
1/19/2012,40.5596,65.5933
1/20/2012,40.4552,65.781
1/23/2012,40.334,65.6154
1/24/2012,40.1911,65.1518
1/25/2012,39.7886,65.4736
1/26/2012,39.819,65.4958
1/27/2012,39.74,66.0292
1/30/2012,39.895,65.9629
1/31/2012,39.69,66.2925
2/1/2012,39.792,66.314
2/2/2012,39.6665,67.0424
2/3/2012,39.8093,67.3505
2/6/2012,39.4254,66.3902
2/7/2012,39.287,66.1465
2/8/2012,39.559,66.0999
2/9/2012,39.5546,66.4113
2/10/2012,39.6746,66.4754
2/13/2012,39.576,66.7806
2/14/2012,39.578,66.5407
2/15/2012,39.3175,66.1914
2/16/2012,39.37,66.1659
2/17/2012,39.375,66.2179
2/20/2012,39.4734,67.2422
2/21/2012,39.45,67.4021
2/22/2012,39.368,67.1501
2/23/2012,39.36,67.4583
2/24/2012,39.185,67.0914
2/27/2012,38.8825,67.2646
2/28/2012,39.0475,67.1368
2/29/2012,39.1354,67.1555
3/1/2012,39.033,66.9606
3/2/2012,38.7275,66.6838
3/5/2012,38.712,66.8926
3/6/2012,38.8666,66.7269
3/7/2012,39.0299,66.713
3/8/2012,39.3346,66.5419
3/9/2012,38.729,66.7452
3/12/2012,38.845,66.0896
3/13/2012,38.7063,65.9536
3/14/2012,38.494,65.6298
3/15/2012,38.413,65.4129
3/16/2012,38.479,65.7886
3/19/2012,38.4562,65.5589
3/20/2012,38.6432,65.6397
3/21/2012,38.6748,66.2524
3/22/2012,38.758,66.1116
3/23/2012,38.9144,66.0536
3/26/2012,38.5,66.4414
3/27/2012,38.665,66.4212
3/28/2012,38.9312,67.4855
3/29/2012,38.96,66.3798
3/30/2012,39.295,66.9479
4/2/2012,39.22,66.7122
4/3/2012,39.0237,67.053
4/4/2012,38.6304,66.7475
4/5/2012,38.66,66.9933
4/10/2012,38.898,66.9151
4/11/2012,38.981,66.6568
4/12/2012,38.784,66.9867
4/13/2012,38.806,66.9372
4/16/2012,38.674,66.9009
4/17/2012,38.855,67.0131
4/18/2012,38.672,66.838
4/19/2012,38.6575,67.0189
4/20/2012,38.85,67.0009
4/23/2012,38.787,66.9606
4/24/2012,38.655,67.0211
4/25/2012,38.749,67.1604
4/26/2012,38.742,67.1481
4/27/2012,38.875,67.1633
4/30/2012,38.8465,66.8773
5/2/2012,38.7,66.4585
5/3/2012,38.7824,66.2691
5/4/2012,38.875,66.4168
5/7/2012,39.1819,66.1756
5/8/2012,39.112,66.1922
5/9/2012,39.3,66.211
5/10/2012,39.037,66.1969
5/11/2012,39.0134,66.0481
5/14/2012,39.0441,66.402
5/15/2012,39.0452,66.5624
5/16/2012,39.3562,66.4753
5/17/2012,39.575,66.3583
5/18/2012,39.6685,66.033
5/21/2012,39.8647,66.1554
5/22/2012,39.7196,66.2625
5/23/2012,39.8984,66.1598
5/24/2012,39.7675,66.3783
5/25/2012,40.051,66.7042
5/28/2012,40.116,67.062
5/29/2012,40.317,66.9842
5/30/2012,40.565,67.0661
5/31/2012,41.2975,67.1253
6/1/2012,41.7546,66.9573
6/4/2012,41.81,67.3514
6/5/2012,41.261,67.1732
6/6/2012,40.6504,67.0188
6/7/2012,40.641,67.139
6/8/2012,40.807,67.2194
6/11/2012,40.9194,67.1283
6/12/2012,41.08,67.3199
6/13/2012,40.905,67.7334
6/14/2012,41.007,67.6916
6/15/2012,40.9368,67.6573
6/18/2012,40.83,67.6103
6/19/2012,41.108,67.3577
6/20/2012,41.3462,67.0417
6/21/2012,41.62,66.8641
6/22/2012,41.705,67.0194
6/25/2012,41.47,67.0937
6/26/2012,41.22,67.1064
6/27/2012,41.1252,67.3322
6/28/2012,41.143,67.7372
6/29/2012,41.37,67.7342
7/2/2012,41.0527,68.2501
7/3/2012,40.705,68.4183
7/4/2012,40.5534,68.3793
7/5/2012,40.351,68.3514
7/6/2012,40.438,68.6026
7/9/2012,40.607,68.335
7/10/2012,40.3405,68.4581
7/11/2012,40.2341,68.0662
7/12/2012,39.874,68.0878
7/13/2012,39.9148,68.0333
7/16/2012,39.7916,67.8471
7/17/2012,39.805,67.97
7/18/2012,39.6991,68.1049
7/19/2012,39.31,68.2249
7/20/2012,39.016,68.2896
7/23/2012,39.4914,68.5035
7/24/2012,39.624,68.5168
7/25/2012,39.73,68.4417
7/26/2012,39.688,68.3786
7/27/2012,39.706,68.4197
7/30/2012,39.369,68.1553
7/31/2012,39.527,68.2628
8/1/2012,39.777,68.4842
8/2/2012,39.883,68.4518
8/3/2012,39.685,68.5564
8/6/2012,39.2583,68.4575
8/7/2012,39.2407,68.4284
8/8/2012,39.246,68.5505
8/9/2012,38.979,68.6824
8/10/2012,39.144,68.6134
8/13/2012,39.1625,68.7505
8/14/2012,39.2677,68.764
8/15/2012,39.2189,68.7905
8/16/2012,39.1751,68.8064
8/17/2012,39.395,68.6621
8/20/2012,39.4883,68.6419
8/21/2012,39.54,68.7092
8/22/2012,39.69,68.4042
8/23/2012,39.8267,68.3949
8/24/2012,39.8755,68.3848
8/27/2012,39.801,68.3062
8/28/2012,40.229,68.3332
8/29/2012,40.3424,68.2811
8/30/2012,40.5622,68.3642
8/31/2012,40.781,68.2922
9/3/2012,40.7375,68.4012
9/4/2012,40.494,68.4305
9/5/2012,40.655,68.4975
9/6/2012,40.6844,68.5225
9/7/2012,40.3911,68.6188
9/10/2012,40.551,68.5451
9/11/2012,40.5783,68.3733
9/12/2012,40.492,68.3907
9/13/2012,40.5506,68.3834
9/14/2012,40.113,68.3052
9/17/2012,40.155,68.3009
9/18/2012,40.4445,68.5105
9/19/2012,40.517,68.4369
9/20/2012,40.604,68.4763
9/21/2012,40.2662,68.2481
9/24/2012,40.3205,67.788
9/25/2012,40.109,66.99
9/26/2012,40.173,67.0248
9/27/2012,40.035,66.8737
9/28/2012,40.14,67.3378
10/1/2012,40.223,67.6136
10/2/2012,40.16,68.027
10/3/2012,40.177,68.076
10/4/2012,40.29,67.7569
10/5/2012,40.252,66.842
10/8/2012,40.3506,66.8221
10/9/2012,40.274,66.5231
10/10/2012,40.09,66.5324
10/11/2012,40.1155,66.5881
10/12/2012,40.2,66.5968
10/15/2012,40.1885,66.4431
10/16/2012,40.281,66.9394
10/17/2012,40.288,67.3261
10/18/2012,40.3022,67.1948
10/19/2012,40.1888,67.5887
10/22/2012,40.4252,67.3121
10/23/2012,40.615,66.7538
10/24/2012,40.625,67.1654
10/25/2012,40.585,67.3703
10/26/2012,40.615,67.4856
10/29/2012,40.5871,67.0522
10/30/2012,40.645,67.0066
10/31/2012,40.7049,67.1833
11/1/2012,40.6714,67.369
11/2/2012,40.315,67.3633
11/5/2012,40.4824,67.4554
11/6/2012,40.3057,67.5947
11/7/2012,40.0973,67.6422
11/8/2012,40.153,67.833
11/9/2012,40.1422,67.963
11/12/2012,40.2398,67.6361
11/13/2012,40.36,67.6487
11/14/2012,40.345,67.5394
11/15/2012,40.3848,67.2408
11/16/2012,40.4368,66.8529
11/19/2012,40.31,66.4559
11/20/2012,40.1774,66.2438
11/21/2012,39.9872,66.0862
11/22/2012,40.152,65.6879
11/23/2012,40.1967,65.5617
11/26/2012,40.211,64.6356
11/27/2012,40.151,64.966
11/28/2012,40.153,64.5314
11/29/2012,40.06,64.8117
11/30/2012,40.1786,64.9489
12/3/2012,40.3751,65.6344
12/4/2012,40.3515,65.7189
12/5/2012,40.267,65.0375
12/6/2012,40.3332,64.5786
12/7/2012,39.9503,64.7778
12/10/2012,39.744,64.3427
12/11/2012,39.865,64.4877
12/12/2012,39.9645,64.4732
12/13/2012,40.09,64.5455
12/14/2012,40.2507,64.7207
12/17/2012,40.565,64.6829
12/18/2012,40.685,64.2447
12/19/2012,40.79,64.2326
12/20/2012,40.657,64.0533
12/21/2012,40.595,64.3856
12/24/2012,40.503,64.4447
12/27/2012,40.3706,64.9462
12/28/2012,40.23,65.1181
12/31/2012,40.3295,65.0436
1/2/2013,40.034,64.8377
1/3/2013,39.699,65.0129
1/4/2013,39.656,65.0806
1/7/2013,39.6909,65.2498
1/8/2013,39.609,65.3148
1/9/2013,39.707,65.248
