Date,GBP,NEER
4/23/2012,0.8166,82.4271
4/24/2012,0.8154,82.7244
4/25/2012,0.8194,82.959
4/26/2012,0.8164,83.0116
4/27/2012,0.8153,83.0337
4/30/2012,0.81295,83.2167
5/2/2012,0.81205,83.2738
5/3/2012,0.81125,83.4585
5/4/2012,0.81195,83.5513
5/7/2012,0.80647,83.3769
5/8/2012,0.80645,83.4462
5/9/2012,0.80495,83.2172
5/10/2012,0.8018,83.3688
5/11/2012,0.8033,83.242
5/14/2012,0.8,83.2966
5/15/2012,0.8001,83.0506
5/16/2012,0.79925,82.8625
5/17/2012,0.8008,83.2211
5/18/2012,0.8042,83.3218
5/21/2012,0.8075,83.022
5/22/2012,0.8087,83.3507
5/23/2012,0.8044,83.2948
5/24/2012,0.80095,83.5033
5/25/2012,0.8003,83.3028
5/28/2012,0.8001,83.1274
5/29/2012,0.7994,82.924
5/30/2012,0.79775,83.1072
5/31/2012,0.7999,82.9333
6/1/2012,0.805,83.0256
6/4/2012,0.80845,82.7887
6/5/2012,0.81005,82.9108
6/6/2012,0.8063,83.2134
6/7/2012,0.8086,83.141
6/8/2012,0.80795,83.2808
6/11/2012,0.8077,83.4775
6/12/2012,0.80385,83.5416
6/13/2012,0.8063,83.5732
6/14/2012,0.8092,83.5567
6/15/2012,0.8119,83.6895
6/18/2012,0.806,83.3469
6/19/2012,0.8052,83.2196
6/20/2012,0.806,83.205
6/21/2012,0.80695,83.1725
6/22/2012,0.8042,82.9894
6/25/2012,0.80285,83.1059
6/26/2012,0.7996,82.4156
6/27/2012,0.7999,82.4416
6/28/2012,0.79885,82.614
6/29/2012,0.8068,82.6194
7/2/2012,0.8041,82.5981
7/3/2012,0.80275,82.5017
7/4/2012,0.8032,82.4506
7/5/2012,0.7984,82.4171
7/6/2012,0.7965,82.3534
7/9/2012,0.7936,82.0947
7/10/2012,0.7921,82.0356
7/11/2012,0.78815,82.0157
7/12/2012,0.7886,82.3925
7/13/2012,0.7875,82.8548
7/16/2012,0.7844,83.0516
7/17/2012,0.78615,82.6652
7/18/2012,0.784,82.6125
7/19/2012,0.783,82.6717
7/20/2012,0.77835,82.9798
7/23/2012,0.7798,82.8281
7/24/2012,0.7785,82.834
7/25/2012,0.7832,82.7942
7/26/2012,0.7828,82.9021
7/27/2012,0.78295,83.094
7/30/2012,0.77985,82.8849
7/31/2012,0.78395,82.4619
8/1/2012,0.7875,82.6398
8/2/2012,0.7904,82.4257
8/3/2012,0.78745,82.2881
8/6/2012,0.795,82.5707
8/7/2012,0.7934,82.5023
8/8/2012,0.7888,82.453
8/9/2012,0.7871,82.5752
8/10/2012,0.7861,82.3681
8/13/2012,0.78615,82.1472
8/14/2012,0.786,82.2695
8/15/2012,0.7826,82.4368
8/16/2012,0.78195,82.3989
8/17/2012,0.78515,82.272
8/20/2012,0.78345,82.2814
8/21/2012,0.78835,82.3057
8/22/2012,0.78785,82.3655
8/23/2012,0.7911,82.3536
8/24/2012,0.7896,82.4358
8/27/2012,0.79244,82.5464
8/28/2012,0.7947,82.7859
8/29/2012,0.7918,82.6471
8/30/2012,0.7911,82.7361
8/31/2012,0.79525,82.6475
9/3/2012,0.7912,82.5075
9/4/2012,0.7921,82.6458
9/5/2012,0.79035,82.5848
9/6/2012,0.7936,82.5619
9/7/2012,0.7967,82.5621
9/10/2012,0.7997,82.4951
9/11/2012,0.7978,82.2302
9/12/2012,0.8017,82.1643
9/13/2012,0.80145,82.2522
9/14/2012,0.80745,82.3635
9/17/2012,0.80695,82.7502
9/18/2012,0.8035,82.6983
9/19/2012,0.8027,82.4069
9/20/2012,0.80017,82.5076
9/21/2012,0.7987,82.3397
9/24/2012,0.7968,82.1971
9/25/2012,0.7965,82.1226
9/26/2012,0.7949,81.963
9/27/2012,0.7939,81.3811
9/28/2012,0.79805,81.4264
10/1/2012,0.7983,81.315
10/2/2012,0.8006,81.1863
10/3/2012,0.80085,80.8418
10/4/2012,0.80395,80.6822
10/5/2012,0.80325,80.5678
10/8/2012,0.8084,80.4796
10/9/2012,0.8079,80.312
10/10/2012,0.80495,79.9624
10/11/2012,0.80525,79.6712
10/12/2012,0.8065,79.6765
10/15/2012,0.80745,79.4892
10/16/2012,0.8097,79.5959
10/17/2012,0.8115,79.4331
10/18/2012,0.8119,79.2162
10/19/2012,0.81275,79.3728
10/22/2012,0.8145,79.084
10/23/2012,0.81365,79.1972
10/24/2012,0.8083,80.2236
10/25/2012,0.8049,79.634
10/26/2012,0.8012,79.0523
10/29/2012,0.80455,78.6648
10/30/2012,0.8062,78.9038
10/31/2012,0.80645,78.8066
11/1/2012,0.80315,78.7964
11/2/2012,0.8016,78.6536
11/5/2012,0.7999,77.768
11/6/2012,0.80095,78.2024
11/7/2012,0.7984,78.3797
11/8/2012,0.79655,77.1722
11/9/2012,0.79725,77.9719
11/12/2012,0.802,77.9322
11/13/2012,0.79965,78.1096
11/14/2012,0.8026,77.6871
11/15/2012,0.80545,77.8066
11/16/2012,0.80245,78.2082
11/19/2012,0.8032,77.7974
11/20/2012,0.80465,77.7302
11/21/2012,0.8037,77.4238
11/22/2012,0.8077,77.0483
11/23/2012,0.8101,76.9047
11/26/2012,0.80995,77.494
11/27/2012,0.8081,77.6487
11/28/2012,0.80687,78.0992
11/29/2012,0.81053,78.4168
11/30/2012,0.8108,78.4913
12/3/2012,0.8121,78.5711
12/4/2012,0.8123,78.8255
12/5/2012,0.8119,78.8091
12/6/2012,0.81135,78.8465
12/7/2012,0.8061,78.8721
12/10/2012,0.8044,79.002
12/11/2012,0.8074,79.0749
12/12/2012,0.80775,78.907
12/13/2012,0.81005,78.802
12/14/2012,0.8115,78.9539
12/17/2012,0.812,79.1186
12/18/2012,0.8128,79.1958
12/19/2012,0.8161,79.1681
12/20/2012,0.8146,78.9597
12/21/2012,0.8142,79.2912
12/24/2012,0.8175,79.3263
12/27/2012,0.8199,79.0496
12/28/2012,0.81695,78.7882
12/31/2012,0.8161,78.4028
1/2/2013,0.814,78.8588
1/3/2013,0.81075,79.0792
1/4/2013,0.8123,78.7679
1/7/2013,0.8117,79.0974
1/8/2013,0.8145,79.0832
1/9/2013,0.81505,79.8413
1/10/2013,0.8172,80.1572
1/11/2013,0.8232,79.9649
1/14/2013,0.8312,79.8321
1/15/2013,0.83025,79.8692
1/16/2013,0.8301,80.0116
1/17/2013,0.8341,80.0774
1/18/2013,0.8372,79.9495
1/21/2013,0.839,79.6932
1/22/2013,0.83965,79.9181
1/23/2013,0.8407,79.761
1/24/2013,0.8439,79.7777
1/25/2013,0.8514,79.4337
1/28/2013,0.8545,79.4028
1/29/2013,0.8536,79.5441
1/30/2013,0.8583,79.5625
1/31/2013,0.857,79.4504
2/1/2013,0.8617,79.1519
2/4/2013,0.8619,78.6901
2/5/2013,0.8599,78.6754
2/6/2013,0.8631,78.591
2/7/2013,0.8624,78.6599
2/8/2013,0.84635,78.7185
2/11/2013,0.8535,78.6314
2/12/2013,0.8615,78.7893
2/13/2013,0.866,79.0683
2/14/2013,0.8594,79.2277
2/15/2013,0.8604,78.9948
2/18/2013,0.8619,79.3861
2/19/2013,0.8631,79.7022
2/20/2013,0.8733,79.6999
2/21/2013,0.8642,79.8171
2/22/2013,0.86205,79.6016
2/25/2013,0.8789,80.0641
2/26/2013,0.8633,79.9503
2/27/2013,0.86405,79.7027
2/28/2013,0.863,80.1267
3/1/2013,0.8647,79.5059
3/4/2013,0.864,79.5749
3/5/2013,0.8598,79.4938
3/6/2013,0.8644,79.57
3/7/2013,0.865,79.6928
3/8/2013,0.871,79.9142
3/11/2013,0.87335,79.7348
3/12/2013,0.8763,79.2696
3/13/2013,0.8678,79.0308
3/14/2013,0.8657,79.016
3/15/2013,0.864,78.8357
3/18/2013,0.8562,79.5065
3/19/2013,0.85585,78.5768
3/20/2013,0.8552,78.264
3/21/2013,0.85165,78.1979
3/22/2013,0.8528,77.874
3/25/2013,0.8516,78.1623
3/26/2013,0.849,78.3825
3/27/2013,0.84515,78.4022
3/28/2013,0.8456,78.1931
4/2/2013,0.8469,77.9272
4/3/2013,0.8484,78.5325
4/4/2013,0.84745,78.6749
4/5/2013,0.8491,78.8067
4/8/2013,0.85095,78.9489
4/9/2013,0.85175,78.932
4/10/2013,0.8548,78.7791
4/11/2013,0.852,78.6144
4/12/2013,0.8497,78.9255
4/15/2013,0.8529,78.7039
4/16/2013,0.8569,78.4078
4/17/2013,0.8613,77.8665
4/18/2013,0.8548,78.1923
4/19/2013,0.8544,78.0268
4/22/2013,0.8563,78.6859
4/23/2013,0.85165,78.5581
4/24/2013,0.8525,79.1696
4/25/2013,0.8458,78.9976
4/26/2013,0.84,79.0543
4/29/2013,0.844,79.1166
4/30/2013,0.8443,79.1032
5/2/2013,0.8466,79.4996
5/3/2013,0.8431,79.7136
5/6/2013,0.8431,79.8076
5/7/2013,0.8442,79.9129
5/8/2013,0.8469,79.8096
5/9/2013,0.84435,80.0003
5/10/2013,0.8443,79.7229
5/13/2013,0.8441,79.4311
5/14/2013,0.84815,79.4639
5/15/2013,0.8464,79.1684
5/16/2013,0.8455,79.0009
5/17/2013,0.84475,79.5887
5/20/2013,0.8456,79.6034
5/21/2013,0.8491,80.1118
5/22/2013,0.8557,80.0958
5/23/2013,0.85515,80.4118
5/24/2013,0.85695,80.5982
5/27/2013,0.8556,80.4733
5/28/2013,0.8553,80.6877
5/29/2013,0.85695,80.5377
5/30/2013,0.8557,80.8098
5/31/2013,0.85365,80.8726
6/3/2013,0.8518,81.0011
6/4/2013,0.8558,81.214
6/5/2013,0.85105,81.1132
6/6/2013,0.8491,81.4791
6/7/2013,0.8513,81.2155
6/10/2013,0.8504,81.0996
6/11/2013,0.8539,81.293
6/12/2013,0.84825,80.9258
6/13/2013,0.8495,81.2656
6/14/2013,0.8515,81.2313
6/17/2013,0.84755,81.477
6/18/2013,0.8562,81.7431
6/19/2013,0.8558,81.9994
6/20/2013,0.8545,81.9436
6/21/2013,0.8533,81.5877
6/24/2013,0.85115,80.8492
6/25/2013,0.8486,81.1011
6/26/2013,0.8482,81.2159
6/27/2013,0.8531,80.761
6/28/2013,0.8572,80.6577
7/1/2013,0.85625,80.6415
7/2/2013,0.8579,80.6846
7/3/2013,0.8492,80.6913
7/4/2013,0.8598,80.899
7/5/2013,0.86055,80.9009
7/8/2013,0.8616,81.1815
7/9/2013,0.865,81.0329
7/10/2013,0.8602,80.941
7/11/2013,0.8629,80.6816
7/12/2013,0.8627,80.609
7/15/2013,0.8647,80.7286
7/16/2013,0.8693,80.6149
7/17/2013,0.86315,80.3067
7/18/2013,0.8609,80.3544
7/19/2013,0.85995,80.6413
7/22/2013,0.859,80.7308
7/23/2013,0.85955,80.7975
7/24/2013,0.8626,81.262
7/25/2013,0.8637,81.3115
7/26/2013,0.86105,81.7981
7/29/2013,0.8634,81.6804
7/30/2013,0.86735,81.4046
7/31/2013,0.8735,80.9155
8/1/2013,0.8692,81.3484
8/2/2013,0.87135,81.6733
8/5/2013,0.86425,81.6633
8/6/2013,0.86575,81.6342
8/7/2013,0.85955,81.6521
8/8/2013,0.862,81.7923
8/9/2013,0.86135,81.9722
8/12/2013,0.8586,82.1676
8/13/2013,0.85955,82.1453
8/14/2013,0.8544,81.8715
8/15/2013,0.8533,82.4393
8/16/2013,0.85325,82.6344
8/19/2013,0.8529,82.6262
8/20/2013,0.8549,83.1362
8/21/2013,0.85295,83.1288
8/22/2013,0.85505,82.8647
8/23/2013,0.8591,82.7286
8/26/2013,0.8585,82.4332
8/27/2013,0.8609,82.3827
8/28/2013,0.8632,82.5434
8/29/2013,0.8549,82.2111
8/30/2013,0.85395,82.3212
9/2/2013,0.84775,81.8635
9/3/2013,0.8473,81.9182
9/4/2013,0.8438,81.699
9/5/2013,0.8431,82.228
9/6/2013,0.842,82.6302
9/9/2013,0.8413,82.6129
9/10/2013,0.8438,82.3821
9/11/2013,0.8414,82.5095
9/12/2013,0.841,82.7641
9/13/2013,0.8399,82.7131
9/16/2013,0.8385,82.9348
9/17/2013,0.8397,83.2226
9/18/2013,0.8358,82.9045
9/19/2013,0.842,82.8841
9/20/2013,0.8436,82.9013
9/23/2013,0.84115,83.166
9/24/2013,0.84431,83.4318
9/25/2013,0.84165,83.1247
9/26/2013,0.8418,82.8093
9/27/2013,0.84,82.861
9/30/2013,0.83605,82.8968
10/1/2013,0.8345,82.7435
10/2/2013,0.8341,83.2763
10/3/2013,0.8394,83.2289
10/4/2013,0.8469,83.4254
10/7/2013,0.8437,83.9896
10/8/2013,0.84265,83.8993
10/9/2013,0.8464,83.2578
10/10/2013,0.8481,83.5846
10/11/2013,0.849,83.8019
10/14/2013,0.8483,83.7927
10/15/2013,0.84635,83.5957
10/16/2013,0.8459,83.7123
10/17/2013,0.8476,83.1659
10/18/2013,0.84515,82.833
10/21/2013,0.8465,82.5352
10/22/2013,0.8476,82.7608
10/23/2013,0.8516,82.7419
10/24/2013,0.8537,82.8485
10/25/2013,0.8519,83.0045
10/28/2013,0.8534,83.6536
10/29/2013,0.8567,83.9233
10/30/2013,0.8559,84.0772
10/31/2013,0.8502,84.1982
11/1/2013,0.84635,83.8892
11/4/2013,0.8456,83.7575
11/5/2013,0.8403,84.0524
11/6/2013,0.8403,84.0991
11/7/2013,0.8321,83.8527
11/8/2013,0.83525,83.9951
11/11/2013,0.8381,84.0824
11/12/2013,0.8447,84.1446
11/13/2013,0.8399,83.9146
11/14/2013,0.83715,84.1482
11/15/2013,0.8377,83.9946
11/18/2013,0.8388,84.1853
11/19/2013,0.8385,84.0103
11/20/2013,0.83765,83.8542
11/21/2013,0.835,83.3818
11/22/2013,0.8344,83.3209
11/25/2013,0.8348,83.2054
11/26/2013,0.8383,83.3237
11/27/2013,0.83405,83.079
11/28/2013,0.83215,83.1616
11/29/2013,0.83275,83.0065
12/2/2013,0.82605,83.2025
12/3/2013,0.8271,83.2369
12/4/2013,0.83,83.1365
12/5/2013,0.8313,83.0784
12/6/2013,0.8358,83.1783
12/9/2013,0.83765,83.3098
12/10/2013,0.83645,83.7946
12/11/2013,0.84025,83.8275
12/12/2013,0.8397,83.8311
12/13/2013,0.8437,83.6971
12/16/2013,0.84385,83.8268
12/17/2013,0.8456,83.6401
12/18/2013,0.8401,83.768
12/19/2013,0.8349,83.7615
12/20/2013,0.8348,84.0695
12/23/2013,0.8377,84.1394
12/24/2013,0.83603,83.9723
12/27/2013,0.83665,83.8149
12/30/2013,0.8364,83.9136
12/31/2013,0.8337,84.1043
1/2/2014,0.8282,84.3386
1/3/2014,0.83045,84.3302
1/6/2014,0.8303,84.6841
1/7/2014,0.83115,84.374
1/8/2014,0.8277,84.4656
1/9/2014,0.82575,84.5118
1/10/2014,0.828,84.5821
1/13/2014,0.8317,84.563
1/14/2014,0.83145,84.5436
1/15/2014,0.8302,84.7052
1/16/2014,0.83215,84.5428
1/17/2014,0.8262,84.8167
1/20/2014,0.8262,84.8185
1/21/2014,0.8239,84.5727
1/22/2014,0.819,84.7796
1/23/2014,0.82175,84.9957
1/24/2014,0.8291,84.9686
1/27/2014,0.82505,84.6061
1/28/2014,0.82285,84.7178
1/29/2014,0.8221,84.8617
1/30/2014,0.8238,84.9252
1/31/2014,0.82135,84.9798
2/3/2014,0.8259,85.3773
2/4/2014,0.82905,85.2594
2/5/2014,0.8322,85.2962
2/6/2014,0.82875,85.2336
2/7/2014,0.8314,85.153
2/10/2014,0.8316,84.9326
2/11/2014,0.83075,84.6691
2/12/2014,0.8216,84.8332
2/13/2014,0.8215,84.896
2/14/2014,0.82035,84.8291
2/17/2014,0.81885,84.9619
2/18/2014,0.8233,85.0663
2/19/2014,0.8251,85.1745
2/20/2014,0.822,85.1526
2/21/2014,0.82183,85.2185
2/24/2014,0.82465,85.267
2/25/2014,0.82395,85.5227
2/26/2014,0.8226,86.172
2/27/2014,0.82035,86.2632
2/28/2014,0.82625,86.1495
3/3/2014,0.82305,86.0445
3/4/2014,0.8246,86.2369
3/5/2014,0.8217,86.4398
3/6/2014,0.8234,86.2153
3/7/2014,0.8285,86.0655
3/10/2014,0.8338,86.0027
3/11/2014,0.8336,86.2842
3/12/2014,0.8359,86.2327
3/13/2014,0.83545,86.0935
3/14/2014,0.83665,86.5257
3/17/2014,0.83675,86.705
3/18/2014,0.8383,86.671
3/19/2014,0.8368,86.9328
3/20/2014,0.83455,86.8025
3/21/2014,0.8357,86.7716
3/24/2014,0.8354,86.606
3/25/2014,0.8348,86.6627
3/26/2014,0.8336,86.7463
3/27/2014,0.8277,86.5752
3/28/2014,0.8272,86.9431
3/31/2014,0.8282,87.0714
4/1/2014,0.8292,86.9746
4/2/2014,0.828,86.8991
4/3/2014,0.8297,86.8988
4/4/2014,0.8267,86.9057
4/7/2014,0.8271,86.7695
4/8/2014,0.8242,86.6613
4/9/2014,0.82375,86.6984
4/10/2014,0.8272,86.725
4/11/2014,0.8291,86.531
4/14/2014,0.8274,86.5554
4/15/2014,0.8251,86.4584
4/16/2014,0.8239,86.1857
4/17/2014,0.8243,86.1039
4/22/2014,0.8205,86.3457
4/23/2014,0.8239,86.3866
4/24/2014,0.823,86.3075
4/25/2014,0.82285,86.0238
4/28/2014,0.8228,85.9073
4/29/2014,0.8222,86.0412
4/30/2014,0.823,85.6139
5/2/2014,0.8214,85.3996
5/5/2014,0.82293,85.3714
5/6/2014,0.82115,85.5616
5/7/2014,0.8207,85.2267
5/8/2014,0.8233,85.5693
5/9/2014,0.81725,85.4379
5/12/2014,0.81515,85.3129
5/13/2014,0.81395,85.642
5/14/2014,0.8177,85.5943
5/15/2014,0.8152,85.7236
5/16/2014,0.8148,85.6784
5/19/2014,0.8146,85.6252
5/20/2014,0.814,86.0419
5/21/2014,0.8094,85.7339
5/22/2014,0.8104,85.2258
5/23/2014,0.80935,85.4264
5/26/2014,0.8099,85.1444
5/27/2014,0.811,84.3183
5/28/2014,0.8125,84.4755
5/29/2014,0.8145,84.4926
5/30/2014,0.8131,85.0858
6/2/2014,0.8129,85.0346
6/3/2014,0.8147,85.1965
6/4/2014,0.813,84.8199
6/5/2014,0.8103,85.4273
6/6/2014,0.8108,85.8424
6/9/2014,0.80985,85.9536
6/10/2014,0.8075,85.9491
6/11/2014,0.807,86.0951
6/12/2014,0.8039,86.3453
6/13/2014,0.7979,86.302
6/16/2014,0.7974,86.3083
6/17/2014,0.7994,86.1105
6/18/2014,0.8005,86.3592
6/19/2014,0.79985,86.3302
6/20/2014,0.7975,85.8782
6/23/2014,0.7994,85.542
6/24/2014,0.8015,85.3776
6/25/2014,0.80225,85.643
6/26/2014,0.7991,85.4463
6/27/2014,0.79965,85.5963
6/30/2014,0.8015,85.2633
7/1/2014,0.7981,85.333
7/2/2014,0.7958,84.5731
7/3/2014,0.7965,84.5287
7/4/2014,0.7926,84.5837
7/7/2014,0.79385,84.9112
7/8/2014,0.79385,85.2356
7/9/2014,0.79555,85.3391
7/10/2014,0.79505,85.0646
7/11/2014,0.7941,85.0911
7/14/2014,0.7966,85.254
7/15/2014,0.7931,85.493
7/16/2014,0.7903,85.5676
7/17/2014,0.7909,85.219
7/18/2014,0.79155,85.3069
7/21/2014,0.7915,85.5764
7/22/2014,0.7905,85.9482
7/23/2014,0.7908,85.907
7/24/2014,0.79215,85.6242
7/25/2014,0.79115,85.4854
7/28/2014,0.79055,85.5178
7/29/2014,0.7924,85.454
7/30/2014,0.7917,85.5633
7/31/2014,0.7928,85.1691
8/1/2014,0.7961,84.8087
8/4/2014,0.7972,84.4841
8/5/2014,0.7939,84.1192
8/6/2014,0.79285,84.1099
8/7/2014,0.794,84.213
8/8/2014,0.7967,84.3387
8/11/2014,0.7976,84.7018
8/12/2014,0.7955,84.776
8/13/2014,0.7997,84.6694
8/14/2014,0.8016,85.0014
8/15/2014,0.80215,84.8832
8/18/2014,0.8002,84.6245
8/19/2014,0.80265,84.8875
8/20/2014,0.7981,84.6994
8/21/2014,0.79925,85.2375
8/22/2014,0.8003,85.2539
8/25/2014,0.79567,85.2031
8/26/2014,0.79605,85.3885
8/27/2014,0.794,85.0455
8/28/2014,0.7945,85.1036
8/29/2014,0.7953,84.9313
9/1/2014,0.79025,85.0267
9/2/2014,0.7933,84.8904
9/3/2014,0.79855,84.8372
9/4/2014,0.7932,85.0106
9/5/2014,0.79455,85.3799
9/8/2014,0.80235,85.6112
9/9/2014,0.8005,85.5736
9/10/2014,0.80125,85.2754
9/11/2014,0.7958,85.3411
9/12/2014,0.7966,85.5444
9/15/2014,0.79495,85.5556
9/16/2014,0.7992,85.836
9/17/2014,0.7936,85.5644
9/18/2014,0.7883,84.956
9/19/2014,0.7865,84.7218
9/22/2014,0.7866,84.7312
9/23/2014,0.786,84.6758
9/24/2014,0.7823,84.8968
9/25/2014,0.7804,84.9741
9/26/2014,0.7807,85.1468
9/29/2014,0.7827,85.2347
9/30/2014,0.7773,85.5005
10/1/2014,0.7782,85.5558
10/2/2014,0.7824,85.3547
10/3/2014,0.78525,85.6262
10/6/2014,0.78575,85.2063
10/7/2014,0.784,85.6097
10/8/2014,0.787,86.2977
10/9/2014,0.7875,86.352
10/10/2014,0.7882,86.7333
10/13/2014,0.788,86.9551
10/14/2014,0.7945,86.8122
10/15/2014,0.7957,86.4378
10/16/2014,0.797,86.2695
10/17/2014,0.7955,86.2843
10/20/2014,0.7914,86.7182
10/21/2014,0.79,87.0129
10/22/2014,0.7909,87.1813
10/23/2014,0.7904,87.4194
10/24/2014,0.7887,87.4452
10/27/2014,0.7871,87.858
10/28/2014,0.7881,88.1941
10/29/2014,0.79095,87.963
10/30/2014,0.7872,87.8202
10/31/2014,0.78425,87.6886
11/3/2014,0.78085,88.3626
11/4/2014,0.7819,88.3191
11/5/2014,0.7843,88.3739
11/6/2014,0.78615,88.3784
11/7/2014,0.7834,88.5782
11/10/2014,0.7852,88.7514
11/11/2014,0.7836,88.9466
11/12/2014,0.788,89.0107
11/13/2014,0.7912,88.8385
11/14/2014,0.7944,88.8569
11/17/2014,0.7989,88.9213
11/18/2014,0.7994,88.8309
11/19/2014,0.79965,88.8219
11/20/2014,0.7989,89.0147
11/21/2014,0.7921,89.421
11/24/2014,0.7916,90.0591
11/25/2014,0.7929,89.4056
11/26/2014,0.79095,88.5958
11/27/2014,0.792,88.7905
11/28/2014,0.7953,88.1838
12/1/2014,0.7927,87.6913
12/2/2014,0.7936,88.3769
12/3/2014,0.7862,87.8269
12/4/2014,0.7861,87.4029
12/5/2014,0.7881,87.1332
12/8/2014,0.7845,86.9778
12/9/2014,0.79015,86.8689
12/10/2014,0.78975,87.4205
12/11/2014,0.7927,87.0526
12/12/2014,0.7925,87.4482
12/15/2014,0.7936,87.2426
12/16/2014,0.7965,87.0808
12/17/2014,0.7932,87.4931
12/18/2014,0.7865,87.735
12/19/2014,0.7847,87.4341
12/22/2014,0.7849,87.1248
12/23/2014,0.7867,87.4345
12/24/2014,0.7865,87.3857
12/29/2014,0.7842,88.0013
12/30/2014,0.7823,88.079
12/31/2014,0.7789,88.2254
1/2/2015,0.78,88.0013
1/5/2015,0.7827,88.0121
1/6/2015,0.7842,88.8913
1/7/2015,0.7823,88.5597
1/8/2015,0.7811,88.7858
1/9/2015,0.7799,88.7758
1/12/2015,0.7791,89.1922
1/13/2015,0.7767,89.2791
1/14/2015,0.7753,88.6441
1/15/2015,0.7672,87.2193
1/16/2015,0.7637,87.4112
1/19/2015,0.7664,87.4121
1/20/2015,0.7637,87.0525
1/21/2015,0.7671,88.6069
1/22/2015,0.7644,89.4094
1/23/2015,0.7473,90.134
1/26/2015,0.74895,89.9052
1/27/2015,0.74725,89.7664
1/28/2015,0.7466,89.7803
1/29/2015,0.74775,89.2341
1/30/2015,0.7511,89.2324
2/2/2015,0.7526,89.8613
2/3/2015,0.75395,90.6389
2/4/2015,0.7516,90.2347
2/5/2015,0.7482,90.1824
2/6/2015,0.7473,90.1479
2/9/2015,0.7415,90.3407
2/10/2015,0.742,89.798
2/11/2015,0.7396,89.2037
2/12/2015,0.7376,89.1279
2/13/2015,0.7401,88.8048
2/16/2015,0.7421,88.7199
2/17/2015,0.7434,88.3675
2/18/2015,0.7372,88.5281
2/19/2015,0.7379,88.4111
2/20/2015,0.7348,88.1653
2/23/2015,0.7352,89.03
2/24/2015,0.7344,89.1336
2/25/2015,0.7328,89.3337
2/26/2015,0.7301,89.4754
2/27/2015,0.7278,90.0996
3/2/2015,0.7294,90.4689
3/3/2015,0.7276,90.7974
3/4/2015,0.7259,90.9458
3/5/2015,0.7251,90.6053
3/6/2015,0.722,91.0733
3/9/2015,0.7186,90.8982
3/10/2015,0.7128,90.7989
3/11/2015,0.70355,90.8591
3/12/2015,0.7091,91.1032
3/13/2015,0.71525,90.8649
3/16/2015,0.7131,90.9496
3/17/2015,0.71995,90.7715
3/18/2015,0.723,90.8537
3/19/2015,0.7183,90.8758
3/20/2015,0.7255,90.6856
3/23/2015,0.7318,89.7856
3/24/2015,0.7344,89.806
3/25/2015,0.7365,89.7897
3/26/2015,0.7371,90.5647
3/27/2015,0.7298,90.9209
3/30/2015,0.7328,91.3404
3/31/2015,0.7273,91.7388
4/1/2015,0.7285,91.7875
4/2/2015,0.7316,91.8676
4/7/2015,0.7286,91.7069
4/8/2015,0.7264,91.8809
4/9/2015,0.7268,91.4158
4/10/2015,0.7244,90.9757
4/13/2015,0.7215,90.5926
4/14/2015,0.7217,91.1759
4/15/2015,0.7168,91.4502
4/16/2015,0.7189,91.8208
4/17/2015,0.7199,91.4506
4/20/2015,0.71955,91.5871
4/21/2015,0.7187,91.6291
4/22/2015,0.7129,92.2426
4/23/2015,0.717,91.6382
4/24/2015,0.7159,91.3221
4/27/2015,0.7162,91.1628
4/28/2015,0.715,91.5517
4/29/2015,0.7161,91.1615
4/30/2015,0.7267,91.5793
