Date,HUF,NEER
6/11/2002,241.16,101.1247
6/12/2002,241.25,100.9731
6/13/2002,241.29,100.6195
6/14/2002,241.96,100.7894
6/17/2002,242.33,100.9835
6/18/2002,242.94,100.8712
6/19/2002,243.42,101.1144
6/20/2002,243.65,100.9293
6/21/2002,244.28,101.0964
6/24/2002,244.45,100.8299
6/25/2002,243.44,100.5371
6/26/2002,244.5,100.3526
6/27/2002,244.45,100.089
6/28/2002,244.93,100.5601
7/1/2002,244.13,100.6151
7/2/2002,244.32,100.5321
7/3/2002,245.15,100.3799
7/4/2002,248.55,100.3507
7/5/2002,250.05,100.1202
7/8/2002,251.18,100.3057
7/9/2002,253.6,101.3059
7/10/2002,252.23,101.5009
7/11/2002,249.1,101.6367
7/12/2002,246.53,101.4874
7/15/2002,246.55,101.8545
7/16/2002,247.55,101.7185
7/17/2002,246.37,101.8234
7/18/2002,244.85,101.9051
7/19/2002,244.8,101.9629
7/22/2002,244.9,102.2029
7/23/2002,244.74,102.2987
7/24/2002,246.35,102.4667
7/25/2002,244.45,102.9428
7/26/2002,245.05,103.2482
7/29/2002,244.45,103.4479
7/30/2002,244.4,103.7424
7/31/2002,245.2,103.5192
8/1/2002,244.95,103.5049
8/2/2002,245.97,103.8532
8/5/2002,245.05,103.9668
8/6/2002,244.08,104.1952
8/7/2002,244.5,104.5105
8/8/2002,244.65,103.8654
8/9/2002,244.16,103.9567
8/12/2002,244.69,104.1487
8/13/2002,245.11,103.9
8/14/2002,246.67,104.3002
8/15/2002,245.78,104.0641
8/16/2002,246.45,103.6176
8/19/2002,246.44,103.6933
8/20/2002,245.64,103.995
8/21/2002,244.65,104.0116
8/22/2002,244.9,104.2318
8/23/2002,244.82,104.6658
8/26/2002,245.4,104.5095
8/27/2002,246.05,104.7184
8/28/2002,246.01,104.7684
8/29/2002,245.5,104.8352
8/30/2002,245.2,105.1161
9/2/2002,244.63,105.3434
9/3/2002,245.18,105.2905
9/4/2002,246.05,105.7352
9/5/2002,245.19,105.5137
9/6/2002,244.88,105.4712
9/9/2002,243.95,105.1523
9/10/2002,243.25,105.3455
9/11/2002,243.59,105.4489
9/12/2002,243.51,105.6126
9/13/2002,243.81,105.6205
9/16/2002,243.45,105.5936
9/17/2002,243.27,105.7641
9/18/2002,243.66,105.7675
9/19/2002,242.95,105.9143
9/20/2002,243.12,105.8748
9/23/2002,243.15,105.8168
9/24/2002,243.52,106.2006
9/25/2002,243.95,106.2542
9/26/2002,243.67,106.4514
9/27/2002,243.11,106.4669
9/30/2002,243.8,106.3936
10/1/2002,243.27,106.5087
10/2/2002,243.6,101.7306
10/3/2002,243.58,102.5937
10/4/2002,244.05,101.5988
10/7/2002,244.53,101.1042
10/8/2002,245.02,101.0539
10/9/2002,245.95,101.8343
10/10/2002,245.09,102.7441
10/11/2002,244.93,103.0248
10/14/2002,245.2,103.5033
10/15/2002,245.27,103.099
10/16/2002,245.34,103.1217
10/17/2002,245.4,103.089
10/18/2002,244.91,103.1413
10/21/2002,242.48,102.8724
10/22/2002,242.25,102.5712
10/23/2002,241.83,102.0645
10/24/2002,241.94,102.2892
10/25/2002,241.12,102.6241
10/28/2002,241.41,102.7066
10/29/2002,241.48,103.0398
10/30/2002,241.28,102.6314
10/31/2002,241.33,102.4579
11/1/2002,241.4,102.3182
11/4/2002,241.1,102.1467
11/5/2002,241.14,102.2976
11/6/2002,239.65,102.3775
11/7/2002,239.15,102.5599
11/8/2002,239.03,102.9641
11/11/2002,238.21,103.0323
11/12/2002,238.52,103.631
11/13/2002,238.5,103.491
11/14/2002,237.86,103.2036
11/15/2002,237.3,103.1693
11/18/2002,237.03,103.2164
11/19/2002,236.62,103.3069
11/20/2002,237.67,103.4211
11/21/2002,237.53,103.4563
11/22/2002,236.98,103.5246
11/25/2002,236.98,103.465
11/26/2002,236.05,103.241
11/27/2002,236.76,103.1621
11/28/2002,237.95,103.1746
11/29/2002,237.72,102.5787
12/2/2002,236.85,102.5161
12/3/2002,237.38,102.2752
12/4/2002,237.21,102.1104
12/5/2002,236.15,102.3033
12/6/2002,236.58,102.4871
12/9/2002,236.36,102.3907
12/10/2002,236.51,102.5004
12/11/2002,236.06,102.3539
12/12/2002,235.92,102.954
12/13/2002,235.68,102.2397
12/16/2002,235.65,102.3402
12/17/2002,235.13,102.5862
12/18/2002,235.23,102.9667
12/19/2002,235.39,102.9145
12/20/2002,235.98,103.1146
12/23/2002,235.75,103.4203
12/24/2002,235.61,103.567
12/27/2002,235.73,103.2908
12/30/2002,235.95,102.8538
12/31/2002,236.29,103.1087
1/2/2003,235.78,103.0372
1/3/2003,235.46,103.3
1/6/2003,235.46,103.1261
1/7/2003,235.31,103.3037
1/8/2003,235.3,103.3561
1/9/2003,235.11,103.3633
1/10/2003,235.09,103.4812
1/13/2003,234.94,103.2583
1/14/2003,234.94,103.6359
1/15/2003,234.91,103.7515
1/16/2003,234.72,104.0689
1/17/2003,246.2,104.2811
1/20/2003,244.31,104.5901
1/21/2003,246.74,104.5077
1/22/2003,248.53,104.6296
1/23/2003,248.85,104.8599
1/24/2003,246.87,104.9052
1/27/2003,245.21,104.7624
1/28/2003,244.22,104.5926
1/29/2003,243.23,104.5037
1/30/2003,243.5,104.8676
1/31/2003,243.98,104.9207
2/3/2003,243.73,104.6658
2/4/2003,244.11,104.7555
2/5/2003,245.25,104.8556
2/6/2003,245.44,104.9786
2/7/2003,246.67,105.2333
2/10/2003,246.28,104.6948
2/11/2003,245.04,103.2898
2/12/2003,244.95,103.5156
2/13/2003,244.32,102.2265
2/14/2003,245.45,101.6753
2/17/2003,245.55,97.8678
2/18/2003,245.72,97.9646
2/19/2003,246.23,99.1031
2/20/2003,246.11,98.5728
2/21/2003,246.46,99.343
2/24/2003,245.31,100.0144
2/25/2003,244.56,99.697
2/26/2003,244.29,99.2588
2/27/2003,243.29,98.8686
2/28/2003,243.64,98.1652
3/3/2003,244.45,96.7976
3/4/2003,245.31,96.7167
3/5/2003,245.33,98.1352
3/6/2003,245.06,98.5688
3/7/2003,245.24,98.5407
3/10/2003,245.4,98.3941
3/11/2003,245.45,97.3802
3/12/2003,245.27,96.2447
3/13/2003,244.95,96.2131
3/14/2003,244.65,97.1044
3/17/2003,244.85,97.5854
3/18/2003,245.25,97.3195
3/19/2003,245.33,97.0384
3/20/2003,246.09,97.2205
3/21/2003,246.42,97.3541
3/24/2003,246.33,97.611
3/25/2003,246.16,97.7287
3/26/2003,246.26,97.6772
3/27/2003,246.38,97.9759
3/28/2003,246.98,97.9833
3/31/2003,246.35,97.2993
4/1/2003,248.06,96.5792
4/2/2003,247.52,95.5943
4/3/2003,246.21,96.265
4/4/2003,245.43,96.2491
4/7/2003,244.84,95.8766
4/8/2003,244.73,96.5777
4/9/2003,244.35,97.2901
4/10/2003,244.2,97.3157
4/11/2003,244.46,97.741
4/14/2003,245.52,97.3946
4/15/2003,245.12,96.999
4/16/2003,245.65,96.6076
4/17/2003,245.37,97.3537
4/22/2003,246.24,97.7737
4/23/2003,245.63,97.9123
4/24/2003,245.81,98.0682
4/25/2003,245.73,98.7244
4/28/2003,245.55,98.9682
4/29/2003,245.68,98.966
4/30/2003,245.73,98.8806
5/2/2003,245.85,98.1579
5/5/2003,245.01,97.9806
5/6/2003,245.11,97.7291
5/7/2003,244.89,98.094
5/8/2003,244.97,98.0696
5/9/2003,245.13,98.2476
5/12/2003,245.18,98.4775
5/13/2003,244.68,98.9044
5/14/2003,244.81,98.6418
5/15/2003,244.75,98.3848
5/16/2003,245.12,98.6531
5/19/2003,245.21,98.4928
5/20/2003,245.11,98.5809
5/21/2003,245.88,98.3045
5/22/2003,245.85,98.3774
5/23/2003,246.07,98.8588
5/26/2003,245.98,99.2603
5/27/2003,245.82,99.3016
5/28/2003,246.38,99.4887
5/29/2003,249.92,99.5539
5/30/2003,249.73,100.0108
6/2/2003,252.12,99.9038
6/3/2003,253.75,100.4017
6/4/2003,263.5,100.2764
6/5/2003,263.53,100.0681
6/6/2003,260.5,99.7275
6/9/2003,261.55,100.0261
6/10/2003,259.4,100.2792
6/11/2003,257.75,100.3388
6/12/2003,258.45,100.8007
6/13/2003,259.71,100.5525
6/16/2003,261.13,100.4104
6/17/2003,262.7,100.6099
6/18/2003,265.87,100.6166
6/19/2003,266.08,101.1372
6/20/2003,262.07,101.1579
6/23/2003,260.3,101.1201
6/24/2003,260.54,101.079
6/25/2003,260.73,101.2537
6/26/2003,262.97,101.2675
6/27/2003,266.25,101.3669
6/30/2003,266.61,101.0578
7/1/2003,264.63,99.946
7/2/2003,263.14,100.4083
7/3/2003,263.31,100.0937
7/4/2003,263.98,99.6124
7/7/2003,263.02,99.7938
7/8/2003,262.55,100.0193
7/9/2003,262.05,100.0295
7/10/2003,261.73,100.4406
7/11/2003,261.58,100.2537
7/14/2003,260.79,99.6408
7/15/2003,261.05,99.606
7/16/2003,262.05,100.1372
7/17/2003,264.65,100.1318
7/18/2003,267.35,100.2211
7/21/2003,265.95,98.8917
7/22/2003,266.32,97.522
7/23/2003,267.64,98.1987
7/24/2003,265.98,99.3963
7/25/2003,264.06,99.1384
7/28/2003,263.94,99.1367
7/29/2003,262.67,99.3293
7/30/2003,263.38,99.2544
7/31/2003,263.93,99.0774
8/1/2003,264.25,99.2305
8/4/2003,263.03,99.661
8/5/2003,262.05,99.8363
8/6/2003,261.95,99.9847
8/7/2003,261.32,99.8068
8/8/2003,259.24,99.8996
8/11/2003,258.5,100.0068
8/12/2003,258.64,99.4889
8/13/2003,258.68,98.1698
8/14/2003,260.55,98.5899
8/15/2003,260.92,97.5919
8/18/2003,261.36,97.6311
8/19/2003,259.74,98.2567
8/20/2003,259.8,94.3132
8/21/2003,258.65,94.9286
8/22/2003,257.39,95.7002
8/25/2003,256.21,97.1156
8/26/2003,256.55,96.7908
8/27/2003,257.86,97.08
8/28/2003,256.6,98.349
8/29/2003,257.46,98.74
9/1/2003,257.48,98.5406
9/2/2003,257.58,98.2546
9/3/2003,256.88,98.3428
9/4/2003,255.85,98.5488
9/5/2003,255.55,98.6732
9/8/2003,256.36,99.1971
9/9/2003,256.22,99.1339
9/10/2003,256.34,99.0921
9/11/2003,255.4,99.9863
9/12/2003,255.41,100.0362
9/15/2003,254.85,99.6422
9/16/2003,254.89,99.542
9/17/2003,255.2,99.7091
9/18/2003,256.24,99.9204
9/19/2003,255.35,100.5635
9/22/2003,255.04,99.5159
9/23/2003,254.7,98.9897
9/24/2003,253.42,97.5169
9/25/2003,254.2,96.8836
9/26/2003,254.58,97.4943
9/29/2003,253.71,98.2955
9/30/2003,254.96,97.7124
10/1/2003,253.95,97.5266
10/2/2003,253.85,98.3323
10/3/2003,253.81,98.7557
10/6/2003,253.35,98.9418
10/7/2003,253.96,99.5383
10/8/2003,253.99,99.4257
10/9/2003,253.7,99.4343
10/10/2003,254.45,99.2102
10/13/2003,256.7,99.0425
10/14/2003,255.48,98.8486
10/15/2003,256.34,98.3056
10/16/2003,257.35,98.5743
10/17/2003,256.65,97.8401
10/20/2003,256.45,98.4789
10/21/2003,256.45,97.809
10/22/2003,255.65,97.168
10/23/2003,256.66,97.8765
10/24/2003,258.25,98.9788
10/27/2003,258,98.423
10/28/2003,256.2,98.8722
10/29/2003,256.11,99.3326
10/30/2003,256.2,99.0385
10/31/2003,259.26,99.3209
11/3/2003,262.8,99.5359
11/4/2003,260.43,99.8521
11/5/2003,257.15,99.8608
11/6/2003,257.73,99.9934
11/7/2003,257.7,100.7998
11/10/2003,257.3,100.8812
11/11/2003,257.61,100.5946
11/12/2003,258.65,101.1983
11/13/2003,258.55,101.5984
11/14/2003,257.88,101.6122
11/17/2003,257.7,101.0133
11/18/2003,257.2,101.8347
11/19/2003,258.35,101.2461
11/20/2003,258.11,102.3572
11/21/2003,257.8,102.4337
11/24/2003,258.79,102.4593
11/25/2003,262.1,102.8154
11/26/2003,261.3,102.3136
11/27/2003,264.29,102.3369
11/28/2003,264.74,101.914
12/1/2003,263.05,101.6845
12/2/2003,273.92,101.8121
12/3/2003,272.7,102.308
12/4/2003,270.3,102.4285
12/5/2003,266.45,102.7482
12/8/2003,267.84,102.8963
12/9/2003,267.2,102.8759
12/10/2003,263.69,102.9366
12/11/2003,262.4,103.0659
12/12/2003,263.25,103.4547
12/15/2003,263.95,103.6791
12/16/2003,264.35,103.6731
12/17/2003,263.75,103.8204
12/18/2003,263.72,103.8326
12/19/2003,262.49,104.071
12/22/2003,262.75,103.8957
12/23/2003,262.63,103.6321
12/24/2003,260.36,103.1851
12/29/2003,260.63,102.7939
12/30/2003,261.69,101.4215
12/31/2003,262.5,102.0538
1/2/2004,261.93,102.4444
1/5/2004,261.48,102.8606
1/6/2004,260.23,102.8146
1/7/2004,262.55,102.3232
1/8/2004,263.65,102.8298
1/9/2004,268.2,102.9192
1/12/2004,270.25,102.753
1/13/2004,268.2,102.4129
1/14/2004,265.85,101.5178
1/15/2004,267.25,102.693
1/16/2004,267.07,102.508
1/19/2004,264.6,102.7553
1/20/2004,264.2,103.0715
1/21/2004,263.85,102.799
1/22/2004,262.63,102.3687
1/23/2004,262.8,100.5245
1/26/2004,262.26,101.3829
1/27/2004,262.65,101.2537
1/28/2004,263.2,100.6621
1/29/2004,263.36,100.5107
1/30/2004,264.55,101.806
2/2/2004,264.1,101.9447
2/3/2004,266.6,102.1309
2/4/2004,264.53,102.0521
2/5/2004,266.85,101.8613
2/6/2004,268.45,102.1982
2/9/2004,267.15,102.4266
2/10/2004,264.24,102.5501
2/11/2004,265.3,102.8547
2/12/2004,264.6,102.9853
2/13/2004,263.35,102.7054
2/16/2004,263.75,102.7861
2/17/2004,263.55,102.8111
2/18/2004,262.85,102.6912
2/19/2004,261.7,102.5
2/20/2004,261.65,102.818
2/23/2004,261,102.9459
2/24/2004,258.85,102.4092
2/25/2004,258.65,101.6812
2/26/2004,258.68,101.4275
2/27/2004,257.05,101.5515
3/1/2004,256.3,101.6989
3/2/2004,255.95,101.791
3/3/2004,256.38,100.9131
3/4/2004,254.35,100.7867
3/5/2004,256.22,101.2863
3/8/2004,254.05,100.9053
3/9/2004,253.85,101.3611
3/10/2004,253.56,101.7368
3/11/2004,252.55,101.8456
3/12/2004,253.85,101.8093
3/15/2004,253.83,102.0192
3/16/2004,255,102.5169
3/17/2004,254.95,102.5925
3/18/2004,254.45,102.6785
3/19/2004,253.56,103.318
3/22/2004,253.2,103.2972
3/23/2004,251.9,103.147
3/24/2004,251.07,103.0797
3/25/2004,251.02,102.7718
3/26/2004,251.06,102.8039
3/29/2004,250.45,103.1229
3/30/2004,249.85,103.4944
3/31/2004,249.25,103.3373
4/1/2004,249.7,103.3642
4/2/2004,249.3,103.5813
4/5/2004,248.1,103.6618
4/6/2004,247.68,103.4306
4/7/2004,248.1,103.4046
4/8/2004,248.75,103.6134
4/13/2004,249.25,103.4926
4/14/2004,250.3,103.7849
4/15/2004,253.9,103.7946
4/16/2004,252.44,104.0828
4/19/2004,251.69,103.6698
4/20/2004,250.25,103.4444
4/21/2004,250.24,102.6218
4/22/2004,251.62,102.8284
4/23/2004,250.32,103.3456
4/26/2004,249.85,103.7011
4/27/2004,250.4,104.6971
4/28/2004,251.45,104.7272
4/29/2004,253.77,104.2572
4/30/2004,251.15,104.2527
5/3/2004,251.75,103.9083
5/4/2004,251.3,104.2568
5/5/2004,250.83,104.591
5/6/2004,251.5,104.6007
5/7/2004,252.37,103.7756
5/10/2004,256.35,102.7832
5/11/2004,254.2,102.7404
5/12/2004,254.55,103.4373
5/13/2004,255.95,103.321
5/14/2004,256.45,103.4058
5/17/2004,253.85,103.423
5/18/2004,253.51,103.286
5/19/2004,252.75,103.4617
5/20/2004,252.65,103.8145
5/21/2004,253.25,103.9482
5/24/2004,252.3,104.1588
5/25/2004,252.08,103.9059
5/26/2004,251.8,103.9322
5/27/2004,251.17,103.5371
5/28/2004,251.2,103.4137
5/31/2004,251.4,102.9498
6/1/2004,251.4,103.6374
6/2/2004,251.56,103.9597
6/3/2004,251.79,104.1451
6/4/2004,252.11,104.2748
6/7/2004,251.75,104.189
6/8/2004,251.15,104.2918
6/9/2004,251.98,104.9713
6/10/2004,253.1,104.8624
6/11/2004,253.6,105.1712
6/14/2004,253.45,104.9891
6/15/2004,253.4,105.0372
6/16/2004,252.97,104.803
6/17/2004,254.98,104.7862
6/18/2004,255.28,104.765
6/21/2004,254.35,105.2539
6/22/2004,255.35,104.7411
6/23/2004,254.2,105.3031
6/24/2004,253.25,105.1989
6/25/2004,253,105.058
6/28/2004,253.4,105.0544
6/29/2004,252.85,105.3798
6/30/2004,251.6,104.9245
7/1/2004,251.35,104.4871
7/2/2004,251.15,104.474
7/5/2004,250.2,104.4605
7/6/2004,250.33,104.764
7/7/2004,250.7,105.1182
7/8/2004,250.87,105.4112
7/9/2004,251.7,105.1025
7/12/2004,251.58,105.0972
7/13/2004,250.65,105.2819
7/14/2004,249.93,105.0519
7/15/2004,250.25,105.0654
7/16/2004,250.1,105.5209
7/19/2004,249.53,105.6035
7/20/2004,249.55,105.6592
7/21/2004,249.94,105.6297
7/22/2004,249.78,105.5831
7/23/2004,248.99,105.9923
7/26/2004,249.03,105.8915
7/27/2004,248.39,106.1154
7/28/2004,247.98,106.0495
7/29/2004,247.35,106.4716
7/30/2004,248.3,106.4943
8/2/2004,248.7,106.4842
8/3/2004,250.75,106.6701
8/4/2004,250.14,106.4377
8/5/2004,248.9,106.4153
8/6/2004,248.21,105.789
8/9/2004,246.54,105.369
8/10/2004,246.58,105.5978
8/11/2004,247.63,106.2009
8/12/2004,247.75,106.1798
8/13/2004,248.6,105.9879
8/16/2004,248.15,106.2227
8/17/2004,247.33,105.6442
8/18/2004,247.3,105.9837
8/19/2004,249.5,106.3212
8/20/2004,251.58,106.5004
8/23/2004,251.54,106.2731
8/24/2004,249.25,106.1838
8/25/2004,249.4,106.1315
8/26/2004,249.23,106.0313
8/27/2004,249.13,105.4337
8/30/2004,249.33,105.1549
8/31/2004,249.25,105.4576
9/1/2004,248.55,105.7724
9/2/2004,248.23,106.1437
9/3/2004,247.7,106.13
9/6/2004,247.88,105.9776
9/7/2004,247.86,106.4139
9/8/2004,248.55,106.4159
9/9/2004,249.59,106.131
9/10/2004,250.93,106.1893
9/13/2004,249.22,106.1876
9/14/2004,248.38,106.5103
9/15/2004,247.95,106.4773
9/16/2004,247.2,106.5502
9/17/2004,247.68,106.6221
9/20/2004,246.99,106.4189
9/21/2004,246.03,106.4051
9/22/2004,246.23,106.3039
9/23/2004,245.9,105.8109
9/24/2004,246.32,105.0328
9/27/2004,245.98,104.7139
9/28/2004,246.95,104.802
9/29/2004,246.89,105.4101
9/30/2004,247.41,104.8009
10/1/2004,246.25,105.2838
10/4/2004,246.95,104.9967
10/5/2004,245.61,105.3305
10/6/2004,245.79,105.1228
10/7/2004,246.23,105.0739
10/8/2004,246.18,104.7594
10/11/2004,245.55,105.0019
10/12/2004,246.3,105.1801
10/13/2004,247.15,105.2722
10/14/2004,247.6,105.3533
10/15/2004,247.85,105.528
10/18/2004,247.35,105.5975
10/19/2004,246.62,105.4045
10/20/2004,246.28,105.5341
10/21/2004,246.89,105.6012
10/22/2004,246.92,105.7882
10/25/2004,247.15,105.9449
10/26/2004,247.78,105.6522
10/27/2004,247.63,105.5069
10/28/2004,246.38,105.46
10/29/2004,246.04,105.444
11/1/2004,245.93,105.5445
11/2/2004,245.67,105.6513
11/3/2004,245.9,105.7676
11/4/2004,245.44,106.2001
11/5/2004,245.65,106.4079
11/8/2004,245.27,106.3595
11/9/2004,245.41,106.1155
11/10/2004,244.7,106.5625
11/11/2004,244.46,106.9633
11/12/2004,244.45,107.0553
11/15/2004,243.87,106.7818
11/16/2004,244.43,107.0545
11/17/2004,244.6,106.9404
11/18/2004,245.92,106.6348
11/19/2004,246.8,106.6973
11/22/2004,246.2,106.6291
11/23/2004,244.8,106.9419
11/24/2004,245.1,107.1161
11/25/2004,245.73,107.2242
11/26/2004,245.22,106.4598
11/29/2004,246.54,106.7549
11/30/2004,245.74,105.9406
12/1/2004,244.83,106.0922
12/2/2004,244.37,105.5947
12/3/2004,244.75,104.9525
12/6/2004,245.49,105.6391
12/7/2004,245.74,105.0229
12/8/2004,245.8,105.3766
12/9/2004,247.23,104.5484
12/10/2004,247.78,104.6822
12/13/2004,247.21,104.2201
12/14/2004,246.58,104.6731
12/15/2004,245.75,104.6118
12/16/2004,245.65,104.5871
12/17/2004,245.58,104.4789
12/20/2004,244.93,104.343
12/21/2004,245.05,104.5013
12/22/2004,245.71,104.9281
12/23/2004,245.88,104.9691
12/24/2004,246.25,105.185
12/27/2004,245.6,105.1492
12/28/2004,245.88,104.9141
12/29/2004,245.78,104.5324
12/30/2004,245.63,104.2909
12/31/2004,245.97,104.1795
1/3/2005,245.58,103.4266
1/4/2005,245.38,104.3182
1/5/2005,246.17,104.384
1/6/2005,247.93,103.9555
1/7/2005,248.58,103.4057
1/10/2005,247.8,103.7535
1/11/2005,246.4,103.554
1/12/2005,247.75,102.5101
1/13/2005,246.91,102.3825
1/14/2005,246.98,102.4203
1/17/2005,246.08,102.6174
1/18/2005,246.44,103.2993
1/19/2005,246.53,103.7214
1/20/2005,246.98,103.378
1/21/2005,246.63,103.2661
1/24/2005,246.38,102.6389
1/25/2005,245.98,102.9557
1/26/2005,245.61,102.8915
1/27/2005,245.3,102.6363
1/28/2005,245.13,101.9068
1/31/2005,245.6,101.8082
2/1/2005,245.25,101.9116
2/2/2005,245.18,102.3767
2/3/2005,244.37,102.1592
2/4/2005,243.79,101.8697
2/7/2005,243.98,101.3762
2/8/2005,244.16,100.8179
2/9/2005,244.3,101.1298
2/10/2005,244.46,101.5816
2/11/2005,244.47,101.0748
2/14/2005,244.27,100.9153
2/15/2005,244.33,100.5897
2/16/2005,243.85,101.1118
2/17/2005,243.27,101.9784
2/18/2005,243.05,102.4045
2/21/2005,243.65,102.2957
2/22/2005,242.97,102.1648
2/23/2005,242.14,101.8126
2/24/2005,242.11,101.9961
2/25/2005,242.28,101.9596
2/28/2005,241.84,102.3209
3/1/2005,241.78,102.318
3/2/2005,242.21,102.6883
3/3/2005,242.23,102.8184
3/4/2005,242.44,102.6694
3/7/2005,241.8,102.6696
3/8/2005,241.53,102.7406
3/9/2005,241.68,102.7934
3/10/2005,243.88,102.9492
3/11/2005,243.2,102.8983
3/14/2005,245.13,102.8153
3/15/2005,244.78,102.8573
3/16/2005,246.08,103.1546
3/17/2005,247.84,103.4595
3/18/2005,245.66,102.9185
3/21/2005,247.15,102.9534
3/22/2005,246.03,103.0062
3/23/2005,247.7,102.6396
3/24/2005,247.28,102.8675
3/29/2005,248.25,103.3492
3/30/2005,247.15,103.9265
3/31/2005,247.2,103.6516
4/1/2005,247.25,103.6005
4/4/2005,247.36,103.6461
4/5/2005,247.44,103.673
4/6/2005,247.23,103.6224
4/7/2005,246.4,103.8681
4/8/2005,245.96,104.1524
4/11/2005,245.87,103.9638
4/12/2005,245.93,103.9287
4/13/2005,246.15,103.5577
4/14/2005,246.87,103.9022
4/15/2005,247.75,104.1329
4/18/2005,248.47,104.1128
4/19/2005,250.4,104.2975
4/20/2005,248.23,104.228
4/21/2005,248.2,104.6005
4/22/2005,249.15,104.6903
4/25/2005,249.98,104.8863
4/26/2005,249.23,104.929
4/27/2005,249.52,104.8361
4/28/2005,252.09,104.9202
4/29/2005,252.51,104.9236
5/2/2005,252.05,104.9302
5/3/2005,251.55,104.674
5/4/2005,250.05,104.6376
5/5/2005,248.91,104.4733
5/6/2005,249.68,104.5969
5/9/2005,249.5,104.5949
5/10/2005,251.33,104.4525
5/11/2005,250.68,103.6211
5/12/2005,250.38,103.7029
5/13/2005,250.56,103.8979
5/16/2005,252.7,103.9716
5/17/2005,252.98,103.8717
5/18/2005,252.65,104.0534
5/19/2005,251.45,104.3216
5/20/2005,251.95,104.7878
5/23/2005,252.45,104.9556
5/24/2005,253.9,104.8675
5/25/2005,255.18,104.7441
5/26/2005,254.26,104.5911
5/27/2005,253.16,104.4335
5/30/2005,254.01,104.4075
5/31/2005,253.6,104.1475
6/1/2005,254.09,103.7207
6/2/2005,252.79,103.7698
6/3/2005,250.63,103.6819
6/6/2005,249.36,103.6958
6/7/2005,249.45,103.3516
6/8/2005,249.98,103.3953
6/9/2005,250.56,103.3117
6/10/2005,249.97,102.9649
6/13/2005,249.58,102.5092
6/14/2005,248.98,102.8722
6/15/2005,248.68,102.7287
6/16/2005,247.97,102.3727
6/17/2005,247.89,102.2463
6/20/2005,248.47,101.8836
6/21/2005,247.92,101.2828
6/22/2005,247.73,101.359
6/23/2005,247.28,101.7943
6/24/2005,247.17,101.1122
6/27/2005,247.72,101.7278
6/28/2005,247.77,101.531
6/29/2005,247.66,101.7374
6/30/2005,247.24,101.5884
7/1/2005,246.64,100.7105
7/4/2005,247.15,100.4243
7/5/2005,247.2,101.1236
7/6/2005,247.22,100.7751
7/7/2005,248.56,100.3427
7/8/2005,247.82,100.2822
7/11/2005,247.04,100.1219
7/12/2005,246.27,100.3046
7/13/2005,247.13,100.5589
7/14/2005,246.68,100.8957
7/15/2005,246.66,101.0872
7/18/2005,246.48,101.5567
7/19/2005,246.35,101.6669
7/20/2005,246.36,101.6769
7/21/2005,245.56,101.7225
7/22/2005,245.73,102.678
7/25/2005,245.52,102.1622
7/26/2005,246.09,101.8473
7/27/2005,245.27,102.0157
7/28/2005,245.08,101.9051
7/29/2005,244.99,100.9651
8/1/2005,244.97,100.9002
8/2/2005,244.91,101.3275
8/3/2005,244.37,101.2217
8/4/2005,244.24,101.1257
8/5/2005,244.09,100.502
8/8/2005,243.75,100.3523
8/9/2005,243.95,100.141
8/10/2005,243.61,99.8297
8/11/2005,243.65,100.5194
8/12/2005,243.92,100.8122
8/15/2005,244.16,100.8561
8/16/2005,243.85,100.9833
8/17/2005,244.24,100.915
8/18/2005,243.59,100.3937
8/19/2005,243.59,100.1237
8/22/2005,243.95,100.3634
8/23/2005,246.08,100.6593
8/24/2005,245.78,100.2604
8/25/2005,245.6,99.8689
8/26/2005,245.59,99.1037
8/29/2005,245.8,98.9389
8/30/2005,245.05,99.8071
8/31/2005,244.48,100.4146
9/1/2005,243.86,100.7729
9/2/2005,243.85,100.4604
9/5/2005,243.75,100.3309
9/6/2005,243.85,100.5086
9/7/2005,244.16,101.0067
9/8/2005,244.38,100.9321
9/9/2005,244.35,101.0052
9/12/2005,244.53,100.8119
9/13/2005,245.55,100.8452
9/14/2005,245.42,100.9382
9/15/2005,245.29,100.4564
9/16/2005,245.32,100.1998
9/19/2005,245.73,100.3677
9/20/2005,245.73,100.8634
9/21/2005,246.29,101.3288
9/22/2005,247.34,101.5111
9/23/2005,248.08,101.39
9/26/2005,246.95,101.614
9/27/2005,247.25,101.245
9/28/2005,248.31,101.5922
9/29/2005,248.75,101.4373
9/30/2005,249.61,101.2565
10/3/2005,250.65,101.4874
10/4/2005,250.49,101.5825
10/5/2005,249.35,101.0108
10/6/2005,251.75,101.0701
10/7/2005,250.61,101.3265
10/10/2005,250.83,101.8727
10/11/2005,249.96,101.8591
10/12/2005,250.35,102.3346
10/13/2005,252.62,101.9817
10/14/2005,253.48,101.0641
10/17/2005,251.75,100.8704
10/18/2005,252.35,100.5109
10/19/2005,253.42,100.9097
10/20/2005,253.51,101.1993
10/21/2005,254.16,101.0888
10/24/2005,253.46,101.2189
10/25/2005,253.11,101.4107
10/26/2005,252.6,100.8331
10/27/2005,252.43,100.9705
10/28/2005,251.36,100.9554
10/31/2005,250.54,100.6183
11/1/2005,250.61,100.5619
11/2/2005,250.39,100.7773
11/3/2005,248.23,100.7255
11/4/2005,249.13,100.4268
11/7/2005,249.59,100.5269
11/8/2005,248.66,100.4223
11/9/2005,248.85,99.8541
