Date,KRW,NEER
3/27/2002,1160.59,105.6252
3/28/2002,1153.31,105.5405
4/2/2002,1161.95,105.6716
4/3/2002,1170.31,105.1531
4/4/2002,1173.19,105.8792
4/5/2002,1164.58,105.7949
4/8/2002,1161.33,106.4975
4/9/2002,1165.13,106.5668
4/10/2002,1165.03,106.2689
4/11/2002,1165.21,106.3217
4/12/2002,1168.16,104.7748
4/15/2002,1163.62,104.8379
4/16/2002,1162,105.3972
4/17/2002,1166.57,106.062
4/18/2002,1163.64,106.1496
4/19/2002,1161.58,105.576
4/22/2002,1158.04,104.5064
4/23/2002,1154.51,104.3221
4/24/2002,1157.74,104.2493
4/25/2002,1159.33,104.4621
4/26/2002,1159.59,104.579
4/29/2002,1164.09,104.0405
4/30/2002,1161.13,104.0094
5/2/2002,1158.81,104.517
5/3/2002,1161.72,104.8914
5/6/2002,1166.96,104.9397
5/7/2002,1162.98,104.4227
5/8/2002,1163.26,104.7799
5/9/2002,1157.09,104.6501
5/10/2002,1162.55,104.9978
5/13/2002,1164.64,104.6134
5/14/2002,1154.77,103.8929
5/15/2002,1149.07,104.2279
5/16/2002,1154,104.0555
5/17/2002,1150.04,103.9217
5/20/2002,1148.96,103.978
5/21/2002,1146.65,103.8832
5/22/2002,1145.65,103.62
5/23/2002,1138.82,104.0778
5/24/2002,1133.06,104.3646
5/27/2002,1124.21,104.1906
5/28/2002,1136.05,104.6142
5/29/2002,1141.05,104.6148
5/30/2002,1141.41,104.3891
5/31/2002,1139.96,104.4959
6/3/2002,1142.15,104.2105
6/4/2002,1141.73,103.5608
6/5/2002,1137.92,103.5013
6/6/2002,1139.74,103.9966
6/7/2002,1150.5,103.8742
6/10/2002,1154.47,104.3424
6/11/2002,1144.64,102.8636
6/12/2002,1162.6,103.0743
6/13/2002,1152.26,102.5565
6/14/2002,1162.1,102.6312
6/17/2002,1159.4,102.6869
6/18/2002,1160.84,102.3385
6/19/2002,1176.19,102.0607
6/20/2002,1165.33,102.4219
6/21/2002,1165.38,102.271
6/24/2002,1176.17,102.0964
6/25/2002,1178.55,101.8802
6/26/2002,1183.1,101.3919
6/27/2002,1171.02,101.4329
6/28/2002,1188.32,100.2477
7/1/2002,1190.55,100.2161
7/2/2002,1186.22,100.2594
7/3/2002,1171.45,100.4938
7/4/2002,1175.29,101.3375
7/5/2002,1171.72,102.0461
7/8/2002,1169.53,101.9712
7/9/2002,1174.02,102.1546
7/10/2002,1157.47,102.0277
7/11/2002,1160.11,102.6262
7/12/2002,1157.91,102.7799
7/15/2002,1169.4,102.6838
7/16/2002,1176.55,102.6898
7/17/2002,1179.3,102.7351
7/18/2002,1171.56,102.2505
7/19/2002,1177.54,102.5569
7/22/2002,1165.54,101.8279
7/23/2002,1152.63,102.5372
7/24/2002,1155.2,102.3178
7/25/2002,1162.53,101.9739
7/26/2002,1181.34,102.9881
7/29/2002,1168.7,103.3288
7/30/2002,1163.58,102.9848
7/31/2002,1152.44,102.6984
8/1/2002,1149.53,103.168
8/2/2002,1164.32,102.8215
8/5/2002,1172.94,103.4983
8/6/2002,1166.56,103.421
8/7/2002,1167.15,103.3428
8/8/2002,1164.09,103.1842
8/9/2002,1166.02,103.4614
8/12/2002,1173.6,103.5553
8/13/2002,1175.39,102.8491
8/14/2002,1169.04,104.2606
8/15/2002,1159.55,105.1266
8/16/2002,1163.18,103.4686
8/19/2002,1169.02,104.542
8/20/2002,1165.25,104.7838
8/21/2002,1163.63,102.974
8/22/2002,1161.36,102.9209
8/23/2002,1161.22,102.8034
8/26/2002,1168.97,102.7018
8/27/2002,1167.8,103.1058
8/28/2002,1174.21,102.8389
8/29/2002,1176.83,102.882
8/30/2002,1176.03,102.9622
9/2/2002,1175.77,102.8711
9/3/2002,1184.74,102.8784
9/4/2002,1183.79,103.6335
9/5/2002,1183.04,102.9761
9/6/2002,1181.23,102.7195
9/9/2002,1167.25,102.8288
9/10/2002,1164.37,102.5903
9/11/2002,1167.44,102.6827
9/12/2002,1167.33,102.7108
9/13/2002,1175.92,102.5277
9/16/2002,1176.48,103.1916
9/17/2002,1175.92,102.7964
9/18/2002,1174.78,102.7275
9/19/2002,1181.9,102.8738
9/20/2002,1179.7,103.7821
9/23/2002,1199.87,103.9613
9/24/2002,1197.54,103.8518
9/25/2002,1197.44,103.9482
9/26/2002,1198.64,103.9821
9/27/2002,1195.87,104.1565
9/30/2002,1204.89,103.9119
10/1/2002,1210.63,104.1426
10/2/2002,1205.18,103.62
10/3/2002,1211.92,103.6903
10/4/2002,1211.32,103.2921
10/7/2002,1211.97,103.2995
10/8/2002,1217.16,103.2884
10/9/2002,1218.41,103.9784
10/10/2002,1237.14,103.3447
10/11/2002,1237.35,103.16
10/14/2002,1238.07,103.6759
10/15/2002,1231.16,104.5459
10/16/2002,1219.92,103.8797
10/17/2002,1205.73,103.5665
10/18/2002,1206.17,103.3281
10/21/2002,1203.88,103.2826
10/22/2002,1208.59,103.4177
10/23/2002,1199.29,102.8573
10/24/2002,1194.76,102.1901
10/25/2002,1197.53,101.5716
10/28/2002,1197.17,101.9321
10/29/2002,1200.4,101.5794
10/30/2002,1205.33,101.3047
10/31/2002,1205.08,101.1653
11/1/2002,1221.82,101.4936
11/4/2002,1212.17,101.2798
11/5/2002,1219.92,102.2584
11/6/2002,1219.49,101.8658
11/7/2002,1211.27,102.1196
11/8/2002,1212.84,102.8092
11/11/2002,1215.83,102.3623
11/12/2002,1215.77,102.221
11/13/2002,1209.97,101.7719
11/14/2002,1215.64,102.2914
11/15/2002,1204.28,101.6019
11/18/2002,1209.61,100.6427
11/19/2002,1216.01,99.6907
11/20/2002,1211.3,98.6848
11/21/2002,1208.9,97.1228
11/22/2002,1207.29,97.809
11/25/2002,1205.93,96.9098
11/26/2002,1187.81,97.8115
11/27/2002,1178.83,97.9406
11/28/2002,1199.83,97.327
11/29/2002,1187.47,97.5661
12/2/2002,1184.52,97.3863
12/3/2002,1213.38,98.391
12/4/2002,1218.64,98.3909
12/5/2002,1219.4,97.9403
12/6/2002,1221.23,97.7071
12/9/2002,1218.73,98.2749
12/10/2002,1225.45,97.8905
12/11/2002,1221.03,97.0204
12/12/2002,1226.34,96.7062
12/13/2002,1231.12,96.5154
12/16/2002,1228.71,96.9579
12/17/2002,1227.05,97.306
12/18/2002,1230.34,97.119
12/19/2002,1234.3,97.6444
12/20/2002,1231.63,97.6247
12/23/2002,1235.49,97.6942
12/24/2002,1236.24,99.0441
12/27/2002,1242.79,99.3386
12/30/2002,1247.51,99.8802
12/31/2002,1243.76,100.2276
1/2/2003,1246.21,100.4477
1/3/2003,1243.87,100.6052
1/6/2003,1247.02,99.2116
1/7/2003,1233.28,99.6957
1/8/2003,1228.64,99.3721
1/9/2003,1238.25,98.2526
1/10/2003,1238.09,99.1685
1/13/2003,1240.56,99.7991
1/14/2003,1238.57,99.4039
1/15/2003,1237.23,99.1978
1/16/2003,1237.04,99.2721
1/17/2003,1249.91,99.4698
1/20/2003,1250.98,99.4879
1/21/2003,1257.16,99.3212
1/22/2003,1261.29,99.4572
1/23/2003,1264.59,99.3128
1/24/2003,1258.49,99.1972
1/27/2003,1272.55,99.1815
1/28/2003,1271.56,99.355
1/29/2003,1269.38,99.0319
1/30/2003,1251.07,99.3819
1/31/2003,1265.47,98.8593
2/3/2003,1264.41,99.219
2/4/2003,1274.29,99.0442
2/5/2003,1281.11,99.0524
2/6/2003,1272.15,98.6623
2/7/2003,1277.63,98.4153
2/10/2003,1288.85,98.9276
2/11/2003,1290.13,98.4499
2/12/2003,1286.92,98.3557
2/13/2003,1294.08,98.7401
2/14/2003,1298.99,98.971
2/17/2003,1293.69,99.0398
2/18/2003,1285.84,98.7901
2/19/2003,1289.26,98.6169
2/20/2003,1280.15,99.2456
2/21/2003,1291.78,99.4349
2/24/2003,1275.8,99.1601
2/25/2003,1270.04,99.3256
2/26/2003,1274.23,99.4139
2/27/2003,1280.78,99.259
2/28/2003,1286.29,100.002
3/3/2003,1280.88,100.209
3/4/2003,1299.36,99.4145
3/5/2003,1314.99,99.7884
3/6/2003,1327.18,100.0531
3/7/2003,1345.43,99.7652
3/10/2003,1367.77,100.1403
3/11/2003,1362.29,100.7295
3/12/2003,1371.66,100.3563
3/13/2003,1347.14,100.4648
3/14/2003,1337.55,100.4079
3/17/2003,1346.34,100.5313
3/18/2003,1327.27,100.8575
3/19/2003,1328.65,100.9937
3/20/2003,1319.66,101.1397
3/21/2003,1319.07,101.4363
3/24/2003,1330.31,101.4919
3/25/2003,1336.8,101.5674
3/26/2003,1327.4,101.5909
3/27/2003,1336.84,101.8095
3/28/2003,1350.91,101.7623
3/31/2003,1366.78,102.4209
4/1/2003,1368.51,102.0326
4/2/2003,1358.19,102.0544
4/3/2003,1342.99,101.9975
4/4/2003,1348.58,101.5744
4/7/2003,1330.79,101.594
4/8/2003,1336.12,101.4858
4/9/2003,1342.54,101.3885
4/10/2003,1328.74,101.5503
4/11/2003,1319.92,101.6902
4/14/2003,1314.21,101.7326
4/15/2003,1312.9,101.9934
4/16/2003,1314.41,102.0753
4/17/2003,1317.39,102.0207
4/22/2003,1341.75,101.4141
4/23/2003,1334.02,101.4784
4/24/2003,1343.53,101.4821
4/25/2003,1358.35,101.7269
4/28/2003,1348.03,101.811
4/29/2003,1333.89,101.8073
4/30/2003,1352.69,101.8954
5/2/2003,1362.5,102.2771
5/5/2003,1360.18,102.0502
5/6/2003,1365.82,102.3569
5/7/2003,1370.1,102.5708
5/8/2003,1370.83,102.4955
5/9/2003,1375.92,102.8387
5/12/2003,1386.42,103.4306
5/13/2003,1381.58,103.2375
5/14/2003,1379.88,103.5639
5/15/2003,1370.72,102.7352
5/16/2003,1378.87,102.8042
5/19/2003,1389.5,102.3432
5/20/2003,1397.28,102.4578
5/21/2003,1395.96,102.7055
5/22/2003,1400.89,103.0316
5/23/2003,1407.73,103.1133
5/26/2003,1416.38,103.0707
5/27/2003,1426.33,102.6613
5/28/2003,1409.09,102.6198
5/29/2003,1418.95,102.6074
5/30/2003,1425.73,102.5305
6/2/2003,1407,102.6505
6/3/2003,1408.46,102.1575
6/4/2003,1403.39,102.2714
6/5/2003,1413.29,102.2333
6/6/2003,1417.91,101.8848
6/9/2003,1402.56,101.8809
6/10/2003,1397.27,102.2851
6/11/2003,1404.24,102.3016
6/12/2003,1400.22,102.2697
6/13/2003,1400.66,102.1217
6/16/2003,1410.86,102.3388
6/17/2003,1396.76,102.4248
6/18/2003,1386.21,101.6781
6/19/2003,1394.52,101.6389
6/20/2003,1387.59,101.6779
6/23/2003,1373.43,101.735
6/24/2003,1379.13,101.8157
6/25/2003,1371.33,101.2834
6/26/2003,1356.64,101.2485
6/27/2003,1363.17,101.1984
6/30/2003,1364.38,101.1971
7/1/2003,1373.73,101.4143
7/2/2003,1369.32,99.9132
7/3/2003,1356.05,99.6329
7/4/2003,1353.56,99.436
7/7/2003,1342.75,99.7155
7/8/2003,1336.69,99.5689
7/9/2003,1338.87,98.9239
7/10/2003,1336.6,98.6245
7/11/2003,1333.42,98.2269
7/14/2003,1329.1,98.085
7/15/2003,1331.23,98.1509
7/16/2003,1310.39,98.1613
7/17/2003,1324.13,98.5358
7/18/2003,1323.31,98.6195
7/21/2003,1329.82,98.4778
7/22/2003,1341.76,98.6195
7/23/2003,1346.29,98.9848
7/24/2003,1352.76,99.0123
7/25/2003,1354.46,99.2736
7/28/2003,1354.27,99.5414
7/29/2003,1350.91,99.4818
7/30/2003,1347.45,99.1777
7/31/2003,1335.35,99.3917
8/1/2003,1322.63,99.1871
8/4/2003,1335.53,98.9988
8/5/2003,1346.08,98.1224
8/6/2003,1349.55,98.3146
8/7/2003,1345.27,98.3664
8/8/2003,1337,97.0984
8/11/2003,1331.85,96.7847
8/12/2003,1333.29,96.3346
8/13/2003,1330.4,96.748
8/14/2003,1325.97,96.5755
8/15/2003,1326.02,96.2823
8/18/2003,1318.28,96.2024
8/19/2003,1304.73,96.3384
8/20/2003,1305.92,96.7562
8/21/2003,1291.25,96.3154
8/22/2003,1274.27,96.7032
8/25/2003,1274.93,96.5692
8/26/2003,1265.31,96.6152
8/27/2003,1284.74,96.4185
8/28/2003,1275.59,96.726
8/29/2003,1287.47,96.6933
9/1/2003,1288.88,96.6863
9/2/2003,1277.42,96.9759
9/3/2003,1265.92,96.1223
9/4/2003,1268.9,96.2313
9/5/2003,1278.59,96.0722
9/8/2003,1296.91,95.9237
9/9/2003,1301.68,95.5472
9/10/2003,1306.01,95.5346
9/11/2003,1311.55,95.1292
9/12/2003,1306.01,95.0015
9/15/2003,1322.98,95.0658
9/16/2003,1314.44,95.1046
9/17/2003,1312.98,95.0104
9/18/2003,1320.87,94.9419
9/19/2003,1321.13,95.1238
9/22/2003,1320.54,95.2847
9/23/2003,1318.93,95.7047
9/24/2003,1319.11,95.7077
9/25/2003,1323.59,95.8676
9/26/2003,1321.58,95.7136
9/29/2003,1313.12,95.7287
9/30/2003,1340.15,95.3927
10/1/2003,1344.27,95.6845
10/2/2003,1344.64,96.2504
10/3/2003,1342.14,95.7055
10/6/2003,1333.26,95.4451
10/7/2003,1354.56,95.0967
10/8/2003,1354.7,95.27
10/9/2003,1354.03,95.9792
10/10/2003,1352.26,96.3549
10/13/2003,1340.67,96.7028
10/14/2003,1360.6,96.8577
10/15/2003,1365.8,96.9578
10/16/2003,1364.41,96.983
10/17/2003,1357.7,96.8969
10/20/2003,1365.3,96.9996
10/21/2003,1373.72,97.0902
10/22/2003,1381.65,97.2529
10/23/2003,1395.87,96.7993
10/24/2003,1396.81,96.9351
10/27/2003,1389.61,97.2657
10/28/2003,1383.25,96.9943
10/29/2003,1376.78,96.964
10/30/2003,1380.56,97.2503
10/31/2003,1375.46,97.0577
11/3/2003,1374.05,97.67
11/4/2003,1359.13,97.075
11/5/2003,1356.62,97.1792
11/6/2003,1352.07,96.4518
11/7/2003,1347,96.714
11/10/2003,1348.16,97.1604
11/11/2003,1353.83,97.6461
11/12/2003,1360.56,97.3115
11/13/2003,1368.49,96.8917
11/14/2003,1377.98,97.5694
11/17/2003,1395.59,97.9695
11/18/2003,1390.39,98.632
11/19/2003,1401.51,98.4159
11/20/2003,1419.2,98.1607
11/21/2003,1422.53,97.8786
11/24/2003,1423.49,98.1308
11/25/2003,1415.33,98.5344
11/26/2003,1422.26,97.7565
11/27/2003,1431.87,98.0061
11/28/2003,1441.74,97.9134
12/1/2003,1441.5,98.4798
12/2/2003,1431.49,98.5268
12/3/2003,1446.49,98.4773
12/4/2003,1437.71,98.219
12/5/2003,1440.77,98.7061
12/8/2003,1449.24,98.9084
12/9/2003,1454.66,98.8348
12/10/2003,1451.24,98.5762
12/11/2003,1447.51,98.9742
12/12/2003,1452.16,98.9036
12/15/2003,1446.56,98.9757
12/16/2003,1467.91,99.2097
12/17/2003,1466.44,99.2615
12/18/2003,1474.53,99.8468
12/19/2003,1478.55,99.3
12/22/2003,1485.3,99.8316
12/23/2003,1481.84,100.2332
12/24/2003,1488.41,100.5904
12/29/2003,1497.19,100.1109
12/30/2003,1496.13,99.7582
12/31/2003,1506.32,99.403
1/2/2004,1504.81,99.3931
1/5/2004,1508.78,100.059
1/6/2004,1514.07,100.3884
1/7/2004,1504.81,99.8302
1/8/2004,1493.91,99.8237
1/9/2004,1505,100.2116
1/12/2004,1508.64,100.4413
1/13/2004,1503.81,99.9949
1/14/2004,1497.97,99.4771
1/15/2004,1498.83,98.5526
1/16/2004,1481.79,98.8172
1/19/2004,1466.45,98.4486
1/20/2004,1489.28,98.5529
1/21/2004,1498.22,98.8225
1/22/2004,1510.58,98.7076
1/23/2004,1505.27,98.2905
1/26/2004,1484.48,98.671
1/27/2004,1473.25,98.8964
1/28/2004,1471.69,98.8779
1/29/2004,1461.87,98.9732
1/30/2004,1453.26,98.2726
2/2/2004,1458.5,98.5212
2/3/2004,1470.12,99.2662
2/4/2004,1463.18,98.9875
2/5/2004,1467.24,98.568
2/6/2004,1463.45,98.9702
2/9/2004,1482.65,98.6322
2/10/2004,1483.24,98.1558
2/11/2004,1471.58,98.6404
2/12/2004,1485.61,98.8806
2/13/2004,1486.72,99.0545
2/16/2004,1476.17,99.0204
2/17/2004,1489.08,98.751
2/18/2004,1477.52,99.0957
2/19/2004,1481.26,99.2293
2/20/2004,1478.15,99.043
2/23/2004,1483.72,99.1848
2/24/2004,1481.23,99.8932
2/25/2004,1477.78,99.5125
2/26/2004,1457.88,99.3649
2/27/2004,1459.74,99.7566
3/1/2004,1471.24,99.5906
3/2/2004,1455.44,99.8804
3/3/2004,1429.41,99.7357
3/4/2004,1421.38,99.4364
3/5/2004,1429.88,99.4432
3/8/2004,1449.91,99.4175
3/9/2004,1452.36,99.333
3/10/2004,1442.37,99.3201
3/11/2004,1432.67,99.817
3/12/2004,1444.65,99.4294
3/15/2004,1442.97,99.7111
3/16/2004,1445.88,99.5728
3/17/2004,1426.2,99.5936
3/18/2004,1422.09,99.6373
3/19/2004,1429.44,99.4596
3/22/2004,1433.57,99.2549
3/23/2004,1419.29,99.2044
3/24/2004,1408.33,99.4836
3/25/2004,1403.98,99.44
3/26/2004,1409.21,99.4275
3/29/2004,1398.96,99.3174
3/30/2004,1405.59,99.1615
3/31/2004,1401.42,98.5285
4/1/2004,1405.9,98.3553
4/2/2004,1406.16,98.4988
4/5/2004,1378.23,98.4409
4/6/2004,1390.53,99.0366
4/7/2004,1383.45,98.7829
4/8/2004,1379.37,98.8149
4/13/2004,1366.53,99.0426
4/14/2004,1372.87,98.8143
4/15/2004,1378.81,99.2728
4/16/2004,1384.71,99.2913
4/19/2004,1389.46,98.9825
4/20/2004,1373.22,99.2985
4/21/2004,1367.12,99.3968
4/22/2004,1376.85,99.4148
4/23/2004,1376.82,99.3962
4/26/2004,1368.85,99.5642
4/27/2004,1369.44,99.5834
4/28/2004,1376.87,99.5977
4/29/2004,1384.65,99.8413
4/30/2004,1401.8,99.4607
5/3/2004,1400.83,99.3284
5/4/2004,1411.74,99.1213
5/5/2004,1415.71,99.2056
5/6/2004,1412.79,99.101
5/7/2004,1413.81,99.1984
5/10/2004,1409.32,99.3997
5/11/2004,1402.61,99.6586
5/12/2004,1400.9,99.7602
5/13/2004,1401.68,99.9806
5/14/2004,1400.84,99.9381
5/17/2004,1421.72,100.1182
5/18/2004,1419.93,100.204
5/19/2004,1405.91,100.1272
5/20/2004,1405.01,100.2228
5/21/2004,1413.94,99.9854
5/24/2004,1408.63,99.9627
5/25/2004,1420.6,100.1433
5/26/2004,1427.3,100.2406
5/27/2004,1423.12,100.3864
5/28/2004,1426.6,100.4788
5/31/2004,1415.03,100.4617
6/1/2004,1419.47,100.4763
6/2/2004,1429,100.3889
6/3/2004,1423.66,100.4322
6/4/2004,1420.12,100.4415
6/7/2004,1427.96,100.3415
6/8/2004,1423.46,100.4843
6/9/2004,1403.1,100.0674
6/10/2004,1396.96,100.5546
6/11/2004,1397.44,100.2293
6/14/2004,1395.06,99.9529
6/15/2004,1401.83,100.0423
6/16/2004,1394.27,99.5546
6/17/2004,1394.03,99.6394
6/18/2004,1396.93,99.5071
6/21/2004,1400.75,99.6847
6/22/2004,1400.56,99.9841
6/23/2004,1401.91,100.0787
6/24/2004,1400.88,99.8311
6/25/2004,1395.57,99.9817
6/28/2004,1406.91,100.0013
6/29/2004,1401.69,99.7166
6/30/2004,1404.45,100.0444
7/1/2004,1402.54,100.0592
7/2/2004,1403.15,99.9246
7/5/2004,1416.5,99.76
7/6/2004,1421.5,99.8119
7/7/2004,1423.59,99.4676
7/8/2004,1420.64,99.4194
7/9/2004,1421.85,99.3658
7/12/2004,1422.74,99.4334
7/13/2004,1422.47,99.4155
7/14/2004,1427.47,99.4571
7/15/2004,1436.81,99.8585
7/16/2004,1438.69,100.2025
7/19/2004,1436.75,100.6531
7/20/2004,1437.47,100.7136
7/21/2004,1425.17,101.1731
7/22/2004,1425.97,100.965
7/23/2004,1421.78,100.8445
7/26/2004,1412.73,101.1779
7/27/2004,1417.39,101.3978
7/28/2004,1404.79,101.5795
7/29/2004,1405.87,100.8746
7/30/2004,1408.74,101.0761
8/2/2004,1404.23,101.4749
8/3/2004,1400.68,102.4046
8/4/2004,1399.08,102.5514
8/5/2004,1400.91,103.2976
8/6/2004,1402.74,104.5425
8/9/2004,1416.06,104.1464
8/10/2004,1418.16,104.3284
8/11/2004,1411.87,104.0752
8/12/2004,1418.69,103.8534
8/13/2004,1420.15,104.6038
8/16/2004,1430.04,105.6609
8/17/2004,1428.31,105.5664
8/18/2004,1427.62,105.3136
8/19/2004,1427.65,105.5741
8/20/2004,1419.17,105.9278
8/23/2004,1412.61,105.6682
8/24/2004,1400.9,105.688
8/25/2004,1396.5,105.6298
8/26/2004,1395.92,104.7216
8/27/2004,1391.65,105.1026
8/30/2004,1388.24,104.4758
8/31/2004,1395.01,104.5973
9/1/2004,1396.95,104.8588
9/2/2004,1400.33,104.1585
9/3/2004,1400.31,104.5423
9/6/2004,1391.61,104.6415
9/7/2004,1389.99,104.5478
9/8/2004,1384.06,104.8232
9/9/2004,1395.93,104.9822
9/10/2004,1400.18,105.1627
9/13/2004,1401.08,105.1603
9/14/2004,1401.38,105.3628
9/15/2004,1400.27,105.3568
9/16/2004,1393.06,105.6813
9/17/2004,1400.11,105.6733
9/20/2004,1390.69,106.0024
9/21/2004,1408.06,106.0094
9/22/2004,1401.2,106.4945
9/23/2004,1411.79,106.2216
9/24/2004,1414.8,105.1582
9/27/2004,1410.44,105.7942
9/28/2004,1424.69,105.6877
9/29/2004,1420.97,106.3641
9/30/2004,1429.39,106.4966
10/1/2004,1426.13,106.6803
10/4/2004,1414.71,106.3162
10/5/2004,1413.36,106.9974
10/6/2004,1415.5,107.1767
10/7/2004,1414.86,107.5523
10/8/2004,1413.76,107.7984
10/11/2004,1420.25,107.4294
10/12/2004,1410.83,107.5379
10/13/2004,1407.52,107.8988
10/14/2004,1416.67,107.8673
10/15/2004,1421.96,108.1988
10/18/2004,1426.65,108.6159
10/19/2004,1432.16,108.472
10/20/2004,1438.91,108.3122
10/21/2004,1438.6,108.1817
10/22/2004,1437.84,108.7401
10/25/2004,1449.33,108.5676
10/26/2004,1449.07,108.9804
10/27/2004,1442.94,109.5137
10/28/2004,1433.17,108.4194
10/29/2004,1425.78,108.937
11/1/2004,1426.5,108.5921
11/2/2004,1416.48,108.9362
11/3/2004,1423.6,108.6131
11/4/2004,1433.39,108.7276
11/5/2004,1427.79,108.8928
11/8/2004,1427.72,109.0016
11/9/2004,1424.86,109.0509
11/10/2004,1440.42,110.281
11/11/2004,1433.43,110.6222
11/12/2004,1427.38,110.2654
11/15/2004,1414.95,110.3795
11/16/2004,1414.36,110.0869
11/17/2004,1405.51,110.3835
11/18/2004,1387.97,110.4891
11/19/2004,1391.58,110.5013
11/22/2004,1388.54,110.5004
11/23/2004,1395.03,110.6249
11/24/2004,1402.28,110.4531
11/25/2004,1396.88,110.4561
11/26/2004,1385.75,110.3865
11/29/2004,1387.09,110.3663
11/30/2004,1393.85,110.6005
12/1/2004,1390.69,110.1268
12/2/2004,1386.65,110.123
12/3/2004,1390.38,110.5127
12/6/2004,1398.38,110.3592
12/7/2004,1401.98,110.241
12/8/2004,1408.07,110.1577
12/9/2004,1404.21,110.7111
12/10/2004,1408.01,110.5392
12/13/2004,1408.8,110.2246
12/14/2004,1409.2,109.7596
12/15/2004,1420.07,110.4128
12/16/2004,1415.82,111.3979
12/17/2004,1406.12,111.1495
12/20/2004,1415.66,111.0027
12/21/2004,1413.87,111.3348
12/22/2004,1410.27,111.166
12/23/2004,1413.62,111.2593
12/24/2004,1419.13,110.666
12/27/2004,1415.8,110.8129
12/28/2004,1421.17,111.056
12/29/2004,1416.66,110.9478
12/30/2004,1417.06,110.2061
12/31/2004,1410.05,110.2112
1/3/2005,1402.16,110.7127
1/4/2005,1387.96,110.9781
1/5/2005,1383.76,111.3881
1/6/2005,1395.95,111.2914
1/7/2005,1387.58,112.0178
1/10/2005,1380.66,112.0307
1/11/2005,1373.57,111.8013
1/12/2005,1369.08,111.7742
1/13/2005,1371.7,112.0726
1/14/2005,1366.05,111.9047
1/17/2005,1355.34,111.7554
1/18/2005,1352.89,111.6219
1/19/2005,1348.73,111.6128
1/20/2005,1336.55,111.9046
1/21/2005,1345.62,112.0699
1/24/2005,1348.7,112.2383
1/25/2005,1343.4,111.9856
1/26/2005,1341.73,112.5239
1/27/2005,1339.33,112.8176
1/28/2005,1334.52,112.218
1/31/2005,1336.87,112.6198
2/1/2005,1339.05,112.5879
2/2/2005,1342.47,112.5167
2/3/2005,1332.73,112.8234
2/4/2005,1330.79,113.0055
2/7/2005,1318.18,113.0474
2/8/2005,1309.91,113.3054
2/9/2005,1322.78,113.4164
2/10/2005,1319.86,113.1237
2/11/2005,1328.24,113.3466
2/14/2005,1329.38,113.1025
2/15/2005,1336.48,113.1427
2/16/2005,1337.9,112.73
2/17/2005,1337.62,113.1346
2/18/2005,1335.32,112.8521
2/21/2005,1335.79,113.142
2/22/2005,1327.08,112.9419
2/23/2005,1325.71,113.4642
2/24/2005,1334.62,113.2666
2/25/2005,1327.56,113.4584
2/28/2005,1333.79,113.1993
3/1/2005,1327.55,113.434
3/2/2005,1319.79,113.0045
3/3/2005,1322.68,113.3147
3/4/2005,1322.39,113.4033
3/7/2005,1325.9,113.1699
3/8/2005,1330.3,113.3379
3/9/2005,1336.07,113.5298
3/10/2005,1341.3,113.2107
3/11/2005,1342.14,113.1334
3/14/2005,1338.27,112.5324
3/15/2005,1343.52,111.5985
3/16/2005,1342.38,112.2917
3/17/2005,1338.94,111.7458
3/18/2005,1334.54,111.5148
3/21/2005,1331.91,110.3111
3/22/2005,1330.15,110.3401
3/23/2005,1316.09,110.4164
3/24/2005,1315.73,110.0916
3/29/2005,1317.42,110.9081
3/30/2005,1324.72,110.7655
3/31/2005,1316.49,110.9634
4/1/2005,1306.01,112.0373
4/4/2005,1305.6,110.8549
4/5/2005,1303.42,111.7872
4/6/2005,1303.23,111.3232
4/7/2005,1308.45,111.121
4/8/2005,1301.38,110.5282
4/11/2005,1316.56,112.5341
4/12/2005,1315.9,112.1628
4/13/2005,1306.93,112.0526
4/14/2005,1303.28,112.0268
4/15/2005,1315.75,111.8546
4/18/2005,1322.24,111.9401
4/19/2005,1317.53,111.5458
4/20/2005,1316.51,112.0597
4/21/2005,1314.03,112.3942
4/22/2005,1313.06,112.84
4/25/2005,1295.3,112.4301
4/26/2005,1296.54,112.3679
4/27/2005,1295.75,112.6349
4/28/2005,1293.86,112.2272
4/29/2005,1291.94,111.8791
5/2/2005,1287.71,111.715
5/3/2005,1288.81,111.8516
5/4/2005,1294.91,111.759
5/5/2005,1295.01,111.5764
5/6/2005,1292.24,111.9672
5/9/2005,1283.55,111.372
5/10/2005,1284.24,111.3517
5/11/2005,1288.2,110.9529
5/12/2005,1276.59,110.9504
5/13/2005,1265.52,111.1908
5/16/2005,1273.21,110.6973
5/17/2005,1269.41,110.5036
5/18/2005,1268.66,110.6588
5/19/2005,1270.65,110.214
5/20/2005,1266.25,109.9857
5/23/2005,1260.13,110.4806
5/24/2005,1262.84,110.3986
5/25/2005,1257.28,110.3619
5/26/2005,1254.55,110.5489
5/27/2005,1258.36,110.6619
5/30/2005,1250.38,110.4039
5/31/2005,1242.9,110.7457
6/1/2005,1236.01,111.0747
6/2/2005,1241.81,110.8744
6/3/2005,1238.12,111.1898
6/6/2005,1237.63,110.9568
6/7/2005,1234.03,111.0346
6/8/2005,1239.49,111.1236
6/9/2005,1228.98,110.8882
6/10/2005,1230.6,111.2652
6/13/2005,1220.8,111.0651
6/14/2005,1227.23,111.0877
6/15/2005,1221.62,111.251
6/16/2005,1228.7,110.9555
6/17/2005,1229.02,110.8324
6/20/2005,1231.01,110.436
