Date,USD,NEER
3/27/2002,0.8746,103.9593
3/28/2002,0.8724,103.3381
4/2/2002,0.8786,103.0047
4/3/2002,0.8803,103.4775
4/4/2002,0.8818,103.5127
4/5/2002,0.8786,102.9145
4/8/2002,0.8778,103.3417
4/9/2002,0.8763,104.6111
4/10/2002,0.8798,104.6944
4/11/2002,0.8794,104.002
4/12/2002,0.8803,104.2673
4/15/2002,0.8802,105.407
4/16/2002,0.8803,105.1807
4/17/2002,0.888,105.4595
4/18/2002,0.8895,105.6684
4/19/2002,0.8886,105.2491
4/22/2002,0.8882,105.4147
4/23/2002,0.8872,106.4851
4/24/2002,0.8892,106.1215
4/25/2002,0.8969,106.0893
4/26/2002,0.8971,105.8836
4/29/2002,0.9038,105.5126
4/30/2002,0.9008,105.4794
5/2/2002,0.9032,104.6826
5/3/2002,0.9083,105.0143
5/6/2002,0.9144,104.8149
5/7/2002,0.9125,105.0572
5/8/2002,0.9088,105.3618
5/9/2002,0.9061,105.4036
5/10/2002,0.9118,105.2664
5/13/2002,0.9118,105.7144
5/14/2002,0.9062,105.6592
5/15/2002,0.903,105.0049
5/16/2002,0.9124,104.8672
5/17/2002,0.9152,104.818
5/20/2002,0.9202,104.873
5/21/2002,0.9213,104.9128
5/22/2002,0.926,104.3885
5/23/2002,0.9213,104.2814
5/24/2002,0.9188,104.4453
5/27/2002,0.919,104.6765
5/28/2002,0.9255,105.1301
5/29/2002,0.932,105.3872
5/30/2002,0.9375,105.6675
5/31/2002,0.9387,105.703
6/3/2002,0.9313,105.585
6/4/2002,0.9435,106.4302
6/5/2002,0.9371,106.6402
6/6/2002,0.9386,106.2901
6/7/2002,0.9452,105.55
6/10/2002,0.9459,106.0299
6/11/2002,0.9417,105.901
6/12/2002,0.9452,106.1491
6/13/2002,0.9417,106.2729
6/14/2002,0.9478,106.0486
6/17/2002,0.9426,106.0424
6/18/2002,0.9484,105.6256
6/19/2002,0.9561,105.883
6/20/2002,0.9592,105.9865
6/21/2002,0.9636,105.9147
6/24/2002,0.9781,105.9537
6/25/2002,0.9712,106.4495
6/26/2002,0.9917,106.5159
6/27/2002,0.9824,106.6015
6/28/2002,0.9975,106.2602
7/1/2002,0.9913,106.3692
7/2/2002,0.9838,106.2487
7/3/2002,0.978,106.5788
7/4/2002,0.979,106.3979
7/5/2002,0.9725,106.4042
7/8/2002,0.9828,106.6118
7/9/2002,0.993,106.4286
7/10/2002,0.9898,106.3676
7/11/2002,0.9836,106.1862
7/12/2002,0.9873,106.2822
7/15/2002,1.0024,106.1616
7/16/2002,1.0127,106.3127
7/17/2002,1.0064,105.7692
7/18/2002,1.0058,105.738
7/19/2002,1.0146,105.5921
7/22/2002,1.0086,104.9618
7/23/2002,0.991,105.158
7/24/2002,0.9915,104.723
7/25/2002,1.0014,105.1292
7/26/2002,1.0008,104.6612
7/29/2002,0.9821,104.1874
7/30/2002,0.9835,104.1177
7/31/2002,0.9783,104.348
8/1/2002,0.976,104.5317
8/2/2002,0.9873,104.3578
8/5/2002,0.9836,104.8311
8/6/2002,0.9689,104.7945
8/7/2002,0.9698,104.6763
8/8/2002,0.9687,105.1895
8/9/2002,0.9729,105.0242
8/12/2002,0.978,105.0713
8/13/2002,0.9799,105.5676
8/14/2002,0.9857,105.2882
8/15/2002,0.9777,105.2127
8/16/2002,0.9825,105.3551
8/19/2002,0.9799,105.3113
8/20/2002,0.9792,105.6383
8/21/2002,0.9762,105.3102
8/22/2002,0.977,105.1307
8/23/2002,0.9697,105.3782
8/26/2002,0.9701,105.2682
8/27/2002,0.9774,104.591
8/28/2002,0.9826,104.6627
8/29/2002,0.9843,104.8149
8/30/2002,0.9833,104.297
9/2/2002,0.9821,103.9452
9/3/2002,0.991,103.9838
9/4/2002,0.9947,103.4385
9/5/2002,0.9975,103.7024
9/6/2002,0.9918,103.5025
9/9/2002,0.9794,103.5242
9/10/2002,0.976,103.4016
9/11/2002,0.9749,103.3813
9/12/2002,0.9757,103.3181
9/13/2002,0.981,103.1149
9/16/2002,0.9683,102.8424
9/17/2002,0.9649,103.0146
9/18/2002,0.9725,103.2067
9/19/2002,0.9814,102.5757
9/20/2002,0.979,102.8926
9/23/2002,0.9831,103.2375
9/24/2002,0.9828,102.5081
9/25/2002,0.9771,102.5007
9/26/2002,0.9796,102.1359
9/27/2002,0.9779,101.8993
9/30/2002,0.986,102.1282
10/1/2002,0.9861,101.8021
10/2/2002,0.9835,101.4167
10/3/2002,0.989,101.634
10/4/2002,0.9865,101.7285
10/7/2002,0.9808,101.358
10/8/2002,0.98,101.1263
10/9/2002,0.9814,100.9737
10/10/2002,0.9875,100.5606
10/11/2002,0.9857,101.0058
10/14/2002,0.9873,100.6408
10/15/2002,0.981,101.2041
10/16/2002,0.9823,101.1091
10/17/2002,0.9763,101.4252
10/18/2002,0.9735,101.0125
10/21/2002,0.9748,100.6131
10/22/2002,0.9768,101.1365
10/23/2002,0.9775,101.2928
10/24/2002,0.9738,101.3171
10/25/2002,0.9763,101.9379
10/28/2002,0.9745,101.7924
10/29/2002,0.982,101.6886
10/30/2002,0.9825,101.3994
10/31/2002,0.9864,101.7326
11/1/2002,0.9974,101.5339
11/4/2002,0.9944,101.4335
11/5/2002,1.0024,101.0655
11/6/2002,0.9955,100.8411
11/7/2002,1.0013,100.9757
11/8/2002,1.0107,100.5607
11/11/2002,1.0126,100.745
11/12/2002,1.0081,100.3631
11/13/2002,1.0068,100.7677
11/14/2002,1.0095,100.5444
11/15/2002,1.0029,100.1565
11/18/2002,1.0065,99.8166
11/19/2002,1.0125,99.8304
11/20/2002,1.0019,99.42
11/21/2002,1.0034,99.5191
11/22/2002,1.0024,99.3869
11/25/2002,0.9905,99.7986
11/26/2002,0.991,100.6133
11/27/2002,0.9927,100.9984
11/28/2002,0.9934,100.5856
11/29/2002,0.9927,101.7489
12/2/2002,0.9871,101.8309
12/3/2002,0.9967,101.8262
12/4/2002,1.0018,101.9492
12/5/2002,0.9991,101.8087
12/6/2002,1.0006,101.3458
12/9/2002,1.0093,101.339
12/10/2002,1.0111,101.0731
12/11/2002,1.0067,101.2221
12/12/2002,1.0156,100.5417
12/13/2002,1.0221,100.4879
12/16/2002,1.0212,100.9078
12/17/2002,1.0307,101.3304
12/18/2002,1.024,101.382
12/19/2002,1.0273,102.1596
12/20/2002,1.0255,101.6157
12/23/2002,1.0282,101.1719
12/24/2002,1.0296,100.7397
12/27/2002,1.0376,100.901
12/30/2002,1.0422,100.982
12/31/2002,1.0487,100.7167
1/2/2003,1.0446,100.3979
1/3/2003,1.0392,100.0818
1/6/2003,1.0488,100.0045
1/7/2003,1.0425,100.0992
1/8/2003,1.0377,100.0869
1/9/2003,1.0507,100.3189
1/10/2003,1.0503,99.8017
1/13/2003,1.0549,100.1294
1/14/2003,1.0577,99.2801
1/15/2003,1.0526,98.4391
1/16/2003,1.0564,98.5751
1/17/2003,1.0652,97.8251
1/20/2003,1.0653,97.1993
1/21/2003,1.0653,97.1631
1/22/2003,1.0718,97.3393
1/23/2003,1.0757,96.6292
1/24/2003,1.0784,96.92
1/27/2003,1.087,96.9292
1/28/2003,1.0808,96.6454
1/29/2003,1.0868,96.5359
1/30/2003,1.0748,95.9464
1/31/2003,1.0816,95.9786
2/3/2003,1.0729,95.7324
2/4/2003,1.0822,95.7529
2/5/2003,1.091,95.9552
2/6/2003,1.0813,95.935
2/7/2003,1.0789,95.5777
2/10/2003,1.0808,96.3855
2/11/2003,1.0706,96.4566
2/12/2003,1.0731,96.0342
2/13/2003,1.0758,96.5372
2/14/2003,1.0793,96.264
2/17/2003,1.0716,96.1321
2/18/2003,1.0714,95.757
2/19/2003,1.0717,95.5643
2/20/2003,1.0763,96.0603
2/21/2003,1.0838,96.0102
2/24/2003,1.0721,95.7574
2/25/2003,1.0774,95.7113
2/26/2003,1.0753,95.5796
2/27/2003,1.0822,95.0386
2/28/2003,1.0782,95.3866
3/3/2003,1.08,95.6891
3/4/2003,1.0919,96.05
3/5/2003,1.0966,95.8003
3/6/2003,1.0963,96.4486
3/7/2003,1.1039,96.201
3/10/2003,1.1042,96.1013
3/11/2003,1.108,96.6441
3/12/2003,1.1028,96.9156
3/13/2003,1.0864,97.0213
3/14/2003,1.0775,96.4155
3/17/2003,1.0801,96.3941
3/18/2003,1.0586,96.3662
3/19/2003,1.057,96.1515
3/20/2003,1.0592,96.6566
3/21/2003,1.0572,96.9488
3/24/2003,1.0634,97.0026
3/25/2003,1.0691,97.3847
3/26/2003,1.0667,97.262
3/27/2003,1.0723,97.3473
3/28/2003,1.073,97.2857
3/31/2003,1.0895,98.3087
4/1/2003,1.0891,98.033
4/2/2003,1.083,98.4245
4/3/2003,1.0702,98.1575
4/4/2003,1.072,98.032
4/7/2003,1.0582,97.9618
4/8/2003,1.066,97.4459
4/9/2003,1.0742,97.3468
4/10/2003,1.0805,97.1858
4/11/2003,1.0735,97.325
4/14/2003,1.0737,97.6285
4/15/2003,1.0784,98.0613
4/16/2003,1.0836,98.6602
4/17/2003,1.092,98.1367
4/22/2003,1.0971,98.2404
4/23/2003,1.0944,97.8709
4/24/2003,1.1008,98.0015
4/25/2003,1.0973,97.8173
4/28/2003,1.1025,97.7871
4/29/2003,1.0956,97.6171
4/30/2003,1.1131,97.7947
5/2/2003,1.1239,97.8144
5/5/2003,1.1218,98.0169
5/6/2003,1.1344,98.2269
5/7/2003,1.1427,98.7474
5/8/2003,1.1435,98.3425
5/9/2003,1.1466,98.6893
5/12/2003,1.1597,99.1379
5/13/2003,1.1518,98.9589
5/14/2003,1.1499,99.2209
5/15/2003,1.1458,99.0122
5/16/2003,1.1492,99.2649
5/19/2003,1.1652,98.672
5/20/2003,1.1644,98.2587
5/21/2003,1.1689,98.872
5/22/2003,1.172,99.0628
5/23/2003,1.179,98.7998
5/26/2003,1.1813,98.3157
5/27/2003,1.1901,97.8832
5/28/2003,1.1738,97.5801
5/29/2003,1.1756,97.4914
5/30/2003,1.1822,97.3894
6/2/2003,1.1672,97.5725
6/3/2003,1.1723,97.2712
6/4/2003,1.1691,97.2328
6/5/2003,1.1775,97.2917
6/6/2003,1.1813,96.8216
6/9/2003,1.1726,96.4961
6/10/2003,1.1699,95.2825
6/11/2003,1.1748,95.371
6/12/2003,1.1734,95.401
6/13/2003,1.1751,95.2432
6/16/2003,1.1854,95.3826
6/17/2003,1.1797,95.6642
6/18/2003,1.1699,94.6372
6/19/2003,1.1655,94.7095
6/20/2003,1.1655,94.6181
6/23/2003,1.1539,94.4049
6/24/2003,1.1565,94.8624
6/25/2003,1.1551,94.1074
6/26/2003,1.1432,93.9268
6/27/2003,1.1413,93.8386
6/30/2003,1.1427,93.7027
7/1/2003,1.1543,93.8517
7/2/2003,1.1535,94.4196
7/3/2003,1.1457,94.1947
7/4/2003,1.1466,94.3222
7/7/2003,1.136,94.368
7/8/2003,1.1326,94.2738
7/9/2003,1.1355,94.3964
7/10/2003,1.1342,93.9571
7/11/2003,1.1315,93.5933
7/14/2003,1.1299,93.601
7/15/2003,1.1319,93.522
7/16/2003,1.1138,93.8558
7/17/2003,1.1231,93.5906
7/18/2003,1.1205,93.4096
7/21/2003,1.1284,94.0605
7/22/2003,1.1343,94.4993
7/23/2003,1.1401,95.0256
7/24/2003,1.1467,94.7905
7/25/2003,1.1477,94.912
7/28/2003,1.1489,95.0156
7/29/2003,1.1462,94.3474
7/30/2003,1.142,94.3176
7/31/2003,1.1318,93.9407
8/1/2003,1.1169,93.526
8/4/2003,1.1307,93.2522
8/5/2003,1.1333,93.3495
8/6/2003,1.1392,93.4803
8/7/2003,1.1353,93.0091
8/8/2003,1.1326,93.054
8/11/2003,1.1295,93.1293
8/12/2003,1.1312,93.4359
8/13/2003,1.1277,93.8548
8/14/2003,1.127,93.5068
8/15/2003,1.1247,93.2419
8/18/2003,1.1188,92.8425
8/19/2003,1.1065,92.7856
8/20/2003,1.1109,92.9966
8/21/2003,1.1009,92.4004
8/22/2003,1.0894,92.589
8/25/2003,1.0888,92.5202
8/26/2003,1.0816,91.9822
8/27/2003,1.0907,91.782
8/28/2003,1.0828,92.137
8/29/2003,1.0927,92.4343
9/1/2003,1.0965,92.0426
9/2/2003,1.0849,92.2768
9/3/2003,1.0783,91.9819
9/4/2003,1.0818,92.158
9/5/2003,1.0923,91.9618
9/8/2003,1.1071,92.037
9/9/2003,1.1135,91.9717
9/10/2003,1.1172,91.9817
9/11/2003,1.1217,91.7633
9/12/2003,1.1172,91.2758
9/15/2003,1.1281,91.373
9/16/2003,1.1235,90.582
9/17/2003,1.1212,90.806
9/18/2003,1.129,90.3818
9/19/2003,1.1312,90.0539
9/22/2003,1.1468,90.317
9/23/2003,1.1464,90.4136
9/24/2003,1.1466,90.0998
9/25/2003,1.1493,89.7
9/26/2003,1.1487,89.9169
9/29/2003,1.1413,90.0052
9/30/2003,1.1652,90.4522
10/1/2003,1.1671,90.8583
10/2/2003,1.1692,91.4161
10/3/2003,1.1686,90.8874
10/6/2003,1.1579,90.6694
10/7/2003,1.1768,90.3667
10/8/2003,1.1781,90.5924
10/9/2003,1.1788,90.8627
10/10/2003,1.1788,90.979
10/13/2003,1.1688,90.8712
10/14/2003,1.1634,91.298
10/15/2003,1.1669,91.6244
10/16/2003,1.1615,91.3505
10/17/2003,1.1579,90.9815
10/20/2003,1.1629,91.2902
10/21/2003,1.1623,91.0495
10/22/2003,1.1694,91.3711
10/23/2003,1.1786,90.6096
10/24/2003,1.1781,90.3566
10/27/2003,1.1748,90.675
10/28/2003,1.1673,90.2046
10/29/2003,1.1684,90.1156
10/30/2003,1.1736,90.2926
10/31/2003,1.1622,89.9007
11/3/2003,1.1589,90.0317
11/4/2003,1.1468,90.572
11/5/2003,1.1473,91.0239
11/6/2003,1.1449,91.4501
11/7/2003,1.1424,91.3065
11/10/2003,1.1483,91.1431
11/11/2003,1.1497,91.865
11/12/2003,1.16,92.0582
11/13/2003,1.168,91.7178
11/14/2003,1.1765,91.9882
11/17/2003,1.1802,92.9521
11/18/2003,1.1778,92.7916
11/19/2003,1.191,92.68
11/20/2003,1.1909,92.1783
11/21/2003,1.1899,92.1348
11/24/2003,1.1823,92.2012
11/25/2003,1.1766,92.3188
11/26/2003,1.1828,92.6695
11/27/2003,1.1902,92.453
11/28/2003,1.1994,92.0252
12/1/2003,1.2019,92.1974
12/2/2003,1.1975,91.9968
12/3/2003,1.2102,91.652
12/4/2003,1.2074,91.5624
12/5/2003,1.2087,91.7665
12/8/2003,1.2218,91.9665
12/9/2003,1.2258,92.2481
12/10/2003,1.2239,91.785
12/11/2003,1.2187,91.8546
12/12/2003,1.2254,91.4852
12/15/2003,1.223,91.0989
12/16/2003,1.2339,90.8749
12/17/2003,1.2337,90.8782
12/18/2003,1.2403,91.7305
12/19/2003,1.2418,91.6069
12/22/2003,1.2434,91.549
12/23/2003,1.2392,91.8678
12/24/2003,1.2407,92.5084
12/29/2003,1.2499,92.8913
12/30/2003,1.2496,93.1171
12/31/2003,1.263,93.0897
1/2/2004,1.2592,92.4755
1/5/2004,1.2657,93.0414
1/6/2004,1.2756,93.7016
1/7/2004,1.2679,93.5432
1/8/2004,1.2634,93.4021
1/9/2004,1.2737,93.4627
1/12/2004,1.2828,93.318
1/13/2004,1.2749,93.3568
1/14/2004,1.2692,94.2654
1/15/2004,1.2635,93.5644
1/16/2004,1.2493,93.7132
1/19/2004,1.2373,93.1429
1/20/2004,1.2536,93.1561
1/21/2004,1.2607,93.2278
1/22/2004,1.271,93.4658
1/23/2004,1.2692,94.7785
1/26/2004,1.2575,95.0029
1/27/2004,1.2517,94.641
1/28/2004,1.2563,94.9277
1/29/2004,1.2468,95.1908
1/30/2004,1.2384,93.9609
2/2/2004,1.2461,94.5524
2/3/2004,1.2585,94.1154
2/4/2004,1.2524,94.2929
2/5/2004,1.2583,93.5241
2/6/2004,1.2529,94.0257
2/9/2004,1.2713,93.6652
2/10/2004,1.2764,93.3301
2/11/2004,1.268,93.06
2/12/2004,1.2802,92.7893
2/13/2004,1.2816,92.6604
2/16/2004,1.2741,92.6814
2/17/2004,1.2858,92.617
2/18/2004,1.2824,92.8575
2/19/2004,1.2724,92.9623
2/20/2004,1.2663,92.2654
2/23/2004,1.2576,92.2543
2/24/2004,1.2595,92.762
2/25/2004,1.2629,93.0251
2/26/2004,1.2444,93.391
2/27/2004,1.2418,93.5223
3/1/2004,1.2484,93.5814
3/2/2004,1.2402,93.2757
3/3/2004,1.2143,93.2534
3/4/2004,1.2147,93.1916
3/5/2004,1.2192,92.8443
3/8/2004,1.2356,92.9325
3/9/2004,1.2361,92.9291
3/10/2004,1.2299,92.4897
3/11/2004,1.2256,92.423
3/12/2004,1.2235,92.251
3/15/2004,1.2278,92.4152
3/16/2004,1.235,92.5642
3/17/2004,1.2251,92.184
3/18/2004,1.2261,92.4274
3/19/2004,1.2344,91.8809
3/22/2004,1.2353,91.7937
3/23/2004,1.2276,91.5359
3/24/2004,1.2196,91.671
3/25/2004,1.2132,91.4693
3/26/2004,1.2173,91.3246
3/29/2004,1.2118,91.4572
3/30/2004,1.2187,91.5297
3/31/2004,1.2224,91.6637
4/1/2004,1.232,91.7426
4/2/2004,1.2318,91.1951
4/5/2004,1.2058,91.3966
4/6/2004,1.209,91.9296
4/7/2004,1.2101,91.9758
4/8/2004,1.2096,92.3074
4/13/2004,1.1975,92.1686
4/14/2004,1.1924,92.3439
4/15/2004,1.1912,93.0579
4/16/2004,1.1932,93.1349
4/19/2004,1.2044,92.8447
4/20/2004,1.1926,92.7792
4/21/2004,1.1836,93.0138
4/22/2004,1.1873,93.0368
4/23/2004,1.1885,92.6048
4/26/2004,1.1851,92.7059
4/27/2004,1.1887,92.0834
4/28/2004,1.1907,92.0037
4/29/2004,1.1826,92.2428
4/30/2004,1.1947,92.2066
5/3/2004,1.1953,92.5261
5/4/2004,1.2061,91.7933
5/5/2004,1.2126,91.6859
5/6/2004,1.2116,91.664
5/7/2004,1.2073,91.5145
5/10/2004,1.1843,91.6151
5/11/2004,1.1804,91.7738
5/12/2004,1.1857,92.0628
5/13/2004,1.1823,92.4837
5/14/2004,1.1802,92.2486
5/17/2004,1.2023,92.2482
5/18/2004,1.1983,92.5137
5/19/2004,1.1989,92.4032
5/20/2004,1.1922,92.101
5/21/2004,1.2031,91.9914
5/24/2004,1.1968,91.8571
5/25/2004,1.2063,92.2546
5/26/2004,1.2106,92.1542
5/27/2004,1.2165,92.1821
5/28/2004,1.2246,91.7358
5/31/2004,1.2198,91.797
6/1/2004,1.2231,91.7246
6/2/2004,1.2276,91.8148
6/3/2004,1.2226,91.7517
6/4/2004,1.2203,91.8634
6/7/2004,1.2319,91.853
6/8/2004,1.2294,92.0335
6/9/2004,1.2157,91.5352
6/10/2004,1.2052,91.6436
6/11/2004,1.2006,91.4163
6/14/2004,1.2001,91.3817
6/15/2004,1.2051,91.5438
6/16/2004,1.2058,91.2912
6/17/2004,1.2045,91.2568
6/18/2004,1.2042,90.9901
6/21/2004,1.2112,90.8366
6/22/2004,1.2091,91.2868
6/23/2004,1.2087,91.2894
6/24/2004,1.2122,91.3047
6/25/2004,1.2138,91.1384
6/28/2004,1.2208,91.0219
6/29/2004,1.2169,90.6119
6/30/2004,1.2155,90.9362
7/1/2004,1.2168,91.2146
7/2/2004,1.2148,90.6781
7/5/2004,1.2288,90.6582
7/6/2004,1.2309,90.4561
7/7/2004,1.2357,90.3414
7/8/2004,1.2348,89.9576
7/9/2004,1.2372,89.7601
7/12/2004,1.2397,89.7442
7/13/2004,1.2372,88.7624
7/14/2004,1.2381,88.8511
7/15/2004,1.2374,88.74
7/16/2004,1.2353,89.1368
7/19/2004,1.2412,88.7762
7/20/2004,1.2385,88.7834
7/21/2004,1.2296,88.9042
7/22/2004,1.2268,88.7454
7/23/2004,1.2191,88.152
7/26/2004,1.2163,88.2447
7/27/2004,1.2168,87.8341
7/28/2004,1.2034,87.8076
7/29/2004,1.2026,87.7009
7/30/2004,1.2039,88.0582
8/2/2004,1.2055,87.7797
8/3/2004,1.2022,87.6178
8/4/2004,1.1983,87.5788
8/5/2004,1.2042,87.2166
8/6/2004,1.2064,87.3088
8/9/2004,1.2247,87.2856
8/10/2004,1.2279,87.0014
8/11/2004,1.2233,86.7194
8/12/2004,1.2256,86.545
8/13/2004,1.2219,86.285
8/16/2004,1.2337,86.254
8/17/2004,1.2338,86.2524
8/18/2004,1.2331,86.1827
8/19/2004,1.2359,86.2409
8/20/2004,1.2293,85.9934
8/23/2004,1.225,86.3247
8/24/2004,1.2139,85.9092
8/25/2004,1.2081,85.8875
8/26/2004,1.21,87.0055
8/27/2004,1.2085,86.9779
8/30/2004,1.2047,87.5604
8/31/2004,1.2111,87.1644
9/1/2004,1.2168,87.0831
9/2/2004,1.2172,86.7956
9/3/2004,1.2175,86.6573
9/6/2004,1.2071,87.1619
9/7/2004,1.2079,86.8074
9/8/2004,1.2039,86.7838
9/9/2004,1.2191,86.8735
9/10/2004,1.2219,86.8123
9/13/2004,1.2236,86.4353
9/14/2004,1.2237,86.5005
9/15/2004,1.2238,85.9304
9/16/2004,1.2158,86.1155
9/17/2004,1.2211,86.0594
9/20/2004,1.2132,85.7356
9/21/2004,1.2276,86.0353
9/22/2004,1.2245,86.6328
9/23/2004,1.2315,87.3093
9/24/2004,1.2309,87.5118
9/27/2004,1.2254,87.3631
9/28/2004,1.2335,87.47
9/29/2004,1.2323,87.1842
9/30/2004,1.2409,87.0937
10/1/2004,1.2413,86.5717
10/4/2004,1.2305,87.0538
10/5/2004,1.2304,87.0126
10/6/2004,1.2282,87.2496
10/7/2004,1.2301,87.0894
10/8/2004,1.2315,87.6748
10/11/2004,1.2392,87.7146
10/12/2004,1.2312,87.1748
10/13/2004,1.2267,87.4727
10/14/2004,1.2377,87.6317
10/15/2004,1.2414,87.5801
10/18/2004,1.2474,87.5503
10/19/2004,1.2509,87.5788
10/20/2004,1.259,87.6429
10/21/2004,1.2606,87.4542
10/22/2004,1.2606,87.72
10/25/2004,1.2792,87.8264
10/26/2004,1.2784,88.2683
10/27/2004,1.2792,88.6746
10/28/2004,1.2711,88.6384
10/29/2004,1.2737,88.7483
11/1/2004,1.2748,88.3493
11/2/2004,1.2705,87.7235
11/3/2004,1.2754,87.6298
11/4/2004,1.2874,87.6218
11/5/2004,1.2856,87.7135
11/8/2004,1.2917,87.6128
11/9/2004,1.2911,87.5696
11/10/2004,1.2977,86.9689
11/11/2004,1.289,87.0833
11/12/2004,1.2921,87.1693
11/15/2004,1.2955,87.3989
11/16/2004,1.2971,86.8593
11/17/2004,1.3026,86.9694
11/18/2004,1.3024,87.4602
11/19/2004,1.302,87.36
11/22/2004,1.3033,87.5295
11/23/2004,1.3089,87.1213
11/24/2004,1.3146,86.8591
11/25/2004,1.3213,86.3389
11/26/2004,1.3238,86.0791
11/29/2004,1.3247,86.1351
11/30/2004,1.3295,86.3633
12/1/2004,1.3294,86.231
12/2/2004,1.3314,86.226
12/3/2004,1.33,86.287
12/6/2004,1.3435,86.5662
12/7/2004,1.3456,86.9293
12/8/2004,1.33,86.8316
12/9/2004,1.3305,87.3227
12/10/2004,1.3191,87.6787
12/13/2004,1.3268,87.8441
12/14/2004,1.3317,87.8107
12/15/2004,1.3383,87.6742
12/16/2004,1.3401,87.7213
12/17/2004,1.3264,88.0809
12/20/2004,1.3378,88.4207
12/21/2004,1.3394,88.2429
12/22/2004,1.3384,87.9903
12/23/2004,1.3456,88.4679
12/24/2004,1.3542,87.9619
12/27/2004,1.3527,88.006
12/28/2004,1.3633,88.1146
12/29/2004,1.3608,88.6088
12/30/2004,1.3604,88.5101
12/31/2004,1.3621,88.3072
1/3/2005,1.3507,88.1465
1/4/2005,1.3365,87.7971
1/5/2005,1.3224,87.9088
1/6/2005,1.3183,87.5843
1/7/2005,1.32,87.834
1/10/2005,1.3103,87.8304
1/11/2005,1.3143,88.1256
1/12/2005,1.3139,88.1804
1/13/2005,1.3232,87.8858
1/14/2005,1.3091,88.2815
1/17/2005,1.3085,88.2879
1/18/2005,1.306,87.8247
1/19/2005,1.3083,87.7929
1/20/2005,1.2936,87.7569
1/21/2005,1.2963,88.1238
1/24/2005,1.3065,88.0767
1/25/2005,1.3025,88.0276
1/26/2005,1.3005,88.5101
1/27/2005,1.3026,88.9988
1/28/2005,1.3035,89.4427
1/31/2005,1.3035,89.3505
2/1/2005,1.3027,89.3326
2/2/2005,1.3061,89.1997
2/3/2005,1.3001,89.3391
2/4/2005,1.2958,89.529
2/7/2005,1.2844,89.216
2/8/2005,1.2764,89.4073
2/9/2005,1.2762,89.7043
2/10/2005,1.2777,89.4805
2/11/2005,1.2855,89.6013
2/14/2005,1.2967,89.9856
2/15/2005,1.3016,90.2328
2/16/2005,1.304,89.9892
2/17/2005,1.3041,89.8189
2/18/2005,1.3039,89.7424
2/21/2005,1.3055,89.5941
2/22/2005,1.3193,89.5432
2/23/2005,1.3203,89.943
2/24/2005,1.326,89.9721
2/25/2005,1.3165,90.7056
2/28/2005,1.3257,90.5885
3/1/2005,1.3216,90.5408
3/2/2005,1.3101,90.2175
3/3/2005,1.3144,90.0246
3/4/2005,1.3115,89.8583
3/7/2005,1.3197,90.3054
3/8/2005,1.3246,90.1026
3/9/2005,1.3346,90.2128
3/10/2005,1.3409,90.1692
3/11/2005,1.3416,90.0923
3/14/2005,1.3372,90.3652
3/15/2005,1.3383,90.5943
3/16/2005,1.3373,90.5544
3/17/2005,1.3378,90.6382
3/18/2005,1.3279,91.4267
3/21/2005,1.3199,91.551
3/22/2005,1.3175,91.4761
3/23/2005,1.305,91.2609
3/24/2005,1.2982,91.4156
3/29/2005,1.2926,90.8573
3/30/2005,1.2943,90.2796
3/31/2005,1.2964,90.1258
4/1/2005,1.2959,90.4737
4/4/2005,1.2883,90.6495
4/5/2005,1.281,90.7835
4/6/2005,1.286,91.1704
4/7/2005,1.2923,90.8744
4/8/2005,1.2819,89.8222
4/11/2005,1.2971,89.9507
4/12/2005,1.2985,90.2765
4/13/2005,1.2922,90.6244
4/14/2005,1.282,90.8625
4/15/2005,1.2868,90.4802
4/18/2005,1.2967,90.3689
4/19/2005,1.2996,89.8123
4/20/2005,1.3049,89.6155
4/21/2005,1.3058,89.3339
4/22/2005,1.3077,89.4226
4/25/2005,1.2966,89.3279
4/26/2005,1.2981,89.2658
4/27/2005,1.292,89.3577
4/28/2005,1.2905,89.1503
4/29/2005,1.2957,88.9022
5/2/2005,1.2863,88.5145
5/3/2005,1.2856,88.6771
5/4/2005,1.2953,88.9162
5/5/2005,1.2954,88.9748
5/6/2005,1.2947,89.4852
5/9/2005,1.2824,89.6493
5/10/2005,1.2854,89.2507
5/11/2005,1.2882,89.2248
5/12/2005,1.2771,89.2758
5/13/2005,1.2635,88.9788
5/16/2005,1.2616,88.9099
5/17/2005,1.2636,89.0006
5/18/2005,1.2621,89.5946
5/19/2005,1.2642,89.4514
5/20/2005,1.2607,88.7186
5/23/2005,1.2548,88.17
5/24/2005,1.2617,88.0327
5/25/2005,1.2564,88.3076
5/26/2005,1.2523,88.4451
5/27/2005,1.2551,88.4425
5/30/2005,1.2472,88.3028
5/31/2005,1.2331,88.6341
6/1/2005,1.2228,88.888
6/2/2005,1.2263,88.5659
6/3/2005,1.2289,88.9366
6/6/2005,1.2272,88.9334
6/7/2005,1.2285,89.1998
6/8/2005,1.2324,88.9394
6/9/2005,1.2239,88.7579
6/10/2005,1.2229,88.7499
6/13/2005,1.2062,89.2107
6/14/2005,1.211,89.6494
6/15/2005,1.2069,89.7794
6/16/2005,1.2115,89.7359
6/17/2005,1.2177,89.5666
6/20/2005,1.221,89.5968
6/21/2005,1.2092,89.9236
6/22/2005,1.2111,89.9546
6/23/2005,1.2066,89.9747
6/24/2005,1.2082,89.8547
