Date,NOK,NEER
9/22/2011,7.827,110.4097
9/23/2011,7.8855,110.3957
9/26/2011,7.826,110.4578
9/27/2011,7.79,110.6243
9/28/2011,7.815,110.4644
9/29/2011,7.843,110.166
9/30/2011,7.888,110.042
10/3/2011,7.826,110.0281
10/4/2011,7.836,110.3787
10/5/2011,7.8105,109.8583
10/6/2011,7.8245,110.5376
10/7/2011,7.8,110.6333
10/10/2011,7.8025,110.7543
10/11/2011,7.781,111.1655
10/12/2011,7.783,110.44
10/13/2011,7.757,111.4268
10/14/2011,7.7455,111.4188
10/17/2011,7.732,110.8712
10/18/2011,7.7605,111.2719
10/19/2011,7.735,111.2178
10/20/2011,7.7085,110.9952
10/21/2011,7.706,111.251
10/24/2011,7.6915,111.6174
10/25/2011,7.6855,111.4069
10/26/2011,7.68,111.7341
10/27/2011,7.656,111.7936
10/28/2011,7.6725,111.8177
10/31/2011,7.7015,112.6271
11/1/2011,7.758,112.951
11/2/2011,7.7585,112.825
11/3/2011,7.721,112.3133
11/4/2011,7.764,113.5492
11/7/2011,7.7475,113.9578
11/8/2011,7.725,113.4154
11/9/2011,7.7645,113.8745
11/10/2011,7.742,114.5263
11/11/2011,7.752,114.7211
11/14/2011,7.754,114.4065
11/15/2011,7.8,114.7816
11/16/2011,7.793,115.1961
11/17/2011,7.8205,115.1075
11/18/2011,7.82,114.8868
11/21/2011,7.8405,114.9948
11/22/2011,7.825,114.4454
11/23/2011,7.8185,114.5041
11/24/2011,7.831,115.1801
11/25/2011,7.836,114.4172
11/28/2011,7.8355,114.0832
11/29/2011,7.8495,114.3112
11/30/2011,7.753,112.9248
12/1/2011,7.783,112.6486
12/2/2011,7.766,112.9275
12/5/2011,7.726,112.9656
12/6/2011,7.716,112.3817
12/7/2011,7.6935,112.4833
12/8/2011,7.684,112.1004
12/9/2011,7.677,112.0873
12/12/2011,7.7015,112.5851
12/13/2011,7.711,113.222
12/14/2011,7.766,112.6808
12/15/2011,7.7675,112.1329
12/16/2011,7.7815,112.6887
12/19/2011,7.7475,113.3099
12/20/2011,7.708,113.076
12/21/2011,7.752,112.5021
12/22/2011,7.764,112.3357
12/23/2011,7.782,112.3948
12/27/2011,7.7945,112.1479
12/28/2011,7.799,112.072
12/29/2011,7.774,112.1744
12/30/2011,7.754,112.5524
1/2/2012,7.754,112.8799
1/3/2012,7.735,112.6415
1/4/2012,7.7005,112.6883
1/5/2012,7.6825,113.011
1/6/2012,7.6745,112.6988
1/9/2012,7.657,112.8208
1/10/2012,7.6555,112.8347
1/11/2012,7.6505,112.5071
1/12/2012,7.677,112.3883
1/13/2012,7.693,112.2821
1/16/2012,7.6705,112.5355
1/17/2012,7.6635,112.6802
1/18/2012,7.7045,112.5398
1/19/2012,7.662,112.1882
1/20/2012,7.66,112.1793
1/23/2012,7.6645,112.0658
1/24/2012,7.639,112.1967
1/25/2012,7.6825,111.9244
1/26/2012,7.6465,111.6573
1/27/2012,7.645,111.2928
1/30/2012,7.681,111.1679
1/31/2012,7.656,111.6885
2/1/2012,7.654,111.4719
2/2/2012,7.648,111.1677
2/3/2012,7.644,111.9908
2/6/2012,7.5925,111.7041
2/7/2012,7.6225,111.8106
2/8/2012,7.629,111.6206
2/9/2012,7.63,111.8413
2/10/2012,7.618,111.958
2/13/2012,7.571,111.8005
2/14/2012,7.535,111.6748
2/15/2012,7.5285,110.7933
2/16/2012,7.5515,110.7088
2/17/2012,7.4975,110.7705
2/20/2012,7.488,110.7473
2/21/2012,7.52,111.1473
2/22/2012,7.5,110.744
2/23/2012,7.471,111.3246
2/24/2012,7.4785,111.4093
2/27/2012,7.4975,111.9463
2/28/2012,7.48,112.0167
2/29/2012,7.4405,111.9515
3/1/2012,7.4225,111.8724
3/2/2012,7.4205,111.9234
3/5/2012,7.42,112.3107
3/6/2012,7.452,112.4806
3/7/2012,7.448,112.2398
3/8/2012,7.421,111.9242
3/9/2012,7.46,111.7991
3/12/2012,7.4795,111.4622
3/13/2012,7.4515,110.9185
3/14/2012,7.547,111.5286
3/15/2012,7.5665,111.5328
3/16/2012,7.548,111.5062
3/19/2012,7.5505,111.4417
3/20/2012,7.606,111.5292
3/21/2012,7.6105,110.8843
3/22/2012,7.624,110.9321
3/23/2012,7.638,110.8987
3/26/2012,7.609,110.831
3/27/2012,7.571,110.8831
3/28/2012,7.611,111.3404
3/29/2012,7.632,111.1126
3/30/2012,7.604,111.0198
4/2/2012,7.5505,110.5668
4/3/2012,7.56,110.7334
4/4/2012,7.573,111.2307
4/5/2012,7.5692,111.6869
4/10/2012,7.5815,111.735
4/11/2012,7.604,111.9925
4/12/2012,7.61,111.7892
4/13/2012,7.599,110.8449
4/16/2012,7.553,111.1056
4/17/2012,7.5475,111.1905
4/18/2012,7.5525,111.7777
4/19/2012,7.5485,111.6806
4/20/2012,7.547,111.8163
4/23/2012,7.559,111.8912
4/24/2012,7.5565,112.5703
4/25/2012,7.5625,113.0362
4/26/2012,7.5765,112.9854
4/27/2012,7.588,113.2141
4/30/2012,7.5875,112.8776
5/2/2012,7.5525,113.033
5/3/2012,7.5405,112.8619
5/4/2012,7.561,112.26
5/7/2012,7.5635,112.6436
5/8/2012,7.5605,112.7035
5/9/2012,7.563,112.9348
5/10/2012,7.5575,112.7114
5/11/2012,7.5815,113.0998
5/14/2012,7.5915,113.4988
5/15/2012,7.6185,113.6839
5/16/2012,7.621,113.8395
5/17/2012,7.5802,113.664
5/18/2012,7.5975,114.2588
5/21/2012,7.6265,114.1925
5/22/2012,7.5715,114.0054
5/23/2012,7.573,114.25
5/24/2012,7.536,114.026
5/25/2012,7.551,113.2533
5/28/2012,7.5359,113.4046
5/29/2012,7.5205,113.292
5/30/2012,7.5145,113.2516
5/31/2012,7.5235,113.2598
6/1/2012,7.5745,113.1953
6/4/2012,7.603,113.6048
6/5/2012,7.5945,113.0632
6/6/2012,7.6065,113.0113
6/7/2012,7.5885,113.2963
6/8/2012,7.5995,113.0991
6/11/2012,7.556,113.2944
6/12/2012,7.5465,112.8894
6/13/2012,7.5115,113.4211
6/14/2012,7.507,113.1879
6/15/2012,7.524,113.4959
6/18/2012,7.526,113.7786
6/19/2012,7.517,113.5684
6/20/2012,7.506,113.9959
6/21/2012,7.496,113.4898
6/22/2012,7.4865,113.4124
6/25/2012,7.498,113.9424
6/26/2012,7.4995,113.7149
6/27/2012,7.523,113.6434
6/28/2012,7.5465,113.5791
6/29/2012,7.533,113.9419
7/2/2012,7.5255,113.8163
7/3/2012,7.5195,113.6494
7/4/2012,7.5165,114.1212
7/5/2012,7.476,114.269
7/6/2012,7.519,114.4556
7/9/2012,7.4965,114.1382
7/10/2012,7.4865,114.2755
7/11/2012,7.4745,113.7103
7/12/2012,7.471,113.2528
7/13/2012,7.441,112.9767
7/16/2012,7.4525,112.6247
7/17/2012,7.475,112.776
7/18/2012,7.4825,113.107
7/19/2012,7.4775,113.9991
7/20/2012,7.423,114.2191
7/23/2012,7.381,114.4252
7/24/2012,7.372,113.9985
7/25/2012,7.3695,114.4137
7/26/2012,7.399,114.2169
7/27/2012,7.473,114.4356
7/30/2012,7.422,114.3686
7/31/2012,7.4215,114.4792
8/1/2012,7.385,114.063
8/2/2012,7.4045,114.2726
8/3/2012,7.37,113.9222
8/6/2012,7.3945,113.7173
8/7/2012,7.3575,113.6838
8/8/2012,7.304,114.3772
8/9/2012,7.2955,114.5104
8/10/2012,7.27,114.777
8/13/2012,7.3065,114.7413
8/14/2012,7.301,114.7124
8/15/2012,7.2955,114.4308
8/16/2012,7.337,114.462
8/17/2012,7.3295,114.658
8/20/2012,7.313,114.3303
8/21/2012,7.3235,114.9316
8/22/2012,7.352,115.0314
8/23/2012,7.341,114.846
8/24/2012,7.302,115.1691
8/27/2012,7.295,114.7058
8/28/2012,7.29,114.8619
8/29/2012,7.3125,114.8856
8/30/2012,7.2775,115.1382
8/31/2012,7.2925,115.404
9/3/2012,7.3015,114.8749
9/4/2012,7.289,115.0756
9/5/2012,7.307,114.8566
9/6/2012,7.3725,115.2956
9/7/2012,7.373,115.2458
9/10/2012,7.39,115.8365
9/11/2012,7.389,115.1384
9/12/2012,7.407,115.2519
9/13/2012,7.419,115.5067
9/14/2012,7.4285,115.3768
9/17/2012,7.4725,116.0359
9/18/2012,7.4655,115.9502
9/19/2012,7.4315,115.6978
9/20/2012,7.432,115.6027
9/21/2012,7.4215,115.5289
9/24/2012,7.437,115.4623
9/25/2012,7.4,116.0335
9/26/2012,7.403,115.851
9/27/2012,7.38,115.9497
9/28/2012,7.3695,115.314
10/1/2012,7.378,114.8517
10/2/2012,7.373,115.4244
10/3/2012,7.4115,114.5985
10/4/2012,7.4285,114.9356
10/5/2012,7.3935,114.9036
10/8/2012,7.402,115.5625
10/9/2012,7.405,115.5762
10/10/2012,7.3985,115.9182
10/11/2012,7.3825,115.6531
10/12/2012,7.4005,115.971
10/15/2012,7.41,115.9408
10/16/2012,7.391,115.9398
10/17/2012,7.396,116.4031
10/18/2012,7.377,116.1363
10/19/2012,7.384,116.2782
10/22/2012,7.3865,116.2094
10/23/2012,7.417,116.1373
10/24/2012,7.435,116.0643
10/25/2012,7.4615,116.3881
10/26/2012,7.4675,116.5337
10/29/2012,7.452,116.7176
10/30/2012,7.438,116.3486
10/31/2012,7.3855,115.813
11/1/2012,7.3705,115.7969
11/2/2012,7.3305,115.5815
11/5/2012,7.3425,115.8433
11/6/2012,7.322,114.2911
11/7/2012,7.3195,114.3686
11/8/2012,7.302,114.8872
11/9/2012,7.3015,114.1467
11/12/2012,7.303,114.0212
11/13/2012,7.326,113.8171
11/14/2012,7.322,113.4366
11/15/2012,7.3595,114.133
11/16/2012,7.3695,114.1403
11/19/2012,7.3715,114.3899
11/20/2012,7.335,114.4936
11/21/2012,7.326,114.4581
11/22/2012,7.325,114.3692
11/23/2012,7.329,114.4145
11/26/2012,7.337,114.1654
11/27/2012,7.3575,112.8854
11/28/2012,7.3415,113.1744
11/29/2012,7.35,113.0981
11/30/2012,7.376,112.8659
12/3/2012,7.349,112.5146
12/4/2012,7.3465,112.3965
12/5/2012,7.356,112.7183
12/6/2012,7.336,112.5649
12/7/2012,7.3305,112.8756
12/10/2012,7.325,112.9017
12/11/2012,7.3375,112.5041
12/12/2012,7.3295,113.094
12/13/2012,7.3325,113.4837
12/14/2012,7.3715,113.6488
12/17/2012,7.3705,114.0591
12/18/2012,7.385,114.241
12/19/2012,7.3755,113.8306
12/20/2012,7.3645,113.5672
12/21/2012,7.3155,114.042
12/24/2012,7.3695,113.7646
12/27/2012,7.376,113.5461
12/28/2012,7.3375,113.3808
12/31/2012,7.3483,113.0661
1/2/2013,7.3175,112.4037
1/3/2013,7.2915,112.4829
1/4/2013,7.299,112.1594
1/7/2013,7.306,111.0942
1/8/2013,7.3255,111.1636
1/9/2013,7.325,111.608
1/10/2013,7.298,111.7152
1/11/2013,7.349,112.1213
1/14/2013,7.3625,112.0117
1/15/2013,7.3995,112.6435
1/16/2013,7.42,112.0481
1/17/2013,7.4055,111.9186
1/18/2013,7.46,111.6238
1/21/2013,7.444,112.3587
1/22/2013,7.442,112.97
1/23/2013,7.4015,113.1778
1/24/2013,7.4135,113.1073
1/25/2013,7.424,113.1457
1/28/2013,7.442,112.8648
1/29/2013,7.411,112.9991
1/30/2013,7.435,112.8715
1/31/2013,7.435,113.209
2/1/2013,7.4275,113.3595
2/4/2013,7.4275,114.2082
2/5/2013,7.414,113.1628
2/6/2013,7.423,113.354
2/7/2013,7.435,112.9651
2/8/2013,7.391,112.9222
2/11/2013,7.3795,112.3532
2/12/2013,7.387,112.0708
2/13/2013,7.371,112.2451
2/14/2013,7.3605,112.446
2/15/2013,7.3945,112.6167
2/18/2013,7.407,112.4651
2/19/2013,7.417,112.9375
2/20/2013,7.4065,112.5547
2/21/2013,7.4755,112.9125
2/22/2013,7.467,112.0018
2/25/2013,7.4675,112.0982
2/26/2013,7.4595,111.9342
2/27/2013,7.467,112.3224
2/28/2013,7.487,112.4363
3/1/2013,7.4855,111.9565
3/4/2013,7.4455,112.1059
3/5/2013,7.44,109.5539
3/6/2013,7.425,108.7091
3/7/2013,7.4165,107.0753
3/8/2013,7.4435,107.676
3/11/2013,7.4385,107.893
3/12/2013,7.4455,108.8132
3/13/2013,7.443,108.9757
3/14/2013,7.532,108.5479
3/15/2013,7.5325,108.2392
3/18/2013,7.5015,107.8213
3/19/2013,7.5205,107.9582
3/20/2013,7.545,107.3937
3/21/2013,7.548,107.4393
3/22/2013,7.5395,108.257
3/25/2013,7.543,108.611
3/26/2013,7.4975,108.148
3/27/2013,7.472,108.3573
3/28/2013,7.512,108.1238
4/2/2013,7.467,108.7848
4/3/2013,7.4465,108.9343
4/4/2013,7.449,109.1749
4/5/2013,7.4475,109.1448
4/8/2013,7.454,109.6042
4/9/2013,7.486,109.7356
4/10/2013,7.506,110.3386
4/11/2013,7.477,109.7739
4/12/2013,7.482,109.2809
4/15/2013,7.5005,109.2945
4/16/2013,7.522,109.3528
4/17/2013,7.555,109.5588
4/18/2013,7.587,109.8723
4/19/2013,7.5965,109.5894
4/22/2013,7.609,109.6471
4/23/2013,7.6775,109.5253
4/24/2013,7.678,109.0013
4/25/2013,7.6535,109.2393
4/26/2013,7.6215,110.1625
4/29/2013,7.609,110.06
4/30/2013,7.6075,110.3148
5/2/2013,7.5865,109.9174
5/3/2013,7.6075,109.6082
5/6/2013,7.624,108.9663
5/7/2013,7.6395,109.0334
5/8/2013,7.591,107.9963
5/9/2013,7.5485,107.1012
5/10/2013,7.526,106.081
5/13/2013,7.533,106.5982
5/14/2013,7.5405,106.7268
5/15/2013,7.5415,107.3451
5/16/2013,7.536,107.0178
5/17/2013,7.5393,106.9204
5/20/2013,7.5143,106.3054
5/21/2013,7.5065,107.2075
5/22/2013,7.465,107.2425
5/23/2013,7.534,107.1741
5/24/2013,7.5285,106.7783
5/27/2013,7.548,107.0772
5/28/2013,7.553,106.9716
5/29/2013,7.6,109.2327
5/30/2013,7.619,109.3804
5/31/2013,7.614,109.3381
6/3/2013,7.597,109.1768
6/4/2013,7.5975,108.912
6/5/2013,7.605,109.2494
6/6/2013,7.581,108.8286
6/7/2013,7.6305,109.8579
6/10/2013,7.612,107.692
6/11/2013,7.686,108.1023
6/12/2013,7.665,107.4292
6/13/2013,7.677,106.0571
6/14/2013,7.6405,106.9395
6/17/2013,7.6345,106.4915
6/18/2013,7.6935,106.1486
6/19/2013,7.6765,106
6/20/2013,7.85,105.9007
6/21/2013,7.909,106.3701
6/24/2013,8.04,106.4066
6/25/2013,7.98,106.2333
6/26/2013,7.947,106.7966
6/27/2013,7.881,106.4068
6/28/2013,7.8845,105.5214
7/1/2013,7.8985,106.3441
7/2/2013,7.92,106.2959
7/3/2013,7.9355,106.2274
7/4/2013,7.935,106.2134
7/5/2013,7.9525,106.6411
7/8/2013,7.965,106.8766
7/9/2013,7.9,106.9791
7/10/2013,7.855,106.4246
7/11/2013,7.929,106.5569
7/12/2013,7.913,106.8995
7/15/2013,7.931,106.5861
7/16/2013,7.8935,106.7326
7/17/2013,7.8775,106.928
7/18/2013,7.8535,107.4274
7/19/2013,7.856,106.8172
7/22/2013,7.823,107.2671
7/23/2013,7.816,107.6159
7/24/2013,7.7845,107.066
7/25/2013,7.8255,107.1267
7/26/2013,7.864,107.0969
7/29/2013,7.8605,105.3672
7/30/2013,7.872,104.9711
7/31/2013,7.8655,104.124
8/1/2013,7.8345,103.6596
8/2/2013,7.8655,103.7562
8/5/2013,7.855,104.7444
8/6/2013,7.861,104.5991
8/7/2013,7.8995,105.1501
8/8/2013,7.884,105.1643
8/9/2013,7.817,105.3655
8/12/2013,7.8085,105.4514
8/13/2013,7.796,104.5814
8/14/2013,7.813,104.773
8/15/2013,7.8435,105.1178
8/16/2013,7.9015,104.8315
8/19/2013,7.904,104.303
8/20/2013,7.986,104.1956
8/21/2013,8.0535,104.533
8/22/2013,8.1225,104.2867
8/23/2013,8.094,103.1505
8/26/2013,8.083,103.0313
8/27/2013,8.029,103.27
8/28/2013,8.059,103.6792
8/29/2013,8.049,103.526
8/30/2013,8.0905,102.9542
9/2/2013,8.0095,102.7268
9/3/2013,8.001,103.4688
9/4/2013,8.0035,103.135
9/5/2013,8.048,104.0231
9/6/2013,8.002,103.7977
9/9/2013,8.022,103.4016
9/10/2013,7.861,103.7069
9/11/2013,7.85,103.2067
9/12/2013,7.8555,103.3422
9/13/2013,7.8695,103.4772
9/16/2013,7.892,104.1046
9/17/2013,7.8655,103.3264
9/18/2013,7.8915,103.7778
9/19/2013,7.842,103.3803
9/20/2013,8.0065,103.5384
9/23/2013,7.971,103.1499
9/24/2013,8.02,103.2749
9/25/2013,8.133,103.2266
9/26/2013,8.0625,103.7867
9/27/2013,8.103,104.1045
9/30/2013,8.114,104.1748
10/1/2013,8.131,103.3805
10/2/2013,8.132,103.3484
10/3/2013,8.109,103.3145
10/4/2013,8.1145,103.3675
10/7/2013,8.127,103.4622
10/8/2013,8.082,104.0574
10/9/2013,8.11,103.5641
10/10/2013,8.19,102.8539
10/11/2013,8.1285,103.2431
10/14/2013,8.1325,102.7231
10/15/2013,8.118,102.4023
10/16/2013,8.1365,101.7451
10/17/2013,8.115,102.3848
10/18/2013,8.0985,101.5614
10/21/2013,8.092,102.3506
10/22/2013,8.1335,102.8722
10/23/2013,8.136,103.0718
10/24/2013,8.121,103.8452
10/25/2013,8.137,103.7535
10/28/2013,8.13,103.7867
10/29/2013,8.1195,104.0336
10/30/2013,8.08,103.8625
10/31/2013,8.104,104.2355
11/1/2013,8.046,104.2515
11/4/2013,8.0165,104.6512
11/5/2013,8.052,104.0911
11/6/2013,8.0505,104.0942
11/7/2013,8.016,105.226
11/8/2013,8.1755,105.1615
11/11/2013,8.2065,104.8441
11/12/2013,8.2995,105.0717
11/13/2013,8.338,105.4016
11/14/2013,8.331,104.7616
11/15/2013,8.2535,105.6604
11/18/2013,8.2685,105.7527
11/19/2013,8.2285,105.7876
11/20/2013,8.228,105.5738
11/21/2013,8.2065,105.6529
11/22/2013,8.2065,106.0796
11/25/2013,8.2755,105.6367
11/26/2013,8.2685,106.0749
11/27/2013,8.253,105.3365
11/28/2013,8.276,105.7746
11/29/2013,8.32,105.4264
12/2/2013,8.3095,105.3118
12/3/2013,8.29,104.4792
12/4/2013,8.3105,104.5099
12/5/2013,8.4035,104.6692
12/6/2013,8.434,104.8285
12/9/2013,8.4285,104.9766
12/10/2013,8.4015,105.6783
12/11/2013,8.4215,105.9268
12/12/2013,8.4765,105.9369
12/13/2013,8.49,106.2109
12/16/2013,8.4345,106.3714
12/17/2013,8.46,106.2337
12/18/2013,8.3795,106.25
12/19/2013,8.383,105.9459
12/20/2013,8.416,105.9675
12/23/2013,8.3975,106.2175
12/24/2013,8.4345,106.5459
12/27/2013,8.4475,106.0541
12/30/2013,8.4255,106.2281
12/31/2013,8.363,106.3247
1/2/2014,8.4025,106.2924
1/3/2014,8.3585,105.7982
1/6/2014,8.39,105.9836
1/7/2014,8.385,105.9122
1/8/2014,8.411,105.7972
1/9/2014,8.4075,105.777
1/10/2014,8.4025,105.4044
1/13/2014,8.362,105.7411
1/14/2014,8.334,105.9535
1/15/2014,8.3185,106.3505
1/16/2014,8.389,106.0953
1/17/2014,8.3795,106.3879
1/20/2014,8.3775,106.5535
1/21/2014,8.372,107.1898
1/22/2014,8.3655,107.2231
1/23/2014,8.3325,107.1655
1/24/2014,8.3915,107.0947
1/27/2014,8.438,107.3537
1/28/2014,8.405,107.2967
1/29/2014,8.438,106.8357
1/30/2014,8.468,107.1071
1/31/2014,8.511,107.0707
2/3/2014,8.4525,106.8707
2/4/2014,8.52,107.1068
2/5/2014,8.458,106.9564
2/6/2014,8.4,107.0079
2/7/2014,8.412,107.1374
2/10/2014,8.358,107.2903
2/11/2014,8.368,107.1234
2/12/2014,8.332,106.7754
2/13/2014,8.3365,106.6061
2/14/2014,8.355,106.4741
2/17/2014,8.32,106.5935
2/18/2014,8.343,106.7104
2/19/2014,8.3185,106.7436
2/20/2014,8.3625,107.2709
2/21/2014,8.367,107.1959
2/24/2014,8.278,106.9045
2/25/2014,8.288,106.8185
2/26/2014,8.307,106.5068
2/27/2014,8.2735,106.6056
2/28/2014,8.275,106.5889
3/3/2014,8.3175,106.0973
3/4/2014,8.2485,104.4401
3/5/2014,8.2305,104.0954
3/6/2014,8.2265,104.2919
3/7/2014,8.278,104.6691
3/10/2014,8.282,104.0218
3/11/2014,8.2385,103.9666
3/12/2014,8.287,103.8439
3/13/2014,8.2575,103.4471
3/14/2014,8.3075,103.0415
3/17/2014,8.28,103.1033
3/18/2014,8.305,102.6477
3/19/2014,8.3175,103.2914
3/20/2014,8.3705,103.4258
3/21/2014,8.3695,103.4519
3/24/2014,8.3495,103.3541
3/25/2014,8.34,103.6413
3/26/2014,8.332,103.6275
3/27/2014,8.2655,103.3699
3/28/2014,8.2455,103.0972
3/31/2014,8.255,103.4594
4/1/2014,8.227,103.4621
4/2/2014,8.215,103.7596
4/3/2014,8.23,103.2861
4/4/2014,8.2125,103.8207
4/7/2014,8.2405,103.934
4/8/2014,8.236,103.5346
4/9/2014,8.2195,103.6712
4/10/2014,8.216,103.6466
4/11/2014,8.2605,103.3811
4/14/2014,8.24,103.1848
4/15/2014,8.2295,102.8847
4/16/2014,8.24,102.5905
4/17/2014,8.2824,102.7902
4/22/2014,8.2615,103.1096
4/23/2014,8.2715,102.7872
4/24/2014,8.2785,103.3288
4/25/2014,8.2845,103.4871
4/28/2014,8.3145,104.4374
4/29/2014,8.281,104.7772
4/30/2014,8.272,104.913
5/2/2014,8.2355,105.0417
5/5/2014,8.2605,105.1106
5/6/2014,8.242,104.9447
5/7/2014,8.2235,105.3221
5/8/2014,8.178,105.0812
5/9/2014,8.137,105.6188
5/12/2014,8.1395,105.7659
5/13/2014,8.13,105.5282
5/14/2014,8.1165,105.6007
5/15/2014,8.105,105.3717
5/16/2014,8.1505,105.4721
5/19/2014,8.1355,105.5524
5/20/2014,8.136,105.5774
5/21/2014,8.139,105.7948
5/22/2014,8.12,105.387
5/23/2014,8.1305,105.4813
5/26/2014,8.1245,105.1434
5/27/2014,8.1185,104.9789
5/28/2014,8.102,104.7185
5/29/2014,8.1106,104.4546
5/30/2014,8.1425,104.4021
6/2/2014,8.1605,104.0051
6/3/2014,8.1815,103.5476
6/4/2014,8.1655,103.6115
6/5/2014,8.136,103.2854
6/6/2014,8.1495,104.4815
6/9/2014,8.0997,104.8051
6/10/2014,8.089,104.8975
6/11/2014,8.1085,104.8072
6/12/2014,8.1085,104.3748
6/13/2014,8.1255,104.5573
6/16/2014,8.119,104.3414
6/17/2014,8.13,104.028
6/18/2014,8.1695,104.5685
6/19/2014,8.314,104.3054
6/20/2014,8.342,104.2716
6/23/2014,8.324,103.8973
6/24/2014,8.3035,104.0371
6/25/2014,8.3585,103.9915
6/26/2014,8.3565,103.8517
6/27/2014,8.368,104.0704
6/30/2014,8.4035,103.0169
7/1/2014,8.438,103.3643
7/2/2014,8.425,102.6504
7/3/2014,8.481,101.6698
7/4/2014,8.4115,100.9375
7/7/2014,8.402,101.9601
7/8/2014,8.3965,101.7517
7/9/2014,8.4035,101.9706
7/10/2014,8.377,101.6377
7/11/2014,8.377,102.4868
7/14/2014,8.41,102.0674
7/15/2014,8.4305,101.5067
7/16/2014,8.385,101.2378
7/17/2014,8.3825,100.8744
7/18/2014,8.3575,100.5753
7/21/2014,8.3975,100.1883
7/22/2014,8.344,100.4454
7/23/2014,8.3235,99.2175
7/24/2014,8.361,99.237
7/25/2014,8.3395,99.9611
7/28/2014,8.3365,99.9501
7/29/2014,8.362,100.9413
7/30/2014,8.377,100.1224
7/31/2014,8.405,100.8176
8/1/2014,8.439,100.6687
8/4/2014,8.4285,100.768
8/5/2014,8.3865,101.018
8/6/2014,8.4105,101.2414
8/7/2014,8.37,100.6446
8/8/2014,8.36,100.7256
8/11/2014,8.279,101.3476
8/12/2014,8.2425,101.3164
8/13/2014,8.2375,100.6901
8/14/2014,8.226,100.2077
8/15/2014,8.2205,99.1881
8/18/2014,8.2315,98.1737
8/19/2014,8.1975,98.3855
8/20/2014,8.2035,98.0783
8/21/2014,8.163,98.2352
8/22/2014,8.1495,97.5092
8/25/2014,8.1515,96.7053
8/26/2014,8.146,96.641
8/27/2014,8.1555,96.7696
8/28/2014,8.1525,96.0744
8/29/2014,8.1465,94.859
9/1/2014,8.133,93.7514
9/2/2014,8.122,93.1914
9/3/2014,8.1605,89.9302
9/4/2014,8.1175,92.584
9/5/2014,8.137,94.0769
9/8/2014,8.154,94.66
9/9/2014,8.1715,94.2876
9/10/2014,8.2005,94.4667
9/11/2014,8.2035,93.2749
9/12/2014,8.2405,94.3677
9/15/2014,8.275,94.0862
9/16/2014,8.279,93.88
9/17/2014,8.304,93.8593
9/18/2014,8.1895,92.94
9/19/2014,8.154,92.074
9/22/2014,8.1475,92.1646
9/23/2014,8.1595,93.2692
9/24/2014,8.179,93.0385
9/25/2014,8.145,92.3728
9/26/2014,8.1675,92.3168
9/29/2014,8.196,92.8891
9/30/2014,8.119,93.7704
10/1/2014,8.142,94.6343
10/2/2014,8.1475,94.3865
10/3/2014,8.1785,94.7186
10/6/2014,8.1575,94.4366
10/7/2014,8.165,94.4582
10/8/2014,8.1945,94.4222
10/9/2014,8.191,94.366
10/10/2014,8.258,93.6049
10/13/2014,8.2295,93.9104
10/14/2014,8.29,93.6459
10/15/2014,8.38,93.6066
10/16/2014,8.4565,94.8174
10/17/2014,8.3815,95.9589
10/20/2014,8.39,96.1561
10/21/2014,8.367,96.0052
10/22/2014,8.3815,96.7939
10/23/2014,8.309,95.9002
10/24/2014,8.34,96.4803
10/27/2014,8.395,96.2247
10/28/2014,8.4415,94.8946
10/29/2014,8.4675,95.9008
10/30/2014,8.4605,96.5632
10/31/2014,8.49,96.8992
11/3/2014,8.464,97.1045
11/4/2014,8.5775,96.0595
11/5/2014,8.574,96.2998
11/6/2014,8.5165,95.8545
11/7/2014,8.4965,96.0688
11/10/2014,8.4235,95.9105
11/11/2014,8.4865,96.4619
11/12/2014,8.4415,96.1022
11/13/2014,8.4565,95.7201
11/14/2014,8.453,95.441
11/17/2014,8.444,95.2156
11/18/2014,8.429,95.782
11/19/2014,8.493,95.4225
11/20/2014,8.492,94.8054
11/21/2014,8.402,93.8236
11/24/2014,8.407,93.0493
11/25/2014,8.463,93.8481
11/26/2014,8.51,93.5496
11/27/2014,8.597,92.8089
11/28/2014,8.6975,91.9582
12/1/2014,8.6745,90.904
12/2/2014,8.697,93.688
12/3/2014,8.656,93.2232
12/4/2014,8.721,94.458
12/5/2014,8.8105,94.9031
12/8/2014,8.7975,95.0119
12/9/2014,8.8105,94.9244
12/10/2014,8.8765,94.0882
12/11/2014,9.006,94.0026
12/12/2014,9.119,93.1597
12/15/2014,9.1765,93.4421
12/16/2014,9.542,93.9225
12/17/2014,9.2505,93.1155
12/18/2014,9.0645,93.633
12/19/2014,9.0145,93.5595
12/22/2014,9.0565,93.5503
12/23/2014,9.029,94.212
12/24/2014,9.1511,94.9093
12/29/2014,9.0475,95.6319
12/30/2014,9.042,96.3801
12/31/2014,9.042,96.3614
1/2/2015,9.042,95.6134
1/5/2015,9.1075,95.7011
1/6/2015,9.1795,95.5967
1/7/2015,9.15,95.0516
1/8/2015,9.028,95.5797
1/9/2015,9.0605,96.0366
1/12/2015,9.1275,96.7666
1/13/2015,9.115,96.9567
1/14/2015,9.056,97.7098
1/15/2015,8.914,96.8574
1/16/2015,8.7985,96.8703
1/19/2015,8.8325,97.5626
1/20/2015,8.8015,98.8118
1/21/2015,8.825,97.8923
1/22/2015,8.831,97.0807
1/23/2015,8.7055,97.7511
1/26/2015,8.7345,98.1191
