Date,NOK,NEER
5/21/2008,7.855,112.6735
5/22/2008,7.8545,112.5183
5/23/2008,7.901,112.4038
5/26/2008,7.8895,112.057
5/27/2008,7.876,112.1066
5/28/2008,7.8655,111.4102
5/29/2008,7.876,110.9729
5/30/2008,7.908,110.0502
6/2/2008,7.9425,110.042
6/3/2008,7.9615,109.2603
6/4/2008,7.9755,108.8934
6/5/2008,7.968,108.075
6/6/2008,7.9415,108.0664
6/9/2008,7.937,108.4106
6/10/2008,7.969,110.2472
6/11/2008,7.99,110.0103
6/12/2008,8.0375,109.4697
6/13/2008,8.05,109.3838
6/16/2008,8.031,109.4179
6/17/2008,8.0235,108.4637
6/18/2008,8.0405,108.1509
6/19/2008,8.0365,108.5841
6/20/2008,8.0435,107.8731
6/23/2008,8.013,107.6823
6/24/2008,7.9745,106.6215
6/25/2008,7.9405,106.0835
6/26/2008,7.959,106.2735
6/27/2008,7.979,106.5895
6/30/2008,8.009,105.7494
7/1/2008,8.004,105.4854
7/2/2008,8.04,105.4706
7/3/2008,8.0475,103.5209
7/4/2008,7.986,100.3702
7/7/2008,7.9855,100.0769
7/8/2008,8.0135,101.2267
7/9/2008,8.048,99.7587
7/10/2008,8.0605,98.1338
7/11/2008,8.0605,96.6534
7/14/2008,8.0525,99.9577
7/15/2008,8.037,99.5434
7/16/2008,8.066,102.5061
7/17/2008,8.064,102.7574
7/18/2008,8.059,103.3177
7/21/2008,8.0585,102.7648
7/22/2008,8.0555,103.4241
7/23/2008,8.09,102.592
7/24/2008,8.1,101.5033
7/25/2008,8.0815,100.9264
7/28/2008,8.075,101.021
7/29/2008,8.0725,101.685
7/30/2008,8.043,100.8845
7/31/2008,8.0205,100.2313
8/1/2008,7.996,99.4429
8/4/2008,7.9995,101.0859
8/5/2008,8.0315,100.606
8/6/2008,8.028,99.6437
8/7/2008,7.997,99.9003
8/8/2008,7.9915,99.9324
8/11/2008,7.9975,99.5109
8/12/2008,8.012,99.8518
8/13/2008,7.996,98.34
8/14/2008,8.006,98.8242
8/15/2008,7.9665,100.3455
8/18/2008,7.974,99.5212
8/19/2008,7.9525,99.8438
8/20/2008,7.956,99.4238
8/21/2008,7.945,99.9189
8/22/2008,7.9335,98.6383
8/25/2008,7.933,97.6857
8/26/2008,7.9155,98.0338
8/27/2008,7.926,97.8546
8/28/2008,7.917,98.2805
8/29/2008,7.9435,98.0556
9/1/2008,7.9635,98.3347
9/2/2008,8.0065,97.8201
9/3/2008,8.011,96.325
9/4/2008,8.022,96.9268
9/5/2008,8.0065,94.7061
9/8/2008,7.9975,93.5636
9/9/2008,8.033,93.5064
9/10/2008,8.06,94.6229
9/11/2008,8.097,93.4109
9/12/2008,8.1165,93.5365
9/15/2008,8.183,94.2887
9/16/2008,8.246,94.5501
9/17/2008,8.29,95.0635
9/18/2008,8.334,97.3394
9/19/2008,8.258,96.6069
9/22/2008,8.1675,96.8369
9/23/2008,8.215,96.0646
9/24/2008,8.259,96.1065
9/25/2008,8.271,96.5034
9/26/2008,8.268,96.1364
9/29/2008,8.308,96.2035
9/30/2008,8.333,96.205
10/1/2008,8.26,98.444
10/2/2008,8.291,99.5889
10/3/2008,8.292,98.7106
10/6/2008,8.348,99.9978
10/7/2008,8.381,100.3487
10/8/2008,8.3975,100.4837
10/9/2008,8.364,101.8206
10/10/2008,8.4175,102.0281
10/13/2008,8.4285,102.289
10/14/2008,8.4375,102.9013
10/15/2008,8.6035,101.36
10/16/2008,8.9,100.759
10/17/2008,8.895,99.9967
10/20/2008,8.787,101.4208
10/21/2008,8.894,102.5778
10/22/2008,9.0135,102.4743
10/23/2008,9.155,104.0014
10/24/2008,8.8,104.3005
10/27/2008,8.815,104.2919
10/28/2008,8.55,102.6365
10/29/2008,8.554,103.6163
10/30/2008,8.52,103.2926
10/31/2008,8.53,102.9595
11/3/2008,8.48,102.2077
11/4/2008,8.5615,104.262
11/5/2008,8.66,103.5375
11/6/2008,8.718,104.2545
11/7/2008,8.721,104.3415
11/10/2008,8.689,104.3262
11/11/2008,8.744,104.0381
11/12/2008,8.7825,102.6866
11/13/2008,8.867,101.2357
11/14/2008,8.7525,101.3306
11/17/2008,8.792,102.0234
11/18/2008,8.9,102.4145
11/19/2008,8.87,102.2176
11/20/2008,8.87,101.902
11/21/2008,8.927,102.5855
11/24/2008,8.938,103.423
11/25/2008,9.0815,102.7971
11/26/2008,9.034,103.5956
11/27/2008,8.88,104.2744
11/28/2008,8.92,103.4248
12/1/2008,8.8915,104.1226
12/2/2008,8.965,106.8675
12/3/2008,8.905,106.8471
12/4/2008,9.0365,107.0448
12/5/2008,9.142,106.6841
12/8/2008,9.127,105.5801
12/9/2008,9.15,104.5573
12/10/2008,9.1285,104.2881
12/11/2008,9.2065,102.6334
12/12/2008,9.211,103.482
12/15/2008,9.322,103.2069
12/16/2008,9.515,103.635
12/17/2008,9.515,104.1736
12/18/2008,9.865,104.3514
12/19/2008,9.8335,103.7796
12/22/2008,9.855,102.7268
12/23/2008,9.76,103.917
12/24/2008,9.915,103.7526
12/29/2008,9.945,102.8638
12/30/2008,9.84,103.0429
12/31/2008,9.75,103.9624
1/2/2009,9.695,103.4231
1/5/2009,9.395,103.4265
1/6/2009,9.385,103.6857
1/7/2009,9.3915,104.6779
1/8/2009,9.4825,104.9654
1/9/2009,9.4975,103.7532
1/12/2009,9.413,103.3968
1/13/2009,9.4575,104.2838
1/14/2009,9.431,104.1808
1/15/2009,9.4275,104.4606
1/16/2009,9.2125,104.6345
1/19/2009,9.12,104.0033
1/20/2009,9.1915,105.1578
1/21/2009,9.0555,105.1261
1/22/2009,9.03,104.709
1/23/2009,8.994,104.4031
1/26/2009,8.8935,103.3098
1/27/2009,8.8975,103.53
1/28/2009,8.887,103.3638
1/29/2009,8.8,103.67
1/30/2009,8.8875,104.012
2/2/2009,8.9415,103.4161
2/3/2009,9.039,103.1693
2/4/2009,8.892,103.0865
2/5/2009,8.779,103.3905
2/6/2009,8.773,102.2748
2/9/2009,8.662,103.2786
2/10/2009,8.641,102.327
2/11/2009,8.69,103.6162
2/12/2009,8.8155,104.4432
2/13/2009,8.719,104.9847
2/16/2009,8.777,103.3282
2/17/2009,8.794,103.5257
2/18/2009,8.86,103.1842
2/19/2009,8.679,102.9581
2/20/2009,8.7495,103.1432
2/23/2009,8.719,104.0694
2/24/2009,8.735,103.0444
2/25/2009,8.746,103.3983
2/26/2009,8.778,102.9729
2/27/2009,8.886,102.845
3/2/2009,9.028,102.845
3/3/2009,9.0125,103.5462
3/4/2009,8.94,103.263
3/5/2009,8.906,102.197
3/6/2009,8.953,101.3406
3/9/2009,8.974,102.2679
3/10/2009,8.936,101.5176
3/11/2009,8.832,101.9811
3/12/2009,8.892,101.8405
3/13/2009,8.823,102.0755
3/16/2009,8.765,102.3597
3/17/2009,8.8315,102.8567
3/18/2009,8.809,102.5017
3/19/2009,8.645,101.3613
3/20/2009,8.65,101.6206
3/23/2009,8.6345,101.3168
3/24/2009,8.6365,101.262
3/25/2009,8.7275,101.008
3/26/2009,8.8175,101.5124
3/27/2009,8.8,101.7164
3/30/2009,8.951,101.9811
3/31/2009,8.89,102.3151
4/1/2009,8.885,102.4142
4/2/2009,8.848,102.373
4/3/2009,8.7975,102.906
4/6/2009,8.785,103.0821
4/7/2009,8.8085,103.0321
4/8/2009,8.896,103.5883
4/9/2009,8.793,104.2581
4/14/2009,8.788,104.6038
4/15/2009,8.8405,104.1376
4/16/2009,8.837,104.2717
4/17/2009,8.744,104.7043
4/20/2009,8.7925,105.2542
4/21/2009,8.794,105.1356
4/22/2009,8.7605,105.5915
4/23/2009,8.69,105.6761
4/24/2009,8.69,104.6915
4/27/2009,8.763,104.9763
4/28/2009,8.764,103.6057
4/29/2009,8.732,104.6345
4/30/2009,8.7245,106.1857
5/4/2009,8.69,106.059
5/5/2009,8.687,104.5509
5/6/2009,8.735,105.092
5/7/2009,8.62,105.2168
5/8/2009,8.6415,106.2659
5/11/2009,8.702,106.8036
5/12/2009,8.751,106.4232
5/13/2009,8.84,106.1097
5/14/2009,8.832,105.9486
5/15/2009,8.817,105.7443
5/18/2009,8.7785,106.0467
5/19/2009,8.745,106.2751
5/20/2009,8.81,106.2825
5/21/2009,8.8382,105.3929
5/22/2009,8.875,106.2723
5/25/2009,8.862,106.2192
5/26/2009,8.951,106.5041
5/27/2009,8.871,106.9004
5/28/2009,8.9615,106.6082
5/29/2009,8.8785,106.0107
6/1/2009,8.81,106.3632
6/2/2009,8.7725,106.0096
6/3/2009,8.921,106.4688
6/4/2009,8.9055,106.7715
6/5/2009,8.97,106.5874
6/8/2009,8.936,106.4862
6/9/2009,8.9135,106.4609
6/10/2009,8.843,106.8188
6/11/2009,8.914,107.551
6/12/2009,8.8845,108.2873
6/15/2009,8.9055,108.3258
6/16/2009,8.917,108.0841
6/17/2009,8.918,107.9531
6/18/2009,8.8825,108.7625
6/19/2009,8.8995,108.7762
6/22/2009,8.986,108.8546
6/23/2009,9.099,109.0622
6/24/2009,9.009,110.0012
6/25/2009,9.076,110.3755
6/26/2009,9.04,110.5356
6/29/2009,9.034,111.1953
6/30/2009,9.018,111.0601
7/1/2009,8.98,111.3224
7/2/2009,8.9375,111.7723
7/3/2009,8.966,110.9929
7/6/2009,9.054,110.9189
7/7/2009,9.0565,110.9808
7/8/2009,9.077,111.35
7/9/2009,9.074,111.1195
7/10/2009,9.084,111.388
7/13/2009,9.07,111.4098
7/14/2009,9.0355,111.4076
7/15/2009,9.019,110.3873
7/16/2009,9.0015,110.2132
7/17/2009,8.996,110.3136
7/20/2009,9.0085,110.2068
7/21/2009,8.9515,109.7183
7/22/2009,8.92,108.5016
7/23/2009,8.925,109.5339
7/24/2009,8.86,109.7605
7/27/2009,8.801,109.6987
7/28/2009,8.766,109.8974
7/29/2009,8.789,110.3419
7/30/2009,8.749,110.641
7/31/2009,8.715,110.0704
8/3/2009,8.68,110.1743
8/4/2009,8.704,110.6603
8/5/2009,8.6685,110.3032
8/6/2009,8.6635,110.3899
8/7/2009,8.7515,109.8816
8/10/2009,8.694,109.5375
8/11/2009,8.8265,110.3564
8/12/2009,8.7325,110.3751
8/13/2009,8.608,110.0534
8/14/2009,8.6165,109.1396
8/17/2009,8.7265,109.0016
8/18/2009,8.6735,108.9156
8/19/2009,8.67,109.3283
8/20/2009,8.5955,109.9773
8/21/2009,8.555,109.8364
8/24/2009,8.5845,109.1114
8/25/2009,8.6095,109.0393
8/26/2009,8.624,108.7404
8/27/2009,8.644,109.08
8/28/2009,8.629,109.3168
8/31/2009,8.607,109.3283
9/1/2009,8.612,108.6979
9/2/2009,8.68,108.5642
9/3/2009,8.62,109.8785
9/4/2009,8.608,109.0551
9/7/2009,8.585,109.1571
9/8/2009,8.569,109.77
9/9/2009,8.611,109.5051
9/10/2009,8.6635,109.7023
9/11/2009,8.634,110.1627
9/14/2009,8.6685,110.0048
9/15/2009,8.639,110.2197
9/16/2009,8.6065,110.0455
9/17/2009,8.6265,110.2769
9/18/2009,8.641,111.1266
9/21/2009,8.65,111.4415
9/22/2009,8.628,111.518
9/23/2009,8.564,111.3819
9/24/2009,8.51,111.6309
9/25/2009,8.502,112.4874
9/28/2009,8.5275,111.8076
9/29/2009,8.515,111.9765
9/30/2009,8.46,111.9209
10/1/2009,8.4455,111.7536
10/2/2009,8.447,111.6785
10/5/2009,8.446,111.4185
10/6/2009,8.385,111.2344
10/7/2009,8.364,111.0175
10/8/2009,8.3533,110.6953
10/9/2009,8.3025,110.6126
10/12/2009,8.3275,109.9037
10/13/2009,8.328,110.1693
10/14/2009,8.284,110.4367
10/15/2009,8.335,110.0133
10/16/2009,8.35,110.0342
10/19/2009,8.3525,110.7283
10/20/2009,8.3225,110.4928
10/21/2009,8.328,110.2016
10/22/2009,8.327,109.3552
10/23/2009,8.3275,109.8977
10/26/2009,8.3255,110.2983
10/27/2009,8.385,110.6575
10/28/2009,8.4,110.6176
10/29/2009,8.3835,110.5854
10/30/2009,8.3915,110.7521
11/2/2009,8.43,110.8681
11/3/2009,8.5135,111.5794
11/4/2009,8.4415,110.3396
11/5/2009,8.4365,109.9427
11/6/2009,8.434,110.9912
11/9/2009,8.4195,111.0391
11/10/2009,8.3835,110.8455
11/11/2009,8.36,110.533
11/12/2009,8.3915,110.7116
11/13/2009,8.3645,110.5308
11/16/2009,8.337,110.5647
11/17/2009,8.3475,110.4697
11/18/2009,8.352,110.7723
11/19/2009,8.392,110.5333
11/20/2009,8.425,110.6711
11/23/2009,8.376,110.6318
11/24/2009,8.3765,111.1617
11/25/2009,8.416,111.3409
11/26/2009,8.5,111.2645
11/27/2009,8.492,111.3693
11/30/2009,8.5125,111.3822
12/1/2009,8.4805,111.398
12/2/2009,8.421,111.2692
12/3/2009,8.439,111.3053
12/4/2009,8.49,110.3201
12/7/2009,8.4675,110.4242
12/8/2009,8.4915,110.1277
12/9/2009,8.465,109.4968
12/10/2009,8.4355,109.345
12/11/2009,8.4435,110.1194
12/14/2009,8.4685,110.4176
12/15/2009,8.4735,110.7095
12/16/2009,8.3695,110.57
12/17/2009,8.405,110.3286
12/18/2009,8.3955,110.8012
12/21/2009,8.352,110.8649
12/22/2009,8.365,111.3181
12/23/2009,8.3525,110.9527
12/24/2009,8.3365,111.1734
12/28/2009,8.344,111.1296
12/29/2009,8.3285,111.457
12/30/2009,8.322,111.3682
12/31/2009,8.3,110.8268
1/4/2010,8.229,111.3701
1/5/2010,8.212,111.619
1/6/2010,8.188,111.4877
1/7/2010,8.198,111.775
1/8/2010,8.1695,112.0715
1/11/2010,8.1395,112.2012
1/12/2010,8.1825,111.816
1/13/2010,8.1785,112.2324
1/14/2010,8.164,112.3684
1/15/2010,8.143,112.2525
1/18/2010,8.1435,112.091
1/19/2010,8.1485,111.9116
1/20/2010,8.1335,111.8642
1/21/2010,8.1455,109.882
1/22/2010,8.1955,111.3247
1/25/2010,8.202,110.9075
1/26/2010,8.2505,111.3937
1/27/2010,8.2195,111.5632
1/28/2010,8.179,111.7538
1/29/2010,8.212,111.5764
2/1/2010,8.1965,111.6317
2/2/2010,8.1435,110.3441
2/3/2010,8.166,107.6216
2/4/2010,8.169,106.9359
2/5/2010,8.2195,107.1684
2/8/2010,8.1705,106.3584
2/9/2010,8.152,108.3123
2/10/2010,8.111,107.8813
2/11/2010,8.0975,108.5186
2/12/2010,8.063,108.5913
2/15/2010,8.053,108.0781
2/16/2010,8.052,108.516
2/17/2010,8.006,109.2775
2/18/2010,8.068,109.0323
2/19/2010,8.1055,107.7137
2/22/2010,8.035,107.0311
2/23/2010,8.021,107.5352
2/24/2010,8.029,108.7836
2/25/2010,8.0405,109.4303
2/26/2010,8.0435,109.9226
3/1/2010,8.057,109.5636
3/2/2010,8.0485,109.171
3/3/2010,8.0745,109.4655
3/4/2010,8.0505,109.5317
3/5/2010,8.049,109.3817
3/8/2010,8.049,108.0851
3/9/2010,8.041,108.0342
3/10/2010,8.0125,107.411
3/11/2010,8.0115,107.444
3/12/2010,8.033,108.175
3/15/2010,8.0155,108.1232
3/16/2010,8.0145,107.482
3/17/2010,8.01,106.8155
3/18/2010,7.999,107.0941
3/19/2010,7.973,107.1383
3/22/2010,8.0445,107.1619
3/23/2010,8.042,106.6853
3/24/2010,8.028,107.2542
3/25/2010,8.077,107.3802
3/26/2010,8.098,107.5507
3/29/2010,8.067,108.2437
3/30/2010,8.041,109.0571
3/31/2010,8.0135,109.3795
4/1/2010,8.0168,108.2637
4/6/2010,8.0124,107.2184
4/7/2010,7.965,106.9976
4/8/2010,7.9505,108.2511
4/9/2010,7.9365,108.8602
4/12/2010,8.0085,109.0393
4/13/2010,7.994,108.5994
4/14/2010,7.9955,108.8616
4/15/2010,7.952,109.0238
4/16/2010,7.955,109.3175
4/19/2010,7.983,109.5126
4/20/2010,7.9475,110.5075
4/21/2010,7.8955,110.6015
4/22/2010,7.8995,110.482
4/23/2010,7.8765,110.582
4/26/2010,7.8505,110.5198
4/27/2010,7.844,110.4327
4/28/2010,7.875,110.273
4/29/2010,7.843,109.0506
4/30/2010,7.8445,108.511
5/3/2010,7.8395,109.1148
5/4/2010,7.8235,108.722
5/5/2010,7.8165,109.3124
5/6/2010,7.7855,109.0153
5/7/2010,7.954,109.3267
5/10/2010,7.8685,108.1682
5/11/2010,7.841,108.8657
5/12/2010,7.7865,108.1996
5/13/2010,7.7475,107.2449
5/14/2010,7.726,107.5147
5/17/2010,7.722,107.8955
5/18/2010,7.728,107.9955
5/19/2010,7.802,107.2834
5/20/2010,8.045,108.6124
5/21/2010,8.143,109.1569
5/24/2010,8.0848,109.3503
5/25/2010,8.127,109.5105
5/26/2010,7.9775,108.9863
5/27/2010,7.986,108.8527
5/28/2010,7.9615,108.9333
5/31/2010,7.939,108.8161
6/1/2010,7.942,109.3643
6/2/2010,7.922,109.1269
6/3/2010,7.866,109.2987
6/4/2010,7.851,108.7826
6/7/2010,7.937,108.6351
6/8/2010,7.982,108.7377
6/9/2010,7.9535,109.1654
6/10/2010,7.865,110.229
6/11/2010,7.835,109.9151
6/14/2010,7.8175,109.7443
6/15/2010,7.8515,110.2134
6/16/2010,7.878,109.5546
6/17/2010,7.8705,109.8678
6/18/2010,7.8615,109.9049
6/21/2010,7.8575,109.1976
6/22/2010,7.933,109.2823
6/23/2010,7.929,109.4097
6/24/2010,7.978,109.6974
6/25/2010,7.9885,109.3081
6/28/2010,7.937,108.904
6/29/2010,7.9085,108.5881
6/30/2010,7.9725,108.3181
7/1/2010,8.045,108.492
7/2/2010,8.063,109.505
7/5/2010,8.059,109.1346
7/6/2010,8.0685,108.0464
7/7/2010,8.101,107.8981
7/8/2010,8.066,108.039
7/9/2010,8.042,108.6579
7/12/2010,8.016,108.4354
7/13/2010,7.957,109.166
7/14/2010,7.926,108.607
7/15/2010,7.9265,108.1492
7/16/2010,8.053,108.1391
7/19/2010,8.142,107.5764
7/20/2010,8.129,108.2334
7/21/2010,8.0135,107.7508
7/22/2010,7.975,107.6292
7/23/2010,7.966,108.8099
7/26/2010,8.002,108.8212
7/27/2010,7.9995,108.8819
7/28/2010,7.981,108.9656
7/29/2010,7.9705,108.5334
7/30/2010,7.9405,108.1211
8/2/2010,7.8595,107.7613
8/3/2010,7.8815,107.6241
8/4/2010,7.887,107.1909
8/5/2010,7.8765,106.7642
8/6/2010,7.8775,107.335
8/9/2010,7.8975,107.0217
8/10/2010,7.898,106.8292
8/11/2010,7.9665,106.5477
8/12/2010,7.9645,106.774
8/13/2010,7.926,106.9411
8/16/2010,7.954,106.2649
8/17/2010,7.9065,106.5743
8/18/2010,7.93,106.5939
8/19/2010,7.8945,107.2249
8/20/2010,7.964,107.3469
8/23/2010,7.903,108.2043
8/24/2010,7.941,108.5719
8/25/2010,8.0165,108.8679
8/26/2010,8.004,108.7251
8/27/2010,7.9785,108.7768
8/30/2010,7.965,109.0244
8/31/2010,8.0245,109.3909
9/1/2010,7.9425,110.1227
9/2/2010,7.901,110.3757
9/3/2010,7.889,109.5975
9/6/2010,7.88,109.6687
9/7/2010,7.891,109.7702
9/8/2010,7.881,109.743
9/9/2010,7.8725,109.4414
9/10/2010,7.876,109.7613
9/13/2010,7.852,109.9662
9/14/2010,7.878,109.9596
9/15/2010,7.897,110.1849
9/16/2010,7.9555,110.2243
9/17/2010,7.965,110.4188
9/20/2010,7.954,110.7762
9/21/2010,7.9295,110.9535
9/22/2010,7.8965,110.7935
9/23/2010,7.9195,110.4352
9/24/2010,7.9475,110.6552
9/27/2010,7.9145,110.6171
9/28/2010,7.967,110.6848
9/29/2010,7.967,110.4093
9/30/2010,7.968,110.5967
10/1/2010,8.04,110.037
10/4/2010,8.03,109.883
10/5/2010,8.041,110.4791
10/6/2010,8.034,110.0978
10/7/2010,8.083,110.4356
10/8/2010,8.1,109.8277
10/11/2010,8.1235,109.7405
10/12/2010,8.124,110.0129
10/13/2010,8.135,110.5605
10/14/2010,8.0695,110.4237
10/15/2010,8.0925,109.7224
10/18/2010,8.15,109.596
10/19/2010,8.169,109.6906
10/20/2010,8.1585,110.21
10/21/2010,8.1385,110.2963
10/22/2010,8.143,110.5493
10/25/2010,8.0935,110.85
10/26/2010,8.12,110.1409
10/27/2010,8.145,110.0958
10/28/2010,8.15,110.1392
10/29/2010,8.192,109.2732
11/1/2010,8.1455,109.1195
11/2/2010,8.203,109.5104
11/3/2010,8.208,110.211
11/4/2010,8.148,110.3051
11/5/2010,8.119,110.665
11/8/2010,8.085,111.5044
11/9/2010,8.077,111.5169
11/10/2010,8.076,111.9211
11/11/2010,8.091,112.2297
11/12/2010,8.133,112.6814
11/15/2010,8.1355,112.0196
11/16/2010,8.167,112.8173
11/17/2010,8.185,112.6651
11/18/2010,8.162,112.8191
11/19/2010,8.2,112.7727
11/22/2010,8.207,112.33
11/23/2010,8.207,112.7852
11/24/2010,8.1445,112.5656
11/25/2010,8.1275,112.6078
11/26/2010,8.177,111.9526
11/29/2010,8.1285,111.5576
11/30/2010,8.091,111.6978
12/1/2010,8.06,110.59
12/2/2010,8.06,111.3301
12/3/2010,8.005,110.9849
12/6/2010,7.9785,111.5356
12/7/2010,7.966,111.6583
12/8/2010,7.9625,111.2858
12/9/2010,7.955,111.3325
12/10/2010,7.9375,111.4527
12/13/2010,7.9265,111.4895
12/14/2010,7.896,111.4392
12/15/2010,7.866,111.1732
12/16/2010,7.895,111.6081
12/17/2010,7.8925,112.4153
12/20/2010,7.8605,112.7183
12/21/2010,7.862,112.7732
12/22/2010,7.8715,112.9504
12/23/2010,7.837,113.4439
12/24/2010,7.826,112.9743
12/27/2010,7.835,113.3914
12/28/2010,7.8255,113.3904
12/29/2010,7.809,112.6747
12/30/2010,7.819,112.8189
12/31/2010,7.8,112.5275
1/3/2011,7.78,113.2721
1/4/2011,7.809,113.0218
1/5/2011,7.7895,113.4068
1/6/2011,7.7475,113.5433
1/7/2011,7.726,113.572
1/10/2011,7.7085,113.8695
1/11/2011,7.726,113.8652
1/12/2011,7.706,113.8128
1/13/2011,7.797,114.282
1/14/2011,7.85,114.2329
1/17/2011,7.786,113.9516
1/18/2011,7.82,113.2721
1/19/2011,7.826,112.3287
1/20/2011,7.8745,111.2022
1/21/2011,7.892,111.9556
1/24/2011,7.883,112.6877
1/25/2011,7.848,112.7988
1/26/2011,7.8665,112.2419
1/27/2011,7.923,112.0995
1/28/2011,7.933,111.4234
1/31/2011,7.927,110.5323
2/1/2011,7.882,110.6933
2/2/2011,7.884,111.6795
2/3/2011,7.8585,112.0948
2/4/2011,7.8075,111.3224
2/7/2011,7.8385,111.6315
2/8/2011,7.859,111.7764
2/9/2011,7.8685,112.4311
2/10/2011,7.932,112.8891
2/11/2011,7.93,113.1069
2/14/2011,7.877,113.3037
2/15/2011,7.8335,113.7483
2/16/2011,7.8275,113.6264
2/17/2011,7.8075,113.2298
2/18/2011,7.7555,113.0911
2/21/2011,7.769,113.0411
2/22/2011,7.7515,112.3312
2/23/2011,7.739,112.5002
2/24/2011,7.719,112.4491
2/25/2011,7.764,111.9915
2/28/2011,7.709,113.1808
3/1/2011,7.712,112.558
3/2/2011,7.702,111.3274
3/3/2011,7.7145,111.8934
3/4/2011,7.78,110.9761
3/7/2011,7.76,111.4734
3/8/2011,7.755,112.2141
3/9/2011,7.751,112.7077
3/10/2011,7.782,113.0296
3/11/2011,7.8055,113.078
3/14/2011,7.829,113.0647
3/15/2011,7.914,113.3478
3/16/2011,7.869,113.5738
3/17/2011,7.8985,113.5932
3/18/2011,7.883,113.9448
3/21/2011,7.8795,113.9431
3/22/2011,7.906,113.3419
3/23/2011,7.891,113.4999
3/24/2011,7.883,113.3989
3/25/2011,7.884,112.929
3/28/2011,7.8745,112.4335
3/29/2011,7.904,111.767
3/30/2011,7.8675,111.9215
3/31/2011,7.833,111.3886
4/1/2011,7.8055,111.1701
4/4/2011,7.8205,111.5144
4/5/2011,7.791,112.3128
4/6/2011,7.785,112.637
4/7/2011,7.8175,113.101
4/8/2011,7.802,113.0381
4/11/2011,7.8125,113.3799
4/12/2011,7.877,113.2254
4/13/2011,7.862,113.2276
4/14/2011,7.858,113.0326
4/15/2011,7.808,113.8711
4/18/2011,7.788,114.0072
4/19/2011,7.7635,113.9095
4/20/2011,7.7895,113.1636
4/21/2011,7.7842,112.3847
4/26/2011,7.78,112.82
4/27/2011,7.7885,112.0391
4/28/2011,7.809,112.5078
4/29/2011,7.782,111.9223
5/2/2011,7.78,112.0543
5/3/2011,7.7995,111.6929
5/4/2011,7.871,111.798
5/5/2011,7.93,112.887
5/6/2011,7.945,112.5675
5/9/2011,7.8665,111.9628
5/10/2011,7.8035,112.2666
5/11/2011,7.789,112.7053
5/12/2011,7.801,112.1884
5/13/2011,7.8405,113.0016
5/16/2011,7.867,113.1642
5/17/2011,7.9385,113.35
5/18/2011,7.936,113.271
5/19/2011,7.8725,113.7442
5/20/2011,7.828,113.9969
5/23/2011,7.8475,114.0561
5/24/2011,7.8385,113.8142
5/25/2011,7.824,115.1413
5/26/2011,7.79,115.6087
5/27/2011,7.769,115.355
5/30/2011,7.7485,115.1525
5/31/2011,7.759,113.9668
6/1/2011,7.731,112.22
6/2/2011,7.7596,112.3054
6/3/2011,7.7965,112.6823
6/6/2011,7.8235,112.4565
6/7/2011,7.8395,112.2601
6/8/2011,7.8855,112.1106
6/9/2011,7.873,112.1682
6/10/2011,7.8555,111.1691
6/13/2011,7.866,110.2255
6/14/2011,7.7965,111.0865
6/15/2011,7.82,111.6125
6/16/2011,7.8785,111.4773
6/17/2011,7.8695,111.1511
6/20/2011,7.9265,110.2615
6/21/2011,7.912,110.4576
6/22/2011,7.8665,109.9925
6/23/2011,7.803,110.7336
6/24/2011,7.7825,110.4413
6/27/2011,7.7845,111.0658
6/28/2011,7.802,111.3118
6/29/2011,7.8055,111.7539
6/30/2011,7.7875,112.057
7/1/2011,7.79,112.4156
7/4/2011,7.7605,112.7877
7/5/2011,7.7525,112.8395
7/6/2011,7.7665,112.2485
7/7/2011,7.742,112.8904
7/8/2011,7.745,113.2519
7/11/2011,7.744,113.2649
7/12/2011,7.772,113.501
7/13/2011,7.8355,113.6811
7/14/2011,7.838,113.7778
7/15/2011,7.8665,114.228
7/18/2011,7.867,114.2409
7/19/2011,7.862,113.5232
7/20/2011,7.804,111.9187
7/21/2011,7.775,112.338
7/22/2011,7.7675,112.6536
7/25/2011,7.7715,112.1369
7/26/2011,7.7575,112.3018
7/27/2011,7.7615,112.6715
7/28/2011,7.7245,111.766
7/29/2011,7.737,112.0843
8/1/2011,7.6935,112.1082
8/2/2011,7.646,112.128
8/3/2011,7.682,111.1452
8/4/2011,7.7405,111.1727
8/5/2011,7.784,110.8463
8/8/2011,7.768,111.0648
8/9/2011,7.8295,110.6202
8/10/2011,7.8105,111.1112
8/11/2011,7.8205,110.884
8/12/2011,7.826,110.7293
8/15/2011,7.8705,110.3998
8/16/2011,7.865,110.6867
8/17/2011,7.7985,110.2505
8/18/2011,7.8035,111.7083
8/19/2011,7.8575,111.3748
8/22/2011,7.836,111.5652
8/23/2011,7.808,111.9036
8/24/2011,7.8425,111.8879
8/25/2011,7.788,112.1621
8/26/2011,7.7735,112.3496
8/29/2011,7.774,112.4857
8/30/2011,7.772,111.8919
8/31/2011,7.7395,111.6053
9/1/2011,7.685,110.3337
9/2/2011,7.6765,110.2566
9/5/2011,7.6725,110.0571
9/6/2011,7.5965,110.4487
9/7/2011,7.5425,111.0343
9/8/2011,7.5585,110.2918
9/9/2011,7.5315,110.1244
9/12/2011,7.5905,109.8388
9/13/2011,7.7275,109.6459
9/14/2011,7.746,109.5646
9/15/2011,7.7355,109.4862
9/16/2011,7.738,109.8194
9/19/2011,7.741,109.7737
9/20/2011,7.7615,110.2066
9/21/2011,7.757,110.495
