Date,PLN,NEER
5/10/2002,3.6588,100.0415
5/13/2002,3.674,100.485
5/14/2002,3.7228,100.7629
5/15/2002,3.6742,100.4365
5/16/2002,3.7315,100.1808
5/17/2002,3.7685,100.3683
5/20/2002,3.7698,100.4777
5/21/2002,3.7748,100.7778
5/22/2002,3.7837,100.201
5/23/2002,3.7757,100.1435
5/24/2002,3.7597,99.3611
5/27/2002,3.7541,99.2045
5/28/2002,3.7567,99.9133
5/29/2002,3.774,100.7643
5/30/2002,3.7675,100.7172
5/31/2002,3.7783,100.2139
6/3/2002,3.7532,100.1272
6/4/2002,3.7939,100.7073
6/5/2002,3.7679,101.3099
6/6/2002,3.7698,100.7557
6/7/2002,3.7942,100.8135
6/10/2002,3.8153,100.9336
6/11/2002,3.8077,100.7367
6/12/2002,3.8112,100.5125
6/13/2002,3.7937,100.9068
6/14/2002,3.8217,100.9302
6/17/2002,3.8143,100.5876
6/18/2002,3.828,100.0196
6/19/2002,3.8412,100.3014
6/20/2002,3.8648,100.3754
6/21/2002,3.8763,99.9459
6/24/2002,3.9322,100.025
6/25/2002,3.9076,100.3172
6/26/2002,3.975,100.301
6/27/2002,3.9755,100.1272
6/28/2002,4.0598,100.7621
7/1/2002,4.0072,100.7507
7/2/2002,3.9541,100.6932
7/3/2002,4.0081,101.057
7/4/2002,4.0344,100.7472
7/5/2002,4.0428,100.8398
7/8/2002,4.0938,100.7111
7/9/2002,4.1873,101.2045
7/10/2002,4.141,101.5901
7/11/2002,4.0965,101.7031
7/12/2002,4.1263,102.5167
7/15/2002,4.1943,103.2157
7/16/2002,4.225,103.355
7/17/2002,4.1332,103.0319
7/18/2002,4.0783,102.9254
7/19/2002,4.0997,103.0057
7/22/2002,4.052,102.8215
7/23/2002,4.057,103.3297
7/24/2002,4.085,103.1617
7/25/2002,4.0833,103.5913
7/26/2002,4.092,103.8306
7/29/2002,4.0655,103.552
7/30/2002,4.0802,104.493
7/31/2002,4.0925,104.0834
8/1/2002,4.092,103.7544
8/2/2002,4.148,103.5548
8/5/2002,4.1095,104.0581
8/6/2002,4.0605,104.3828
8/7/2002,4.059,104.5224
8/8/2002,4.0578,104.35
8/9/2002,4.0896,103.8759
8/12/2002,4.0927,104.1383
8/13/2002,4.1015,104.4056
8/14/2002,4.1086,103.3323
8/15/2002,4.0812,103.9038
8/16/2002,4.1111,103.1007
8/19/2002,4.0837,102.9007
8/20/2002,4.0703,103.7095
8/21/2002,4.0519,103.4291
8/22/2002,4.0901,102.989
8/23/2002,4.0682,102.7894
8/26/2002,4.055,102.9514
8/27/2002,4.0723,103.0373
8/28/2002,4.086,103.1772
8/29/2002,4.0786,103.6306
8/30/2002,4.072,103.7362
9/2/2002,4.0585,103.7715
9/3/2002,4.0893,103.9344
9/4/2002,4.0949,103.2558
9/5/2002,4.1269,103.1976
9/6/2002,4.1273,103.2558
9/9/2002,4.0875,103.559
9/10/2002,4.0503,103.6156
9/11/2002,4.0507,103.7259
9/12/2002,4.0727,103.5667
9/13/2002,4.083,103.4344
9/16/2002,4.0524,102.9978
9/17/2002,4.028,103.3682
9/18/2002,4.0543,103.7203
9/19/2002,4.0552,103.3528
9/20/2002,4.0517,103.4849
9/23/2002,4.0626,103.3224
9/24/2002,4.0718,103.0094
9/25/2002,4.051,103.2508
9/26/2002,4.0516,103.1183
9/27/2002,4.064,103.3232
9/30/2002,4.0926,103.2075
10/1/2002,4.0811,103.4805
10/2/2002,4.0764,102.1735
10/3/2002,4.0988,102.3626
10/4/2002,4.0935,102.1791
10/7/2002,4.0784,99.3476
10/8/2002,4.0803,98.7473
10/9/2002,4.0923,100.4949
10/10/2002,4.0705,99.8567
10/11/2002,4.0702,100.2819
10/14/2002,4.0733,101.2395
10/15/2002,4.055,101.8466
10/16/2002,4.068,100.8574
10/17/2002,4.058,101.2322
10/18/2002,4.062,100.6927
10/21/2002,4.0417,100.3855
10/22/2002,4.03,100.4506
10/23/2002,4.025,100.2752
10/24/2002,3.9903,100.1447
10/25/2002,3.964,100.7174
10/28/2002,3.9583,100.7575
10/29/2002,3.9748,100.3165
10/30/2002,3.9788,100.3318
10/31/2002,3.9777,100.4834
11/1/2002,3.9932,100.6729
11/4/2002,3.9732,100.3462
11/5/2002,3.9857,99.6521
11/6/2002,3.9637,99.5212
11/7/2002,3.9572,99.8733
11/8/2002,3.9716,99.8894
11/11/2002,3.9338,99.8476
11/12/2002,3.9463,99.3813
11/13/2002,3.9578,99.1901
11/14/2002,3.9674,98.5948
11/15/2002,3.9443,97.0001
11/18/2002,3.9353,97.6589
11/19/2002,3.9337,97.8512
11/20/2002,3.9352,97.3298
11/21/2002,3.9535,96.3311
11/22/2002,3.9415,95.9657
11/25/2002,3.9246,96.0247
11/26/2002,3.9647,95.74
11/27/2002,3.9472,96.3864
11/28/2002,3.9795,95.713
11/29/2002,3.986,96.5166
12/2/2002,3.952,96.9422
12/3/2002,3.97,96.8311
12/4/2002,3.991,96.8337
12/5/2002,3.9967,96.3701
12/6/2002,3.992,96.5278
12/9/2002,3.9928,96.4077
12/10/2002,3.9915,96.006
12/11/2002,3.97,95.7837
12/12/2002,3.973,94.9993
12/13/2002,3.9753,94.7986
12/16/2002,3.9672,95.2153
12/17/2002,3.9985,96.0179
12/18/2002,3.995,95.9738
12/19/2002,3.9939,96.5012
12/20/2002,3.981,96.6662
12/23/2002,3.9825,97.7434
12/24/2002,3.9793,98.5431
12/27/2002,3.992,98.5308
12/30/2002,4.0005,98.409
12/31/2002,4.021,98.7816
1/2/2003,4.005,97.827
1/3/2003,3.9865,98.3398
1/6/2003,4.0045,98.4851
1/7/2003,3.996,98.6126
1/8/2003,4.0005,97.8445
1/9/2003,4.0218,98.266
1/10/2003,4.0145,98.3725
1/13/2003,4.0242,98.5767
1/14/2003,4.0172,98.7004
1/15/2003,4.0195,99.3786
1/16/2003,4.0087,99.4772
1/17/2003,4.0682,98.8439
1/20/2003,4.0632,97.6797
1/21/2003,4.0713,98.1016
1/22/2003,4.195,97.8054
1/23/2003,4.2222,97.6565
1/24/2003,4.1482,97.7537
1/27/2003,4.181,97.8401
1/28/2003,4.1586,97.7519
1/29/2003,4.121,97.6435
1/30/2003,4.0873,97.9583
1/31/2003,4.1345,98.1131
2/3/2003,4.1153,97.3381
2/4/2003,4.1438,97.7527
2/5/2003,4.1643,97.9155
2/6/2003,4.154,98.0141
2/7/2003,4.1618,97.4864
2/10/2003,4.1687,97.5763
2/11/2003,4.1395,96.6948
2/12/2003,4.1397,96.7105
2/13/2003,4.1587,96.7737
2/14/2003,4.161,96.8796
2/17/2003,4.1515,96.0439
2/18/2003,4.1425,95.7841
2/19/2003,4.1573,97.1737
2/20/2003,4.189,96.3811
2/21/2003,4.2022,95.323
2/24/2003,4.1787,95.8712
2/25/2003,4.1811,95.4505
2/26/2003,4.1808,96.0327
2/27/2003,4.2065,96.8192
2/28/2003,4.2148,96.8039
3/3/2003,4.2423,96.7354
3/4/2003,4.3222,95.2546
3/5/2003,4.2948,96.0607
3/6/2003,4.2857,95.7494
3/7/2003,4.3153,95.0599
3/10/2003,4.3633,94.9668
3/11/2003,4.3827,94.7889
3/12/2003,4.3743,94.7971
3/13/2003,4.374,94.7331
3/14/2003,4.3382,96.0181
3/17/2003,4.3725,95.4577
3/18/2003,4.3227,95.2636
3/19/2003,4.3032,94.9832
3/20/2003,4.3105,95.3778
3/21/2003,4.3087,94.7128
3/24/2003,4.3342,95.0302
3/25/2003,4.3315,95.0659
3/26/2003,4.3348,95.1527
3/27/2003,4.3587,95.0624
3/28/2003,4.3727,95.1818
3/31/2003,4.42,94.8758
4/1/2003,4.4298,94.2436
4/2/2003,4.406,94.5399
4/3/2003,4.3587,95.1331
4/4/2003,4.3615,95.5208
4/7/2003,4.3275,96.0853
4/8/2003,4.3255,96.2874
4/9/2003,4.2829,95.9524
4/10/2003,4.252,96.3795
4/11/2003,4.2468,96.9721
4/14/2003,4.2522,97.0335
4/15/2003,4.2395,96.9204
4/16/2003,4.2852,96.0924
4/17/2003,4.2683,96.7451
4/22/2003,4.269,97.117
4/23/2003,4.2603,96.8386
4/24/2003,4.297,96.9319
4/25/2003,4.2773,97.0607
4/28/2003,4.274,96.9508
4/29/2003,4.2597,96.9763
4/30/2003,4.268,96.7287
5/2/2003,4.2445,96.6571
5/5/2003,4.2388,96.7971
5/6/2003,4.2742,96.604
5/7/2003,4.332,96.7042
5/8/2003,4.3124,96.5246
5/9/2003,4.332,96.5835
5/12/2003,4.3472,96.374
5/13/2003,4.3372,96.3781
5/14/2003,4.3302,96.3816
5/15/2003,4.327,96.6075
5/16/2003,4.3335,96.7312
5/19/2003,4.3337,96.5001
5/20/2003,4.3273,96.5761
5/21/2003,4.3629,96.4449
5/22/2003,4.3475,96.4957
5/23/2003,4.3475,96.1196
5/26/2003,4.346,94.6813
5/27/2003,4.3751,95.3431
5/28/2003,4.3607,95.411
5/29/2003,4.4032,95.51
5/30/2003,4.4072,95.3922
6/2/2003,4.3949,94.9856
6/3/2003,4.3946,95.0952
6/4/2003,4.4348,94.0599
6/5/2003,4.45,93.3801
6/6/2003,4.386,93.6757
6/9/2003,4.4172,93.9027
6/10/2003,4.463,93.8005
6/11/2003,4.438,94.0369
6/12/2003,4.4555,94.3482
6/13/2003,4.4309,93.8865
6/16/2003,4.4015,93.0272
6/17/2003,4.3986,92.6963
6/18/2003,4.395,91.6277
6/19/2003,4.462,92.8026
6/20/2003,4.422,92.8277
6/23/2003,4.428,93.31
6/24/2003,4.462,93.1469
6/25/2003,4.464,93.0986
6/26/2003,4.4665,93.6813
6/27/2003,4.47,94.1924
6/30/2003,4.4775,93.4154
7/1/2003,4.4239,93.8511
7/2/2003,4.446,93.589
7/3/2003,4.448,93.0504
7/4/2003,4.4595,91.745
7/7/2003,4.436,92.4695
7/8/2003,4.465,91.9982
7/9/2003,4.453,92.1975
7/10/2003,4.452,91.7855
7/11/2003,4.4436,90.9695
7/14/2003,4.4485,90.4242
7/15/2003,4.4481,90.8314
7/16/2003,4.4519,91.3006
7/17/2003,4.491,90.9826
7/18/2003,4.4781,90.6698
7/21/2003,4.4575,90.0671
7/22/2003,4.4434,90.8801
7/23/2003,4.4217,91.3924
7/24/2003,4.4148,92.0038
7/25/2003,4.4292,91.8321
7/28/2003,4.408,91.9332
7/29/2003,4.3797,92.2236
7/30/2003,4.374,92.5855
7/31/2003,4.3728,92.2821
8/1/2003,4.4,92.6903
8/4/2003,4.3813,92.6882
8/5/2003,4.3666,92.8434
8/6/2003,4.3819,92.3337
8/7/2003,4.375,92.2486
8/8/2003,4.364,91.6709
8/11/2003,4.3684,91.0959
8/12/2003,4.3698,91.616
8/13/2003,4.3778,91.3373
8/14/2003,4.381,91.2115
8/15/2003,4.374,91.2915
8/18/2003,4.38,90.5873
8/19/2003,4.3675,91.6829
8/20/2003,4.375,91.2665
8/21/2003,4.363,91.8128
8/22/2003,4.363,91.8017
8/25/2003,4.362,92.0411
8/26/2003,4.358,91.9169
8/27/2003,4.357,91.5564
8/28/2003,4.343,92.0344
8/29/2003,4.359,91.6579
9/1/2003,4.3589,91.7081
9/2/2003,4.356,91.7435
9/3/2003,4.3467,92.1328
9/4/2003,4.3653,92.0175
9/5/2003,4.4407,92.0793
9/8/2003,4.4239,92.147
9/9/2003,4.4257,92.2259
9/10/2003,4.4253,92.2796
9/11/2003,4.4324,91.8381
9/12/2003,4.4472,91.7428
9/15/2003,4.452,91.5808
9/16/2003,4.497,91.4525
9/17/2003,4.5247,91.3895
9/18/2003,4.5124,91.7763
9/19/2003,4.4984,91.7383
9/22/2003,4.508,91.8922
9/23/2003,4.4933,91.9263
9/24/2003,4.4755,91.7305
9/25/2003,4.499,91.7542
9/26/2003,4.54,91.3768
9/29/2003,4.551,90.5803
9/30/2003,4.6227,90.6617
10/1/2003,4.571,91.0842
10/2/2003,4.5678,90.7815
10/3/2003,4.5426,90.827
10/6/2003,4.5417,91.2992
10/7/2003,4.5599,91.4023
10/8/2003,4.5338,91.6619
10/9/2003,4.5095,91.4012
10/10/2003,4.5466,90.8803
10/13/2003,4.5183,90.7311
10/14/2003,4.5289,90.5118
10/15/2003,4.5554,89.7892
10/16/2003,4.6155,89.6174
10/17/2003,4.5763,89.5328
10/20/2003,4.6049,89.7859
10/21/2003,4.5957,88.8605
10/22/2003,4.619,88.3298
10/23/2003,4.6673,88.8334
10/24/2003,4.6961,89.1486
10/27/2003,4.671,88.2644
10/28/2003,4.64,88.6544
10/29/2003,4.6539,88.5938
10/30/2003,4.6739,88.4346
10/31/2003,4.7002,88.312
11/3/2003,4.6585,87.9479
11/4/2003,4.6248,87.6973
11/5/2003,4.5914,87.0327
11/6/2003,4.5984,87.8565
11/7/2003,4.593,87.8537
11/10/2003,4.5805,88.2372
11/11/2003,4.5648,87.9198
11/12/2003,4.5878,87.8495
11/13/2003,4.5719,87.4993
11/14/2003,4.5784,87.7594
11/17/2003,4.5743,88.084
11/18/2003,4.5973,88.6615
11/19/2003,4.6112,88.2058
11/20/2003,4.639,89.004
11/21/2003,4.667,89.6753
11/24/2003,4.6364,89.7361
11/25/2003,4.6489,89.4691
11/26/2003,4.6595,89.7818
11/27/2003,4.6611,90.6091
11/28/2003,4.7047,90.4549
12/1/2003,4.6486,90.3286
12/2/2003,4.6722,90.1534
12/3/2003,4.6519,90.5691
12/4/2003,4.6484,90.2842
12/5/2003,4.6366,90.7792
12/8/2003,4.6494,90.6291
12/9/2003,4.6692,90.3631
12/10/2003,4.6431,89.6938
12/11/2003,4.6581,90.2166
12/12/2003,4.6605,90.0615
12/15/2003,4.6586,89.9528
12/16/2003,4.6493,89.7478
12/17/2003,4.6543,89.7758
12/18/2003,4.6557,90.353
12/19/2003,4.6548,89.9997
12/22/2003,4.6524,89.9309
12/23/2003,4.6469,89.725
12/24/2003,4.6694,89.617
12/29/2003,4.6796,89.1861
12/30/2003,4.6882,88.5432
12/31/2003,4.7019,88.8946
1/2/2004,4.7029,88.9738
1/5/2004,4.6844,89.0311
1/6/2004,4.6923,89.1158
1/7/2004,4.68,88.9838
1/8/2004,4.6747,89.1282
1/9/2004,4.6939,88.8742
1/12/2004,4.6967,88.787
1/13/2004,4.7099,88.5453
1/14/2004,4.7478,88.7066
1/15/2004,4.742,88.3228
1/16/2004,4.7125,88.7236
1/19/2004,4.724,89.1245
1/20/2004,4.7306,89.5864
1/21/2004,4.7083,89.2269
1/22/2004,4.7059,89.5662
1/23/2004,4.6928,89.1448
1/26/2004,4.6992,89.3872
1/27/2004,4.7234,89.0893
1/28/2004,4.7327,89.027
1/29/2004,4.7403,89.1096
1/30/2004,4.7749,89.0601
2/2/2004,4.7871,89.8833
2/3/2004,4.7989,90.3289
2/4/2004,4.7804,90.6209
2/5/2004,4.8368,90.8451
2/6/2004,4.8623,91.5625
2/9/2004,4.843,91.5205
2/10/2004,4.8266,91.259
2/11/2004,4.8676,91.3804
2/12/2004,4.8536,91.6786
2/13/2004,4.8549,91.5331
2/16/2004,4.8584,91.5479
2/17/2004,4.8722,91.3103
2/18/2004,4.8899,91.3631
2/19/2004,4.8986,91.6296
2/20/2004,4.9346,91.6256
2/23/2004,4.8854,92.627
2/24/2004,4.8833,92.26
2/25/2004,4.8625,92.5015
2/26/2004,4.8697,92.5524
2/27/2004,4.8721,93.007
3/1/2004,4.8944,92.7403
3/2/2004,4.8758,92.8422
3/3/2004,4.8441,92.7803
3/4/2004,4.8126,92.6757
3/5/2004,4.8436,92.6836
3/8/2004,4.8076,92.7337
3/9/2004,4.7728,92.8933
3/10/2004,4.7676,93.2461
3/11/2004,4.7794,93.0311
3/12/2004,4.7648,93.6079
3/15/2004,4.7229,93.6608
3/16/2004,4.7325,94.0626
3/17/2004,4.7303,94.5457
3/18/2004,4.7366,94.3029
3/19/2004,4.72,94.0961
3/22/2004,4.7318,94.2783
3/23/2004,4.699,94.2493
3/24/2004,4.6991,94.0702
3/25/2004,4.7126,94.2197
3/26/2004,4.7489,94.8413
3/29/2004,4.7175,95.3352
3/30/2004,4.7298,95.3881
3/31/2004,4.7336,96.3449
4/1/2004,4.7503,96.2021
4/2/2004,4.7474,96.4269
4/5/2004,4.7007,95.2454
4/6/2004,4.7194,95.4098
4/7/2004,4.7231,95.564
4/8/2004,4.7338,96.112
4/13/2004,4.7295,95.7484
4/14/2004,4.7548,96.1155
4/15/2004,4.7935,96.3441
4/16/2004,4.7769,96.8294
4/19/2004,4.7756,96.7626
4/20/2004,4.7655,96.9623
4/21/2004,4.7598,96.1411
4/22/2004,4.7696,95.7418
4/23/2004,4.7602,96.2225
4/26/2004,4.7688,96.4992
4/27/2004,4.7755,97.0849
4/28/2004,4.7924,97.0706
4/29/2004,4.7867,96.2668
4/30/2004,4.8108,96.628
5/3/2004,4.7919,95.5739
5/4/2004,4.7726,96.0171
5/5/2004,4.752,96.1567
5/6/2004,4.7701,96.0239
5/7/2004,4.7495,95.5573
5/10/2004,4.7636,95.5436
5/11/2004,4.7517,95.8461
5/12/2004,4.7674,95.9413
5/13/2004,4.769,96.3945
5/14/2004,4.7672,95.4394
5/17/2004,4.7795,95.2284
5/18/2004,4.7358,95.231
5/19/2004,4.7081,95.4451
5/20/2004,4.6887,95.8876
5/21/2004,4.6794,95.9311
5/24/2004,4.6405,96.0376
5/25/2004,4.6469,96.5014
5/26/2004,4.6599,97.0378
5/27/2004,4.6553,96.9089
5/28/2004,4.6453,97.0688
5/31/2004,4.6455,96.8275
6/1/2004,4.6474,96.8789
6/2/2004,4.662,97.3235
6/3/2004,4.6584,97.6749
6/4/2004,4.6429,97.8628
6/7/2004,4.6492,97.9233
6/8/2004,4.5957,98.5148
6/9/2004,4.6069,98.7276
6/10/2004,4.5877,98.6988
6/11/2004,4.5838,98.1918
6/14/2004,4.5649,97.7986
6/15/2004,4.5823,97.5545
6/16/2004,4.5742,97.4953
6/17/2004,4.5753,97.7928
6/18/2004,4.5806,97.5359
6/21/2004,4.5847,97.8962
6/22/2004,4.5838,98.6527
6/23/2004,4.5759,98.833
6/24/2004,4.5582,98.6834
6/25/2004,4.5679,98.1647
6/28/2004,4.5453,98.4782
6/29/2004,4.5426,99.0991
6/30/2004,4.5236,99.2018
7/1/2004,4.5005,98.911
7/2/2004,4.5119,99.3411
7/5/2004,4.529,99.0326
7/6/2004,4.521,99.597
7/7/2004,4.5217,99.6775
7/8/2004,4.5299,99.567
7/9/2004,4.5246,99.3922
7/12/2004,4.4952,99.8117
7/13/2004,4.47,99.0277
7/14/2004,4.47,98.3742
7/15/2004,4.426,98.5246
7/16/2004,4.4304,98.6081
7/19/2004,4.4193,98.9679
7/20/2004,4.4763,99.1898
7/21/2004,4.4667,99.2849
7/22/2004,4.4565,99.5209
7/23/2004,4.4272,99.3339
7/26/2004,4.441,99.8954
7/27/2004,4.425,100.7051
7/28/2004,4.4096,100.56
7/29/2004,4.3889,100.7142
7/30/2004,4.3916,100.0007
8/2/2004,4.3808,99.9467
8/3/2004,4.419,100.4314
8/4/2004,4.435,100.6291
8/5/2004,4.413,100.6907
8/6/2004,4.402,100.7583
8/9/2004,4.3846,100.9554
8/10/2004,4.3868,101.3388
8/11/2004,4.4226,101.9484
8/12/2004,4.4078,101.6981
8/13/2004,4.4559,101.7132
8/16/2004,4.4403,101.8165
8/17/2004,4.4337,101.8621
8/18/2004,4.4403,101.9728
8/19/2004,4.4655,102.6425
8/20/2004,4.4621,102.7713
8/23/2004,4.4465,102.7153
8/24/2004,4.4336,102.9501
8/25/2004,4.4118,102.8883
8/26/2004,4.4555,102.0801
8/27/2004,4.4643,102.5597
8/30/2004,4.4628,102.0212
8/31/2004,4.4582,102.1681
9/1/2004,4.4399,102.7792
9/2/2004,4.4374,103.3322
9/3/2004,4.4319,103.1905
9/6/2004,4.4057,103.4286
9/7/2004,4.3828,104.1577
9/8/2004,4.3853,104.748
9/9/2004,4.388,105.1103
9/10/2004,4.402,105.7107
9/13/2004,4.398,105.715
9/14/2004,4.3775,106.2313
9/15/2004,4.3625,106.3962
9/16/2004,4.3484,106.0946
9/17/2004,4.3493,105.8545
9/20/2004,4.3176,105.5354
9/21/2004,4.3163,105.5801
9/22/2004,4.3168,105.2389
9/23/2004,4.3429,104.2468
9/24/2004,4.3599,104.2638
9/27/2004,4.3672,104.9487
9/28/2004,4.3756,105.1523
9/29/2004,4.3617,105.4156
9/30/2004,4.3797,105.2751
10/1/2004,4.3634,105.3787
10/4/2004,4.3242,105.4343
10/5/2004,4.3156,105.2792
10/6/2004,4.3211,104.9564
10/7/2004,4.3451,104.8392
10/8/2004,4.331,103.8726
10/11/2004,4.3057,104.9274
10/12/2004,4.2974,105.0179
10/13/2004,4.308,105.0398
10/14/2004,4.295,105.0908
10/15/2004,4.3114,105.3383
10/18/2004,4.2902,105.5189
10/19/2004,4.2883,104.7993
10/20/2004,4.2973,105.5915
10/21/2004,4.303,105.4657
10/22/2004,4.2858,107.1107
10/25/2004,4.3276,107.2811
10/26/2004,4.357,107.6529
10/27/2004,4.3483,106.9586
10/28/2004,4.3424,106.0144
10/29/2004,4.3248,106.4381
11/1/2004,4.3154,106.1529
11/2/2004,4.3072,106.4818
11/3/2004,4.2997,107.5844
11/4/2004,4.3141,106.7913
11/5/2004,4.2904,106.9019
11/8/2004,4.2574,107.1023
11/9/2004,4.2636,107.2058
11/10/2004,4.2599,107.8531
11/11/2004,4.2868,108.2972
11/12/2004,4.2883,108.7362
11/15/2004,4.2661,109.0187
11/16/2004,4.2586,109.5398
11/17/2004,4.2577,110.3004
11/18/2004,4.254,109.2411
11/19/2004,4.2446,109.4642
11/22/2004,4.2283,108.7815
11/23/2004,4.2027,110.3286
11/24/2004,4.2156,109.9843
11/25/2004,4.2174,109.6822
11/26/2004,4.2133,107.931
11/29/2004,4.2122,108.5098
11/30/2004,4.2075,107.0281
12/1/2004,4.1786,107.0639
12/2/2004,4.173,105.4116
12/3/2004,4.1744,104.2304
12/6/2004,4.1707,105.3258
12/7/2004,4.1743,103.8317
12/8/2004,4.2055,105.3911
12/9/2004,4.1877,103.8425
12/10/2004,4.2077,103.7755
12/13/2004,4.2021,102.8126
12/14/2004,4.1786,103.9335
12/15/2004,4.1576,104.7178
12/16/2004,4.1612,104.538
12/17/2004,4.1465,103.8809
12/20/2004,4.1223,103.3171
12/21/2004,4.1021,103.4224
12/22/2004,4.0908,103.9707
12/23/2004,4.072,103.782
12/24/2004,4.0757,104.5205
12/27/2004,4.0565,104.7402
12/28/2004,4.0527,104.4301
12/29/2004,4.065,103.4891
12/30/2004,4.074,103.07
12/31/2004,4.0845,101.9844
1/3/2005,4.0774,101.6295
1/4/2005,4.0859,102.8504
1/5/2005,4.1204,102.5811
1/6/2005,4.1192,102.2725
1/7/2005,4.0912,101.5864
1/10/2005,4.0763,101.5486
1/11/2005,4.0666,101.1355
1/12/2005,4.0725,99.9289
1/13/2005,4.0717,99.9643
1/14/2005,4.0626,100.0347
1/17/2005,4.0675,100.871
1/18/2005,4.0774,101.7381
1/19/2005,4.0811,102.7004
1/20/2005,4.1137,103.2841
1/21/2005,4.0763,103.4383
1/24/2005,4.075,102.3443
1/25/2005,4.072,102.3222
1/26/2005,4.0677,102.9201
1/27/2005,4.0596,102.1368
1/28/2005,4.053,100.8507
1/31/2005,4.0806,101.1255
2/1/2005,4.0501,101.4961
2/2/2005,4.0558,102.3567
2/3/2005,3.9899,102.0487
2/4/2005,3.981,101.8381
2/7/2005,3.9621,101.8885
2/8/2005,3.9861,101.802
2/9/2005,4.0207,101.8946
2/10/2005,4.0077,102.2852
2/11/2005,4.0218,102.6004
2/14/2005,4.011,103.0343
2/15/2005,3.973,101.7548
2/16/2005,4.0059,102.8218
2/17/2005,4.0014,102.8892
2/18/2005,3.9904,103.4845
2/21/2005,3.9877,104.2093
2/22/2005,3.9674,104.2426
2/23/2005,3.9523,104.0822
2/24/2005,3.9389,105.0073
2/25/2005,3.9233,104.5814
2/28/2005,3.9066,104.3978
3/1/2005,3.8763,104.7028
3/2/2005,3.9098,104.096
3/3/2005,3.904,104.242
3/4/2005,3.9287,103.823
3/7/2005,3.8758,103.9812
3/8/2005,3.889,104.4711
3/9/2005,3.904,105.1417
3/10/2005,3.9725,104.8116
3/11/2005,3.9519,104.3887
3/14/2005,4.0067,104.2116
3/15/2005,4.0054,104.2864
3/16/2005,4.0691,104.7487
3/17/2005,4.1171,105.2164
3/18/2005,4.0675,105.1431
3/21/2005,4.1267,104.5522
3/22/2005,4.063,104.0635
3/23/2005,4.1198,102.9628
3/24/2005,4.1207,103.8749
3/29/2005,4.1571,103.6758
3/30/2005,4.1118,103.3604
3/31/2005,4.0807,101.9862
4/1/2005,4.0876,102.2021
4/4/2005,4.1113,102.4719
4/5/2005,4.1297,102.979
4/6/2005,4.1273,102.7613
4/7/2005,4.1081,102.2521
4/8/2005,4.111,102.8359
4/11/2005,4.0879,102.9974
4/12/2005,4.0793,103.133
4/13/2005,4.0873,102.4946
4/14/2005,4.1218,103.0246
4/15/2005,4.1425,103.5362
4/18/2005,4.1916,103.9498
4/19/2005,4.2082,104.4324
4/20/2005,4.1577,104.4332
4/21/2005,4.1701,103.9579
4/22/2005,4.182,104.0463
4/25/2005,4.2033,104.0926
4/26/2005,4.2054,104.4927
4/27/2005,4.2197,105.0734
4/28/2005,4.2712,105.0726
4/29/2005,4.2715,105.0177
5/2/2005,4.2637,104.9689
5/3/2005,4.2295,104.4588
5/4/2005,4.195,105.3572
5/5/2005,4.1542,104.889
5/6/2005,4.131,105.2548
5/9/2005,4.1197,104.6684
5/10/2005,4.1673,105.1538
5/11/2005,4.1695,105.0382
5/12/2005,4.1402,105.2555
5/13/2005,4.1656,104.6842
5/16/2005,4.2237,104.3218
5/17/2005,4.2133,104.28
5/18/2005,4.1973,104.611
5/19/2005,4.1615,104.9261
5/20/2005,4.1736,106.3894
5/23/2005,4.1796,106.726
5/24/2005,4.1808,107.6315
5/25/2005,4.1834,107.8367
5/26/2005,4.1775,107.8643
5/27/2005,4.1617,107.7549
5/30/2005,4.144,107.6824
5/31/2005,4.116,107.4502
6/1/2005,4.1622,107.3232
6/2/2005,4.1198,107.8659
6/3/2005,4.1158,108.3969
6/6/2005,4.0893,108.8049
6/7/2005,4.059,108.7602
6/8/2005,4.0611,108.8633
6/9/2005,4.0642,108.4773
6/10/2005,4.027,108.1293
6/13/2005,4.0372,108.2779
6/14/2005,4.0477,108.2813
6/15/2005,4.0318,108.3353
6/16/2005,4.0564,108.3045
6/17/2005,4.0536,108.3389
6/20/2005,4.0725,107.831
6/21/2005,4.0593,107.7095
6/22/2005,4.0408,107.2985
6/23/2005,4.0125,107.7962
6/24/2005,4.0285,107.1124
6/27/2005,4.0496,107.9396
6/28/2005,4.0548,108.9204
6/29/2005,4.0521,109.0737
6/30/2005,4.0388,108.8063
7/1/2005,4.0233,107.7761
7/4/2005,4.0168,107.5709
7/5/2005,4.0407,108.6077
7/6/2005,4.0605,108.8327
7/7/2005,4.1104,108.3327
7/8/2005,4.0726,108.3579
7/11/2005,4.085,108.7043
7/12/2005,4.104,108.1168
7/13/2005,4.1605,107.6773
7/14/2005,4.1445,106.8266
7/15/2005,4.1355,105.701
7/18/2005,4.1141,106.1717
7/19/2005,4.1202,106.2573
7/20/2005,4.1477,106.4242
7/21/2005,4.1239,106.5379
7/22/2005,4.1145,106.7918
7/25/2005,4.1049,105.8642
7/26/2005,4.126,104.5398
7/27/2005,4.1053,105.4796
7/28/2005,4.0893,105.3574
7/29/2005,4.0715,104.6153
8/1/2005,4.058,104.515
8/2/2005,4.055,105.3062
8/3/2005,4.077,105.405
8/4/2005,4.0749,105.7193
8/5/2005,4.0767,106.0144
8/8/2005,4.0578,106.0808
8/9/2005,4.0358,106.1695
8/10/2005,4.0337,106.0506
