Date,TRY,NEER
12/2/2010,1.96,16.4515
12/3/2010,1.9813,16.4595
12/6/2010,1.9722,16.5864
12/7/2010,1.9714,16.6275
12/8/2010,1.9735,16.5915
12/9/2010,1.9883,16.7251
12/10/2010,1.9847,16.8141
12/13/2010,1.997,16.7565
12/14/2010,2.0196,16.8322
12/15/2010,2.0277,16.7848
12/16/2010,2.0223,16.8047
12/17/2010,2.0371,16.7944
12/20/2010,2.047,16.7911
12/21/2010,2.0479,16.7386
12/22/2010,2.0355,16.7776
12/23/2010,2.0302,16.9144
12/24/2010,2.0289,17.0366
12/27/2010,2.0356,16.9716
12/28/2010,2.0564,17.0816
12/29/2010,2.0545,17.1445
12/30/2010,2.0636,17.1577
12/31/2010,2.0694,17.2112
1/3/2011,2.0807,17.2163
1/4/2011,2.0744,17.2113
1/5/2011,2.049,17.2018
1/6/2011,2.0251,17.1183
1/7/2011,2.0344,17.109
1/10/2011,2.0524,17.1202
1/11/2011,2.0465,17.0921
1/12/2011,2.0377,17.1957
1/13/2011,2.0455,17.2043
1/14/2011,2.073,17.2411
1/17/2011,2.0554,17.2141
1/18/2011,2.0545,17.2407
1/19/2011,2.0792,17.0638
1/20/2011,2.1278,16.9884
1/21/2011,2.1309,16.9397
1/24/2011,2.1262,17.0444
1/25/2011,2.1294,17.1106
1/26/2011,2.1589,17.1278
1/27/2011,2.166,17.1217
1/28/2011,2.1859,17.0837
1/31/2011,2.1972,16.9765
2/1/2011,2.1873,16.9909
2/2/2011,2.1824,17.0061
2/3/2011,2.1885,16.9733
2/4/2011,2.1736,16.8979
2/7/2011,2.1387,16.965
2/8/2011,2.1509,16.9666
2/9/2011,2.165,16.8947
2/10/2011,2.177,16.8911
2/11/2011,2.1575,16.7479
2/14/2011,2.146,16.6504
2/15/2011,2.1504,16.6845
2/16/2011,2.1425,16.7284
2/17/2011,2.139,16.7868
2/18/2011,2.1509,16.8591
2/21/2011,2.1609,16.8487
2/22/2011,2.1824,16.8963
2/23/2011,2.1878,16.933
2/24/2011,2.2132,16.8943
2/25/2011,2.1975,16.8797
2/28/2011,2.2122,16.9223
3/1/2011,2.2214,16.9098
3/2/2011,2.2353,16.9563
3/3/2011,2.2243,16.8824
3/4/2011,2.2303,16.8331
3/7/2011,2.2473,16.8715
3/8/2011,2.2152,16.9482
3/9/2011,2.2069,16.9565
3/10/2011,2.1823,16.9595
3/11/2011,2.1861,16.9818
3/14/2011,2.2024,16.9946
3/15/2011,2.2034,16.9253
3/16/2011,2.2126,16.9363
3/17/2011,2.2182,16.989
3/18/2011,2.2303,17.0729
3/21/2011,2.2398,17.1019
3/22/2011,2.2311,17.1659
3/23/2011,2.2022,17.1782
3/24/2011,2.193,17.2106
3/25/2011,2.1955,17.2223
3/28/2011,2.1869,17.297
3/29/2011,2.1982,17.2834
3/30/2011,2.192,17.2846
3/31/2011,2.1947,17.0998
4/1/2011,2.1766,17.1681
4/4/2011,2.1848,17.1734
4/5/2011,2.1721,17.0681
4/6/2011,2.1762,17.0906
4/7/2011,2.162,17.0916
4/8/2011,2.1646,17.0572
4/11/2011,2.1855,17.0238
4/12/2011,2.1938,17.0254
4/13/2011,2.1921,16.9286
4/14/2011,2.1947,17.0284
4/15/2011,2.1932,17.0888
4/18/2011,2.1788,17.1452
4/19/2011,2.1936,17.1768
4/20/2011,2.2056,17.163
4/21/2011,2.2102,17.0755
4/26/2011,2.2289,17.1509
4/27/2011,2.2329,17.1537
4/28/2011,2.2487,17.1623
4/29/2011,2.258,17.2242
5/2/2011,2.2569,17.2692
5/3/2011,2.2642,17.3049
5/4/2011,2.2877,17.2738
5/5/2011,2.2888,17.2734
5/6/2011,2.24,17.2641
5/9/2011,2.2202,17.2777
5/10/2011,2.2398,17.2933
5/11/2011,2.2644,17.3801
5/12/2011,2.244,17.3964
5/13/2011,2.2592,17.4502
5/16/2011,2.2477,17.4526
5/17/2011,2.2484,17.3907
5/18/2011,2.2534,17.3859
5/19/2011,2.2438,17.4571
5/20/2011,2.261,17.3432
5/23/2011,2.2534,17.3092
5/24/2011,2.2547,17.3871
5/25/2011,2.2603,17.4469
5/26/2011,2.2655,17.3982
5/27/2011,2.2895,17.4287
5/30/2011,2.2871,17.4675
5/31/2011,2.2955,17.5621
6/1/2011,2.2837,17.5849
6/2/2011,2.2978,17.5647
6/3/2011,2.2959,17.5235
6/6/2011,2.3102,17.5869
6/7/2011,2.3188,17.5981
6/8/2011,2.3183,17.5928
6/9/2011,2.3102,17.601
6/10/2011,2.2828,17.5498
6/13/2011,2.2614,17.5528
6/14/2011,2.282,17.462
6/15/2011,2.2811,17.4263
6/16/2011,2.2858,17.5792
6/17/2011,2.2779,17.6897
6/20/2011,2.294,17.6107
6/21/2011,2.309,17.6209
6/22/2011,2.3255,17.7609
6/23/2011,2.3215,17.7052
6/24/2011,2.3207,17.6423
6/27/2011,2.3352,17.6288
6/28/2011,2.3461,17.6981
6/29/2011,2.3604,17.6962
6/30/2011,2.35,17.6145
7/1/2011,2.3362,17.5879
7/4/2011,2.3444,17.5972
7/5/2011,2.3533,17.5141
7/6/2011,2.3394,17.557
7/7/2011,2.3342,17.485
7/8/2011,2.3124,17.4887
7/11/2011,2.3104,17.4139
7/12/2011,2.3101,17.4055
7/13/2011,2.325,17.3841
7/14/2011,2.3376,17.3736
7/15/2011,2.3344,17.2518
7/18/2011,2.3468,17.1447
7/19/2011,2.3517,17.1806
7/20/2011,2.3575,17.1868
7/21/2011,2.3793,17.1779
7/22/2011,2.418,17.1713
7/25/2011,2.4719,17.2188
7/26/2011,2.4783,17.1702
7/27/2011,2.4399,17.1372
7/28/2011,2.3955,17.0276
7/29/2011,2.3973,16.972
8/1/2011,2.4116,16.9475
8/2/2011,2.4136,17.0148
8/3/2011,2.4336,17.0236
8/4/2011,2.4567,17.0362
8/5/2011,2.4556,17.079
8/8/2011,2.4837,17.1448
8/9/2011,2.5164,17.1559
8/10/2011,2.5171,17.0574
8/11/2011,2.535,17.0951
8/12/2011,2.5346,17.0995
8/15/2011,2.5386,17.1275
8/16/2011,2.5604,16.9674
8/17/2011,2.5566,16.9887
8/18/2011,2.5519,16.8817
8/19/2011,2.57,16.9349
8/22/2011,2.577,16.9187
8/23/2011,2.5783,16.919
8/24/2011,2.5665,16.8525
8/25/2011,2.5396,16.8547
8/26/2011,2.5275,16.8992
8/29/2011,2.5217,16.9544
8/30/2011,2.5036,16.9756
8/31/2011,2.4879,16.9664
9/1/2011,2.4584,16.9815
9/2/2011,2.486,16.9914
9/5/2011,2.489,17.0106
9/6/2011,2.4955,17.0451
9/7/2011,2.4647,17.0196
9/8/2011,2.4815,17.0325
9/9/2011,2.4563,17.3086
9/12/2011,2.4485,17.3589
9/13/2011,2.428,17.3343
9/14/2011,2.4287,17.3246
9/15/2011,2.454,17.2787
9/16/2011,2.4575,17.1947
9/19/2011,2.4537,17.1542
9/20/2011,2.4431,17.1766
9/21/2011,2.4719,17.2017
9/22/2011,2.4636,17.1531
9/23/2011,2.4797,17.1666
9/26/2011,2.5002,17.1063
9/27/2011,2.5066,17.0931
9/28/2011,2.5178,17.0633
9/29/2011,2.5249,17.0736
9/30/2011,2.51,17.1458
10/3/2011,2.4885,17.0866
10/4/2011,2.5056,17.1116
10/5/2011,2.498,17.0682
10/6/2011,2.4587,17.0593
10/7/2011,2.4828,17.0559
10/10/2011,2.4921,17.0298
10/11/2011,2.5075,17.1285
10/12/2011,2.5188,17.1
10/13/2011,2.5174,17.1315
10/14/2011,2.5391,17.1391
10/17/2011,2.5514,17.1107
10/18/2011,2.5568,17.0989
10/19/2011,2.5637,17.0238
10/20/2011,2.5696,17.0279
10/21/2011,2.5513,16.9452
10/24/2011,2.5253,16.922
10/25/2011,2.4955,16.8739
10/26/2011,2.4577,16.8429
10/27/2011,2.4798,16.8827
10/28/2011,2.4716,16.955
10/31/2011,2.4563,16.9756
11/1/2011,2.4508,17.0614
11/2/2011,2.4528,17.0851
11/3/2011,2.423,17.1301
11/4/2011,2.4225,17.1215
11/7/2011,2.4477,17.1543
11/8/2011,2.4494,17.1373
11/9/2011,2.4428,17.0838
11/10/2011,2.4303,17.0382
11/11/2011,2.4283,17.0261
11/14/2011,2.4336,17.0896
11/15/2011,2.4299,17.1429
11/16/2011,2.4335,17.157
11/17/2011,2.4465,17.0588
11/18/2011,2.4686,17.0657
11/21/2011,2.4812,17.0451
11/22/2011,2.5043,17.0435
11/23/2011,2.4997,17.0933
11/24/2011,2.4911,17.0237
11/25/2011,2.4946,16.9723
11/28/2011,2.4817,17.0291
11/29/2011,2.4692,17.0529
11/30/2011,2.4622,17.1066
12/1/2011,2.4718,17.0617
12/2/2011,2.4567,17.0498
12/5/2011,2.4585,17.0052
12/6/2011,2.4618,17.0534
12/7/2011,2.4529,17.0556
12/8/2011,2.4566,17.0154
12/9/2011,2.47,17.0748
12/12/2011,2.4687,17.116
12/13/2011,2.4641,17.1392
12/14/2011,2.4467,17.0548
12/15/2011,2.4455,17.0166
12/16/2011,2.452,17.0251
12/19/2011,2.469,17.0281
12/20/2011,2.476,16.9357
12/21/2011,2.4594,16.9679
12/22/2011,2.465,16.9698
12/23/2011,2.4765,17.0312
12/27/2011,2.4831,17.0674
12/28/2011,2.484,17.0879
12/29/2011,2.465,17.128
12/30/2011,2.4432,17.1477
1/2/2012,2.4376,17.1157
1/3/2012,2.4505,17.1055
1/4/2012,2.4275,17.1067
1/5/2012,2.4185,17.0766
1/6/2012,2.3955,17.0394
1/9/2012,2.3844,17.0689
1/10/2012,2.3921,16.9854
1/11/2012,2.3671,17.0392
1/12/2012,2.3545,17.0144
1/13/2012,2.3642,16.982
1/16/2012,2.3482,17.0601
1/17/2012,2.3523,16.9912
1/18/2012,2.361,16.9875
1/19/2012,2.362,17.0424
1/20/2012,2.364,17.074
1/23/2012,2.369,17.1408
1/24/2012,2.3767,17.1731
1/25/2012,2.366,17.1655
1/26/2012,2.358,17.2037
1/27/2012,2.3389,17.1918
1/30/2012,2.3478,17.2397
1/31/2012,2.333,17.2783
2/1/2012,2.3232,17.2001
2/2/2012,2.314,17.1454
2/3/2012,2.3112,17.1864
2/6/2012,2.3017,17.1575
2/7/2012,2.3076,17.1014
2/8/2012,2.3191,17.0927
2/9/2012,2.3331,17.1424
2/10/2012,2.3305,17.0754
2/13/2012,2.3312,17.0853
2/14/2012,2.3307,17.0858
2/15/2012,2.3101,17.0937
2/16/2012,2.3048,17.0622
2/17/2012,2.3094,17.0959
2/20/2012,2.3094,17.0626
2/21/2012,2.3182,17.0434
2/22/2012,2.3173,17.0267
2/23/2012,2.346,17.0391
2/24/2012,2.3639,17.0483
2/27/2012,2.3697,17.0047
2/28/2012,2.358,17.0248
2/29/2012,2.345,17.0155
3/1/2012,2.3343,17.1125
3/2/2012,2.3277,17.077
3/5/2012,2.3355,17.0496
3/6/2012,2.3485,17.0341
3/7/2012,2.3459,16.9563
3/8/2012,2.3514,16.9027
3/9/2012,2.3493,16.8342
3/12/2012,2.3585,16.8477
3/13/2012,2.345,16.789
3/14/2012,2.3459,16.7807
3/15/2012,2.3555,16.779
3/16/2012,2.3583,16.656
3/19/2012,2.3801,16.5706
3/20/2012,2.4,16.4833
3/21/2012,2.3989,16.3835
3/22/2012,2.389,16.4715
3/23/2012,2.3862,16.4116
3/26/2012,2.3767,16.326
3/27/2012,2.3809,16.2589
3/28/2012,2.3763,16.2246
3/29/2012,2.3677,16.1854
3/30/2012,2.3774,16.3275
4/2/2012,2.376,16.3413
4/3/2012,2.3677,16.461
4/4/2012,2.3584,16.3187
4/5/2012,2.3468,16.2171
4/10/2012,2.3624,16.1822
4/11/2012,2.3711,16.0929
4/12/2012,2.3664,15.9666
4/13/2012,2.3536,15.9874
4/16/2012,2.3453,16.0546
4/17/2012,2.3515,16.086
4/18/2012,2.3456,16.1651
4/19/2012,2.3444,16.1017
4/20/2012,2.362,16.1506
4/23/2012,2.357,16.1693
4/24/2012,2.351,16.0161
4/25/2012,2.3417,16.0756
4/26/2012,2.3359,16.1412
4/27/2012,2.328,16.174
4/30/2012,2.3234,16.1439
5/2/2012,2.3134,15.9796
5/3/2012,2.3125,15.83
5/4/2012,2.3053,16.007
5/7/2012,2.3,16.0516
5/8/2012,2.2994,16.1476
5/9/2012,2.3236,16.0855
5/10/2012,2.3135,16.0901
5/11/2012,2.3135,16.1329
5/14/2012,2.325,16.1037
5/15/2012,2.321,16.0069
5/16/2012,2.318,15.9817
5/17/2012,2.3199,15.9669
5/18/2012,2.327,15.9703
5/21/2012,2.3371,15.9474
5/22/2012,2.3314,15.9213
5/23/2012,2.3409,15.8858
5/24/2012,2.318,15.924
5/25/2012,2.3106,15.9388
5/28/2012,2.3074,15.8946
5/29/2012,2.3008,15.9123
5/30/2012,2.293,15.9419
5/31/2012,2.296,15.9572
6/1/2012,2.3048,15.9391
6/4/2012,2.3024,15.8959
6/5/2012,2.3002,15.8304
6/6/2012,2.2996,15.7358
6/7/2012,2.2964,15.739
6/8/2012,2.2848,15.6875
6/11/2012,2.2827,15.5172
6/12/2012,2.286,15.4207
6/13/2012,2.287,15.3847
6/14/2012,2.289,15.1869
6/15/2012,2.291,14.8942
6/18/2012,2.2883,15.2169
6/19/2012,2.2756,15.2387
6/20/2012,2.2797,15.1546
6/21/2012,2.2735,15.1071
6/22/2012,2.2661,14.9201
6/25/2012,2.2703,15.0789
6/26/2012,2.2683,15.1428
6/27/2012,2.2587,15.2574
6/28/2012,2.2691,15.2997
6/29/2012,2.2834,15.1973
7/2/2012,2.2775,15.1549
7/3/2012,2.266,15.363
7/4/2012,2.2677,15.2326
7/5/2012,2.2467,15.2581
7/6/2012,2.2527,15.2061
7/9/2012,2.2441,15.1514
7/10/2012,2.2353,15.0791
7/11/2012,2.2191,14.91
7/12/2012,2.2141,14.9184
7/13/2012,2.2165,15.0605
7/16/2012,2.2115,15.0387
7/17/2012,2.2253,15.0857
7/18/2012,2.2131,15.1368
7/19/2012,2.2129,15.1641
7/20/2012,2.2075,15.2472
7/23/2012,2.2043,15.2793
7/24/2012,2.2105,15.3147
7/25/2012,2.214,15.3024
7/26/2012,2.2317,15.2678
7/27/2012,2.2386,15.2442
7/30/2012,2.211,15.2939
7/31/2012,2.199,15.2948
8/1/2012,2.2112,15.226
8/2/2012,2.2147,15.1818
8/3/2012,2.1897,15.1821
8/6/2012,2.2035,15.1216
8/7/2012,2.2142,15.0843
8/8/2012,2.2094,15.086
8/9/2012,2.1959,15.0827
8/10/2012,2.1942,15.0895
8/13/2012,2.2099,15.0393
8/14/2012,2.2147,14.991
8/15/2012,2.2137,14.9516
8/16/2012,2.2088,15.0592
8/17/2012,2.2247,15.062
8/20/2012,2.2161,14.9264
8/21/2012,2.2334,14.9057
8/22/2012,2.236,14.9247
8/23/2012,2.252,14.9617
8/24/2012,2.2508,15.0485
8/27/2012,2.2555,15.1288
8/28/2012,2.2595,15.119
8/29/2012,2.2768,15.1086
8/30/2012,2.2921,15.098
8/31/2012,2.2921,15.226
9/3/2012,2.2878,15.1064
9/4/2012,2.2881,15.012
9/5/2012,2.2905,15.0363
9/6/2012,2.2951,14.9706
9/7/2012,2.2918,14.9159
9/10/2012,2.3025,14.8507
9/11/2012,2.3065,14.861
9/12/2012,2.3284,14.8428
9/13/2012,2.3386,14.8606
9/14/2012,2.3501,14.8489
9/17/2012,2.3542,14.813
9/18/2012,2.3486,14.7891
9/19/2012,2.3323,14.8197
9/20/2012,2.3335,14.8466
9/21/2012,2.3314,14.7951
9/24/2012,2.3259,14.7503
9/25/2012,2.3194,14.621
9/26/2012,2.3053,14.4944
9/27/2012,2.3038,14.4658
9/28/2012,2.3203,14.546
10/1/2012,2.3117,13.9307
10/2/2012,2.317,14.1611
10/3/2012,2.3127,13.8735
10/4/2012,2.3386,13.9575
10/5/2012,2.3375,13.8635
10/8/2012,2.3494,14.005
10/9/2012,2.349,13.9742
10/10/2012,2.3375,13.9117
10/11/2012,2.3407,13.9734
10/12/2012,2.3437,13.9147
10/15/2012,2.3463,13.8085
10/16/2012,2.3585,13.8479
10/17/2012,2.3629,13.7953
10/18/2012,2.357,13.712
10/19/2012,2.3445,13.5637
10/22/2012,2.3449,13.4937
10/23/2012,2.3437,13.3501
10/24/2012,2.3365,13.0463
10/25/2012,2.3369,13.1306
10/26/2012,2.3288,13.4074
10/29/2012,2.3237,13.6323
10/30/2012,2.3307,13.4715
10/31/2012,2.3312,13.4762
11/1/2012,2.3251,13.5572
11/2/2012,2.2975,13.6105
11/5/2012,2.2793,13.6539
11/6/2012,2.2741,13.7558
11/7/2012,2.2713,13.743
11/8/2012,2.273,13.7269
11/9/2012,2.276,13.8171
11/12/2012,2.29,13.9004
11/13/2012,2.2885,13.7731
11/14/2012,2.2965,13.8637
11/15/2012,2.2982,13.903
11/16/2012,2.2944,13.846
11/19/2012,2.3007,13.7548
11/20/2012,2.3016,13.8415
11/21/2012,2.3097,13.9179
11/22/2012,2.3194,13.7355
11/23/2012,2.3201,13.6883
11/26/2012,2.327,13.7021
11/27/2012,2.324,13.6859
11/28/2012,2.3101,13.6629
11/29/2012,2.3241,13.6852
11/30/2012,2.3213,13.7543
12/3/2012,2.3329,13.7783
12/4/2012,2.3367,13.7445
12/5/2012,2.335,13.6429
12/6/2012,2.3388,13.5791
12/7/2012,2.3118,13.4963
12/10/2012,2.3167,13.5434
12/11/2012,2.3173,13.5233
12/12/2012,2.3198,13.582
12/13/2012,2.328,13.603
12/14/2012,2.3306,13.5883
12/17/2012,2.3472,13.6116
12/18/2012,2.3476,13.5827
12/19/2012,2.3682,13.5766
12/20/2012,2.367,13.6122
12/21/2012,2.3709,13.7418
12/24/2012,2.3769,13.9001
12/27/2012,2.3757,13.8556
12/28/2012,2.3584,14.0718
12/31/2012,2.3551,14.079
1/2/2013,2.3594,14.2601
1/3/2013,2.3354,14.1639
1/4/2013,2.3287,14.2225
1/7/2013,2.3239,14.3257
1/8/2013,2.3281,14.444
1/9/2013,2.3212,14.2868
1/10/2013,2.3275,14.3658
1/11/2013,2.3489,14.1864
1/14/2013,2.3622,14.2113
1/15/2013,2.3623,14.2225
1/16/2013,2.35,14.1373
1/17/2013,2.3499,14.1583
1/18/2013,2.346,14.1422
1/21/2013,2.35,14.0753
1/22/2013,2.3593,14.2083
1/23/2013,2.3591,14.1745
1/24/2013,2.3661,14.1849
1/25/2013,2.3787,14.2626
1/28/2013,2.3734,14.2764
1/29/2013,2.3805,14.3598
1/30/2013,2.3959,14.3697
1/31/2013,2.3876,14.3582
2/1/2013,2.3936,14.3717
2/4/2013,2.379,14.4523
2/5/2013,2.3837,14.5266
2/6/2013,2.3858,14.5364
2/7/2013,2.394,14.6209
2/8/2013,2.3707,14.5619
2/11/2013,2.3744,14.557
2/12/2013,2.3859,14.4292
2/13/2013,2.3788,14.4104
2/14/2013,2.3605,14.3389
2/15/2013,2.3572,14.4299
2/18/2013,2.3587,14.5258
2/19/2013,2.372,14.4555
2/20/2013,2.3792,14.4604
2/21/2013,2.3656,14.5131
2/22/2013,2.3639,14.5185
2/25/2013,2.3879,14.5069
2/26/2013,2.3637,14.423
2/27/2013,2.364,14.3626
2/28/2013,2.358,14.4531
3/1/2013,2.3457,14.52
3/4/2013,2.3444,14.5908
3/5/2013,2.3391,14.5856
3/6/2013,2.3365,14.4918
3/7/2013,2.3407,14.4538
3/8/2013,2.349,14.3287
3/11/2013,2.3438,14.2281
3/12/2013,2.3517,14.2546
3/13/2013,2.351,14.2018
3/14/2013,2.3456,14.2431
3/15/2013,2.3666,14.1861
3/18/2013,2.3466,14.2209
3/19/2013,2.3509,14.217
3/20/2013,2.356,14.1868
3/21/2013,2.3425,14.2385
3/22/2013,2.3558,14.2655
3/25/2013,2.3528,14.2696
3/26/2013,2.3386,14.2375
3/27/2013,2.3271,14.2239
3/28/2013,2.3212,14.2054
4/2/2013,2.317,14.247
4/3/2013,2.3205,14.2668
4/4/2013,2.3176,14.258
4/5/2013,2.3294,14.2274
4/8/2013,2.3292,14.2954
4/9/2013,2.3248,14.3047
4/10/2013,2.337,14.3015
4/11/2013,2.3464,14.3306
4/12/2013,2.3353,14.3392
4/15/2013,2.3414,14.3794
4/16/2013,2.3524,14.3993
4/17/2013,2.3549,14.5671
4/18/2013,2.3422,14.5831
4/19/2013,2.3568,14.5955
4/22/2013,2.3515,14.5615
4/23/2013,2.3478,14.5396
4/24/2013,2.3476,14.4028
4/25/2013,2.354,14.3872
4/26/2013,2.342,14.2983
4/29/2013,2.3521,14.369
4/30/2013,2.352,14.4149
5/2/2013,2.3633,14.2365
5/3/2013,2.3543,14.2349
5/6/2013,2.3543,14.2286
5/7/2013,2.3594,14.2888
5/8/2013,2.357,14.2169
5/9/2013,2.3583,14.2573
5/10/2013,2.3403,14.2438
5/13/2013,2.345,14.1589
5/14/2013,2.3506,14.1912
5/15/2013,2.3464,14.1924
5/16/2013,2.3591,14.17
5/17/2013,2.3646,14.139
5/20/2013,2.3736,14.2061
5/21/2013,2.3788,14.2749
5/22/2013,2.3791,14.3486
5/23/2013,2.3872,14.3024
5/24/2013,2.3913,14.3317
5/27/2013,2.3871,14.3155
5/28/2013,2.3912,14.3622
5/29/2013,2.4129,14.4829
5/30/2013,2.4274,14.4481
5/31/2013,2.4456,14.4756
6/3/2013,2.4605,14.298
6/4/2013,2.4518,14.2542
6/5/2013,2.4592,14.2885
6/6/2013,2.4773,14.2636
6/7/2013,2.498,14.2303
6/10/2013,2.5053,14.2303
6/11/2013,2.5172,14.23
6/12/2013,2.4906,14.1095
6/13/2013,2.4897,14.1178
6/14/2013,2.4674,14.1371
6/17/2013,2.4906,14.0913
6/18/2013,2.5167,14.0805
6/19/2013,2.5238,13.9503
6/20/2013,2.5324,14.0149
6/21/2013,2.5515,13.9963
6/24/2013,2.5445,14.0514
6/25/2013,2.5315,14.0483
6/26/2013,2.5208,14.1056
6/27/2013,2.507,14.0922
6/28/2013,2.521,13.9559
7/1/2013,2.5099,14.0618
7/2/2013,2.5062,14.0271
7/3/2013,2.5264,14.0476
7/4/2013,2.5343,14.0783
7/5/2013,2.511,14.0106
7/8/2013,2.5025,14.1282
7/9/2013,2.4955,14.1455
7/10/2013,2.4938,14.207
7/11/2013,2.5359,14.2225
7/12/2013,2.5599,14.3014
7/15/2013,2.5303,14.304
7/16/2013,2.5231,14.3001
7/17/2013,2.5299,14.3876
7/18/2013,2.5122,14.504
7/19/2013,2.5227,14.5047
7/22/2013,2.5244,14.5264
7/23/2013,2.5195,14.5331
7/24/2013,2.5278,14.5145
7/25/2013,2.5424,14.497
7/26/2013,2.5493,14.3638
7/29/2013,2.5535,14.4316
7/30/2013,2.557,14.4055
7/31/2013,2.5623,14.4734
8/1/2013,2.5635,14.5692
8/2/2013,2.5711,14.6217
8/5/2013,2.563,14.6413
8/6/2013,2.562,14.574
8/7/2013,2.5713,14.599
8/8/2013,2.5708,14.7012
8/9/2013,2.5657,14.6718
8/12/2013,2.5566,14.6681
8/13/2013,2.5624,14.6983
8/14/2013,2.5664,14.7992
8/15/2013,2.57,14.79
8/16/2013,2.5844,14.7939
8/19/2013,2.6055,14.7797
8/20/2013,2.6091,14.7932
8/21/2013,2.6185,14.7699
8/22/2013,2.6463,14.6444
8/23/2013,2.664,14.6185
8/26/2013,2.6698,14.5787
8/27/2013,2.7082,14.4293
8/28/2013,2.765,14.2092
8/29/2013,2.6943,13.9924
8/30/2013,2.6868,14.1245
9/2/2013,2.6641,14.394
9/3/2013,2.6985,14.3738
9/4/2013,2.704,14.384
9/5/2013,2.7421,14.3779
9/6/2013,2.7031,14.3847
9/9/2013,2.6955,14.4332
9/10/2013,2.6766,14.2686
9/11/2013,2.669,14.3656
9/12/2013,2.6875,14.5551
9/13/2013,2.6955,14.6526
9/16/2013,2.6592,14.7086
9/17/2013,2.6839,14.847
9/18/2013,2.6704,14.8748
9/19/2013,2.6491,14.9096
9/20/2013,2.68,15.0391
9/23/2013,2.688,14.9825
9/24/2013,2.6961,14.9948
9/25/2013,2.7087,14.8417
9/26/2013,2.721,14.7866
9/27/2013,2.7566,14.7141
9/30/2013,2.751,14.7204
10/1/2013,2.727,14.8983
10/2/2013,2.7275,14.8475
10/3/2013,2.7241,14.7611
10/4/2013,2.7152,14.683
10/7/2013,2.7087,14.5306
10/8/2013,2.6939,14.3873
10/9/2013,2.6857,14.4902
10/10/2013,2.68,14.2939
10/11/2013,2.6837,14.2288
10/14/2013,2.6929,14.2536
10/15/2013,2.6828,14.0646
10/16/2013,2.6929,14.0417
10/17/2013,2.689,14.0184
10/18/2013,2.6903,14.0556
10/21/2013,2.7021,14.1025
10/22/2013,2.7109,14.2018
10/23/2013,2.716,14.1784
10/24/2013,2.7316,14.2096
10/25/2013,2.7367,14.1843
10/28/2013,2.7373,14.1062
10/29/2013,2.7388,14.0918
10/30/2013,2.7358,14.107
10/31/2013,2.7167,14.0326
11/1/2013,2.7252,13.9008
11/4/2013,2.7273,13.9529
11/5/2013,2.7332,13.8773
11/6/2013,2.7428,13.8401
11/7/2013,2.7102,13.6369
11/8/2013,2.7178,13.7419
11/11/2013,2.7286,13.6908
11/12/2013,2.7516,13.6193
11/13/2013,2.7528,13.8465
11/14/2013,2.75,13.9472
11/15/2013,2.7443,13.7711
11/18/2013,2.7299,13.8741
11/19/2013,2.7149,13.8612
11/20/2013,2.7197,13.8308
11/21/2013,2.72,13.8461
11/22/2013,2.7251,13.8601
11/25/2013,2.703,13.8903
11/26/2013,2.728,13.8268
11/27/2013,2.7499,13.814
11/28/2013,2.7424,13.6535
11/29/2013,2.7475,13.6507
12/2/2013,2.7524,13.6748
12/3/2013,2.7675,13.6885
12/4/2013,2.7809,13.7096
12/5/2013,2.7784,13.6934
12/6/2013,2.7876,13.7113
12/9/2013,2.7864,13.6653
12/10/2013,2.7902,13.7075
12/11/2013,2.7999,13.5998
12/12/2013,2.8073,13.5725
12/13/2013,2.7992,13.4228
12/16/2013,2.797,13.2097
12/17/2013,2.8055,13.1722
12/18/2013,2.8137,13.1643
12/19/2013,2.8338,13.169
12/20/2013,2.8583,13.2677
12/23/2013,2.866,13.0993
12/24/2013,2.8476,13.0053
12/27/2013,2.9859,12.9458
12/30/2013,2.9348,13.0179
12/31/2013,2.9605,13.1744
1/2/2014,2.9843,13.0887
1/3/2014,2.9637,13.0428
1/6/2014,2.9837,12.8513
1/7/2014,2.9566,12.8688
1/8/2014,2.9581,12.8096
1/9/2014,2.9745,12.893
1/10/2014,2.9585,12.8519
1/13/2014,2.973,12.9312
1/14/2014,2.9979,12.8957
1/15/2014,2.9858,13.081
1/16/2014,2.9991,13.172
1/17/2014,3.0142,13.2889
1/20/2014,3.0379,13.3209
1/21/2014,3.0459,13.4357
1/22/2014,3.0634,13.4387
1/23/2014,3.1056,13.4102
1/24/2014,3.1888,13.4031
1/27/2014,3.165,13.3468
1/28/2014,3.098,13.32
1/29/2014,3.0445,13.265
1/30/2014,3.0808,13.2168
1/31/2014,3.0742,13.1539
2/3/2014,3.0533,13.0946
2/4/2014,3.0411,12.9747
2/5/2014,3.0323,13.1407
2/6/2014,3.0043,12.7164
2/7/2014,3.0162,12.7952
2/10/2014,3.0251,12.7054
2/11/2014,3.0076,12.7656
2/12/2014,2.977,12.8726
2/13/2014,3.0167,12.7645
2/14/2014,2.9962,12.766
2/17/2014,2.9858,12.7315
2/18/2014,2.9933,12.7252
2/19/2014,3.0102,12.8159
2/20/2014,3.0292,12.933
2/21/2014,3.0097,13.0349
2/24/2014,2.9945,13.064
2/25/2014,3.0369,13.1183
2/26/2014,3.0461,13.1302
2/27/2014,3.0364,13.0717
2/28/2014,3.0555,13.119
3/3/2014,3.0576,13.0391
3/4/2014,3.052,13.147
3/5/2014,3.031,13.252
3/6/2014,3.0256,13.192
