Date,HRK,NEER
8/30/2012,7.4725,96.2061
8/31/2012,7.473,96.2984
9/3/2012,7.4733,96.2223
9/4/2012,7.4725,96.2698
9/5/2012,7.4628,96.4002
9/6/2012,7.445,96.7368
9/7/2012,7.4355,96.9807
9/10/2012,7.4303,97.1242
9/11/2012,7.4203,97.237
9/12/2012,7.407,97.5792
9/13/2012,7.408,97.6283
9/14/2012,7.416,97.8038
9/17/2012,7.4005,98.0796
9/18/2012,7.3985,98.0698
9/19/2012,7.4,97.9288
9/20/2012,7.391,97.962
9/21/2012,7.3932,97.9369
9/24/2012,7.4265,97.4063
9/25/2012,7.4475,97.1229
9/26/2012,7.4515,96.9443
9/27/2012,7.455,96.9006
9/28/2012,7.4468,97.0909
10/1/2012,7.4255,97.289
10/2/2012,7.446,97.218
10/3/2012,7.4625,97.0003
10/4/2012,7.482,96.8586
10/5/2012,7.481,96.8767
10/8/2012,7.48,96.7806
10/9/2012,7.4865,96.6785
10/10/2012,7.492,96.5038
10/11/2012,7.5225,96.1285
10/12/2012,7.5223,96.2087
10/15/2012,7.5085,96.3709
10/16/2012,7.5148,96.4205
10/17/2012,7.5405,96.2101
10/18/2012,7.543,96.1481
10/19/2012,7.5425,96.0434
10/22/2012,7.5605,95.9095
10/23/2012,7.563,95.8143
10/24/2012,7.564,95.6628
10/25/2012,7.553,95.8556
10/26/2012,7.538,95.9098
10/29/2012,7.5375,95.9179
10/30/2012,7.5295,96.0974
10/31/2012,7.527,96.1896
11/1/2012,7.523,96.2027
11/2/2012,7.5295,95.8758
11/5/2012,7.525,95.8129
11/6/2012,7.5325,95.7829
11/7/2012,7.5375,95.593
11/8/2012,7.5375,95.6129
11/9/2012,7.533,95.5671
11/12/2012,7.53,95.6655
11/13/2012,7.5363,95.5419
11/14/2012,7.537,95.6116
11/15/2012,7.5375,95.7253
11/16/2012,7.5375,95.6946
11/19/2012,7.5415,95.639
11/20/2012,7.5497,95.595
11/21/2012,7.56,95.4752
11/22/2012,7.5535,95.7031
11/23/2012,7.558,95.6799
11/26/2012,7.5625,95.6988
11/27/2012,7.5525,95.7895
11/28/2012,7.5505,95.7007
11/29/2012,7.5391,96.0247
11/30/2012,7.5385,96.0747
12/3/2012,7.532,96.2875
12/4/2012,7.5265,96.428
12/5/2012,7.52,96.4718
12/6/2012,7.532,96.3424
12/7/2012,7.5238,96.111
12/10/2012,7.5263,96.1238
12/11/2012,7.5245,96.2735
12/12/2012,7.5225,96.391
12/13/2012,7.5185,96.5699
12/14/2012,7.523,96.5106
12/17/2012,7.5335,96.527
12/18/2012,7.538,96.4901
12/19/2012,7.5355,96.7504
12/20/2012,7.5333,96.6538
12/21/2012,7.537,96.5178
12/24/2012,7.544,96.5043
12/27/2012,7.5558,96.4934
12/28/2012,7.55,96.3965
12/31/2012,7.5575,96.3216
1/2/2013,7.5625,96.3822
1/3/2013,7.5665,96.0398
1/4/2013,7.5755,95.8381
1/7/2013,7.5685,95.9708
1/8/2013,7.5725,96.0261
1/9/2013,7.5715,95.959
1/10/2013,7.572,96.0653
1/11/2013,7.5735,96.4215
1/14/2013,7.568,96.6928
1/15/2013,7.5605,96.7416
1/16/2013,7.5605,96.646
1/17/2013,7.5635,96.8076
1/18/2013,7.5638,96.7922
1/21/2013,7.5815,96.5959
1/22/2013,7.5833,96.5456
1/23/2013,7.579,96.616
1/24/2013,7.5743,96.798
1/25/2013,7.5813,97.0214
1/28/2013,7.5878,96.977
1/29/2013,7.587,96.9139
1/30/2013,7.594,97.0206
1/31/2013,7.594,96.9786
2/1/2013,7.5915,97.2396
2/4/2013,7.5915,97.0928
2/5/2013,7.591,97.0602
2/6/2013,7.5865,97.156
2/7/2013,7.579,97.2673
2/8/2013,7.579,96.8193
2/11/2013,7.5765,96.9306
2/12/2013,7.5795,97.0556
2/13/2013,7.584,97.0238
2/14/2013,7.5863,96.7012
2/15/2013,7.586,96.7062
2/18/2013,7.5863,96.8098
2/19/2013,7.589,96.7404
2/20/2013,7.5915,96.7658
2/21/2013,7.5905,96.4646
2/22/2013,7.5887,96.4596
2/25/2013,7.5885,96.7641
2/26/2013,7.5925,96.1985
2/27/2013,7.5928,96.2185
2/28/2013,7.5855,96.368
3/1/2013,7.5912,96.0874
3/4/2013,7.5955,96.0788
3/5/2013,7.593,96.1154
3/6/2013,7.5928,96.1378
3/7/2013,7.5905,96.1599
3/8/2013,7.5908,96.3463
3/11/2013,7.5875,96.3085
3/12/2013,7.5873,96.4285
3/13/2013,7.5865,96.283
3/14/2013,7.5846,96.2864
3/15/2013,7.5825,96.5329
3/18/2013,7.5875,96.1521
3/19/2013,7.5887,96.1544
3/20/2013,7.5928,96.121
3/21/2013,7.595,96.044
3/22/2013,7.5945,96.1364
3/25/2013,7.5935,96.0711
3/26/2013,7.5945,95.88
3/27/2013,7.595,95.6806
3/28/2013,7.594,95.7849
4/2/2013,7.6063,95.5851
4/3/2013,7.6095,95.5895
4/4/2013,7.6085,95.642
4/5/2013,7.61,95.864
4/8/2013,7.6104,96.0228
4/9/2013,7.6125,96.0399
4/10/2013,7.6125,96.1001
4/11/2013,7.6203,96.0503
4/12/2013,7.6125,95.9755
4/15/2013,7.613,95.9843
4/16/2013,7.6125,96.0859
4/17/2013,7.613,96.105
4/18/2013,7.6147,95.9762
4/19/2013,7.5968,96.334
4/22/2013,7.602,96.1834
4/23/2013,7.6055,96.0501
4/24/2013,7.6065,96.094
4/25/2013,7.607,96.166
4/26/2013,7.5985,96.0639
4/29/2013,7.597,96.2132
4/30/2013,7.5905,96.2373
5/2/2013,7.5822,96.511
5/3/2013,7.5827,96.332
5/6/2013,7.5721,96.5334
5/7/2013,7.5707,96.5307
5/8/2013,7.571,96.5145
5/9/2013,7.5713,96.481
5/10/2013,7.5713,96.3708
5/13/2013,7.5615,96.5023
5/14/2013,7.563,96.542
5/15/2013,7.5615,96.4009
5/16/2013,7.5695,96.3251
5/17/2013,7.571,96.2495
5/20/2013,7.571,96.2383
5/21/2013,7.5713,96.2679
5/22/2013,7.5745,96.3554
5/23/2013,7.5765,96.3115
5/24/2013,7.5685,96.4612
5/27/2013,7.562,96.4772
5/28/2013,7.5593,96.5089
5/29/2013,7.5635,96.5438
5/30/2013,7.5605,96.6427
5/31/2013,7.55,96.8592
6/3/2013,7.5415,96.951
6/4/2013,7.5365,97.1028
6/5/2013,7.5195,97.2889
6/6/2013,7.5225,97.3732
6/7/2013,7.5285,97.4662
6/10/2013,7.5115,97.7092
6/11/2013,7.4988,97.9838
6/12/2013,7.4705,98.2624
6/13/2013,7.4725,98.2479
6/14/2013,7.4718,98.1827
6/17/2013,7.468,98.2462
6/18/2013,7.4855,98.2268
6/19/2013,7.4805,98.3146
6/20/2013,7.486,98.1291
6/21/2013,7.4905,98.043
6/24/2013,7.4775,98.17
6/25/2013,7.4775,98.1053
6/26/2013,7.4595,98.1849
6/27/2013,7.454,98.2579
6/28/2013,7.4495,98.4379
7/1/2013,7.4438,98.4095
7/2/2013,7.449,98.3183
7/3/2013,7.4705,97.9039
7/4/2013,7.4928,97.6899
7/5/2013,7.4998,97.3971
7/8/2013,7.518,97.1989
7/9/2013,7.521,97.1558
7/10/2013,7.54,96.7866
7/11/2013,7.544,97.0983
7/12/2013,7.532,97.2476
7/15/2013,7.5315,97.228
7/16/2013,7.5235,97.463
7/17/2013,7.516,97.5789
7/18/2013,7.5125,97.5681
7/19/2013,7.5165,97.548
7/22/2013,7.5095,97.664
7/23/2013,7.5048,97.752
7/24/2013,7.4953,97.9817
7/25/2013,7.4955,97.9518
7/26/2013,7.5075,97.8357
7/29/2013,7.5055,97.8696
7/30/2013,7.5045,97.9462
7/31/2013,7.5065,97.9605
8/1/2013,7.519,97.7347
8/2/2013,7.521,97.7514
8/5/2013,7.52,97.7186
8/6/2013,7.5138,97.8127
8/7/2013,7.4975,98.0423
8/8/2013,7.5038,98.0035
8/9/2013,7.5165,97.837
8/12/2013,7.5355,97.4213
8/13/2013,7.5385,97.4506
8/14/2013,7.5415,97.3289
8/15/2013,7.541,97.4189
8/16/2013,7.5408,97.5028
8/19/2013,7.543,97.5461
8/20/2013,7.5395,97.639
8/21/2013,7.543,97.5922
8/22/2013,7.552,97.4151
8/23/2013,7.552,97.4807
8/26/2013,7.5518,97.456
8/27/2013,7.5565,97.371
8/28/2013,7.5583,97.4151
8/29/2013,7.5653,97.1371
8/30/2013,7.5683,97.0332
9/2/2013,7.5773,96.8199
9/3/2013,7.5795,96.7625
9/4/2013,7.578,96.7667
9/5/2013,7.5845,96.7848
9/6/2013,7.5878,96.5597
9/9/2013,7.5912,96.6205
9/10/2013,7.5875,96.7369
9/11/2013,7.5865,96.761
9/12/2013,7.5875,96.772
9/13/2013,7.5828,96.8372
9/16/2013,7.5955,96.7183
9/17/2013,7.6095,96.5636
9/18/2013,7.6078,96.5628
9/19/2013,7.6085,96.7975
9/20/2013,7.611,96.8381
9/23/2013,7.6175,96.7151
9/24/2013,7.6175,96.6882
9/25/2013,7.616,96.7532
9/26/2013,7.613,96.7739
9/27/2013,7.6153,96.7779
9/30/2013,7.6153,96.6672
10/1/2013,7.6158,96.7204
10/2/2013,7.62,96.5889
10/3/2013,7.625,96.6539
10/4/2013,7.624,96.6957
10/7/2013,7.6255,96.6132
10/8/2013,7.6255,96.6221
10/9/2013,7.6125,96.7446
10/10/2013,7.6085,96.836
10/11/2013,7.604,96.9427
10/14/2013,7.6165,96.7665
10/15/2013,7.6188,96.5898
10/16/2013,7.622,96.6775
10/17/2013,7.6208,96.8159
10/18/2013,7.616,96.9087
10/21/2013,7.6195,96.8522
10/22/2013,7.6165,96.9002
10/23/2013,7.6141,97.0218
10/24/2013,7.6245,96.9956
10/25/2013,7.6265,96.9226
10/28/2013,7.6255,96.9582
10/29/2013,7.6245,96.9904
10/30/2013,7.618,97.0482
10/31/2013,7.621,96.8039
11/1/2013,7.62,96.6137
11/4/2013,7.62,96.6012
11/5/2013,7.6223,96.5222
11/6/2013,7.6235,96.5309
11/7/2013,7.624,96.3048
11/8/2013,7.6213,96.5157
11/11/2013,7.6218,96.536
11/12/2013,7.6241,96.6539
11/13/2013,7.6255,96.6018
11/14/2013,7.6278,96.5947
11/15/2013,7.6315,96.5825
11/18/2013,7.639,96.5358
11/19/2013,7.6428,96.4971
11/20/2013,7.6453,96.4988
11/21/2013,7.6503,96.3605
11/22/2013,7.6453,96.5183
11/25/2013,7.6424,96.5663
11/26/2013,7.6455,96.6001
11/27/2013,7.6433,96.7223
11/28/2013,7.6275,96.919
11/29/2013,7.6405,96.8066
12/2/2013,7.6338,96.7471
12/3/2013,7.6358,96.8087
12/4/2013,7.641,96.7656
12/5/2013,7.64,96.7738
12/6/2013,7.6425,96.8717
12/9/2013,7.6445,96.9356
12/10/2013,7.6425,96.9847
12/11/2013,7.6415,97.0504
12/12/2013,7.6385,97.1386
12/13/2013,7.6283,97.2236
12/16/2013,7.6293,97.2529
12/17/2013,7.63,97.2157
12/18/2013,7.636,97.1078
12/19/2013,7.6358,97.0057
12/20/2013,7.6388,96.9433
12/23/2013,7.6395,96.9859
12/24/2013,7.6415,96.9086
12/27/2013,7.6385,97.1704
12/30/2013,7.625,97.2774
12/31/2013,7.6265,97.2113
1/2/2014,7.6283,96.9881
1/3/2014,7.628,96.9465
1/6/2014,7.6295,96.9093
1/7/2014,7.629,96.9977
1/8/2014,7.629,96.9182
1/9/2014,7.6294,96.9505
1/10/2014,7.629,96.9015
1/13/2014,7.6274,96.9676
1/14/2014,7.6255,97.01
1/15/2014,7.6215,96.9917
1/16/2014,7.626,96.9844
1/17/2014,7.6295,96.8573
1/20/2014,7.632,96.8034
1/21/2014,7.636,96.7252
1/22/2014,7.6385,96.7194
1/23/2014,7.644,96.7941
1/24/2014,7.6451,96.9188
1/27/2014,7.6455,96.8265
1/28/2014,7.6455,96.8112
1/29/2014,7.6465,96.7498
1/30/2014,7.6605,96.5964
1/31/2014,7.6515,96.6088
2/3/2014,7.6525,96.5468
2/4/2014,7.657,96.4747
2/5/2014,7.642,96.6774
2/6/2014,7.6505,96.4677
2/7/2014,7.6495,96.6792
2/10/2014,7.6485,96.7903
2/11/2014,7.6545,96.7591
2/12/2014,7.6545,96.5099
2/13/2014,7.6555,96.7009
2/14/2014,7.656,96.698
2/17/2014,7.6565,96.656
2/18/2014,7.6628,96.7173
2/19/2014,7.6678,96.7303
2/20/2014,7.6693,96.6896
2/21/2014,7.6685,96.7049
2/24/2014,7.6663,96.7675
2/25/2014,7.67,96.7773
2/26/2014,7.6595,96.8713
2/27/2014,7.6581,96.7614
2/28/2014,7.6493,97.168
3/3/2014,7.6515,97.0812
3/4/2014,7.6525,97.0719
3/5/2014,7.6545,96.9394
3/6/2014,7.6551,96.9371
3/7/2014,7.6565,97.2118
3/10/2014,7.6555,97.3076
3/11/2014,7.6585,97.2125
3/12/2014,7.6565,97.3423
3/13/2014,7.6595,97.347
3/14/2014,7.6556,97.3384
3/17/2014,7.6583,97.3734
3/18/2014,7.658,97.3861
3/19/2014,7.6598,97.3794
3/20/2014,7.6628,97.2239
3/21/2014,7.6625,97.2416
3/24/2014,7.6615,97.1697
3/25/2014,7.6625,97.1858
3/26/2014,7.6645,97.1736
3/27/2014,7.6625,97.0901
3/28/2014,7.654,97.1691
3/31/2014,7.6475,97.3241
4/1/2014,7.6485,97.2852
4/2/2014,7.6503,97.261
4/3/2014,7.648,97.2906
4/4/2014,7.6385,97.2629
4/7/2014,7.6333,97.3639
4/8/2014,7.638,97.2853
4/9/2014,7.6325,97.369
4/10/2014,7.6305,97.5547
4/11/2014,7.6188,97.7522
4/14/2014,7.6215,97.6646
4/15/2014,7.6207,97.6336
4/16/2014,7.6245,97.6683
4/17/2014,7.6245,97.6883
4/22/2014,7.6248,97.647
4/23/2014,7.6199,97.7526
4/24/2014,7.622,97.7242
4/25/2014,7.6139,97.8677
4/28/2014,7.6065,98.0043
4/29/2014,7.609,97.9052
4/30/2014,7.6078,97.9677
5/2/2014,7.6045,97.9916
5/5/2014,7.5965,98.0988
5/6/2014,7.5863,98.276
5/7/2014,7.5863,98.235
5/8/2014,7.588,98.2278
5/9/2014,7.5863,97.9164
5/12/2014,7.5803,97.9853
5/13/2014,7.589,97.7494
5/14/2014,7.5893,97.7948
5/15/2014,7.591,97.6477
5/16/2014,7.5938,97.7023
5/19/2014,7.61,97.5242
5/20/2014,7.6175,97.4168
5/21/2014,7.6153,97.3541
5/22/2014,7.608,97.4306
5/23/2014,7.5988,97.4876
5/26/2014,7.5915,97.5745
5/27/2014,7.594,97.584
5/28/2014,7.596,97.52
5/29/2014,7.591,97.5392
5/30/2014,7.586,97.619
6/2/2014,7.577,97.761
6/3/2014,7.5715,97.9427
6/4/2014,7.5698,97.9244
6/5/2014,7.5758,97.6848
6/6/2014,7.5808,97.739
6/9/2014,7.579,97.6578
6/10/2014,7.578,97.5285
6/11/2014,7.581,97.4986
6/12/2014,7.5875,97.3426
6/13/2014,7.5785,97.4422
6/16/2014,7.5805,97.4576
6/17/2014,7.577,97.5848
6/18/2014,7.578,97.5903
6/19/2014,7.5755,97.6976
6/20/2014,7.575,97.6685
6/23/2014,7.5766,97.6417
6/24/2014,7.5763,97.7118
6/25/2014,7.5765,97.7338
6/26/2014,7.5728,97.724
6/27/2014,7.573,97.7338
6/30/2014,7.576,97.7389
7/1/2014,7.58,97.7258
7/2/2014,7.5865,97.5851
7/3/2014,7.5875,97.6121
7/4/2014,7.589,97.4482
7/7/2014,7.5915,97.4281
7/8/2014,7.6018,97.2637
7/9/2014,7.6068,97.2187
7/10/2014,7.612,97.1635
7/11/2014,7.6155,97.1091
7/14/2014,7.613,97.2178
7/15/2014,7.621,97.0917
7/16/2014,7.622,96.9429
7/17/2014,7.6205,96.9533
7/18/2014,7.616,97.0112
7/21/2014,7.6165,97.0029
7/22/2014,7.617,96.914
7/23/2014,7.621,96.7712
7/24/2014,7.625,96.7586
7/25/2014,7.633,96.5964
7/28/2014,7.6372,96.5059
7/29/2014,7.645,96.4319
7/30/2014,7.6418,96.4319
7/31/2014,7.636,96.5472
8/1/2014,7.64,96.5946
8/4/2014,7.646,96.5402
8/5/2014,7.646,96.4448
8/6/2014,7.6463,96.4077
8/7/2014,7.652,96.3703
8/8/2014,7.647,96.4363
8/11/2014,7.6481,96.405
8/12/2014,7.6328,96.5282
8/13/2014,7.632,96.5701
8/14/2014,7.627,96.6188
8/15/2014,7.625,96.6683
8/18/2014,7.621,96.7031
8/19/2014,7.6076,96.8313
8/20/2014,7.6195,96.5475
8/21/2014,7.6243,96.491
8/22/2014,7.6285,96.4275
8/25/2014,7.6308,96.2543
8/26/2014,7.627,96.3033
8/27/2014,7.6308,96.1708
8/28/2014,7.6318,96.1839
8/29/2014,7.621,96.3489
9/1/2014,7.6135,96.3225
9/2/2014,7.6083,96.4308
9/3/2014,7.621,96.311
9/4/2014,7.62,96.0236
9/5/2014,7.6263,95.8685
9/8/2014,7.625,95.9153
9/9/2014,7.6153,96.024
9/10/2014,7.6188,96.0403
9/11/2014,7.622,95.9748
9/12/2014,7.6248,95.964
9/15/2014,7.62,96.0079
9/16/2014,7.62,96.0801
9/17/2014,7.6255,95.9885
9/18/2014,7.6273,95.8173
9/19/2014,7.625,95.7704
9/22/2014,7.6243,95.7813
9/23/2014,7.625,95.8162
9/24/2014,7.6248,95.6826
9/25/2014,7.6246,95.5053
9/26/2014,7.629,95.4783
9/29/2014,7.6365,95.4305
9/30/2014,7.6425,95.0681
10/1/2014,7.6425,95.1214
10/2/2014,7.6396,95.1866
10/3/2014,7.639,95.1834
10/6/2014,7.6415,95.077
10/7/2014,7.644,95.0935
10/8/2014,7.644,95.2051
10/9/2014,7.6461,95.3058
10/10/2014,7.6465,95.1271
10/13/2014,7.6515,95.0885
10/14/2014,7.6555,95.0329
10/15/2014,7.661,95.0239
10/16/2014,7.6648,95.141
10/17/2014,7.665,95.2431
10/20/2014,7.6663,95.1211
10/21/2014,7.6665,95.0812
10/22/2014,7.6698,94.9212
10/23/2014,7.6733,94.8666
10/24/2014,7.673,94.8502
10/27/2014,7.6747,94.8683
10/28/2014,7.663,95.1575
10/29/2014,7.665,95.1161
10/30/2014,7.6615,94.9128
10/31/2014,7.664,94.8333
11/3/2014,7.6655,94.7995
11/4/2014,7.6635,94.8822
11/5/2014,7.6628,94.8873
11/6/2014,7.6625,94.9412
11/7/2014,7.661,94.7672
11/10/2014,7.663,94.8186
11/11/2014,7.665,94.7489
11/12/2014,7.6676,94.8027
11/13/2014,7.6683,94.796
11/14/2014,7.6703,94.796
11/17/2014,7.674,94.8469
11/18/2014,7.6733,94.8824
11/19/2014,7.6775,94.9202
11/20/2014,7.6755,94.978
11/21/2014,7.6723,94.7383
11/24/2014,7.671,94.7647
11/25/2014,7.675,94.7379
11/26/2014,7.6772,94.7862
11/27/2014,7.677,94.7947
11/28/2014,7.6785,94.8582
12/1/2014,7.6758,94.8694
12/2/2014,7.6755,94.8088
12/3/2014,7.6755,94.5903
12/4/2014,7.6753,94.6018
12/5/2014,7.674,94.7418
12/8/2014,7.67,94.6344
12/9/2014,7.6655,94.9033
12/10/2014,7.668,94.8866
12/11/2014,7.674,94.9384
12/12/2014,7.674,94.9915
12/15/2014,7.666,95.0817
12/16/2014,7.667,95.2893
12/17/2014,7.67,95.1328
12/18/2014,7.6675,94.8991
12/19/2014,7.666,94.9576
12/22/2014,7.665,94.9475
12/23/2014,7.6651,94.885
12/24/2014,7.663,94.9618
12/29/2014,7.658,94.976
12/30/2014,7.6598,94.7997
12/31/2014,7.658,94.7322
1/2/2015,7.6713,94.4964
1/5/2015,7.6738,94.2582
1/6/2015,7.674,94.2147
1/7/2015,7.6753,94.0536
1/8/2015,7.6745,93.9154
1/9/2015,7.678,93.9332
1/12/2015,7.6785,93.9248
1/13/2015,7.6815,93.8183
1/14/2015,7.6845,93.7335
1/15/2015,7.6877,93.1515
1/16/2015,7.693,92.8242
1/19/2015,7.6935,92.9006
1/20/2015,7.7015,92.7655
1/21/2015,7.7065,92.674
1/22/2015,7.6985,92.8087
1/23/2015,7.7028,91.7708
1/26/2015,7.702,91.9653
1/27/2015,7.69,92.2429
1/28/2015,7.6918,92.322
1/29/2015,7.6975,92.2461
1/30/2015,7.6975,92.2696
2/2/2015,7.703,92.1958
2/3/2015,7.709,92.2307
2/4/2015,7.711,92.3071
2/5/2015,7.7128,92.1979
2/6/2015,7.717,92.1818
2/9/2015,7.7165,91.876
2/10/2015,7.7177,91.9303
2/11/2015,7.7218,91.9636
2/12/2015,7.723,91.9975
2/13/2015,7.7128,92.1575
2/16/2015,7.714,92.2318
2/17/2015,7.725,92.1333
2/18/2015,7.724,92.0786
2/19/2015,7.7253,92.0673
2/20/2015,7.7125,92.0101
2/23/2015,7.7115,92.0438
2/24/2015,7.702,92.2175
2/25/2015,7.684,92.4184
2/26/2015,7.6965,92.1525
2/27/2015,7.6885,92.0936
3/2/2015,7.6755,92.2797
3/3/2015,7.672,92.1862
3/4/2015,7.66,92.2375
3/5/2015,7.6585,92.1102
3/6/2015,7.6205,92.2771
3/9/2015,7.6325,91.972
3/10/2015,7.6153,91.9669
3/11/2015,7.631,91.3703
3/12/2015,7.645,91.2602
3/13/2015,7.6548,91.1672
3/16/2015,7.6435,91.2211
3/17/2015,7.6466,91.3637
3/18/2015,7.646,91.309
3/19/2015,7.65,91.2819
3/20/2015,7.6405,91.6582
3/23/2015,7.646,91.8462
3/24/2015,7.648,91.8445
3/25/2015,7.6518,91.8446
3/26/2015,7.6498,91.8518
3/27/2015,7.65,91.6207
3/30/2015,7.6448,91.6645
3/31/2015,7.645,91.4553
4/1/2015,7.6483,91.3677
4/2/2015,7.6303,91.7373
4/7/2015,7.619,91.8978
4/8/2015,7.6085,91.977
4/9/2015,7.5955,91.9715
4/10/2015,7.574,91.8203
4/13/2015,7.568,91.8513
4/14/2015,7.583,91.6475
4/15/2015,7.5798,91.6845
4/16/2015,7.5748,92.0037
4/17/2015,7.569,92.2561
4/20/2015,7.565,92.1006
4/21/2015,7.577,91.8792
4/22/2015,7.576,91.9947
4/23/2015,7.5883,91.995
4/24/2015,7.6075,91.8174
4/27/2015,7.5943,92.0022
4/28/2015,7.586,92.2766
4/29/2015,7.5763,92.5525
4/30/2015,7.5715,93.107
