Date,MXN,NEER
3/29/2011,16.8405,102.1263
3/30/2011,16.7932,101.5213
3/31/2011,16.9276,102.1747
4/1/2011,16.7967,103.3902
4/4/2011,16.8495,102.7584
4/5/2011,16.815,102.9751
4/6/2011,16.8597,103.8599
4/7/2011,16.8443,103.9851
4/8/2011,16.8978,104.1481
4/11/2011,16.9643,103.9277
4/12/2011,17.0312,104.525
4/13/2011,17.1016,104.0974
4/14/2011,16.9932,104.3394
4/15/2011,16.9542,102.9363
4/18/2011,16.716,101.9018
4/19/2011,16.7398,101.7911
4/20/2011,16.8795,101.7698
4/21/2011,16.936,101.0614
4/26/2011,16.9521,101.6026
4/27/2011,16.9723,101.2229
4/28/2011,17.0797,100.6046
4/29/2011,17.1186,99.7811
5/2/2011,17.09,100.026
5/3/2011,17.109,100.4599
5/4/2011,17.2174,100.9546
5/5/2011,17.3177,101.2628
5/6/2011,16.9505,101.5375
5/9/2011,16.7077,101.7548
5/10/2011,16.6538,102.1459
5/11/2011,16.5996,101.8736
5/12/2011,16.5764,102.3308
5/13/2011,16.6091,102.1138
5/16/2011,16.618,101.6385
5/17/2011,16.655,101.9789
5/18/2011,16.6891,102.4392
5/19/2011,16.6561,102.113
5/20/2011,16.5655,101.3325
5/23/2011,16.4377,100.3977
5/24/2011,16.5036,100.5838
5/25/2011,16.4861,100.9829
5/26/2011,16.5107,101.3456
5/27/2011,16.6077,101.6179
5/30/2011,16.5755,101.2706
5/31/2011,16.6521,100.5866
6/1/2011,16.6773,101.2543
6/2/2011,16.8821,100.4875
6/3/2011,16.8821,99.9507
6/6/2011,17.0795,101.099
6/7/2011,17.1634,100.9497
6/8/2011,17.274,100.4805
6/9/2011,17.2933,100.8427
6/10/2011,17.0689,99.9748
6/13/2011,17.0623,99.5009
6/14/2011,17.1014,98.9194
6/15/2011,16.9239,98.7965
6/16/2011,16.9021,98.467
6/17/2011,16.9806,98.6976
6/20/2011,16.991,99.4835
6/21/2011,17.0106,98.196
6/22/2011,16.9666,98.1603
6/23/2011,16.8394,97.1785
6/24/2011,16.8867,96.8145
6/27/2011,16.9253,98.0239
6/28/2011,16.965,97.214
6/29/2011,16.9954,96.5748
6/30/2011,16.9765,96.4015
7/1/2011,16.9266,94.3571
7/4/2011,16.828,94.3289
7/5/2011,16.7998,94.9827
7/6/2011,16.7138,93.5553
7/7/2011,16.5459,93.9943
7/8/2011,16.4491,92.9678
7/11/2011,16.4793,94.2134
7/12/2011,16.5197,93.1949
7/13/2011,16.5362,94.03
7/14/2011,16.5824,93.321
7/15/2011,16.551,92.9304
7/18/2011,16.5456,93.877
7/19/2011,16.5755,93.9968
7/20/2011,16.5442,92.9995
7/21/2011,16.5622,94.062
7/22/2011,16.7058,93.1177
7/25/2011,16.7757,93.1801
7/26/2011,16.806,93.525
7/27/2011,16.8134,94.9093
7/28/2011,16.6187,94.3571
7/29/2011,16.7518,94.19
8/1/2011,16.793,93.0962
8/2/2011,16.7217,93.5628
8/3/2011,16.9026,92.6874
8/4/2011,16.9823,92.3826
8/5/2011,17.0327,92.0904
8/8/2011,17.2718,92.4428
8/9/2011,17.7385,92.7968
8/10/2011,17.4084,91.495
8/11/2011,17.6618,90.9568
8/12/2011,17.514,90.6836
8/15/2011,17.5374,90.4706
8/16/2011,17.6627,91.2528
8/17/2011,17.5897,91.8595
8/18/2011,17.7242,93.2392
8/19/2011,17.6173,94.6264
8/22/2011,17.6415,93.7837
8/23/2011,17.7768,93.2708
8/24/2011,17.9411,95.0853
8/25/2011,17.9413,94.2413
8/26/2011,18.0543,93.9355
8/29/2011,17.9929,94.8017
8/30/2011,18.0245,94.9767
8/31/2011,18.0192,95.135
9/1/2011,17.6351,95.3855
9/2/2011,17.5878,94.8932
9/5/2011,17.7249,95.0395
9/6/2011,17.6759,94.5575
9/7/2011,17.4757,94.567
9/8/2011,17.5311,95.4204
9/9/2011,17.4107,96.2555
9/12/2011,17.4152,95.621
9/13/2011,17.5168,96.1195
9/14/2011,17.6663,95.4082
9/15/2011,17.7573,94.4271
9/16/2011,17.8788,94.2348
9/19/2011,17.9761,95.352
9/20/2011,17.9221,96.1959
9/21/2011,18.32,95.729
9/22/2011,18.6738,96.0477
9/23/2011,18.8894,95.9514
9/26/2011,18.2116,96.0153
9/27/2011,18.1259,96.2047
9/28/2011,18.2608,97.0939
9/29/2011,18.365,97.7354
9/30/2011,18.5936,97.518
10/3/2011,18.5179,97.8966
10/4/2011,18.485,98.5133
10/5/2011,18.3168,98.691
10/6/2011,18.0606,99.3395
10/7/2011,18.0541,98.7476
10/10/2011,18.0715,98.3196
10/11/2011,18.1467,98.319
10/12/2011,18.2463,99.6716
10/13/2011,18.3118,99.0614
10/14/2011,18.4109,99.3234
10/17/2011,18.2857,97.1562
10/18/2011,18.5187,97.0746
10/19/2011,18.4878,97.3902
10/20/2011,18.5178,97.3076
10/21/2011,18.9171,98.4214
10/24/2011,18.8843,97.8324
10/25/2011,18.5666,97.4757
10/26/2011,18.7532,96.2376
10/27/2011,18.5408,96.8398
10/28/2011,18.585,97.3545
10/31/2011,18.3833,97.45
11/1/2011,18.6867,98.2391
11/2/2011,18.6495,97.689
11/3/2011,18.356,94.8199
11/4/2011,18.4317,95.0415
11/7/2011,18.5517,93.463
11/8/2011,18.4477,94.2629
11/9/2011,18.4516,94.16
11/10/2011,18.4543,94.9537
11/11/2011,18.4192,94.4026
11/14/2011,18.4733,95.5816
11/15/2011,18.3765,95.2065
11/16/2011,18.3301,94.5039
11/17/2011,18.4609,95.6459
11/18/2011,18.5448,95.519
11/21/2011,18.7268,96.015
11/22/2011,18.949,95.7126
11/23/2011,18.8355,95.6921
11/24/2011,18.8252,96.3718
11/25/2011,18.8841,96.7572
11/28/2011,18.7413,96.0942
11/29/2011,18.6147,96.3578
11/30/2011,18.2109,95.4436
12/1/2011,18.3008,96.3039
12/2/2011,18.241,95.2217
12/5/2011,18.1214,95.993
12/6/2011,18.104,95.9739
12/7/2011,18.079,96.6437
12/8/2011,18.1169,96.9195
12/9/2011,18.3191,96.7847
12/12/2011,18.266,96.5919
12/13/2011,18.1647,97.2333
12/14/2011,18.0475,97.4713
12/15/2011,17.9662,97.3026
12/16/2011,18.0479,96.741
12/19/2011,18.0773,96.5142
12/20/2011,18.0685,95.3067
12/21/2011,18.0666,95.6386
12/22/2011,17.9918,96.1574
12/23/2011,18.0402,96.416
12/27/2011,18.1051,95.7378
12/28/2011,18.2846,95.9767
12/29/2011,18.0061,95.094
12/30/2011,18.0512,95.5044
1/2/2012,18.021,94.4097
1/3/2012,17.9613,93.8545
1/4/2012,17.7921,94.2689
1/5/2012,17.604,94.6617
1/6/2012,17.5457,94.5859
1/9/2012,17.4915,93.8581
1/10/2012,17.3805,93.7686
1/11/2012,17.3728,94.1024
1/12/2012,17.2985,94.5792
1/13/2012,17.2983,93.8518
1/16/2012,17.1633,93.5314
1/17/2012,17.2281,93.5191
1/18/2012,17.1517,93.1417
1/19/2012,17.1321,93.3718
1/20/2012,17.1248,92.8411
1/23/2012,17.0627,92.4484
1/24/2012,17.1965,92.8545
1/25/2012,17.0297,91.5196
1/26/2012,16.9883,91.6828
1/27/2012,17.0004,92.2309
1/30/2012,17.0423,92.7952
1/31/2012,17.0234,93.2006
2/1/2012,17.0668,92.7968
2/2/2012,16.907,91.181
2/3/2012,16.8909,91.8328
2/6/2012,16.5907,92.1448
2/7/2012,16.6601,91.6715
2/8/2012,16.8232,91.9713
2/9/2012,16.8765,91.973
2/10/2012,16.8943,92.613
2/13/2012,16.8404,93.0303
2/14/2012,16.7766,93.1989
2/15/2012,16.6897,92.1097
2/16/2012,16.8151,92.6605
2/17/2012,16.8317,92.1441
2/20/2012,16.8306,90.8549
2/21/2012,16.8286,90.8774
2/22/2012,16.9605,91.038
2/23/2012,16.9869,90.0014
2/24/2012,17.1926,89.372
2/27/2012,17.3089,88.591
2/28/2012,17.2682,88.2297
2/29/2012,17.1949,88.6701
3/1/2012,17.0633,88.0905
3/2/2012,16.8678,88.544
3/5/2012,16.9126,89.1611
3/6/2012,16.9779,89.2178
3/7/2012,17.0308,89.2143
3/8/2012,16.9511,88.5641
3/9/2012,16.746,89.0745
3/12/2012,16.648,89.8248
3/13/2012,16.5563,89.3504
3/14/2012,16.4549,88.4107
3/15/2012,16.5456,89.4705
3/16/2012,16.57,89.5895
3/19/2012,16.6825,90.0173
3/20/2012,16.7681,90.1692
3/21/2012,16.7442,89.586
3/22/2012,16.8642,90.3729
3/23/2012,17.0186,90.8125
3/26/2012,16.8545,91.2114
3/27/2012,16.8782,91.0423
3/28/2012,16.9715,91.0582
3/29/2012,16.9975,91.4579
3/30/2012,17.0222,90.8953
4/2/2012,17.0243,90.678
4/3/2012,16.9593,89.3897
4/4/2012,16.873,89.1501
4/5/2012,16.8244,88.8987
4/10/2012,17.068,89.2475
4/11/2012,17.2549,88.2883
4/12/2012,17.2124,88.8541
4/13/2012,17.1913,88.7748
4/16/2012,17.2429,88.8942
4/17/2012,17.2779,88.3637
4/18/2012,17.1767,87.8123
4/19/2012,17.275,87.1324
4/20/2012,17.3475,87.1574
4/23/2012,17.3139,87.4921
4/24/2012,17.285,87.9412
4/25/2012,17.3461,88.2881
4/26/2012,17.3843,88.8051
4/27/2012,17.3961,88.4247
4/30/2012,17.1563,88.7024
5/2/2012,16.9849,88.5299
5/3/2012,17.0073,88.4462
5/4/2012,17.067,88.3195
5/7/2012,17.184,87.32
5/8/2012,17.1877,88.1606
5/9/2012,17.4978,88.0119
5/10/2012,17.4001,88.1252
5/11/2012,17.5015,88.1742
5/14/2012,17.558,87.6515
5/15/2012,17.5635,87.794
5/16/2012,17.5848,88.2708
5/17/2012,17.5316,88.0803
5/18/2012,17.4891,87.8207
5/21/2012,17.5896,87.9204
5/22/2012,17.4659,89.4018
5/23/2012,17.6859,89.8317
5/24/2012,17.5421,90.4537
5/25/2012,17.5657,90.5763
5/28/2012,17.517,90.5752
5/29/2012,17.4445,90.5571
5/30/2012,17.3868,90.9526
5/31/2012,17.5664,90.5969
6/1/2012,17.8118,90.7014
6/4/2012,17.7016,91.1884
6/5/2012,17.6753,91.069
6/6/2012,17.71,90.5568
6/7/2012,17.5537,91.1179
6/8/2012,17.6203,88.9477
6/11/2012,17.4738,90.6717
6/12/2012,17.5712,90.3628
6/13/2012,17.5102,90.1327
6/14/2012,17.6279,89.5401
6/15/2012,17.5336,88.9229
6/18/2012,17.566,90.6423
6/19/2012,17.3461,89.3883
6/20/2012,17.3916,89.0422
6/21/2012,17.3374,87.8083
6/22/2012,17.3916,88.1376
6/25/2012,17.3833,88.7794
6/26/2012,17.3809,88.2884
6/27/2012,17.1282,88.7035
6/28/2012,16.9208,89.8185
6/29/2012,16.8755,89.6868
7/2/2012,16.7865,90.0275
7/3/2012,16.812,90.156
7/4/2012,16.7927,89.6897
7/5/2012,16.5626,89.7962
7/6/2012,16.6403,90.3777
7/9/2012,16.5464,89.0384
7/10/2012,16.3538,89.2205
7/11/2012,16.333,89.6587
7/12/2012,16.3487,89.5262
7/13/2012,16.3659,89.5491
7/16/2012,16.2379,90.375
7/17/2012,16.1864,90.7794
7/18/2012,16.1445,89.832
7/19/2012,16.1271,90.9167
7/20/2012,16.2327,90.7517
7/23/2012,16.3715,90.4027
7/24/2012,16.5008,90.8239
7/25/2012,16.5456,90.1189
7/26/2012,16.5217,90.4836
7/27/2012,16.4814,90.5657
7/30/2012,16.2021,90.0758
7/31/2012,16.2856,89.9749
8/1/2012,16.3514,90.4001
8/2/2012,16.4551,90.3028
8/3/2012,16.2603,90.0478
8/6/2012,16.2109,90.2828
8/7/2012,16.339,90.2469
8/8/2012,16.3722,89.8913
8/9/2012,16.1949,89.8629
8/10/2012,16.1368,89.156
8/13/2012,16.163,88.2232
8/14/2012,16.1714,88.3306
8/15/2012,16.1822,88.6316
8/16/2012,16.1358,88.1914
8/17/2012,16.3281,88.6887
8/20/2012,16.1413,88.6902
8/21/2012,16.2143,88.3604
8/22/2012,16.422,87.9745
8/23/2012,16.461,88.3328
8/24/2012,16.5368,88.3529
8/27/2012,16.5109,87.9007
8/28/2012,16.5184,88.3267
8/29/2012,16.6269,87.9597
8/30/2012,16.7698,88.2591
8/31/2012,16.777,87.8463
9/3/2012,16.6224,88.0493
9/4/2012,16.5518,87.8579
9/5/2012,16.5615,87.955
9/6/2012,16.5162,88.2604
9/7/2012,16.5019,87.9832
9/10/2012,16.6018,87.6438
9/11/2012,16.6711,87.345
9/12/2012,16.7652,87.2245
9/13/2012,16.8038,86.9895
9/14/2012,16.7204,87.3817
9/17/2012,16.7236,87.1987
9/18/2012,16.7283,87.269
9/19/2012,16.6816,85.8458
9/20/2012,16.7056,86.224
9/21/2012,16.6641,86.4859
9/24/2012,16.6727,86.3159
9/25/2012,16.6079,86.2912
9/26/2012,16.5957,86.8044
9/27/2012,16.5225,87.2378
9/28/2012,16.6086,86.6872
10/1/2012,16.5824,86.4582
10/2/2012,16.5813,86.5136
10/3/2012,16.5952,86.9817
10/4/2012,16.5643,87.3724
10/5/2012,16.5844,86.8617
10/8/2012,16.6357,87.1434
10/9/2012,16.5661,86.9466
10/10/2012,16.5624,86.7379
10/11/2012,16.6904,86.8211
10/12/2012,16.6949,87.1219
10/15/2012,16.6288,87.7467
10/16/2012,16.6848,87.6776
10/17/2012,16.8231,87.6393
10/18/2012,16.7891,87.6698
10/19/2012,16.7871,87.6677
10/22/2012,16.8251,87.1323
10/23/2012,16.8471,87.5167
10/24/2012,16.7825,87.8987
10/25/2012,16.8077,87.9734
10/26/2012,16.8304,87.9068
10/29/2012,16.829,88.2049
10/30/2012,16.9152,88.0353
10/31/2012,16.9685,88.0295
11/1/2012,16.9402,87.8133
11/2/2012,16.6645,86.729
11/5/2012,16.6796,86.2436
11/6/2012,16.6568,86.4616
11/7/2012,16.5991,86.0663
11/8/2012,16.6548,86.6181
11/9/2012,16.7982,86.3943
11/12/2012,16.7975,86.1285
11/13/2012,16.8062,85.8424
11/14/2012,16.8079,86.1007
11/15/2012,16.917,85.9441
11/16/2012,16.8339,86.4143
11/19/2012,16.7125,86.4688
11/20/2012,16.7542,86.3526
11/21/2012,16.6777,86.8416
11/22/2012,16.7523,87.074
11/23/2012,16.7933,86.8737
11/26/2012,16.8255,86.5826
11/27/2012,16.8137,86.874
11/28/2012,16.8552,86.8227
11/29/2012,16.8116,86.6121
11/30/2012,16.7648,86.9108
12/3/2012,16.8362,87.2504
12/4/2012,16.9802,87.3482
12/5/2012,16.9098,87.4515
12/6/2012,16.8684,87.4231
12/7/2012,16.6145,87.3302
12/10/2012,16.5673,87.0382
12/11/2012,16.609,87.1662
12/12/2012,16.6319,87.2819
12/13/2012,16.663,87.1766
12/14/2012,16.7345,86.9562
12/17/2012,16.8182,86.9825
12/18/2012,16.7795,87.1001
12/19/2012,16.8993,87.2126
12/20/2012,16.9287,87.3044
12/21/2012,17.0072,87.5696
12/24/2012,17.0977,87.3211
12/27/2012,17.1939,87.37
12/28/2012,17.1386,87.5887
12/31/2012,17.1845,87.07
1/2/2013,16.9319,87.6146
1/3/2013,16.7293,87.4442
1/4/2013,16.6586,87.5076
1/7/2013,16.5971,87.326
1/8/2013,16.6881,87.3974
1/9/2013,16.6719,87.1933
1/10/2013,16.6112,86.6078
1/11/2013,16.7598,86.0602
1/14/2013,16.9097,86.0293
1/15/2013,16.888,85.7663
1/16/2013,16.8084,85.6136
1/17/2013,16.8504,85.6601
1/18/2013,16.7882,85.7365
1/21/2013,16.9175,85.7869
1/22/2013,16.9153,85.878
1/23/2013,16.8538,86.1558
1/24/2013,16.9385,86.8323
1/25/2013,17.0448,87.6927
1/28/2013,17.1653,86.8481
1/29/2013,17.1112,86.7554
1/30/2013,17.2154,86.9275
1/31/2013,17.2173,86.6228
2/1/2013,17.3704,86.702
2/4/2013,17.1751,86.7469
2/5/2013,17.1341,86.7297
2/6/2013,17.1056,87.0481
2/7/2013,17.1761,87.1961
2/8/2013,17.0465,87.6896
2/11/2013,17.097,87.846
2/12/2013,17.1363,87.6886
2/13/2013,17.0794,87.9233
2/14/2013,16.9523,87.8845
2/15/2013,16.9221,87.4931
2/18/2013,16.9444,87.5906
2/19/2013,16.9185,85.999
2/20/2013,16.9117,86.0733
2/21/2013,16.8313,86.2672
2/22/2013,16.7762,86.244
2/25/2013,16.8455,85.5201
2/26/2013,16.7459,86.0522
2/27/2013,16.8211,85.0594
2/28/2013,16.7554,85.0439
3/1/2013,16.7042,85.286
3/4/2013,16.6451,84.9124
3/5/2013,16.6001,85.1368
3/6/2013,16.5647,85.086
3/7/2013,16.6541,85.7386
3/8/2013,16.6598,85.7195
3/11/2013,16.3724,85.567
3/12/2013,16.3106,86.0341
3/13/2013,16.0835,85.5809
3/14/2013,16.0628,85.421
3/15/2013,16.2443,85.7051
3/18/2013,16.141,86.0155
3/19/2013,16.0453,85.8478
3/20/2013,16.0388,85.8531
3/21/2013,15.9865,86.0638
3/22/2013,16.0711,85.9723
3/25/2013,15.9715,85.4296
3/26/2013,15.8408,85.5732
3/27/2013,15.8335,86.0388
3/28/2013,15.8146,85.9633
4/2/2013,15.8285,85.9493
4/3/2013,15.7274,86.2071
4/4/2013,15.7597,86.5833
4/5/2013,15.962,87.1173
4/8/2013,15.8076,86.9362
4/9/2013,15.8559,87.081
4/10/2013,15.8943,86.784
4/11/2013,15.8661,86.252
4/12/2013,15.744,85.3723
4/15/2013,15.8693,85.7258
4/16/2013,15.9744,86.3212
4/17/2013,16.0174,86.333
4/18/2013,15.8927,86.7286
4/19/2013,16.0396,86.2055
4/22/2013,16.0012,86.7169
4/23/2013,15.9641,86.8257
4/24/2013,15.9395,86.7603
4/25/2013,15.8922,87.0317
4/26/2013,15.8523,86.9092
4/29/2013,15.8514,86.7363
4/30/2013,15.9408,86.5066
5/2/2013,16.0529,85.9496
5/3/2013,15.9604,86.0671
5/6/2013,15.8424,86.6284
5/7/2013,15.8943,85.9524
5/8/2013,15.8073,85.2441
5/9/2013,15.7546,85.3748
5/10/2013,15.6689,85.4626
5/13/2013,15.7077,86.2667
5/14/2013,15.7759,86.4902
5/15/2013,15.6385,86.7833
5/16/2013,15.8096,86.5699
5/17/2013,15.8403,86.246
5/20/2013,15.8305,86.3226
5/21/2013,15.8388,86.3285
5/22/2013,15.9251,86.541
5/23/2013,16.1081,86.2836
5/24/2013,16.1026,86.2999
5/27/2013,16.1537,86.209
5/28/2013,16.156,86.168
5/29/2013,16.3671,86.2051
5/30/2013,16.5044,86.1706
5/31/2013,16.7688,86.3939
6/3/2013,16.5982,86.968
6/4/2013,16.6649,86.9476
6/5/2013,16.651,87.0706
6/6/2013,16.8147,87.0276
6/7/2013,17.049,87.2365
6/10/2013,16.922,86.9668
6/11/2013,17.2549,86.9853
6/12/2013,16.9295,87.334
6/13/2013,17.1166,87.3818
6/14/2013,16.8411,87.2873
6/17/2013,16.907,87.2209
6/18/2013,17.2832,86.9308
6/19/2013,17.2401,87.1861
6/20/2013,17.538,87.6918
6/21/2013,17.5558,87.7787
6/24/2013,17.5222,87.1939
6/25/2013,17.2858,87.342
6/26/2013,17.2046,86.9898
6/27/2013,17.0117,87.3711
6/28/2013,17.0413,87.2582
7/1/2013,16.8392,87.1576
7/2/2013,16.9286,87.608
7/3/2013,17.0048,87.4493
7/4/2013,16.8402,87.974
7/5/2013,16.6126,88.0056
7/8/2013,16.7461,87.9487
7/9/2013,16.52,87.4088
7/10/2013,16.5358,87.808
7/11/2013,16.7374,87.0636
7/12/2013,16.7474,86.7742
7/15/2013,16.6489,86.175
7/16/2013,16.5372,86.0069
7/17/2013,16.6105,86.3311
7/18/2013,16.3309,86.484
7/19/2013,16.3913,86.4123
7/22/2013,16.4786,86.4832
7/23/2013,16.5033,86.3567
7/24/2013,16.5509,86.3316
7/25/2013,16.7041,86.6462
7/26/2013,16.7779,87.0021
7/29/2013,16.8476,87.1728
7/30/2013,16.9524,87.1568
7/31/2013,17.0086,87.1725
8/1/2013,16.8653,86.83
8/2/2013,16.956,86.9213
8/5/2013,16.7893,87.3754
8/6/2013,16.8058,87.8464
8/7/2013,16.8685,87.7613
8/8/2013,16.9438,88.027
8/9/2013,16.8567,87.9584
8/12/2013,16.7753,87.5971
8/13/2013,16.9142,87.6348
8/14/2013,16.8756,87.7236
8/15/2013,17.0135,87.9744
8/16/2013,17.1412,87.857
8/19/2013,17.3238,88.1949
8/20/2013,17.4437,87.7541
8/21/2013,17.4634,88.0337
8/22/2013,17.621,87.6765
8/23/2013,17.4804,87.4769
8/26/2013,17.4207,87.6834
8/27/2013,17.8049,88.0738
8/28/2013,17.8076,88.1825
8/29/2013,17.604,88.644
8/30/2013,17.6158,88.5743
9/2/2013,17.5521,88.7859
9/3/2013,17.6834,88.7123
9/4/2013,17.5563,88.5223
9/5/2013,17.7016,88.0877
9/6/2013,17.4784,88.3414
9/9/2013,17.3917,88.5303
9/10/2013,17.2954,88.5772
9/11/2013,17.3472,88.67
9/12/2013,17.4232,89.0708
9/13/2013,17.4178,89.3421
9/16/2013,17.2205,89.1266
9/17/2013,17.2693,89.269
9/18/2013,17.2742,89.2703
9/19/2013,17.0857,89.3964
9/20/2013,17.2736,89.3333
9/23/2013,17.3382,90.0085
9/24/2013,17.3566,90.143
9/25/2013,17.5292,90.539
9/26/2013,17.5347,90.7146
9/27/2013,17.8128,90.1495
9/30/2013,17.8462,90.2873
10/1/2013,17.8057,90.1102
10/2/2013,17.8303,89.9765
10/3/2013,17.9098,90.2629
10/4/2013,17.815,90.4773
10/7/2013,17.877,90.6901
10/8/2013,17.7394,90.8155
10/9/2013,17.8128,91.0492
10/10/2013,17.781,91.0216
10/11/2013,17.7186,90.5255
10/14/2013,17.6773,90.6313
10/15/2013,17.5426,91.1686
10/16/2013,17.5812,91.2754
10/17/2013,17.5324,91.1243
10/18/2013,17.4977,90.5493
10/21/2013,17.5843,91.2981
10/22/2013,17.7718,91.5112
10/23/2013,17.7886,91.6028
10/24/2013,17.9741,91.8135
10/25/2013,17.8719,91.7023
10/28/2013,17.7631,91.1086
10/29/2013,17.7841,91.6579
10/30/2013,17.7178,91.7012
10/31/2013,17.6733,92.2416
11/1/2013,17.6703,91.9588
11/4/2013,17.577,92.2837
11/5/2013,17.6326,92.4274
11/6/2013,17.7106,92.8361
11/7/2013,17.5449,92.8565
11/8/2013,17.7168,92.8794
11/11/2013,17.6466,92.6995
11/12/2013,17.7464,92.2113
11/13/2013,17.6696,92.2925
11/14/2013,17.5555,91.229
11/15/2013,17.4647,92.5579
11/18/2013,17.4356,92.3485
11/19/2013,17.4365,92.782
11/20/2013,17.531,92.622
11/21/2013,17.6655,92.6668
11/22/2013,17.6167,92.1271
11/25/2013,17.5598,92.4505
11/26/2013,17.7212,92.3723
11/27/2013,17.8203,92.2752
11/28/2013,17.8184,91.7871
11/29/2013,17.7743,92.326
12/2/2013,17.7877,92.282
12/3/2013,17.9796,91.7054
12/4/2013,17.8511,92.3694
12/5/2013,17.7086,92.098
12/6/2013,17.8348,92.1373
12/9/2013,17.6094,91.4785
12/10/2013,17.6749,91.3264
12/11/2013,17.7439,91.162
12/12/2013,17.8772,90.1582
12/13/2013,17.7782,90.2582
12/16/2013,17.8013,90.5439
12/17/2013,17.7864,90.1402
12/18/2013,17.8211,90.2415
12/19/2013,17.7312,90.7332
12/20/2013,17.83,91.1392
12/23/2013,17.7681,90.9365
12/24/2013,17.7663,91.2573
12/27/2013,18.1236,91.4797
12/30/2013,18.0096,91.0955
12/31/2013,18.0731,91.0741
1/2/2014,17.9384,91.511
1/3/2014,17.821,91.3368
1/6/2014,17.8526,90.5297
1/7/2014,17.8083,90.3232
1/8/2014,17.7055,90.7725
1/9/2014,17.8639,90.5832
1/10/2014,17.7718,90.6662
1/13/2014,17.7642,90.3845
1/14/2014,17.9154,90.3949
1/15/2014,17.8443,90.3823
1/16/2014,18.0439,90.0025
1/17/2014,18.0908,90.2931
1/20/2014,17.9546,90.5969
1/21/2014,18.0065,91.0188
1/22/2014,18.0441,91.3471
1/23/2014,18.2149,92.0165
1/24/2014,18.4583,91.8166
1/27/2014,18.2949,91.3811
1/28/2014,18.1409,90.7285
1/29/2014,18.115,90.9972
1/30/2014,18.1111,90.3671
1/31/2014,18.1614,89.8347
2/3/2014,17.9892,89.9042
2/4/2014,18.1121,90.4828
2/5/2014,18.063,90.8229
2/6/2014,17.8802,90.6005
2/7/2014,18.1125,90.8449
2/10/2014,18.1372,90.6769
2/11/2014,18.16,90.7893
2/12/2014,18.0643,90.7556
2/13/2014,18.2725,90.283
2/14/2014,18.1673,89.9864
2/17/2014,18.1145,90.2365
2/18/2014,18.1366,90.9052
2/19/2014,18.2472,91.4522
2/20/2014,18.2701,91.8172
2/21/2014,18.2348,91.5743
2/24/2014,18.2126,92.0156
2/25/2014,18.232,92.2253
2/26/2014,18.1986,92.2452
2/27/2014,18.2075,91.9612
2/28/2014,18.3091,92.3503
3/3/2014,18.2997,92.791
3/4/2014,18.2977,93.0718
3/5/2014,18.1949,92.7773
3/6/2014,18.1314,92.8979
3/7/2014,18.2956,92.8793
3/10/2014,18.3035,92.7686
3/11/2014,18.3263,92.9116
3/12/2014,18.4385,93.0629
3/13/2014,18.3895,93.2414
3/14/2014,18.4553,93.4975
3/17/2014,18.3712,93.1923
3/18/2014,18.3367,93.5631
3/19/2014,18.3039,94.3727
3/20/2014,18.2828,94.3223
3/21/2014,18.2695,94.5385
3/24/2014,18.1705,94.8094
3/25/2014,18.1256,93.7078
3/26/2014,18.0986,92.7511
3/27/2014,18.0405,92.1502
3/28/2014,17.9924,92.2615
3/31/2014,18.0147,91.2065
4/1/2014,18.0263,91.2718
4/2/2014,18.0183,91.4243
4/3/2014,18.0593,92.0638
4/4/2014,17.9586,92.469
4/7/2014,17.9051,92.6401
4/8/2014,17.8587,92.3338
4/9/2014,18.0025,92.0819
4/10/2014,18.0132,91.5489
4/11/2014,18.164,91.568
4/14/2014,18.0491,92.3133
4/15/2014,18.0012,92.3541
4/16/2014,18.0674,92.5235
4/17/2014,18.0988,92.5844
4/22/2014,18.0222,92.0877
4/23/2014,18.081,92.8759
4/24/2014,18.0648,92.3012
4/25/2014,18.1549,92.1461
4/28/2014,18.1815,92.1932
4/29/2014,18.0903,92.3838
4/30/2014,18.1532,92.8827
5/2/2014,18.0622,92.392
5/5/2014,18.0938,93.0301
5/6/2014,18.1675,93.3189
5/7/2014,18.1319,92.703
5/8/2014,18.0859,92.789
5/9/2014,17.8653,93.0161
5/12/2014,17.8126,92.7787
5/13/2014,17.7166,93.3044
5/14/2014,17.7335,93.7951
5/15/2014,17.644,93.6459
5/16/2014,17.7336,93.6265
5/19/2014,17.7157,93.7313
5/20/2014,17.7229,93.2971
5/21/2014,17.6564,93.5643
5/22/2014,17.6734,93.6456
5/23/2014,17.5738,92.7185
5/26/2014,17.5305,93.3399
5/27/2014,17.5678,93.5223
5/28/2014,17.5298,93.1669
5/29/2014,17.5023,93.1462
5/30/2014,17.4833,93.1573
6/2/2014,17.5248,93.2348
6/3/2014,17.6355,93.8415
6/4/2014,17.6444,93.9336
6/5/2014,17.4946,93.1478
6/6/2014,17.5402,93.5789
6/9/2014,17.5951,93.3366
6/10/2014,17.6694,93.5232
6/11/2014,17.6653,93.6367
6/12/2014,17.5769,93.4061
6/13/2014,17.6047,93.4166
6/16/2014,17.6505,92.6712
6/17/2014,17.6906,92.3652
6/18/2014,17.7512,91.4754
6/19/2014,17.6774,91.4104
6/20/2014,17.6787,91.6388
6/23/2014,17.6486,91.4557
6/24/2014,17.73,91.5994
6/25/2014,17.7689,91.3022
6/26/2014,17.7164,91.9284
6/27/2014,17.7087,91.8072
6/30/2014,17.7124,91.8134
7/1/2014,17.7759,91.1662
7/2/2014,17.6777,90.456
