Date,INR,NEER
10/24/2013,84.813,93.1003
10/25/2013,84.768,92.7477
10/28/2013,84.806,92.4218
10/29/2013,84.632,91.6786
10/30/2013,84.232,91.2331
10/31/2013,83.868,92.2995
11/1/2013,83.3645,91.7205
11/4/2013,84.028,91.7779
11/5/2013,83.411,91.2796
11/6/2013,84.394,91.4929
11/7/2013,83.652,91.4924
11/8/2013,84.3,91.7282
11/11/2013,84.704,90.8535
11/12/2013,85.556,91.0282
11/13/2013,85.106,91.2082
11/14/2013,85.117,91.3256
11/15/2013,84.96,91.0205
11/18/2013,84.215,90.885
11/19/2013,83.955,90.7626
11/20/2013,84.523,90.413
11/21/2013,84.793,90.7685
11/22/2013,84.989,90.1665
11/25/2013,84.456,90.332
11/26/2013,84.647,90.7038
11/27/2013,84.506,90.4505
11/28/2013,84.828,90.6702
11/29/2013,84.974,90.7558
12/2/2013,84.356,90.9001
12/3/2013,84.669,91.4249
12/4/2013,84.208,91.1464
12/5/2013,83.865,91.0825
12/6/2013,84.155,91.1552
12/9/2013,83.889,91.2865
12/10/2013,83.9149,91.4659
12/11/2013,84.399,91.1391
12/12/2013,85.416,91.027
12/13/2013,85.335,90.3236
12/16/2013,85.067,90.524
12/17/2013,85.084,90.7663
12/18/2013,85.384,90.7613
12/19/2013,85.249,90.8548
12/20/2013,84.716,90.1771
12/23/2013,84.703,90.3408
12/24/2013,84.56,90.4079
12/27/2013,85.623,90.3756
12/30/2013,85.304,90.6781
12/31/2013,85.366,90.8147
1/2/2014,85.045,91.0058
1/3/2014,84.802,91.0645
1/6/2014,84.666,91.0797
1/7/2014,84.83,91.1535
1/8/2014,84.32,91.2578
1/9/2014,84.541,90.9845
1/10/2014,84.11,90.8571
1/13/2014,83.927,90.8912
1/14/2014,84.032,90.9119
1/15/2014,83.7358,91.1069
1/16/2014,83.71,91.2816
1/17/2014,83.61,90.7325
1/20/2014,83.538,90.8982
1/21/2014,83.92,91.0268
1/22/2014,83.953,91.3534
1/23/2014,84.396,91.5365
1/24/2014,85.689,91.5886
1/27/2014,86.184,91.7822
1/28/2014,85.327,91.2723
1/29/2014,85.111,91.5556
1/30/2014,85.084,91.2527
1/31/2014,84.688,91.1384
2/3/2014,84.371,91.3818
2/4/2014,84.531,90.7215
2/5/2014,84.7521,91.0628
2/6/2014,84.2358,91.0029
2/7/2014,84.727,90.9516
2/10/2014,85.0391,91.3843
2/11/2014,85.0904,91.3574
2/12/2014,84.2951,91.4634
2/13/2014,85.245,91.417
2/14/2014,84.908,91.4093
2/17/2014,84.7386,91.0763
2/18/2014,85.282,91.4223
2/19/2014,85.53,91.0238
2/20/2014,85.478,90.9167
2/21/2014,85.158,90.7421
2/24/2014,85.2446,90.7171
2/25/2014,85.1421,90.5503
2/26/2014,85.2865,90.3746
2/27/2014,84.6467,90.3552
2/28/2014,85.3056,89.9824
3/3/2014,85.3905,89.9847
3/4/2014,85.1757,90.0179
3/5/2014,84.802,89.8226
3/6/2014,83.9957,90.5598
3/7/2014,84.8382,90.2417
3/10/2014,84.4555,90.4835
3/11/2014,84.421,90.4817
3/12/2014,85.0162,90.4059
3/13/2014,85.2972,90.2827
3/14/2014,84.9562,90.1642
3/17/2014,85.2361,90.0516
3/18/2014,85.0052,90.3964
3/19/2014,84.7928,90.0948
3/20/2014,84.4058,90.0193
3/21/2014,83.9547,89.795
3/24/2014,83.7287,89.8121
3/25/2014,83.353,89.7778
3/26/2014,82.885,89.7562
3/27/2014,83.0178,89.5516
3/28/2014,82.9736,89.177
3/31/2014,82.5784,88.9385
4/1/2014,82.695,89.4418
4/2/2014,82.5803,89.5643
4/3/2014,82.867,89.9091
4/4/2014,82.47,90.3505
4/7/2014,82.601,90.4394
4/8/2014,82.8162,91.2961
4/9/2014,82.9502,90.7873
4/10/2014,83.4183,90.6424
4/11/2014,83.4766,90.1503
4/14/2014,83.2058,90.7866
4/15/2014,83.1389,90.7291
4/16/2014,83.5237,90.5527
4/17/2014,83.582,90.8206
4/22/2014,83.9659,91.2179
4/23/2014,84.5742,90.964
4/24/2014,84.4195,91.2338
4/25/2014,83.9473,90.9739
4/28/2014,84.0392,91.1471
4/29/2014,83.5436,90.8786
4/30/2014,83.4324,90.7116
5/2/2014,83.4964,90.4467
5/5/2014,83.38,90.5984
5/6/2014,83.806,90.5981
5/7/2014,83.6525,91.2991
5/8/2014,83.6385,91.6008
5/9/2014,82.7205,91.6487
5/12/2014,82.6588,91.6648
5/13/2014,81.7015,91.6463
5/14/2014,81.5807,91.9114
5/15/2014,80.9842,91.7385
5/16/2014,80.6914,91.8365
5/19/2014,80.2,91.6692
5/20/2014,80.3485,92.033
5/21/2014,80.3875,91.984
5/22/2014,79.9031,91.7809
5/23/2014,79.7472,92.2447
5/26/2014,80.0579,92.2434
5/27/2014,80.246,91.7564
5/28/2014,80.1885,91.8652
5/29/2014,80.276,92.1138
5/30/2014,80.402,92.0028
6/2/2014,80.5176,91.9827
6/3/2014,81.063,91.9413
6/4/2014,80.9065,92.0931
6/5/2014,80.3058,92.4814
6/6/2014,80.7368,92.6775
6/9/2014,80.405,92.6768
6/10/2014,80.216,92.9573
6/11/2014,80.3554,92.9353
6/12/2014,80.0114,92.9456
6/13/2014,80.913,92.7222
6/16/2014,81.422,92.3948
6/17/2014,81.5844,92.1776
6/18/2014,81.8256,91.8862
6/19/2014,81.7677,91.9865
6/20/2014,81.7909,91.9108
6/23/2014,81.7874,91.6001
6/24/2014,81.8714,91.4014
6/25/2014,81.8704,91.261
6/26/2014,81.8809,91.3793
6/27/2014,81.863,91.4662
6/30/2014,82.2023,91.2071
7/1/2014,82.2307,91.2899
7/2/2014,81.3283,91.6455
7/3/2014,81.3916,91.4344
7/4/2014,81.1679,91.6264
7/7/2014,81.5757,91.3683
7/8/2014,81.2529,91.216
7/9/2014,81.2983,90.987
7/10/2014,81.9043,91.0494
7/11/2014,81.5686,91.0628
7/14/2014,81.8301,91.1829
7/15/2014,81.8277,91.1981
7/16/2014,81.3003,91.2262
7/17/2014,81.3833,91.1583
7/18/2014,81.6099,91.4182
7/21/2014,81.5203,91.5059
7/22/2014,81.1826,91.6172
7/23/2014,80.8573,91.999
7/24/2014,81.0071,92.2973
7/25/2014,80.7677,92.3922
7/28/2014,80.6813,92.4356
7/29/2014,80.805,92.3089
7/30/2014,80.5256,92.2727
7/31/2014,81.017,92.6292
8/1/2014,82.025,92.8586
8/4/2014,81.787,92.7327
8/5/2014,81.4696,92.5044
8/6/2014,82.045,92.8359
8/7/2014,81.8556,92.3151
8/8/2014,81.9212,92.3076
8/11/2014,81.8355,92.2591
8/12/2014,81.811,92.7689
8/13/2014,81.83,92.6584
8/14/2014,81.3513,92.3899
8/15/2014,81.4881,92.2445
8/18/2014,81.435,92.0779
8/19/2014,81.1032,92.0386
8/20/2014,80.645,91.9055
8/21/2014,80.4619,92.2086
8/22/2014,80.2952,92.2905
8/25/2014,79.9326,92.2594
8/26/2014,79.8327,92.4484
8/27/2014,79.6565,92.6109
8/28/2014,79.8982,92.64
8/29/2014,79.81,92.6479
9/1/2014,79.5006,92.4887
9/2/2014,79.5949,92.5595
9/3/2014,79.4518,92.5826
9/4/2014,78.4199,93.0145
9/5/2014,78.2141,92.9255
9/8/2014,78.004,93.2257
9/9/2014,78.1926,93.5598
9/10/2014,78.8087,93.8974
9/11/2014,78.8026,93.8507
9/12/2014,78.597,93.7799
9/15/2014,78.9211,93.8833
9/16/2014,79.0867,93.7486
9/17/2014,78.9268,93.9022
9/18/2014,78.5745,93.7473
9/19/2014,78.1787,93.8868
9/22/2014,78.2094,94.1143
9/23/2014,78.5793,93.9676
9/24/2014,78.2386,94.0945
9/25/2014,78.0873,94.5021
9/26/2014,77.9841,94.5406
9/29/2014,78.2572,94.4708
9/30/2014,77.8564,94.5251
10/1/2014,77.7857,94.5443
10/2/2014,78.0804,94.541
10/3/2014,77.9877,94.8865
10/6/2014,77.25,94.7612
10/7/2014,77.4385,95.3198
10/8/2014,77.63,95.1817
10/9/2014,77.8001,95.2301
10/10/2014,77.5152,95.3719
10/13/2014,77.3356,94.9318
10/14/2014,77.7236,94.8209
10/15/2014,77.8009,95.1685
10/16/2014,78.8628,95.1541
10/17/2014,78.7717,95.2153
10/20/2014,78.2921,95.3071
10/21/2014,78.1047,95.5642
10/22/2014,77.7142,95.5899
10/23/2014,77.5153,95.5899
10/24/2014,77.4541,95.7877
10/27/2014,77.7286,96.5699
10/28/2014,78.0592,96.3482
10/29/2014,78.0619,96.2624
10/30/2014,77.3946,96.494
10/31/2014,76.8535,96.1822
11/3/2014,76.7133,95.5681
11/4/2014,76.8422,95.4944
11/5/2014,76.7511,95.8391
11/6/2014,76.958,95.9626
11/7/2014,76.3857,95.9784
11/10/2014,76.7951,96.2984
11/11/2014,76.4635,96.1395
11/12/2014,76.5848,95.8573
11/13/2014,76.6293,95.3834
11/14/2014,76.8735,95.5639
11/17/2014,77.2603,96.0912
11/18/2014,77.275,96.2231
11/19/2014,77.7095,95.8454
11/20/2014,77.654,95.5592
11/21/2014,76.588,95.4192
11/24/2014,76.8291,94.8864
11/25/2014,76.895,94.7405
11/26/2014,77.1579,94.6566
11/27/2014,77.22,94.5369
11/28/2014,77.5469,94.4354
12/1/2014,77.3564,94.478
12/2/2014,76.8834,94.3231
12/3/2014,76.2179,94.1225
12/4/2014,76.2063,93.9279
12/5/2014,76.3786,94.4413
12/8/2014,75.9015,94.5632
12/9/2014,76.6415,94.7298
12/10/2014,76.9233,94.9089
12/11/2014,77.5644,94.5942
12/12/2014,77.7677,94.5788
12/15/2014,78.582,94.6464
12/16/2014,80.2218,94.4631
12/17/2014,79.1973,94.2785
12/18/2014,77.4772,94.0256
12/19/2014,77.7322,94.1901
12/22/2014,77.4769,94.0269
12/23/2014,77.2991,93.5236
12/24/2014,77.5589,93.1318
12/29/2014,77.666,93.25
12/30/2014,77.1686,93.4149
12/31/2014,76.719,93.5786
1/2/2015,76.3,93.5783
1/5/2015,75.6156,94.0302
1/6/2015,75.74,93.8483
1/7/2015,74.7423,93.6236
1/8/2015,73.63,93.9932
1/9/2015,73.6233,93.9755
1/12/2015,73.3784,94.2839
1/13/2015,73.0991,94.1346
1/14/2015,73.2273,93.9945
1/15/2015,72.3361,94.4319
1/16/2015,71.6857,94.6821
1/19/2015,71.6174,94.6729
1/20/2015,71.45,94.6114
1/21/2015,71.3839,94.6024
1/22/2015,71.5192,94.7931
1/23/2015,68.866,94.8235
1/26/2015,69.0691,94.5221
1/27/2015,69.401,94.3701
1/28/2015,69.6578,93.9581
1/29/2015,70.0403,93.6549
1/30/2015,70.1133,92.7646
2/2/2015,69.9735,93.2288
2/3/2015,70.2086,93.05
2/4/2015,70.7736,93.322
2/5/2015,70.4436,92.9534
2/6/2015,70.6442,92.7934
2/9/2015,70.0515,92.7911
2/10/2015,70.2617,92.5788
2/11/2015,70.549,92.8194
2/12/2015,70.5469,92.7975
2/13/2015,70.7557,92.6871
2/16/2015,70.9736,92.6334
2/17/2015,70.9893,92.3623
2/18/2015,70.85,92.3563
2/19/2015,70.8384,92.5947
2/20/2015,70.3122,92.4605
2/23/2015,70.4035,92.2517
2/24/2015,70.463,92.1955
2/25/2015,70.3083,91.7926
2/26/2015,69.8838,92.2667
2/27/2015,69.4822,92.182
3/2/2015,69.5415,92.2627
3/3/2015,69.1544,92.4589
3/4/2015,69.2626,92.7448
3/5/2015,68.9098,92.5392
3/6/2015,68.4064,92.5386
3/9/2015,68.071,92.5804
3/10/2015,67.4205,92.159
3/11/2015,66.4101,92.4243
3/12/2015,66.2762,92.2204
3/13/2015,66.6332,92.1268
3/16/2015,66.3743,91.9195
3/17/2015,66.7156,91.8139
3/18/2015,66.4754,91.8351
3/19/2015,66.8199,91.7328
3/20/2015,67.169,91.5263
3/23/2015,67.9572,90.9247
3/24/2015,68.2484,91.1714
3/25/2015,68.515,91.2739
3/26/2015,68.8296,91.0884
3/27/2015,67.87,90.8692
3/30/2015,67.918,90.7714
3/31/2015,67.2738,91.173
4/1/2015,67.2161,91.7906
4/2/2015,67.343,92.0164
4/7/2015,67.598,92.663
4/8/2015,67.6105,92.4558
4/9/2015,67.0115,92.6769
4/10/2015,65.91,92.883
4/13/2015,65.8671,92.8434
4/14/2015,65.905,92.5838
4/15/2015,65.9826,92.7195
4/16/2015,66.6873,92.9477
4/17/2015,67.474,93.2098
4/20/2015,67.526,92.9211
4/21/2015,67.3091,92.6343
4/22/2015,67.622,92.7962
4/23/2015,68.211,92.9135
4/24/2015,68.8001,93.3027
4/27/2015,68.7926,93.4402
4/28/2015,68.9985,93.8977
4/29/2015,69.7841,93.4287
4/30/2015,71.2153,93.5986
